date,excess_log_return,baspread,log_Mkt-RF^2,coskew,rev3,mom1m,log_Mkt-RF_lag2,aeavol,ep,sp,agr,chcapx,grnoa,ibq_adj,chinvest,pchcurrat,pchsale_pchxsga,pchsaleinv,rsup,salecash,chsaleq,sue,disp,max,lev,stdacc,ol,saleinv,roavol,chfeps,sfe,first_lag_excess_return
2010-07-30,5.677255403466544,92.58912164384624,0.3808740653873855,-299.5210990529031,104.3363330410881,41.17658500186501,30.233516450581355,2248.277683964312,62.33393191934204,511.294884246326,13.68938122814566,8437.452618199464,63.53498893450007,122.00873809960912,-48.3077040981274,-7.994892126245784,35.60129434641546,-10.187877419066549,3.831931739135032,17949.979841701494,41.74445914622424,4.383372192677023,325.1006122691838,1.2884967159953362,-6.367355075030218,-0.1211736531166538,-22369.745790222893,-157.28529390297945,0.3610954854241797,-18.986187789793576,-1.3795750903922404,-13.220700613016431
2010-08-31,-7.807350466778979,81.31917112096835,0.5161097626816269,-298.7696058474287,159.760455008346,-0.5462706943453028,-123.33353052110878,1946.9872972517896,32.500505926777564,556.1787411026576,28.289758047351512,10109.815380955028,40.39865177023221,2.847931741449779,-5.518291874528853,15.738979070906383,148.14723055722376,121.98405176714576,24.986663673192155,11721.137928078286,185.12960231423284,4.44530092958868,442.7947267842429,-27.765723414351555,44.55773385631869,-0.1555498952806262,-45094.37301931181,119.81869998669436,-1.1156015195910811,-3.9950425185072618,0.1797695023669803,5.677255403466544
2010-09-30,9.208056562476443,65.82182459302392,0.2758587888534407,-338.03387538682136,-49.275211088887005,-277.28840911790894,-86.63114297706687,1527.6862610517758,85.78378457807898,513.9048946140455,15.121237779406645,10783.304649161557,78.21029221390988,141.98372240948115,-9.139800771444238,-3.292993368454645,137.96942264247014,154.49551474234394,17.106427228041525,21775.34133286268,187.5960668064681,3.826990075753968,385.4306212977573,-31.68926772785909,-149.895198449889,0.4843241024746723,-77479.81045648595,110.1925455902583,6.604774640636322,-260.4819461503432,3.016718631489997,-7.807350466778979
2010-10-29,7.2937317801828225,91.67865569772594,0.9549683176684164,-386.279831065894,-171.0531326884422,-111.48008566896114,100.27757439207,1632.568395436687,83.56142966646107,543.2936586275848,20.71589217524746,1379.367866585386,48.795821710000766,146.2454265252504,-7.495699675256133,84.60794196087504,97.01065240760096,176.00108939886007,10.563334041351832,21189.463442791228,180.1340007367084,3.9318521353963938,390.082014114981,-10.586479375455468,12.689831248327664,0.4285095109930497,-20559.927388600307,-6.31970778822506,1.5191547437209536,62.00539192982143,2.474551652966188,9.208056562476443
2010-11-30,-6.060636340188257,95.72088249124208,0.1679057580655651,-360.8786265624848,66.25066767238852,161.201191368893,-74.11128089813904,1414.1798908393469,28.04208244579995,525.3991986796696,60.63416370403787,2070.783303436896,105.6495508370366,-159.41763160833838,102.3552744555244,147.9666214937651,-15.053765853163943,-77.35031253343396,-3.317489644023885,13377.481516476786,-10.500637426325348,3.781477986867908,414.691553485744,10.462251296426048,-1.4232210383477195,0.1594552893231817,65226.97622576845,-280.7541546664711,0.1637651250312259,-69.62318158163355,-2.393168157152409,7.2937317801828225
2010-12-31,10.05213729457219,107.01195604656102,0.0041661969954039,-353.78546566716795,-114.50093023132284,37.136923211881694,139.4212954069329,911.089323890914,18.975776542073763,488.6622836723809,39.66327935399892,2568.6667325971544,73.36419704147346,-218.70406316904328,103.28786197205062,34.462435901572256,-88.85679213183775,-135.34035984558733,-22.332749606421707,13642.069990573844,-57.912253306580034,-0.3287568350251243,537.9788439219657,14.997093742428092,-36.75139341465911,0.487453642209033,2110.795451708371,-39.63774498038538,0.6470201613370534,-288.7041052354382,-7.189678257161276,-6.060636340188257
2011-01-31,1.7006609661194718,83.96741170518834,0.5050052642250153,-327.21305031108,114.90558036162535,299.0895842924229,57.98562430135914,950.4708843157885,21.019695196332265,475.2203829612823,42.2040409601965,3046.8176819915047,86.70778582291585,-209.5886071156217,114.71088288569864,24.813471020380295,-78.76011415336832,-133.4838588569085,-12.493532800430325,13804.77507890489,-54.88386719939624,-0.2438420201951792,359.24099511845,-4.275132630732571,-0.365866723824638,-0.7243410425877386,-2514.3851567937527,19.512421935597104,-0.8297616069595648,70.4215783118724,-1.08345724108937,10.05213729457219
2011-02-28,3.6329424182337258,90.24316099161712,0.0453315131383923,-330.1214742367308,96.55344343516202,211.03724149402387,9.23539417164148,1305.6384515379316,9.973305366974053,470.8354750991819,-0.5155101453677093,2279.811903685289,29.238488993259168,-248.9704910332976,33.66591983636143,93.88901405758656,-108.57481284461043,-93.67064861388305,-10.658535069944676,14131.677289373283,-62.34336106948352,-0.2600085564580518,348.38066000953506,22.999446972146814,-18.840223054104623,0.0804572174359474,38356.23127052444,80.14017710131156,0.664223245961395,-9.503538500107908,-0.3174392157237804,1.7006609661194718
2011-03-31,-0.4551773039840711,76.47978584692646,0.1375509363846455,-320.2534429255272,-53.61828023983556,175.83680169985803,102.08623220989502,1710.889565912899,-1.612178948989773,443.1315320070553,-12.781972671086493,2377.436486014005,-8.817816573325286,-56.21909547935627,25.81146542956117,148.21502219279705,-53.0108353657126,4.733317160287172,28.39793889850941,12979.516375173702,-15.51473626161805,0.1158080784748218,722.1594938392799,-10.777582018399244,-135.09834095687506,0.3434313416641572,16266.202533015748,-33.97607779519922,-0.3533876903597104,148.49336735061695,-2.945151640922965,3.6329424182337258
2011-04-29,-1.6713516533169277,62.14053829555127,0.0024685077261379,-326.97342882375494,146.23531851220292,221.02128433686983,30.684443074553684,1832.3657665881997,5.719159485437441,449.2534237294884,17.476201905461885,2219.3162187219777,11.354347744084553,-31.866487678417588,27.636851983025004,106.5307326698329,-53.54453252798373,10.963835077692858,22.006730512802392,12777.729599100516,-27.6352893125566,2.644234911667345,559.8393774081329,-9.435829091808673,14.577631516757036,-0.2081778359263708,9033.391461747233,20.113537597678715,3.077890344727365,-22.704894362282104,1.5562210379510368,-0.4551773039840711
2011-05-31,-3.1702536034961395,-6.300571472329919,0.0958288453025155,-298.79001280707286,22.725897663506814,61.40025582524265,53.41682946637296,1146.377060373193,18.70496502879049,395.1704989407917,40.19135283619127,628.4632622163218,64.72753842264865,59.73388894509039,-8.045999016019673,161.81021276813914,-102.33147437640264,-123.32241885360578,15.254841879565712,14192.313492443856,-62.23291638286333,2.6974323319823963,507.9048748748932,-4.817455119040261,-77.08565818663942,0.123977150328141,-13820.567775143543,-79.03495013724478,-0.1618595477579418,-64.79789159478727,-5.76776542204696,-1.6713516533169277
2011-06-30,-6.640083745940565,106.24935333894528,0.0191272403656082,-276.9548053457663,62.7265652423398,7.662715943756762,7.132381692337857,1011.372690325936,5.665724438026028,391.1391437675818,49.80780983504028,206.61726567873217,40.05060709958646,-36.57971985201743,-16.551991801393925,150.8878203720319,-140.66913440806275,-116.36121672767676,5.07226102918759,19000.93652127684,-43.3741687323606,-0.5072290709256404,210.42923857356803,-40.65803488827064,-1.732032079169585,-0.3379841010473203,2715.322980085155,-64.73263775865144,0.0918821868264885,352.29708295392066,11.721061918615488,-3.1702536034961395
2011-07-29,-5.823057790291713,65.343874146534,0.0363987419209352,-273.0022516133226,-7.023700560833882,-143.79042854022984,44.25232410145163,1038.1929766670387,6.152757983556224,393.5274456477692,41.424279181240685,-62.23139556572873,58.59960749370831,-31.625140209525213,-19.422572970820468,165.27169338411207,-98.00492131278476,-139.75016248586795,10.22674489855014,19161.63790844579,-37.01436813187775,-0.4463277278644121,248.3138401615815,-9.396205525190908,-3.859550922787776,-0.0090523242925204,6282.227480243892,-103.70018533958046,-0.3478211838461007,-32.393920515647665,-1.3312439392830877,-6.640083745940565
2011-08-31,-16.98573029303092,74.97294012249709,0.0657517470628691,68.29265848113519,-14.393173801536667,-227.66907527625276,-19.612305035062736,1077.929478164227,16.719231422168974,444.715395333329,55.46909914340428,386.5210333677365,22.9030959411086,14.974285858250296,-3.606493934926496,150.80879297505976,152.3715191157078,83.9130041059973,18.335585883096705,15200.877429562455,132.12610471835907,-0.3458998617202941,230.50385159287933,-1.6432903464080368,73.17978200745188,-0.1489216696414717,-2681.8134596904274,204.2209945937329,-0.6818813857184551,-29.7135849305551,-1.2524200314644889,-5.823057790291713
2011-09-30,-17.681576946899337,62.48170205477901,0.4422922761644817,214.6439097872461,-29.73472117715879,-433.2786598328298,-26.891081104710636,1797.8551565518628,19.877580567578736,463.0704975934338,22.588743666302385,412.6918711424121,16.02098027553781,44.26913207542398,-13.468525261485354,41.73564069549128,212.1941667646608,136.75843588298034,16.364872451308305,16958.55596882413,182.35966327174563,0.2979924579454627,325.67667589420984,-5.28703477538761,-6.421563353205329,0.4014136408210715,-15369.080951642012,27.93354670387498,0.0341575214426228,-130.56425024850063,11.257058790150891,-16.98573029303092
2011-10-31,21.07630406842336,82.7569969429926,0.7142541988734693,224.27786199546952,-86.82703430085758,-633.0812162677202,-35.41855689957185,1505.0912708908677,21.199821241242347,490.30639011303634,29.782623386964048,361.04470848062414,8.380878242903169,55.04257689911981,0.964520080486809,-27.97418199079005,205.79135176864375,190.47352909327245,24.83609610980081,16514.764943953818,201.59065062350868,0.4548313827554678,292.1814958947665,-11.96569568464193,3.53481094968447,-1.4263991640446871,-36061.23513280414,-16.090148512707856,-1.448907696956951,7.316789671354556,0.9572241822511388,-17.681576946899337
2011-11-30,-2.8580042440079745,58.53327528294877,1.3094976443791522,201.6918780365474,-86.47138440614543,-246.6128065632333,-89.76904089039088,1392.3699241094268,34.280488295752306,666.1090201080998,-8.270433140056507,1931.3330966438864,-17.324575856195683,26.58630413696476,-38.37563309587146,-44.67001169497191,56.158059765787286,26.440070699435463,48.16138908459212,12619.83095400462,45.81239668558796,0.6734976538758366,240.78483939573303,-28.61226837598588,586.7436760666785,-0.1913196048923389,-68379.07091986854,-63.85469908075311,-3.643887915859409,-12.483169443215814,-1.37110890632842,21.07630406842336
2011-12-30,7.470835833298236,89.11494707455103,0.0009024833935584,369.510190668279,-217.8310727135484,-182.53837712483303,-117.97715930861952,1150.8473834828235,33.22902642605105,692.538968250547,-0.8317056032918506,1983.421823495803,-16.910996817895874,4.66545503370562,-43.06773602520354,-79.16341531669421,12.124725155792484,13.216641595274195,52.84109175495831,13103.061033052032,24.86584703419124,0.1851861191670073,278.4854061645686,63.18630962099599,80.49240317962949,0.0943830401789487,46241.84282841533,100.66600583471518,0.0514240637171639,-186.6713738154804,-11.677339525165642,-2.8580042440079745
2012-01-31,15.266656928037175,57.41532388105964,0.0062195376555703,431.70285813668846,-239.56902013084976,134.80892494739558,160.03733067697723,1332.098144799725,37.28169496763987,683.72942345428,-4.467820591682452,2533.215473821582,-16.324847767334557,11.38804530964074,-40.87381172266113,-79.5454420679918,24.534242563405584,32.0994648556465,54.98909672793096,13125.26778759116,21.631750925466186,0.2637977038290509,319.81150380180907,-1.908019587518936,-21.26366268398101,-0.4392355434602084,-2860.0106363343075,84.35900978186828,-1.0241951121090551,-33.218383429349615,-0.6787640741311733,7.470835833298236
2012-02-29,-0.2267990971293361,81.55720384975908,0.2791299755349357,65.29310397292014,298.88987914741193,580.1696302498394,-4.215090473356738,1196.3093960948745,-28.136906333206028,639.8855081948506,-10.466389902273283,1864.9666706497392,-33.24890633845356,-96.18123213756714,-20.994436668340164,5.408185650142275,24.174305901156817,34.684047345556195,44.17775980950799,12585.320827565816,18.295554359799144,0.305170500039942,216.35390276071143,-10.087552370972418,-112.99666895762424,0.1050283364120581,117106.39538671356,10.105422399258714,3.1485650408746797,7.782282651350187,0.4354414167016962,15.266656928037175
2012-03-30,0.8401196485961022,68.34426479427844,0.2173784701380991,19.26494230021123,-18.198032744852835,273.0240308765747,11.311290728433317,2450.677139797583,-46.51904519892516,560.3034397077305,-20.79829660601554,2324.349792500303,-77.91986905426126,-147.52656220239615,8.80238276325179,51.40988985578353,-73.8786921586567,-63.611045723310575,11.230275147942113,14905.233184997118,-87.14316125486786,-0.4980155850904926,427.52474270086105,35.35592816116326,-193.7917316190135,0.4394616275533121,41595.06686497526,-199.0538054432964,-1.9946736367193052,88.05775160143693,-6.250254321045933,-0.2267990971293361
2012-04-30,-2.679403212755245,87.003923413701,0.1090583799903194,137.10924715775548,98.4032946556685,321.5685903251887,75.5683410454524,2391.465571859335,-48.68309925228026,553.5511954375527,-33.43758446944443,2241.131734094952,-83.31342457930633,-150.15453636370546,17.420591268873057,85.99998969745775,-87.73456142139196,-93.76329114728952,4.313411369593627,14908.849328986713,-110.26075042528748,-0.6581774882863428,312.3970428137428,-1.184497638909647,-13.99659370915424,0.2904913021521169,-5622.648469570791,-32.34590517231072,0.1136969924876396,-14.023533892401105,-0.984669998857294,0.8401196485961022
2012-05-31,-9.326059990286227,60.6387977879319,0.0084389098788147,135.53744830288588,206.080787984347,189.2498057653737,65.93819334472535,1425.577309336397,5.9374073378484855,481.287922704181,-69.90369081589456,643.2888201555766,27.79927046546924,74.11691533724847,11.279074890061905,-86.60981274206256,-33.064052710247495,-82.40229956941795,5.806121231285145,15778.822737132688,-40.46894121591711,-0.4785353289376722,349.8194956124205,1.2464333318250738,-136.78078150102942,-0.2833972323570313,-22995.182495936984,-57.786203503424986,-1.9084259161466832,10.501535784217452,0.5941920454056717,-2.679403212755245
2012-06-29,0.4279523011159234,82.37405238129543,0.4719355856605763,151.9399078390996,-13.124140347173524,-142.4911446148448,46.541625352258585,1338.4524015852137,4.628621300298345,470.9806518536833,-60.70370108585614,116.55112546543774,22.017596494960053,90.48248124952612,-22.068623625101587,-56.27248295831662,-214.7069258786544,-54.86559308862866,15.37820715763386,12690.106681949948,-10.480194547669374,-1.1028610875571896,245.45449362186784,4.968475595954772,-24.09678399345944,-1.6646457082693829,-633.0700617413968,-15.164218553450157,-0.7264227600055264,400.0860563616234,10.700883453334368,-9.326059990286227
2012-07-31,-4.737450652550951,94.4205969046604,0.1673758993328798,160.48238466012972,28.72303189170535,-116.5947102772612,-12.81672845793224,1162.0418438571194,3.814571698435663,451.97695756327386,-58.70627360700783,-77.83703319551209,59.91145804957519,89.12362940125325,-18.29472066622628,-57.02611768136281,-199.5268559252554,-95.4067913803788,6.251653866575381,12618.90400184659,-19.22264929945199,-1.1060753002274202,241.1193977582786,-9.304519501300888,-23.017457256045414,-0.0768851916864079,-27671.917217584796,-198.719118059249,-0.5387903859624572,-5.937054583149973,-0.3786454733800255,0.4279523011159234
2012-08-31,6.618663753213582,51.4957864611823,0.007126354134231,143.71055776928924,-29.12985053949805,-204.16073828541977,-96.18435090217464,1004.3935219552604,3.409058108760534,485.5247169089717,8.835963191779364,283.8309947795984,41.775421760200445,-13.558143972038636,-29.58600480074859,19.68637762045112,-123.56126717445916,14.8996469057498,-13.65717730040226,13263.984615574742,56.81498280157906,-0.7861609876752911,166.586293533455,3.618466577498765,35.41961077088672,0.0374136627894534,-52654.03816031921,66.04247107719311,-0.030377759468088,4.750574526977459,-0.1756528037523246,-4.737450652550951
2012-09-28,8.353852102826034,62.907916823969614,0.0727131714374708,191.4476436124328,-124.87338653254348,-78.82015223852132,57.08739621688473,1177.9559726491143,15.469741999196255,519.4766785252805,12.846341580091122,-384.5370078662732,19.515927848760978,46.70059945911867,-18.93783577675869,43.27910509852452,214.2748079535182,110.85349148489544,-23.60402070790515,18152.101296478057,126.9044161483876,0.6930723714285675,176.71728607785326,-7.562389890543471,50.16197557057762,-1.8685283900984893,-21276.69075497705,103.59167950988012,-0.2198118402241036,-264.2557411523773,-2.072925969223416,6.618663753213582
2012-10-31,0.8333918540220892,76.13241142310238,0.0835144694484807,161.75752224102476,11.431291212342302,159.26447344145345,11.870859781265477,1645.1337939845052,16.810261869989635,526.1958110355743,16.104228526830017,-373.2256578497818,-5.640647811401271,52.34328504501725,-25.414309237284986,38.33611333767151,251.86957607440897,169.20549023120262,-19.9154782372902,18525.52602508561,168.21691363636396,0.7111334427657263,172.7810989129658,15.019102145208224,5.401459235978791,0.0024670299277933,8021.880659537623,102.22913037182752,-0.0973685481054147,-62.46258292672315,2.7260836918634155,8.353852102826034
2012-11-30,3.3697833259432577,82.26313999138661,0.0365206007960681,161.40835944274951,-61.45710585713196,166.4603960175033,38.453426386243805,1855.928771256169,25.54189205868756,499.85617512724895,34.785838826940754,1444.8401673577582,-32.528099493518845,44.948069392720605,4.225736845474225,31.98090489027052,39.941538839202245,-6.783868826247778,-22.099730523571573,13208.2654082645,15.546429056653205,0.6680087716343978,176.57607326088646,16.624002641450176,-60.84156306941964,-0.0037387545156888,2643.807384915184,-83.85574738703099,-1.1000621641123232,-52.46488152367918,-1.3829526029798522,0.8333918540220892
2012-12-31,5.259863172703914,89.66793863657092,0.0069901299563473,136.23722937396693,98.47561707314856,281.0937632359113,41.12179382237091,1585.202256195759,24.3808180143239,501.3634986114576,17.52407024199996,1591.077549463725,-0.794679270427811,16.466813166951546,8.385821846227469,-50.40274671665125,3.1992626851883275,-29.161301361913388,-25.03356590338018,13277.814150574111,-8.907375686098828,0.1371271840641263,236.70126409014023,-58.41522628691428,4.510540673729793,-0.0664955926850088,4988.812201919965,-17.95964498223111,-0.8488412742338909,-79.30880862507428,-6.995527025432404,3.3697833259432577
2013-01-31,4.683448314475536,100.47893423446904,0.0159763575954262,110.0967263076592,114.25617953785256,263.21752781813154,-27.278075245121293,1244.310442696618,24.86992914590412,486.024220631965,19.35100235006636,1703.766816428712,4.674020366586605,16.129939668435885,6.2798464421658124,-51.24064507388682,-22.388422031508625,-51.31884968125321,-24.380047208245188,13367.385887791272,-19.025898540783302,0.1480677748373154,372.0656972340653,1.6528559069887765,-10.734064752399718,0.0014016697076506,7996.503919941839,26.437839156433256,-0.1583519910735589,-39.389806092719766,-0.3624745844892008,5.259863172703914
2013-02-28,0.773643746888145,85.19462011382214,0.342210262453703,151.72603887238915,18.36329776451492,224.4044163085236,12.018842448142822,1530.21117418976,7.5643267036273345,473.5612619111656,-4.73416041900216,1295.2370430992023,-16.418214512853133,-8.282609058781913,-1.9309716180985637,37.0017907564759,-115.58911681120364,2.500984538599255,-17.13437445850866,13228.829778665642,-8.558006522718802,0.0203710365360934,221.7247830238009,-3.220583324678074,-51.63240365517777,-0.2971681932311529,61037.77078865143,-34.2059906485988,0.1376793572559762,-2.605207550555207,-0.0633092161088111,4.683448314475536
2013-03-29,3.498432596720154,82.85014507069721,0.0191840589123038,-174.4364442439703,53.33719938698158,217.1302535172816,18.259052234936554,2047.2271510184476,-5.643433174817915,441.3251867518341,101.73286519200774,2332.7471565073183,100.91182337973436,-65.29365619749615,594.0791149148562,59.12033500550693,-150.15392321461712,-47.18953774004312,-8.322839111886246,11415.504204592908,-18.67023279357683,-0.216569203790248,210.29840892430812,-22.44709843220096,-63.006758260386505,-0.0345928238208603,59706.68060430465,-52.28200894819884,-0.1745451552786363,139.4985126275439,0.9616058960325358,0.773643746888145
2013-04-30,-4.052771531972636,82.90825001154471,0.1823834245287676,-148.05526905254038,79.92882214906541,216.68407592209812,84.46768942264438,1953.0160313271667,-5.250048117547385,452.1779835654316,104.79659755845486,2223.735482090231,106.84984501595429,-62.70791000953212,593.6344119942264,53.63817686643,-158.65938720035223,-46.14315739536647,6.325326579801102,11390.355495475122,-11.021584091982591,-0.0733639412464499,379.26672949282346,-3.0900966131441123,5.179976122678909,0.0054322156733865,3508.81616600696,16.53962977190622,0.0759946640495812,65.49555434004755,-0.3295232952844351,3.498432596720154
2013-05-31,11.26173107698431,80.1690854481906,0.0277213460545146,-104.80139331897294,75.66792525401648,90.83551942675844,20.09086442362344,1220.564397024764,12.441408000783229,404.1142125155863,119.15389401629136,774.3704860989797,182.888132522058,44.51897945030847,570.1660518512365,70.03815525150344,-2.256238227141253,-51.08803954934074,0.7162093179420248,11731.767235173074,-19.867157378491804,-0.2075790870799321,260.9604627115311,-3.634619359501812,-124.13317880831414,-0.055196264039917,-66878.5580490015,73.2869830593213,-1.584856105219906,-13.97362802609472,-1.131692910858984,-4.052771531972636
2013-06-28,-1.3557487012130989,119.64153463296144,0.0890840697808573,-81.8533775660195,9.087825618017934,147.589071795673,61.60733701719563,1196.0539830184662,13.097964551297784,396.8419483905669,5.0617081428266575,916.9870069538875,39.90460352696233,31.40743773343618,-201.69816787257776,159.83158974599286,-14.591743756562948,-58.13968973269901,-1.24908766297022,16999.685977762947,-36.971758306172674,0.2306866483621481,177.04314121700057,-5.575927287208941,-24.3244789351927,-0.2208460936542176,3078.4998664155137,-90.73511826160438,0.0286238231178828,323.9123005421885,11.123303764140708,11.26173107698431
2013-07-31,9.568723883840542,107.1627863448099,0.0171720597075757,44.57404993911136,51.59853795210809,109.20805689281612,24.336922157717037,1215.5929595930788,13.294978879469625,400.97524608439807,-2.085184015667949,560.1169121174304,51.51428050639336,35.19832272609487,-216.57069549963447,205.7188441805121,-10.068929152197684,-101.148296067106,2.0859752364276427,17260.94829203296,-27.920469305598225,0.2471330379514795,199.79194402113384,19.076944330738257,4.44492337483257,0.2095544634292858,5939.521095550386,-63.36712324253858,0.6080149465187432,0.4212971793498923,0.2131700177506061,-1.3557487012130989
2013-08-30,-3.988436173966583,80.26506355078604,0.3559100296411243,34.11453251231514,-47.06907664639698,178.55203960364324,43.62200244509373,1046.679357438171,23.15447901383351,405.5069283660872,-10.549847332132794,1223.507052015007,34.08733690688686,27.11499464256232,-179.50860977714862,124.16257925825668,17.634381888961393,-13.43899981679298,7.639798706030427,19709.17868588664,66.41771432873078,0.429364175738395,104.36980686729596,3.070064611578289,-100.12645933118984,0.0318180510066095,-17649.943865820765,71.68358324095561,-6.574681392805715,17.16731592087723,-1.9200108113369616,9.568723883840542
2013-09-30,3.3915560783019885,102.72516066235391,0.0895278123170641,-7.21133448556537,142.3813316468532,179.01891294226098,-19.301740222716592,992.1992424114133,-1.9446678928292287,405.81244514869206,-22.80831348278494,35.81245790919888,3.177615413419268,-3.170081999657733,-184.40464424324867,101.63978385854382,196.4013203221729,107.36774456547808,5.008507136891784,18173.227577969057,168.7750710457956,-9.960591980487823,91.83284745565236,17.99106525446041,3.675766070152349,0.5197730506985674,9206.285469976952,119.33354496102902,2.1988513795781053,-334.67629180123924,-0.6723155252186537,-3.988436173966583
2013-10-31,1.4569313306516198,105.6215617899695,0.1617838556689202,-0.1004606304308026,-31.7302888557589,91.02609570819592,87.26379828012672,959.9747863465128,-4.823087959770433,390.8926022031246,-4.1110866381957285,-106.50616352795755,-22.42672681107203,-16.841451956401553,-171.80974675882868,5.133686411311214,217.04650444185947,140.30809249908546,-1.0183700447559578,18028.835639745557,179.27381440769344,-9.987136444437263,249.02625254517716,-23.740691031077347,-14.492888684268337,-0.3890338300708262,-7068.339977136347,-27.287599816684637,-0.6672221513812033,-1.3368970881158866,0.3099128648880054,3.3915560783019885
2013-11-29,5.966365163358309,80.34785294415735,0.1985409780407857,-1.8063418430551508,120.65119778724608,140.69309820210577,-43.84668670202855,887.3905297243239,-8.53954796242007,381.47849847725,7.309943932598786,2252.9882612077854,-47.78079716922393,-75.42603817954445,-156.1421177905663,1.4469502561828094,67.94442774290023,48.827173243518565,7.851904219939745,15575.69167303512,38.519810552546815,-10.254760740863412,241.3786388903111,-6.28132787527457,-41.824058330579305,-0.0346951295433615,11029.735732393803,100.7490898301744,0.4538905149512651,-3.927028522273013,0.0009594239513042,1.4569313306516198
2013-12-31,1.4478551140888212,111.90463361512472,0.1125902424594862,-1.4073975890689638,-53.61712421647631,110.2408563093451,59.167049291376266,1126.1713937286286,12.565404645358836,377.12242383032986,35.77094967245833,2266.660902212982,-13.73296849934216,66.99360214845073,-164.87529981160364,0.9268000962560928,22.551438356838048,13.050367050421771,3.4373219032272644,15442.86880892714,13.366627081822353,-2.4548078109391884,253.3969123517552,-1.2442685594498926,-0.9540964847906253,-0.2611603814337884,2035.7100243370517,-36.037998229424375,-1.0728915998016753,-160.15476954409473,-5.718382550601071,5.966365163358309
2014-01-31,-4.559676717345454,91.45902396842602,0.0913314156655534,-7.318346016224723,56.68549158041106,189.1909296513348,65.97437602686989,1108.1809912195415,13.329508932562344,373.9280335116748,45.97610708683815,4423.899865217722,26.77029087822136,66.37721642253895,-153.7725953474901,-43.97628389165584,33.42873762307916,23.15078803020422,4.881227103863212,16809.576070110328,37.74320885648928,-2.358044459795117,251.29938199585703,4.126873328174639,4.721986859578806,-0.0093618553427412,16631.897470911732,39.648232908511545,-0.0175753043402941,-39.75277545047919,-0.0132905595068528,1.4478551140888212
2014-02-28,8.850384225130753,90.8736496202142,0.1357564498715596,-24.718072901244856,18.44602813002622,60.304247836388285,49.79590629959913,1571.0674869381623,-2.137405732919184,346.5598711639063,21.6596263088918,3609.997484715588,52.38485134321356,0.7290944347293987,-175.7185119423919,-16.333210580885982,-52.99156260127179,-57.98081882972571,-0.4942981957876333,15969.801816896976,-27.5675957872529,-2.6262105054372085,246.39172851531032,-0.6848651418675047,-81.32181625736439,-0.0021323739725982,-36399.92297236994,-147.9804787121875,0.0817963877376399,-3.7106344108701137,0.0182659628620509,-4.559676717345454
2014-03-31,-0.9331067627683264,76.49340219589908,0.2454579988308831,-23.867402611381912,90.2231781829801,168.93907579681368,44.52366153003979,2553.1241648943374,0.3143588883393762,351.2712323635908,20.82221747695197,3388.4299513042743,70.66373218486748,0.4220321555184601,21.14907477451992,-42.62175939950255,-142.81367446473985,-87.42503720865776,3.5385443538261505,16427.092069279886,-59.21305938268352,-2.574507059667324,363.51710246745085,-14.644041375359675,-18.09021960541031,0.0313296505041065,-41867.50530748279,-49.193613277787335,-0.2954172483411774,121.580527337874,-2.3808282514168067,8.850384225130753
2014-04-30,-5.021105843306964,124.94277581085922,0.0021989024443867,-39.76845578300333,22.947950590285245,68.83310184686786,-54.84350183056846,2367.389903438239,-5.227891174863471,356.1770789328058,19.695975346602733,3359.920054193234,71.18906318138903,-69.64592279204548,16.965428044413255,-53.34192600527079,-139.0578396799671,-87.29564368559001,-1.431220124302281,16690.7556294282,-53.78678445410333,-4.774056323491328,249.5913536513281,16.489085555686472,17.19960673405467,0.0404384999147175,17588.08121930738,25.29010423296495,-2.6952567703031214,-40.911924966956704,-2.394638857304185,-0.9331067627683264
2014-05-30,1.0617796241278206,134.15923800732594,0.0004316309021853,-34.02919751188837,-72.10449414021862,-21.698227410783097,73.72883542029393,1827.012800309532,7.487665825489914,361.12350187000254,18.24139582407668,855.2037159248738,77.55888185744195,26.36218987182068,0.1499131940406872,85.78748607398268,-29.605954585258917,-40.52397450726316,-2.104398226474109,16615.06660315726,20.2383423070959,-4.511944391207421,253.2130046026273,-2.1715855118948757,20.840113049964884,-0.0153328791409457,-80849.05148259318,47.0947831441099,-0.0488863449089258,-4.0590624746095045,-0.6435494846409124,-5.021105843306964
2014-06-30,5.1074727445657695,93.6381151840988,0.0494522558716903,122.64319337483482,128.56450582123608,72.96976224401547,6.91595381293889,1372.2689448132442,9.842402291154514,327.93549006781177,18.01516211985519,774.0950187431706,67.55263758393997,43.18840169082092,6.631908634127223,105.3692415517997,-22.105771910093207,-89.27899417005597,-1.0842435954247311,16576.638791645433,-31.66582349088769,-1.604580732181236,337.8079838246828,-3.306642317097072,-64.2494891368516,-0.0277572156197503,-8511.609539333265,-131.45120872300504,-1.106519100898975,466.48697212644686,10.559169606266067,1.0617796241278206
2014-07-31,-9.776435923769291,80.29921436727199,0.0789893689853483,533.3712545808805,-10.194664438262272,9.842379124264838,-3.0706163001144384,1356.455707085225,9.879061126501606,331.9962853643307,8.953992815863636,-89.62724350070926,76.22640467968617,42.70506376720328,-13.47938957423331,108.0980288074789,-2.837514090437056,-108.4349354444097,-0.6000968890257021,17458.485183292,-48.570937807373234,-1.5346243166095557,171.63354790326173,-11.24935729326188,4.658804357274448,-0.0260957091765718,2682.514194096904,-47.21815746156153,-0.3153970524739833,2.272392418555796,0.3498275648825739,5.1074727445657695
