date,excess_log_return,log_Mkt-RF,log_Mkt-RF^2,rev2,rev3,rev4,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,ep,quick,pctacc,egr,chsaleq,tang,chnanalyst,baspread,beta,chmom,max,gammaps,bm,cash,acc,cfpq,operprof,pchcurrat,pchsale_pchrect,roaq,roeq,sfe,first_lag_excess_return
2008-04-30,5.13074614475909,-0.8495214987223512,0.0079252091384001,98.13678452691263,-48.959443904858354,-108.37451479069206,14.312718683496572,-44.15901927796023,-92.37315067897693,4.834553268421917,1459.4112279488106,-4.553726868862352,-12.95750017496512,-128.36405358053273,698.3016637251343,1316.215327141722,59.78597556759905,0.0,0.0,-1.101059983273302,0.0,50.72102910791864,38.96741490422946,-4.340007611751247,2.798471437427537,-0.9704392349556484,-0.1000303202941239,-0.986606748930555,-0.0872244066353431,-0.1910168623358927,4.227631992039296,4.791282573826121
2008-05-30,2.8945187025162413,4.1029710336461065,0.184193562572456,-118.24527654554672,98.3427171902096,-48.684918628093214,-3.128267453164026,-13.22562877284463,-44.44008337279261,6.766311446489146,1354.6630087746692,0.6930158915650924,-11.549069380392778,-46.95801859310805,706.675831109037,1224.7980217967531,-62.46777013004916,0.0,0.0,12.293028699848165,0.0,-14.050349691107613,-6.118884551741871,109.39341608886632,-95.55978630650576,11.650533700733632,-72.42659842367053,-81.43502881759532,6.999030700887875,8.562120980030002,-0.8641184429777287,5.13074614475909
2008-06-30,-17.117221916098064,1.6872489912183488,0.031036451311246,70.27211453589409,-118.33724085192176,98.68911648517762,-26.916093592702595,64.11083363780548,-13.322685773341163,7.06813795948757,1384.3826948008489,0.7974851825980972,-7.259127287377586,58.13177883918956,616.8740624712921,246.51600217494772,58.0717120915584,0.0,0.0,1.969544460299872,0.0,18.457185374342203,8.927930156320059,44.09454178023145,-33.84991438103589,14.411947988215474,18.453590085801068,-119.36068216850542,0.1671850380181148,-1.3303646080631353,-1.3648511936033296,2.8945187025162413
2008-07-31,3.5713259799454784,-8.097381193302553,0.7127372131632584,86.56883127812316,71.40776895847411,-118.27382126683834,-46.80968985081602,26.380705127316347,64.38274886002776,6.987687668336692,1395.5582775343394,0.8283255754461308,-7.197259839449329,58.02596664119351,616.6732449267573,295.56019398022346,-78.09028319981462,0.0,0.0,-0.3301571851111902,0.0,3.102005639383833,1.5677706826354267,0.3123258641028315,-0.3310409254699671,0.3519554953372363,-1.3762073473526328,0.4695219464696265,0.1299669669839218,0.0780171148081763,4.780344826120619,-17.117221916098064
2008-08-29,7.982724274101824,-0.7012213372278766,0.0054129377379776,32.09664446373272,85.06086923747216,69.39486414196989,-38.27555143832633,-123.24674245639504,25.756300334186665,-12.701969535792133,1437.776293424325,0.4823232540651541,14.63902589236554,160.4618686185845,609.0800828729468,1208.5772265271066,1.450487742177387,0.0,0.0,-2.464541814226536,0.0,15.923241925805089,-2.8193725591548717,-20.523241338973133,9.76629543363796,-106.18888974514591,84.62234570156598,92.07778500260034,-1.9813685089364943,-3.3672698898477837,-0.1101849512461399,3.5713259799454784
2008-09-30,-1.0134630802694202,1.3804880362616068,0.0209333423704756,-250.64021448264364,32.601758750414035,86.64424127128981,-27.71947584355741,-10.861236517864588,-123.84720563371916,0.1774438159376714,1444.340651765532,2.1463975508545685,41.89679150610563,230.39879074630497,606.8372349962008,1508.674479906715,-5.305790317406647,0.0,0.0,12.4078736874945,0.0,62.118359719228806,-11.162159727322802,-3.355232590161684,29.62148803463,30.266301905365182,80.75147731070959,142.884243217324,9.936231467308373,24.271542677968093,-0.1772264289150662,7.982724274101824
2008-10-31,-17.22189981364035,-8.858963180193712,0.8575492291655835,62.69420287450622,-253.5334835385916,31.6151588934827,46.48410989079448,21.57724083478541,-10.984186262925544,-0.2183549035371599,1458.8917734308366,2.0856737824753475,41.80212811628692,233.4547917491232,616.4663466758676,3134.3646373586243,85.01928400196878,0.0,0.0,30.499936572940584,0.0,9.619140617690276,0.297256956381247,-1.4280088620717208,1.1828506717478149,-1.3381812079720137,-0.7233236524307358,0.8931864606993116,0.1455125983165217,0.2392510348553997,-5.486706979242879,-1.0134630802694202
2008-11-28,-14.11537522795336,-17.287895684147024,3.266348078018343,138.04295667883363,61.48395838355389,-253.90829156872144,70.00519200096016,-137.55897505320794,21.5485819747962,19.572416954509407,1444.5121876015885,2.0724682148132203,43.614195507100405,139.4049572261952,618.419487593269,2027.363140736409,13.878831194396128,0.0,0.0,3.0954495445629107,0.0,-44.129403137422514,7.169386462608301,-19.85587582008969,9.226932888042526,118.7935464716404,-20.585890268366185,-18.7197950883118,4.63721933397678,12.774130575376091,-1.5503941254102962,-17.22189981364035
2008-12-31,4.102105344943346,-7.384850661736611,0.6043428575812376,-22.48839460715581,136.47911352970146,61.31831955106241,58.83478375602615,-262.0186195314383,-134.24186847225883,11.690318475355678,1404.420668452647,1.114559115425403,13.172591629185575,-105.30552267609832,607.4916175636753,1667.9143118092052,-30.646299482590024,0.0,0.0,24.832784853561662,0.0,-18.99021589281199,-3.6979874845558953,-24.27623039761409,13.3250949379061,-32.74006816388413,-24.613830054131327,-134.78469310845435,-7.94878211203968,-18.666957421369297,-49.98806285994148,-14.11537522795336
2009-01-30,-12.242745190007527,1.5372236529251735,0.0265176512778327,-218.89107020427343,-26.85513357718134,131.66660052634023,18.420660647670587,-111.36333315553831,-257.11112860588884,13.62999365134739,1333.842449426042,1.1271312195683825,15.86498976367337,-103.49369276730576,591.9816788022673,171.27227868621756,297.87991658856595,0.0,0.0,-3.4747242495271,0.0,-20.772884288095952,-4.990587709467462,0.1354279717649689,2.575317582246086,1.4287331249081203,-5.940463599308188,-0.6152924667963262,0.7177977311256356,2.3424715053212357,10.299514902389085,4.102105344943346
2009-02-27,0.5447719534361215,-7.574471228574195,0.6414577919021842,-141.3114066546853,-222.11261708217145,-25.868398272477435,-68.03679036786681,23.597640387782956,-111.94694803408838,8.967167989647955,1380.2313575648957,0.0239674433863923,-12.75722758284317,-209.76994282179223,594.1450876398007,79.22867478723536,-215.6571576649216,0.0,0.0,7.723871167545042,0.0,14.40109952611897,7.361012738406089,-43.60229349216547,14.93673937509756,-26.44955341435879,74.36028882964338,24.08714647920571,-8.543222873093324,-22.100789547769796,-2.929984940649234,-12.242745190007527
2009-03-31,11.703625482401232,-9.42968742523109,1.0038941037715217,42.55929616728776,-136.25553486702304,-217.34144851976,-67.70262509604368,-113.7602572481238,23.1724950274821,-91.01873855242718,1414.093558100495,-20.546375561437365,-58.17951059913182,-226.13492324183457,585.9842948010955,-1066.21007965146,-148.3539761511336,0.0,0.0,-25.25634130858984,0.0,151.86739506933804,-4.952336434911231,-17.809400298718288,-34.51219378198424,-27.39874714935516,-2.9785237285786508,78.99705491225338,-13.998063770274907,-41.33896546988924,1.8876477361820747,0.5447719534361215
2009-04-30,16.302372729115536,7.6070368056613455,0.651941531742921,-178.66567920339196,45.509345799523416,-147.06729262640474,78.01663184518044,-143.08733046866803,-113.82203329276614,-98.50034471836264,1488.5795184589404,-22.416786493783327,-65.30602006646524,-229.4030806916587,678.3901635021148,-1358.0150927766676,86.79219384066553,0.0,0.0,13.393346768092528,0.0,25.66914821692683,11.697159407683344,-9.972838877850336,-0.0520716819148106,0.8136396124367735,-12.512309816081398,76.23720007950317,0.2078362545953425,-1.9832101760634335,13.712055279860472,11.703625482401232
2009-05-29,-4.966276845156699,8.680501389424009,0.8414527572670466,-17.70719875169401,-182.1240675798637,46.67771557548327,3.73419797188765,117.17775712822464,-145.56020431303173,-39.85518240100144,1471.4031163308248,-21.335221851765045,-43.026254058279264,-174.04868916485862,693.9691095534099,-1692.6873239131687,-143.4080851278904,0.0,0.0,26.742782913291904,0.0,-83.4380868979224,7.99719353508587,77.38927692537354,19.20798456872525,-16.244158855273838,-92.4993556852512,-62.503679921598405,0.1227057993861109,-3.2123985666563897,-1.090806497025099,16.302372729115536
2009-06-30,1.7736586371202885,4.608536985551516,0.2340591452741138,183.85383764255104,-14.012595810120734,-187.1726123352181,11.881445553866667,135.7467698104551,120.01560205650028,-39.177265761745154,1532.5012513781598,-1.5422370864956552,-25.174041289401156,24.332867982687095,717.9842531706107,276.52504678648745,18.88031073616601,0.0,0.0,45.18766796889702,0.0,-41.465258262259226,23.792717608510884,47.45150997951743,-57.08995569784198,11.857676079174908,-54.51000308890604,-188.6137178052597,4.837613658637316,9.204152695832471,20.303299972827524,-4.966276845156699
2009-07-31,11.009944073826082,0.3883000072019664,0.0016659422762909,242.97417726081028,182.4607067684368,-10.38338620005405,-42.60893660316354,70.6186068469081,134.78499132608238,-41.35238672234821,1532.9138207516512,-1.5523918197824,-26.71140017537172,22.921312221756715,613.0992502644343,3222.0323605426106,19.952859915491416,0.0,0.0,-5.1951146260053065,0.0,-0.6504253745516735,0.3914243992990975,0.1560886190714825,-0.7475067504688084,-1.8588774283834368,-0.2570164148349718,1.352942177133002,-0.5712864113688809,-1.8931385028818708,7.702148666888436,1.7736586371202885
2009-08-31,8.3245826153467,6.738366807116182,0.5010508787764125,-92.39825780743264,243.5497672463821,183.05518701452812,24.71478075612224,5.980363415212223,70.79418115235372,1.1768831105851798,1695.2910868813606,-2.6479526367117248,11.761690116525182,163.30999889002493,619.6321723338339,4155.483755197275,15.132534558095273,0.0,0.0,0.6192889227392016,0.0,-86.6962202144548,16.83892939868113,-34.73853076475805,49.28175171525395,30.392964022956008,57.486998280120034,135.2694393638532,8.240746872143866,21.401811114385232,-0.0095481558271606,11.009944073826082
2009-09-30,-6.861974509806451,2.9930407178331464,0.0980350639403601,27.849808164343344,-92.06901302591864,249.57879198079203,-11.59308466295222,105.27338586613952,6.07412831595219,7.225196409273056,1785.2823472668838,-1.883052662387972,35.171900816106245,209.0078304744752,632.7017209107128,2879.751532382417,-29.143429823721554,0.0,0.0,-0.2049536761511774,0.0,9.262947310178902,9.734934473462744,-14.749490867350872,23.086616617336404,23.89309147069693,86.93433673548743,163.32302652178038,7.143032300137641,15.38139537726973,-4.359295833270743,8.3245826153467
2009-10-30,-6.477458073413711,3.6792525576476702,0.1471175756013023,169.63827101934626,28.28361280139606,-90.71723534872736,12.648304584522531,46.91943944659664,106.51510096018906,6.568710262355463,1813.175869004161,-1.9425961560002143,33.99395676707701,211.3091781946577,637.23994238974,431.1012027925258,48.99611629913476,0.0,0.0,2.82096168851362,-0.4339366347680368,5.117503056177156,3.671936650052089,-0.8569089020592173,1.3981060570038153,0.4808891638663795,0.1925258134749299,4.196625376039549,0.1224874223668095,-1.0579546502175177,-0.7707632922928251,-6.861974509806451
2009-11-30,6.784194226220484,-2.3997765344678443,0.062973282863965,111.72660150629996,164.79999208271005,28.054560757859697,-41.25099732412942,56.72141780019631,46.46339398110511,11.424552683985668,1769.2268092433046,-2.018697407270396,-1.7866415896332537,163.29710877551423,627.0283896043067,563.0622593036071,-21.38123715861012,70.28217718832687,0.0,-5.924391915832416,0.2705755405081942,-36.7179868249612,-4.154628819851808,-26.48349529023501,-4.045797940039478,2.043612907240714,-57.231870026575,-70.18035697255269,2.31794164774162,-3.244034913492541,1.0264820082307426,-6.477458073413711
2009-12-31,7.785255202845882,4.923571444521818,0.2664111306380538,-79.08974816411019,110.60698202484004,162.8696153044618,-5.799434473038517,-36.86262982806498,56.1701705264796,4.870725422751011,1781.5531832253332,-3.764499743445947,-23.27284869191585,-75.50872183671646,619.7698739324119,1328.3036553605411,-40.08539046178786,-0.0969802411902946,0.0,-2.4968912071752527,-0.3913314727027029,17.942926188067474,6.94407883385972,-34.14581178350636,24.529027482632078,-24.317144206412195,-37.73458112008184,-140.2025906345125,-6.086057122056886,-14.285669292384426,-11.731855773879005,6.784194226220484
2010-01-29,-4.741719351414261,2.479789201301337,0.0672667277863015,-98.1886897846151,-78.85197314121748,111.51120690631988,-8.22472954515267,76.74507440300756,-37.21893327621051,5.124599983055008,1795.6508703456357,-3.810601287977161,-22.82757482570125,-76.57948831585212,625.1405971482475,2145.789156407017,58.5656496094084,1.6882450023306037,0.0,2.300978238260172,-0.0134145573251629,5.458093172450276,1.4975902464037745,-1.5263433371635529,1.2831584279705197,1.3722522433481004,0.0179392103325497,-0.4113702035978832,0.3915486421293437,0.8042289486778884,0.8538623471035738,7.785255202845882
2010-02-26,2.594814008982277,-3.1375225001564107,0.1072325240254826,111.27151379239086,-98.97146424190043,-78.95190581766762,-5.252442999179358,38.79274777110189,77.38149692573154,1.0054588035660523,1929.518899003061,-4.71579230698562,-47.513684678729945,-146.66516254478117,619.8585964956125,1411.9574046153946,-24.14574187443104,1.6645166931954236,0.0,5.701591149312236,-0.147202014656949,-6.020072592607448,3.17311311478079,-32.964794898637166,11.539798170034004,-19.088932733011237,117.48649727550664,22.24168628819798,-6.309809273971837,-15.790108113658608,0.9048350379095158,-4.741719351414261
2010-03-31,6.49000801980778,3.0899094692689246,0.1033104312317481,119.38560178184376,110.16781059988811,-101.00003947761476,-9.82666618286467,-49.349464675842384,39.16772111011682,17.01346579941244,1924.431864937328,-1.62473659970791,19.12701404728276,-155.93834696927686,726.5007528802591,-549.6403151429691,-18.222716485071857,1.07925910758766,0.0,7.344786717521259,-0.0592419204107983,-22.835293720099852,-36.5109109685804,21.029410878334744,-25.793946424245632,-67.91589454933352,55.19492071259026,-63.53218361774964,2.0281734432778435,59.44205935559465,14.994057814211388,2.594814008982277
2010-04-30,12.072944324928,5.657343682230103,0.3461345507427755,-70.01584267799984,119.42129781462812,110.76235636684017,0.9435447431377167,48.38515917602833,-49.4599228475616,16.92028073136242,1924.7290370944,-1.6426385524377618,18.367221205886263,-155.94694835742976,728.488281041032,-2718.9407794271965,-14.537500454877502,0.3073807881571042,0.0,-7.778310187262605,0.3538979529735398,2.1674193848808727,-0.3254449986343815,-1.056664039152281,0.7842365185583162,1.375720877902605,0.3790291914530712,2.036885872100328,-0.0045308714848673,-0.4273064438392779,-4.397552733034913,6.49000801980778
2010-05-31,-5.87828357964655,1.839635604455497,0.0364260022667483,52.80646681788616,-70.87597782159013,120.71852368594624,-40.1561205631816,89.32505230254348,48.81342812243815,-7.548875941419407,1797.5732468324104,-1.4475790940930238,588.7308687199554,-22.6371493152274,751.0138810806145,-3171.8308507002585,25.288139459083936,0.3348503384591197,0.0,-15.314146420672614,-0.3232919862877071,54.899043267690274,23.76871330276208,84.94375371928965,-53.22296443316941,7.579761883733262,-173.05350501959106,21.72067660690248,-13.53156945395449,-134.57167529094642,0.60037514199895,12.072944324928
2010-06-30,-15.869698105026238,-7.700959823983517,0.6328503314960617,99.58999731197731,53.04044463351993,-72.2970521622415,0.0,29.38933554343288,90.8118352933292,-4.21294274093869,1882.8862838410416,-1.2263044525169673,611.4295195824284,162.29556036057642,663.7625786853467,-559.1563663381985,-2.3782783792143363,2.457588838328519,0.0,-19.486753841184964,-0.5920049120099842,-52.52851194533605,27.404209622594976,44.49881211293771,-40.944614265479785,17.07110801142842,-107.87708765541524,-101.50921673729404,6.167724433822297,8.822773437559754,10.352430175938371,-5.87828357964655
2010-07-30,-0.3419013438271605,-5.3476012131557855,0.3064468210570805,187.72209867021945,98.89548332981896,52.81979839338855,-31.52706918716265,-120.989845056702,29.15227621661631,-3.960186058471145,1862.0994234992145,-1.2186616461622573,599.2060664015747,160.90005619941616,657.7059351499549,-1438.4540069183142,-12.39822507860444,2.345108026382917,0.0,-2.9565135193336687,-0.629540864965084,-5.145506008486223,-1.8022268119341616,0.3300415881811602,-0.0188326237056273,0.4776069347083052,0.8381704650268773,0.8652167223292508,0.0244185601341051,1.9048957056298332,0.0474003853739137,-15.869698105026238
2010-08-31,-5.225806663975963,6.179789571874082,0.4140319568211968,-88.74553389504305,183.31248102146824,96.62998667530589,-6.629689571524347,-82.52703170474288,-118.34673249538004,5.165422764364228,1830.0307253882893,-1.3919300922640154,17.131719577612838,296.28174606689083,645.0170647385481,-283.61251892093776,11.42733067735621,24.86850615007941,0.0,-5.453204886898902,-0.812285789612373,10.054717643681329,-4.013422767398481,-12.32406476245552,11.729511243274622,86.02851500210456,39.509475103373006,210.535585050095,15.49510454068566,120.84010302840112,-0.2442476873365819,-0.3419013438271605
2010-09-30,11.90563698657166,-4.50512200335034,0.2201660528080603,-233.45103467286464,-88.4393242543228,182.94892830678376,-4.296745827485583,96.41302772393568,-82.46537778866782,14.925410096273549,1807.021192720216,-0.4177183195302936,25.9381885986163,278.3922158944987,636.834557046672,-376.03382407202696,-8.341572857797786,-5.6417701082524445,0.0,-17.167449290484655,-0.1983907772525137,81.6726295291752,-17.793207242843607,0.5814121565675379,18.079507548085488,23.80802046570324,119.52729117748368,150.21751420211217,6.608894024968308,15.185923578720391,-9.000599186561516,-5.225806663975963
2010-10-29,-3.825000930881912,8.361497819835629,0.7618234249296734,-0.7758591362173348,-231.14247044783653,-87.66852390529472,-11.139223210579257,-69.75638079804148,95.63135648845268,14.91833853420498,1788.1801464164405,-0.4076187772664896,25.513101080558545,276.7952962826676,633.3462822556695,1374.530980379907,-14.451728424550955,-0.2420169263749017,0.0,-22.648305008916594,0.3229394369450311,-4.608164400154237,-2.0201467934637947,0.2780612198438774,-0.1569809464212355,-0.8875871682130025,-0.6969733631667481,-1.84509167744892,-0.323309979363124,-0.3681636130266668,0.0134166724037543,11.90563698657166
2010-11-30,-1.4528296351405667,3.522949087886112,0.1340921125950352,-73.84424878243408,-0.8058133156746159,-235.20352907675613,3.3249133950294576,132.1935743097606,-70.90614975198476,13.28750515768436,1762.624170642974,-0.5498924164205674,25.228856152821983,111.57568632230917,639.4858206167894,306.63540638314413,-4.070130884605064,7.059295424245349,0.0,23.84518708096394,0.7183198047956336,1.2077616656090413,0.0410998098546713,-18.97110713957163,6.823323687776387,-2.2847239730987496,-11.307098186442722,-144.1902007520015,-0.3893004506380677,-2.13080325812966,-0.1346750320059455,-3.825000930881912
2010-12-31,11.512675627984436,0.5519549513509253,0.0033015021572019,182.8201288574239,-73.41696281959173,-0.5208074354398313,10.78637751065969,54.91639859118756,131.4544898345628,4.973560880929934,1683.3527404006918,-0.0811272619159637,3.003698395821157,-129.8897634298534,631.682093995665,-619.9138838295928,49.51454698612451,-3.7040367311286673,0.0,-1.0801712429217505,-0.1270114010881646,-20.385872343101937,-22.72000620486213,-16.636452610581628,9.96584506590537,-30.27775904314765,-45.64198310085476,-186.1464106826348,-9.63124283067041,-18.51614972379862,-9.719144630582855,-1.4528296351405667
2011-01-31,3.366006939075737,6.075510349188251,0.4007929118373985,-55.78441763722567,182.19890952941444,-72.96412045463538,15.261709224002228,8.608044994938584,54.77639450104223,5.533286041706811,1672.00480931674,-0.0865436871988508,3.574163148486007,-129.11574132648263,629.9781576035582,431.6390429107136,-17.086374662369707,-0.2454824730162244,0.0,-3.0311782588565848,-0.1543630020204567,-3.8418618609129,-1.4550153224292617,-0.2992866587468654,0.8834482761582052,0.5516357541782071,-0.078328566938211,0.2259213832871012,0.3286517082445499,0.7021977378873174,0.9016792819372226,11.512675627984436
2011-02-28,0.4857055833394077,1.828992024892265,0.0360359481941312,-9.09721890426493,-56.92349927786681,184.96963446516796,-0.4017331841657132,96.39533236525554,8.74030704601563,1.2937885926297077,1696.866482077764,-0.6898937956895066,-22.608636669878667,-194.56978605518876,631.4608169768328,468.2863994886485,-27.761450159236134,2.7676199461485,0.0,18.35270212520922,-0.34147831537866,-0.4841375573593041,-2.590613591998249,-32.18226415767923,7.161759183920125,-25.733315414807464,36.15080115536452,39.28736186301116,-7.570762629182894,-19.700439084446984,-0.3766615702358704,3.366006939075737
2011-03-31,4.203866316222543,3.192803540197612,0.1095177166569258,181.37711058595343,-9.972936632119309,-57.3450753607368,14.095809898334169,28.92211930500385,96.8374262998834,-8.101779674732668,1644.0644513445811,-2.220665614369171,-31.5818166403787,-122.87309508136428,729.502923831536,139.53428938697388,8.100054766722849,0.4640500238604659,0.0,1.1634327948381156,0.1250011267863913,-41.88662642722795,-8.97261772837399,-14.159537623732604,-17.804538244611756,-10.424044684868877,5.418304440988354,114.90880783159096,-3.6331794395938175,-9.776513165341498,5.765451159618897,0.4857055833394077
2011-04-29,-0.0677420576247848,0.4270630654126024,0.0019597879170935,46.9206078938319,181.8291782192317,-10.171805546171086,-0.0491178494775074,50.34979281973015,28.92075628637757,-8.353136725518297,1650.9368296422622,-2.183699775842117,-32.025291321693324,-123.53112186231476,729.5109518410188,-2128.27806968071,-15.1310236345971,-6.300320519670606,916.9003068633046,-2.5346681695120026,0.0226984764584918,1.2358230199408808,0.0609769335457741,-0.0142794729551383,-0.3607908548477141,-0.2635733391526145,-0.2681932806926426,0.0312584555460446,-0.1213950551325879,-0.3092032123767509,4.525449435600725,4.203866316222543
2011-05-31,-1.561279959771975,2.668150857542678,0.0762756475143894,13.499961672004794,47.58472618683136,182.95321575741812,3.354769501370286,6.767818048984989,50.587567381680905,-0.7310309355574891,1433.5858254016716,-0.5566042689727482,-26.02040268761686,-8.173721976694267,732.6339400732753,-1033.7996565541623,0.1680956113730118,0.8077437634822502,-4.236133151087074,-1.0666312840207297,-0.0615638529178474,-48.42677994463236,-8.412589809444697,73.26394008600266,-12.27433747044646,0.5949990894210231,-102.780877922036,-81.44970318860089,2.582873585025677,1.7555935748809617,-0.1448223685656682,-0.0677420576247848
2011-06-30,-2.2206103605134397,-1.1923478531924907,0.0152397965907242,58.04104789877103,13.274974619558478,47.42889354870999,40.54317576360785,42.12650448998277,6.762339413170495,2.0950355389698334,1468.6443766067114,-0.4425721141554852,-32.09160194393043,134.04527389180666,637.3512412292039,-261.8686892620932,10.225587440062412,-1.1272062558974767,-254.5310096416024,-31.601723100806623,0.8187526932867089,-14.55244950234453,14.50652073835083,37.71563216561238,-26.619127109946163,12.015166069723008,-38.165647868847685,-96.96147572292696,3.7518565548444336,7.3330519265951395,10.77740400140037,-1.561279959771975
2011-07-29,-9.893241584520943,-1.6451321755084256,0.0290447020177349,0.9278572288306286,57.73305485034203,12.66342180138946,5.582277667834368,-18.793276466578163,42.03410729765247,2.23981586434708,1464.7731057007,-0.4457013208112147,-31.63319482875137,133.19426597448856,634.8089519747282,1340.7303964707476,-10.356191162812811,6.40054052102289,-51.7006455212487,3.513558694340901,-0.266021251915792,-2.26087945447074,-0.460556436976006,0.2241230801907363,-0.0479833909055997,0.111122482705241,0.6234010550861768,0.2208772812068673,0.0918319316665439,0.2884492323136243,0.0288016338487473,-2.2206103605134397
