date,excess_log_return,illiq,log_Mkt-RF,log_Mkt-RF^2,rev2,rev4,mom1m,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,rd_mve,pchquick,grnoa,chtx,invest,dy,egr,operprof,pchcurrat,pchsale_pchxsga,roeq,rsup,salerec,chsaleq,sfe,RF,baspread,cash,ol,sue,first_lag_excess_return
2010-04-30,16.64046116067656,1.2439093384858542,10.730687960238322,0.6565381325417116,-188.60203078040027,71.27535812239172,196.1559677767073,-82.49410964133614,65.47398843904679,130.6036701758384,5069.621150228291,59.84396165063404,264.82286138037733,-102.52121117963468,-17719.442762327657,-16.524031102961892,15.29164958700644,47.65542125987111,342.6875119120722,169.626568127709,-100.06242764520346,142.79752377743705,49.28262278509674,5120.729429254084,106.00111947548804,15.685312040069896,1.7538610233379872,-25.967651945146457,17.037038179710066,3292.912180515472,-0.0200772099184098,15.360701539913611
2010-05-31,-11.818548989616648,0.1881849976352646,3.496577734048586,0.0692345528417918,74.32850252987015,103.53145286752157,328.0324140936891,81.79004255454852,-83.60681794451851,66.35712362161127,5131.62098345741,48.65719844738396,276.2664931362726,56.2910162849936,-6263.448218530572,-12.321637276908149,9.191823133189866,41.64636799765976,311.1804651362478,251.4982364424636,-130.1229390275166,76.94305770651023,122.07404603034176,4708.584727483143,-190.76222567227447,13.075570109110162,0.012028312031902,46.70014993202932,16.248559597013696,63869.96268532891,0.7686620462288949,16.64046116067656
2010-06-30,-16.233843454226076,0.8037714408974667,-14.619896366043882,1.201435466897813,224.39706112512508,-190.19339795633528,367.8430267271909,151.74720607299207,82.92523928602157,-84.76723042866877,2575.379656925548,15.45441692209054,252.5984851154557,155.88764494649195,-4357.655081472317,17.395643311765745,6.174166080760191,38.742252559970986,278.5846586506856,318.41758071913074,-93.88428878817476,50.95582351932956,171.9642417463075,4112.719178111604,-149.640251980714,37.19878228492015,0.0131606064947069,7.053246579901526,-29.46410378137688,50158.389972969424,-2.013369561080518,-11.818548989616648
2010-07-30,14.94115974918827,0.4588809287117314,-10.143006247792036,0.581249778489686,226.48803760101976,74.96934875036652,61.3038737677779,48.63630626124589,150.28418138085848,82.1257407264357,2257.4270793951696,3.382875728486523,228.3133000956549,107.76409571657751,1860.191552301332,15.950522290963598,7.014129175961174,42.27554648575699,275.50692906883825,287.716336991303,-107.98969692834848,51.03337792613866,169.72106383690084,4147.058407064961,-148.7057647283752,36.61621536874864,-0.0090608674589147,-70.8753393960055,13.47668064116948,96524.8484160956,-0.0020771462119874,-16.233843454226076
2010-08-31,-19.89941739262107,0.9785056624908068,11.783621794762562,0.7894760708894014,-153.41240089468323,221.09712874684388,53.77469632213322,-199.25672694884483,48.01053459742285,148.35057273624145,2315.62180473466,8.179915026122474,5.844974633185421,-220.25877495374564,538.719228139062,12.07327268752458,8.797016128527547,29.13575394129927,270.3564259994762,80.63253692653555,-30.93717956138061,68.01882942830362,185.06690663564285,3966.7527401679536,116.74785921293942,36.50593296820249,-0.0111803185484806,-21.865555573805665,-17.938975721981876,-39815.86956846528,0.1751768414393192,14.94115974918827
2010-09-30,20.386111385898413,0.978920397897886,-8.648024285895273,0.4226303683225119,-227.34841235120825,227.1618288799397,-441.2401348823968,-140.66460422021487,-201.71810306684705,48.60359855606627,2487.473156259683,8.337727992576166,-20.96153187419847,-296.0262633005973,-1931.5140970546677,4.093066079033298,9.886382265429972,78.10539610671495,293.6954120748716,-37.47671842828132,25.341859473597747,97.67562658827347,186.577928783677,4178.6180669576825,259.57212531382174,42.30143127091773,0.0107830590017317,49.15850760969971,22.723734616380227,54931.22060639504,0.1992850138886693,-19.89941739262107
2010-10-29,9.568523426048271,2.7471337609767077,15.985587319195387,1.4564609288221024,209.4221456612327,-153.59012408562876,9.330339250360574,161.78440825845067,-138.3797673645404,-198.4415648154591,2663.9393603206745,8.112796167052878,-37.001404180959206,105.02137063557466,-934.8268440070368,38.635195753506856,6.636885240498435,68.78895727699884,287.9144243946211,-20.59153321033427,80.04748171431352,102.31280291455704,162.2185989911402,4069.94055227008,185.52411676952389,41.006479938239934,-0.0150716840217528,-42.35091790759259,-12.979213601810784,-137160.00887939613,-0.0945275226683502,20.386111385898413
2010-11-30,11.210389903810915,1.3210485344843896,6.73334497517923,0.2562876811525857,-266.6108957908888,-228.26844817089855,368.4779550392403,-119.99711702198891,164.50806283571683,-140.70940277774636,2346.89214154568,11.414996022513709,-17.521853844901745,243.22606283380503,641.3493469004197,53.558390342727314,8.574635094548475,167.24978101043024,330.3417375020174,12.404197997724795,232.06777518111628,91.30707134323109,155.88469239258058,4176.889519342061,357.4171266478234,38.70243774869551,0.0145049877668672,17.327266273429245,-24.651742316865068,171379.91143580433,0.011598393885171,9.568523426048271
2010-12-31,15.535487085801137,0.7689972969305354,1.062499030802485,0.0063553064133835,294.37978140128,214.3221984674188,322.64359919837244,225.4828551939866,-120.94476740167404,165.80722844966206,2994.8066303665305,11.815343199093292,3.659872713043061,251.50316127333815,217.92756203251557,65.24896264428578,9.677814771378989,176.50611056418057,330.4027469925003,40.60900421628383,221.00984679117067,94.96592387570144,96.90691507203964,4290.66272441428,253.59275985489575,25.84523744885581,0.00729236638596,12.975202756604943,26.21230378013405,-1359.9984096521512,0.1141383948608382,11.210389903810915
2011-01-31,0.5630969596795775,0.522304080119812,11.771840433493956,0.7765718324643537,135.9350318706162,-271.8053702646046,815.460678885204,95.106753755109,227.6589527978529,-122.11198527425476,3187.9016649156542,11.94598508728415,0.8992805828825965,247.24708809060684,269.51434985371634,64.45540230637482,10.4507806819711,189.8408316354971,327.0993611990545,32.09813568889604,201.7918447961813,93.69207695132494,97.28427655757255,4299.598383826074,236.960722743088,26.78965784074508,0.0081436736369813,-14.698284047578426,5.726794285136464,31902.780928391963,0.0013570035045351,15.535487085801137
2011-02-28,11.725150802868995,0.4125652725467436,3.5336782592346028,0.0696227457263007,169.61819789641913,299.922304041258,517.5394362906104,15.086764160398982,96.0030466708888,229.80442721002737,3564.205482075949,18.026906225679543,51.228670858481216,230.56001046632676,1001.0761540508738,65.06201109551169,11.185588574944273,200.6580331673544,326.60497185099734,63.88677205558367,190.2389803234549,100.15722999242138,99.41852179954344,4327.068754241123,231.7957207143131,27.527587005164627,0.0090449591686705,15.283335238217802,2.407939938655261,62693.34424167033,0.0081226204773374,0.5630969596795775
2011-03-31,4.148298380373643,0.3383020375774125,6.156721698933753,0.2111843381749825,216.1433301793386,137.14953564326035,560.2948132122871,166.5001046229223,15.096810207405824,96.06697364087404,4173.600570287477,64.10097067773255,-5.429134043476608,-144.0980844002492,2594.219730913392,0.7592845870222551,80.38705793831714,-62.997767486978304,276.2862724489981,-39.27111599106933,-108.54910104479043,57.8139078781976,79.73019907987525,4989.011602107083,57.30489739891115,29.014826820809397,0.0013818178198004,-7.212253636104862,36.40633735792312,126588.50855000876,-0.1282328858968073,11.725150802868995
2011-04-29,10.270059891420503,0.2814329604419227,0.8272292449008357,0.0037961463074704,-2.355672896828443,170.6815079427982,442.75218776028686,50.19704496948695,168.07041667460464,15.239192718602082,5641.9979266550345,65.75690208876098,-71.19242577236524,-156.5690331116705,2622.568189818667,3.568927548077196,81.77037150063626,-91.03491657736622,286.9658518717892,-109.46371690090724,-118.22903139836431,63.83418392344707,92.76442259662656,5082.296255175266,103.1040657693268,22.42266320434851,0.0077512889912743,-19.9573404008664,5.734605098234852,81245.44527209084,0.59956686804403,4.148298380373643
2011-05-31,-0.1577267250889968,0.3303795352927908,5.164900677898561,0.1476513752738285,182.47908188641784,220.28985103657843,375.4981135647115,87.71466199227272,50.38301490739086,168.69308370553173,5521.900583406863,58.23756031384318,123.52835122920496,201.0742698084304,2664.1333314287463,55.00999800382326,75.26794066757807,15.48488298694015,319.2163046259648,166.29785716335795,-22.945676902997796,115.66236879418324,132.5680551290917,4619.304020908948,-45.82997205002622,22.40305970561485,-1.802639224606733,-14.150446847785789,-24.60094189400303,56711.649219235405,0.0510383763044415,10.270059891420503
2011-06-30,-1.2115191433445187,0.1714488518582107,-2.318032688082086,0.0296275508547568,48.74480527172063,-1.5225559747730522,386.9440566765142,11.824345344455828,88.38370986445693,50.76731381651718,4170.704185279943,5.010030444367326,228.66560376832328,248.5972998979977,202.18717414122355,61.35154011100292,5.215048270514998,117.31421364350508,330.0399305432733,258.8459634279426,-2.5497819827884065,119.89778427661597,150.95223254806334,4101.608492407511,-22.698863907364185,36.4103134538095,0.0,6.137342106891268,-17.364195396653088,77908.322239412,-0.1658923208406639,-0.1577267250889968
2011-07-29,-5.792306392488902,0.7164447152232507,-3.2008593029807684,0.0565109637023781,149.8623104265332,185.27582156602384,186.39697660216652,73.64161655931059,11.82128952158923,88.36086843402079,4047.1217305984087,2.661200484555785,217.4101502563468,128.1771085836969,95.58363615203666,58.28008516896176,6.511639565171046,116.68335741960556,333.9398151458049,238.7202333186132,63.29983843900939,123.370517025533,139.60702370370134,4224.583268923838,31.10797556595504,34.443684610174564,0.0,11.563278676644345,0.3293655807079858,144639.7386498917,-0.002192336631998,-1.2115191433445187
2011-08-31,-23.44846878250341,0.2568480811676632,-4.3106021595336825,0.1025083982199277,6.983966346018995,47.89865333110559,60.12136250239155,-32.90929109244212,73.60678566770753,11.81569830736591,3302.8892450814246,4.700115208720345,-114.6807504781553,56.496660183053024,-295.5200597791309,46.345926426418565,8.531107468997831,102.95403354502425,266.99156416873444,-87.21488122831114,29.221070843952564,119.01303372128918,131.72374722206078,4030.968950764044,192.7139340911808,35.47887211956831,0.0,14.639334234973674,-17.36514236154062,90125.03625766654,-0.0121363543899228,-5.792306392488902
2011-09-30,-18.90436773162142,0.3930948121265164,-11.170642744563835,0.6899286141940447,-14.344690573295848,150.2442351409137,-411.5254888629594,-45.25445387611034,-32.76207466427788,73.27751306064309,3923.553525518594,4.599851040024543,-165.14798982702163,-11.747639594987415,485.0736364649953,47.675084232563904,9.726972640498609,131.8632219274126,276.2292255056232,-148.5675280032914,99.57336465750733,125.77675358973654,134.8433006601691,4080.695244395328,240.57874961337865,52.66059589870317,1.8086401514516743,-20.062505305542388,11.42209379566964,1322.8634329922495,-0.0079128846003004,-23.44846878250341
2011-10-31,27.56413050456356,0.3779526920931429,-14.142405253990928,1.1163305902614442,-75.05942772312142,9.344209174715388,-671.7906877252863,-59.84196565635486,-44.42735664483914,-32.163295562452745,3486.2678120850906,4.519793103288533,-142.78368172075528,-671.6465042723677,568.8245094813291,53.74172041078437,6.440761720829241,130.01310738418573,268.3159347096084,-105.75657478049436,121.44459738214005,124.98353214214922,142.28416115268047,4009.837478593207,185.37137951277464,49.2184094814748,-1.8086401514516743,38.15330583342256,-22.38956883417876,-145532.35448756814,-0.0228450876896706,-18.90436773162142
2011-11-30,-2.2138681472706114,0.5602787074794795,19.118799200116584,2.0554278356729614,-313.8096208079544,-12.83971028138165,-253.2864572538732,-153.13247395176893,-58.960724219055066,-43.77311296825346,2063.05244808761,10.298261607224651,-71.30679767824134,-578.660456925362,1368.7532688103904,16.943124035014375,14.41952091426573,40.74430820345153,285.89839623708787,-49.39215559001815,415.3161130161563,122.1700166150795,218.4723966104454,4195.79598263948,450.57743704899474,45.864965603572685,0.0,-22.0208158367594,-54.086924465249865,-168675.81235623732,0.0705622416857133,27.56413050456356
2011-12-30,-3.8627834972742967,0.662877078471993,-0.5040650708464034,0.0014133618296228,-265.495708333282,-79.11916217997074,-213.90353444140143,-200.0974035473742,-156.5661600764256,-60.28279925269192,1724.527475143192,10.787451225179884,-21.83954202418807,-578.1318399909846,1843.9062469631544,14.55618910987911,14.928053360768516,38.62095885704163,290.6463240076032,-5.348303751549358,391.4225876150692,123.9306990740461,231.00002503606697,4283.351695699302,409.6334332446924,38.60046849337547,0.0,4.953365676507417,13.592089354630277,157543.01308495738,0.2012742021892327,-2.2138681472706114
2012-01-31,13.977408692400292,0.3990038533431119,1.3241538497090986,0.0097626610282519,410.1274557120663,-321.460458524112,54.732682840879534,271.9358444915655,-199.66152447194733,-156.2251066100267,1686.201492316581,10.735894790380929,-11.93726049652422,-622.7445120717832,1804.173638048547,5.897363796965405,15.809164762858586,34.15858236545996,281.5212361647343,-6.202101954874072,358.2748257780986,117.4680694318375,229.6532057766543,4271.900582509144,382.1644108804557,38.70393360541529,0.0,-10.403760428833891,-6.922838422087295,-49362.41083437577,-0.0065980991463556,-3.8627834972742967
2012-02-29,6.3973711502910335,0.4029631670799953,8.835032201299143,0.4352688283482465,-34.689631056816175,-265.75528617989085,518.6108164522988,-7.07131693337212,271.12849923691283,-199.0687530974324,1806.8508967309972,17.371737307053387,3.231285552582692,-618.2402875314244,1907.571147870724,5.805162496463519,15.944998482160534,58.13678889709133,280.3493367319218,-19.127622239960555,321.528736831325,144.5712163069566,226.46023948314388,4237.850593419622,355.0414726480225,37.47744720809412,0.0,-4.101010186003933,0.1782950891787891,39484.504214617424,-0.005369264481088,13.977408692400292
2012-03-30,0.7055125836582986,0.2617564018018771,7.800046192957091,0.3373601254491667,-51.82723087601376,411.0990185436436,192.53528559537733,18.797592365912884,-7.148899945588524,274.1031878086047,3538.2109487145863,70.91617243891204,305.1724751843778,-2273.807664056174,-21358.009998451227,-15.598153767310622,16.562100106885588,-5.003280365073373,230.9254097925217,146.70462761701307,-92.9219682818252,193.43967229933696,138.49907933119496,5029.139675216355,-28.829100557997343,34.10924858147841,0.0,-10.194659342030649,75.60962328396948,290406.1543854857,-0.0014930328850137,6.3973711502910335
2012-04-30,-6.4972136048273885,0.1394171930822354,5.538535266163905,0.1696242529993875,199.57920585799025,-35.40845392330476,234.36649076680268,126.21732353083816,18.88857956074283,-7.183503225599457,3941.321380111384,72.04023064281576,308.45690266398594,-130.5668716842166,-22940.003825488773,-7.339982177279428,17.46036792658909,-76.59483148831457,244.61353384304545,169.32455883375476,-59.45240525245167,193.16973935410047,117.79929964977238,4995.541249988257,-63.43406024279854,24.734049972923422,0.0,13.605589185134464,4.059776852648326,4759.435342857614,-0.1110084038881198,0.7055125836582986
2012-05-31,-9.07290909292534,0.273353055524088,-1.5431827330498695,0.0131731186371902,83.69478482740874,-49.5957276963663,204.15458071596325,110.6723550350084,126.064267987662,18.865674608208405,4053.0133341132346,49.58638665148968,220.32192021926332,163.9166520358337,-40846.41948236014,29.740891780493072,10.976721668937431,103.14203169853548,297.6704571216604,225.13277627984456,-49.54264344253828,152.56684710657964,73.62851958225414,4488.278574763752,-81.25230852024835,26.367470878296345,0.0,-17.129333977088947,-21.119885970730365,-35413.45062797796,0.0510672981904827,-6.4972136048273885
2012-06-29,0.4838296334476057,0.8289397062952537,-11.5202464257504,0.7360531178380579,6.149189542215115,199.3659429725319,-109.23693979407167,77.99139539912194,110.14131132564886,125.45936862983513,3184.545730273081,14.179730917102477,68.9208150212346,190.53866005830636,-122.45744987745366,50.5991455914474,6.631297933495831,67.04528612858937,283.80404092218043,93.28237282874804,-138.47791269993922,73.79099789392667,72.14111689423892,4107.5025801527545,-73.19946339745364,43.66862697674939,1.803077447723198,10.103349991618645,-18.935636653816744,14215.206603480505,-0.25229306711053,-9.07290909292534
2012-07-31,-3.0942623490136265,0.5733446885877764,6.852814823967189,0.2615202791064092,-82.85312592315711,82.62053650708214,-204.07483962249057,-21.580312395510138,77.4246948004993,109.34100320522212,3510.246854798309,2.3646165508817565,12.422883978645729,181.07532369878837,755.2120818678113,43.36125850628862,7.634160536822061,58.93881913788803,279.4584388710481,24.40943114641877,-103.74210083378968,73.11775290583196,83.7231327568831,4199.179486347177,20.369844671504183,43.0071308851021,-1.803077447723198,-5.040650061290904,-3.317292928308518,116719.14884033428,-0.032555571914678,0.4838296334476057
2012-08-31,12.270147249812869,0.614607904345437,1.4138023762912142,0.011125152054736,-113.97565695639442,5.731657526679729,-253.9835611670276,-161.54179566915838,-21.582848703328523,77.43379443053058,2933.863403782843,5.22020080887081,-176.0420189904076,120.76805383765382,1582.6159991903376,21.40342111554251,48.6998755995617,91.37788416315512,306.3734953616745,-125.42543151344891,-67.52263505342462,155.71989912352856,30.20367055580681,4145.206431370671,131.03321145867366,44.2378170981981,0.0,13.710545224587564,-29.89593424059848,-135140.83841528744,-0.0004526555860179,-3.0942623490136265
2012-09-28,-4.626663376025962,0.3901328706271566,4.519204474453499,0.1137836588840727,-8.313538128875527,-81.03538630037542,10.830312554922507,96.25987826042844,-161.15965208909108,-21.531792275254453,3244.483599033185,5.17939216420058,-96.01441054456814,101.35649816669226,5037.226913845011,20.812850475128425,48.44654700462402,99.3830480181611,315.8419205893697,-43.83879983050849,45.0439833566758,164.65437609225253,28.46756753745601,4184.537239878687,161.12676101603134,55.35678699166964,1.794915832573836,-9.067159571235209,3.739117327428403,-355.8418107172474,0.1042430196352031,12.270147249812869
2012-10-31,-5.425420065727164,0.3351809818671102,4.855264455260605,0.1307587732270294,-46.77820926967229,-115.33753132037232,57.53468386420156,20.033391898109247,97.15689194256694,-162.66144510550745,2749.07097859896,5.236404573230683,-94.7767899062333,122.81748652361652,5135.850278173627,23.07169109914973,46.5508183363835,84.24463676748978,318.24394979071144,-27.60882332227287,32.5198222893321,166.61512863020295,29.76062444773905,4220.025185204394,142.3113370793933,54.36267567639364,0.0079148570033404,0.5043799857459845,-3.677480848281334,42246.0480437018,-0.008302791506071,-4.626663376025962
2012-11-30,11.96696019906165,0.7226178770343047,-3.194738972801093,0.0567223835666886,180.87642557347084,-6.340433684043504,-4.852133698537973,63.839302353358846,19.95204782795329,96.76239374303556,2832.4492402235,8.277505498243363,0.4506451637724069,122.24657349920052,7107.893234482503,35.47988253234992,51.6830406224133,217.7186492149117,313.6400996631358,-1.25476255285089,277.8668411341649,191.7734710133237,-8.662364221363788,4250.10474587608,247.16176678399384,53.06059393413065,-0.0034780420756106,62.93208422616458,-5.104060718392873,-59136.02777638007,-0.0630652895519364,-5.425420065727164
2012-12-31,6.133034749903255,0.5192458510505183,1.3949661336112469,0.0108374338317152,-63.24582018990209,-46.74601920563162,224.00938762292407,68.00483035262185,63.576954082114014,19.870054681686035,2947.20204920281,8.301962698981754,-46.29415644442967,106.6496991987469,4029.683536314568,27.81052941007149,53.198029647763136,221.3658832425776,317.6444904547914,-38.0824489436008,244.2040251426513,192.93022414791872,-43.39040388828768,4230.210587753247,184.9448692709061,38.02973738810481,-0.0037887306749837,-57.30585371079525,-4.410365645970501,-58348.70350930188,-0.3087036310548858,11.96696019906165
2013-01-31,9.820259784905655,1.4567249276994598,2.115251758147888,0.0248113780193838,-71.14323842213902,182.34753811991052,135.97261738388812,-45.24994367982483,68.6367795148998,64.167756274606,2895.624722769632,8.390762248948366,-24.706313111786294,90.9579522776807,4129.640068220825,21.792039917175188,54.34986471817907,232.4780497150349,320.5216991688888,-30.16720428164336,275.72528451458106,193.92166835686805,-45.28111901680005,4260.453109217307,158.8269353845375,38.94890921059915,0.0077579288406146,-2.939574421746073,8.151721316681801,93924.89004787523,-0.001517133287305,6.133034749903255
2013-02-28,0.776066012543313,0.3158509316657304,9.795130555529507,0.5309357857013175,182.56984818705948,-66.66548329073139,339.0860368984065,19.886053120647823,-45.44696574499676,68.93562983264736,3025.7013140892686,9.625851942302855,-35.86355819014564,78.15216178439482,3755.846778018856,19.98574310225021,54.43751949306288,228.60846471320585,317.13638836933285,-42.40385911918618,254.97520713932624,192.9034675889997,-47.37058382415446,4670.436230369501,145.53756743901667,39.32185099103403,-1.8033218456671969,8.467543484137266,9.456726706886457,40556.46102324873,-0.0066453457110434,9.820259784905655
2013-03-29,12.6555920973276,0.5507939912750663,2.3254193576422453,0.0298060712453117,92.90690536511498,-71.67886746590914,422.2307863448465,30.25165588360537,20.03655835040687,-45.79092570426088,2883.9780362010933,63.53820687024379,309.3069169826794,457.57776411378126,314.2787312801171,-18.30589519492097,53.54537716231778,-9.596759413810824,251.46415327148253,242.202008719083,-64.7189527913188,101.1786718771989,-10.792239533702825,5328.878737784007,3.6816392644905633,42.62256841679688,0.0,8.587774329710825,23.135174723501905,353804.2003617799,0.1355905260232858,0.776066012543313
2013-04-30,0.1409195461018486,0.204182854870163,7.170913536838195,0.2833165773376152,138.0130961266865,182.89747161374365,420.0904495842059,139.88666821871385,30.271460718261025,20.04967567286766,3490.469152042758,64.60198238379402,352.1759577373718,472.9705277757423,52.13347263915682,-17.677423930625867,54.1478392509426,16.743542386650056,256.0888404011084,264.18804125210863,-96.00477954183825,106.52759594233252,-22.919204485260508,5367.626277952093,45.132607067371865,29.32984672496962,0.0,-15.135982323537135,15.263492766756316,-76345.62185727712,0.3278825865030055,12.6555920973276
2013-05-31,6.741007231312795,0.5068046590350257,2.80543794799514,0.0431507273402264,9.85541437573768,93.3621525656664,334.8694177441369,33.4031576572098,141.25890678493792,30.56841300386831,2866.3275384815265,57.054677661199,268.02709727948906,-147.60548158762032,-787.4928396631382,6.146064194855291,12.80094691125708,-242.005403913552,438.95802354391327,257.8545508945326,-174.90083175421714,35.266888406325144,-52.07274083683989,4780.81441830838,-150.1950210515066,28.271998302933103,0.0,-11.722881511029328,-40.498372930491655,-271837.9845937202,-0.0676638272210897,0.1409195461018486
2013-06-28,0.5136185010755661,0.424840263875491,5.037538021416825,0.1391124538963766,184.7804859252089,139.07358421028562,293.0399320080792,102.97452144452826,33.40686588971539,141.27458856194886,2275.3335871245417,15.846536263945591,181.0969728968186,-59.864539186118776,-607.5859969507289,23.87462313256562,6.847975281900218,-229.693723725322,421.9862628725931,228.0243120636624,-198.26578939089936,22.29592999068096,-77.47721260242852,4207.50746842203,-213.4398921457661,35.17081456903883,0.0,-2.052781912386095,-15.796390834290264,-45505.386479516514,-0.4710177901692957,6.741007231312795
2013-07-31,6.221896254727015,0.6468055068292904,-2.207524143229139,0.026650514545739,1.4693120623008973,9.774972018087322,291.7686004943915,40.28415183192492,103.47710537071484,33.56991354058003,2099.450598310473,2.1820222277895067,163.02664686339733,-77.32861189573013,-525.5981816588593,27.26723690390197,7.5336636012471985,-242.96208845022105,429.0377929269125,200.08529561680308,-205.83806883617896,20.845394353273157,-79.70688233938859,4296.136137556938,-199.45423876632665,35.80390491762468,0.0,11.453328385665571,27.105700254921828,159885.27652432676,0.0047665794456787,0.5136185010755661
2013-08-30,-2.8780716488052405,0.4071246695628013,10.052244175957364,0.5524870020506414,98.42655780991868,184.3863669196131,200.30994702468968,72.36154307373239,40.30394878065125,103.527957402003,3229.318476932439,4.7500625773708105,-71.06881775476448,46.53549569685258,129.68831232482577,51.627094975615016,10.218068910765655,1196.8721899018587,398.4833280099465,-92.86493199001656,19.443918204260967,1286.863813799829,-45.0319168783866,4222.433562037913,117.72184879459653,38.1080537547232,0.0,30.080500490265308,8.97677503029746,60377.70632209629,0.0078025467032087,6.221896254727015
2013-09-30,12.615274818050912,0.4325238446633554,-5.038582179631169,0.138429890919598,11.07725203047154,0.7984475316206989,163.13211800092162,-31.80714182032188,72.75656441361106,40.523967856716446,3526.84978971947,4.767487589237925,-31.747531875605063,3.4150089356246034,19.286342059241065,46.791393080387806,10.74346112480526,1224.7478109736094,400.8643220710562,-87.38455357857217,50.44639395493155,1313.500538522698,-44.20969704942345,4380.778397586399,200.08012966575575,37.68322671358557,0.0,-29.64248415438061,10.031971408646656,50048.41333717294,0.0279523379503325,-2.8780716488052405
2013-10-31,0.1759146315199513,0.2673553989685699,6.778067270143148,0.2508340757617285,92.82787649244938,99.36478838146614,256.05270348291333,144.45123931390222,-31.72943748539265,72.57882129914225,3581.2032506475225,4.757963566567666,-52.32724848414942,30.682341246321165,32.871712783686974,46.233719211273225,7.802340745783066,1226.6820273334274,405.9227689860938,-92.71417359172726,56.20951873806722,1327.8890613638498,-44.38053872392946,4376.155041658149,184.88410370846464,34.564020472277704,0.0,0.7128672347692913,-6.477476106207803,29418.514172125608,0.0031469055972522,12.615274818050912
2013-11-29,12.55603535990556,0.2924836563924277,7.533617092247123,0.3085015169350896,-38.613110073346405,9.527832597324334,251.2987818791024,-72.88338333233118,145.8028557546499,-32.02632679949357,3492.2652868639025,6.770230297564806,34.24383698898801,249.26985643619392,-5472.359177209003,77.95400929309517,9.730400195235458,168.47591250871022,366.9761335399425,9.250508227212343,298.57018334808373,191.71397301416167,-21.97609767578194,4502.499305944836,338.45957660723946,35.154786256764865,0.0,7.918970633657111,16.444898513695307,114264.03859456535,-0.001433063729425,0.1759146315199513
2013-12-31,9.614915612111016,0.2173797254904236,5.668434598685166,0.1747019611758035,194.83890508654503,95.05555854284614,327.9970152571817,98.09333885407064,-72.82498221039882,145.6860245927623,4049.226845745859,6.789418600668999,46.39190146625339,258.34851499865107,-5367.164138549117,78.10880602374796,9.74404053522922,169.7269788695689,366.3615852110523,29.25080331351229,305.6730126067419,190.7693597303073,3.679294860130073,4498.415131598726,331.7727348833504,32.06275119543815,0.0,49.97722271524211,6.3785879695781205,-16020.180956550874,0.2379289456734014,12.55603535990556
2014-01-31,-8.560586158038127,0.3895597175139115,5.123208807592693,0.1419766093439437,3.460860485688276,-38.66298183528297,506.47811347217424,109.56706783241872,99.0163558221241,-73.51023459413494,4111.013224477482,6.8386285082933735,37.60371066661449,268.070315634891,-5517.1682190076,82.60449571707736,10.388260982113716,169.1863306285901,358.90742967451536,25.5275836640365,277.1774968113141,184.50333118542093,3.744313276258928,4487.427966123799,301.6260940719951,32.852278411524786,0.0,-62.721068662521446,-2.443745556164856,52631.6266601868,0.0157533653339079,9.614915612111016
2014-02-28,10.624771269755149,0.3502809139449233,-6.265175178840249,0.211535057580907,174.15807786545744,197.42735089101183,184.36531355084503,83.0378524778032,110.33040945275184,99.70619180101828,4441.907293900314,9.817473308989715,-23.792714813317616,284.4558302421264,-5469.772440650641,82.73009027221337,11.08826349175857,138.88879379902298,355.20930714347924,-53.57271659804446,250.0417632502927,185.4437046527254,3.86391440016026,4503.167599334964,296.45884112667306,32.24485935503081,0.0,5.907128767360064,4.418652656079416,1980.4483886593955,0.0183692850110225,-8.560586158038127
2014-03-31,-4.915568987912317,0.2698963439130971,8.409127239509319,0.3822054529554287,135.18826943265017,3.173404342981587,332.1672651246872,74.21490143175005,82.53744326308467,109.66552769212846,5427.799364576895,41.69726237155091,401.8700855513671,-19.99745387447817,-11552.357156594537,-43.45959055257581,12.985497522573764,166.10847947977436,278.29596235002793,169.22932197324144,17.42673292137308,212.24051786550856,15.681817959638204,5704.4799259982165,182.8940395342778,33.96428869837862,0.0,16.459433866675724,70.10363051569806,-218280.0929055009,0.0500294134044754,10.624771269755149
2014-04-30,-3.269742784166393,0.2396446222022561,0.7971029271773583,0.0034201944274934,-129.5371240916163,174.20856463934638,92.13239858349624,-91.14107868261212,74.80657537262933,83.19546817969092,4753.988202368234,49.69582256327127,312.0535235110132,-87.07362048922013,-12171.124387059965,-39.269591328516654,15.580284098410342,445.90417966595953,476.93434474684295,109.0074453872648,-25.920367494586813,207.18441233757804,-2.807932721705293,5596.620323539897,84.04369696141843,24.36155611749998,0.0,-0.8853441452302064,2.5015645706644136,84049.4412776269,-0.1997373966737148,-4.915568987912317
2014-05-30,5.073116837819711,0.1777153189521434,-0.3525182628498762,0.0006704218020037,153.2910947958455,135.74969546605473,-87.1878354626214,122.1787120559912,-90.76088501931392,74.49452084857924,3257.641601509577,35.82411888394978,148.14203686690817,126.96011059850323,774.1286875083993,3.218719592588196,12.620332101274098,75.59688694093333,423.1692610079622,28.68574859224901,182.9865288600566,86.57218350123868,-8.643025663523856,5119.394693928008,139.43176326202507,24.24091853565037,0.0,-19.07411714818092,-15.718785974010302,-336554.5977729121,-0.0287639051428438,-3.269742784166393
