date,excess_log_return,illiq,log_Mkt-RF,baspread,log_Mkt-RF^2,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag3,rd_mve,ep,gma,quick,cfp,cfpq,pchsale_pchrect,roeq,rsup,salecash,sue,chnanalyst,RF,idiovol,size,bm,cash,chinv,lev,sp,stdcf,noa,chsaleq,first_lag_excess_return
2011-06-30,5.482151068470429,1.2723208147376988,-4.640918744681158,205.05478035551883,0.0593171342353246,71.72037084240328,142.2384134228182,170.6685746719729,1.7536115736710784,-5.41563241875707,875.1555178026093,6579.92401982184,169.3594886738951,169.3594886738951,117.58526935503494,77.91489907615698,138.8291837248797,43158.78297434881,0.4939567903668371,-2580.0326715594188,0.0,-0.2781995333593201,18.864697862399225,69.46440509447484,-6.1871674854190815,75.69831652791434,-4.386071623243424,-179.9779754547926,-2.224228951191435,-37239.17958079651,-774.2212419647013,-0.2503928465047984
2011-07-29,-7.581571281287297,1.0245259448792872,-6.407700792784166,210.82709175961185,0.1131275425256957,45.797628947389576,-63.58688225294532,22.830130703707223,1.7297110395517306,12.431109147208996,861.8275356659784,6454.223000085834,167.23543472785883,167.23543472785883,-282.9489364396761,51.26597285238235,134.70514736446833,34230.01791751874,0.7329431084046938,376.1701873443318,0.0,-0.5045190703187075,-0.573280863315631,-143.54246724286645,-8.851793096429674,43.47672718890617,372.6470473619611,219.63352332241584,0.5291517277198068,-39521.01132994145,-108.54647982512633,5.482151068470429
2011-08-31,-35.04587454458854,0.9264031524429864,-8.639075402991518,240.42104608773096,0.2054417802633956,24.30944238945228,-88.0041374898379,142.49921901513625,3.582584485721958,8.276519476082026,893.3269419181481,6095.768913195364,151.0467781482075,151.0467781482075,-189.988787621358,34.83962163835322,169.88983973978023,36514.87519616971,1.020072058229494,-577.7251247262483,0.0,-0.8148876291061526,9.696358640715516,-34.914192096809074,-22.359364063650787,-20.838242181519703,75.60617063501286,43.02938290123802,5.828806672122767,-22216.940287083387,280.58482112498217,-7.581571281287297
2011-09-30,-36.15186455022624,2.6607701355505635,-22.40548554909408,264.2384166548909,1.3838223948889472,5.903528197879417,-118.20116482183867,-63.52964776963788,3.7203517016194767,22.44608210745784,880.8097137741596,5537.608881337027,170.7065700434148,170.7065700434148,0.0,60.88018202758132,179.95583650495237,46574.569298447306,0.7135722061658119,225.2457585570002,3.627674942570554,-1.0337849045232517,-14.17433266707394,107.7522566845837,-48.39828140177053,23.06194228272736,68.85063252016607,70.11711357672675,-28.45982086333555,434898.3046878874,410.6002710550875,-35.04587454458854
2011-10-31,54.96115887438058,1.6767834757583868,-28.426127013389006,245.8968855789274,2.24381599719386,-129.3727524913615,-302.7315445627913,-86.53619808542147,3.816587892225495,21.217053374710005,863.7278853415937,5423.380122183444,154.14820591740505,154.14820591740505,0.0,68.00122005820735,202.0150663170159,57213.810974047614,0.715080101072967,-1756.3254483384785,-3.627674942570554,-1.7057979530995129,-68.97178962494945,18.011365581623977,-21.967263665089945,-2.5948315866408365,-185.2610394226631,-145.4416993161667,-7.1866173578829375,281909.8069792576,41.7409706640218,-36.15186455022624
2011-11-30,-0.4580546201276405,1.3051194333235907,38.40863214415987,337.9333672176361,4.129243202614316,-95.82956710139402,-381.2944245007215,-114.87153176830576,3.6750724464610167,54.816534787315504,818.0115776993775,5663.660909315514,129.5790440464219,129.5790440464219,0.0,70.64063067895928,162.55527474106725,56671.08332211704,1.4832281036789263,427.081970870069,0.0,-1.192968359324894,-71.0433084572469,199.5020877845261,8.390363633547054,7.190076902908189,518.0454816620722,529.1362752244445,-7.939045829149279,-181225.12469971925,-351.6317728142714,54.96115887438058
2011-12-30,2.6256051903401647,3.522628817263945,-1.0132154611651278,299.40318450545465,0.0028409825255099,183.04757748589907,530.7315022414583,-304.9012743207641,3.955920050037911,50.03843693068449,851.2713222542681,5421.190076736936,142.72708115497386,142.72708115497386,-181.2406984464229,64.29684765974915,198.33349570977887,52027.62652282936,-835641.1972226937,-226.3705102393646,0.0,-0.0443257863676365,106.17342986390304,317.9493128641684,-32.48530013396953,6.764815891602126,315.6578611479772,433.4329674812798,4.190411052218394,126923.5125808455,50.461217463196846,-0.4580546201276405
2012-01-31,18.364430244184565,1.4012877834493236,2.6631290580261107,291.2841210634408,0.0196345962923481,-31.29235032421837,-13.830155766193748,-389.3407535626536,3.8517411636879113,57.474077500130704,848.2169658193367,5303.485790924447,114.83390944341208,114.83390944341208,-134.88750557818338,57.01428726394694,194.66933754372516,46652.546578573965,-870620.9551360379,223.23133123717943,0.0,-0.5211388792450578,-4.237276368229686,48.24937608207483,-14.938288695066376,18.979305888732227,-129.19937375203335,-85.6105351827573,2.438184507356141,144084.21116264537,22.06620192937799,2.6256051903401647
2012-02-29,4.579100246543051,1.3199984496953954,17.80808121481628,203.38476952360855,0.8773372262710841,-21.37094758640589,36.41268993927684,530.9634444005235,3.868313931889426,75.61740815755215,867.7839681209668,5314.597943979403,163.14474504239843,163.14474504239843,-6.834641667989409,77.10530218519195,198.9075538429803,45810.26289742261,-884905.9213786611,672.6915692879115,0.0,-1.8997877945025152,6.394713125795533,13.75898662976124,-3.689113757403789,9.889114945335804,-2.581519334185032,111.1201823672618,1.1037500410645862,67492.4228660129,187.4030858811797,18.364430244184565
2012-03-30,10.785294697802176,1.2140708216227132,15.68949688635457,258.12458895818145,0.6785870887013612,-96.69797784855696,245.08257583063843,-13.948572389014938,3.8319524202255857,39.282972502144425,882.7995831054701,6578.92017244289,242.4503536986184,242.4503536986184,-396.47483493112543,98.3170861828786,158.05119003630017,62332.48495879662,0.2312544152587148,121.103967682575,0.0,-1.1647444461409933,35.837701901065884,-365.65112277562775,54.43202721115279,-15.034073704134514,-197.66473285170923,-318.22640071489786,-27.55367822264094,106424.43440299109,278.1999511736375,4.579100246543051
2012-04-30,-4.883908363086984,0.6788776532465134,11.115360627027211,228.29891949700797,0.3404211858497712,-17.66027098502019,215.49538845997728,36.73424927995244,3.7319836766816543,20.444485971362084,963.5847396305973,6982.164986237219,344.0587430710529,344.0587430710529,354.055112421144,147.80956619640827,96.10767524614904,62161.33947745048,-0.4101602712852746,1467.569739246716,0.0,-0.7116370303389843,7.776845160778066,56.159023372548745,78.14312631874873,-150.09231544268985,138.1516909739512,359.1629743922258,-12.714784595438658,101395.1033855304,397.0730848704718,10.785294697802176
2012-05-31,-34.692308318162546,0.967748108796238,-3.1043176688972487,522.6334768882635,0.0264994832200392,-61.05568297187458,153.25011648546447,246.52287291851064,0.9905814132450425,8.50608756598525,966.482214097379,6655.764465851813,269.23512393452336,269.23512393452336,530.5095274720626,194.73538672593807,206.20093476562235,62868.4110301331,-0.7536418932154343,-1042.9190988520595,0.0,-0.2648682906293942,21.45812486700197,59.68155831489548,-49.5905877882542,-3.68491488453698,-340.1910430404105,-85.5934384508655,-11.656026156426265,12837.233192611486,-205.13198165355072,-4.883908363086984
2012-06-29,11.483997941228012,1.3135869145464096,-23.21049217442615,233.1045330110334,1.4829678550412946,-52.770531460208986,-42.65841619000848,216.13746529136637,0.9979655984756184,18.32887102235865,896.9553134730014,5497.823486400897,151.015135803111,151.015135803111,6.200438579274078,114.0191713468371,233.95391622335325,42469.858240483096,0.7254501347709713,-863.9658948645106,3.632762134038946,-0.1788647188084411,-6.612775442275961,-65.33578651008975,17.20948703151032,46.70265164911386,-424.9450198018762,-608.7391989861044,-13.10735552338005,-380306.19840468094,-780.5630223371998,-34.692308318162546
2012-07-31,-2.171075877933707,0.981698370809842,13.33303359278352,337.1731398046474,0.5088213757542165,116.80732071654768,-306.58749232553106,146.96031300981474,0.9726079292425528,34.618984834736686,857.850518285144,5182.3260254739525,172.61846872995432,172.61846872995432,-27.827100570235203,94.3598900020755,102.90284897147508,35801.63859990106,-868318.032078672,-1001.6172717755904,-3.632762134038946,-1.4538281960407249,-198.7605585658557,-135.60710818866391,-23.438766464774176,50.14464230957414,142.67998771854172,-51.06026610698064,-31.61352107675873,-406980.7118121758,-264.5083368767822,11.483997941228012
2012-08-31,3.0507767433762822,1.3063602535918282,2.7565915407447235,308.7834113309993,0.0216915041011837,8.92841348507975,183.97656220552253,-41.15260888038346,2.131460002005675,20.05210843380901,869.3954349257032,5196.386421726582,184.47185657260076,184.47185657260076,-299.21026822018086,77.40260535643809,87.86599230504883,35190.896728373744,-874416.102183344,1935.4630484313475,0.0,0.1256466208357736,22.360732259486213,99.52068647971464,13.639732119696532,-27.89579597060562,108.37103101848152,68.40955487217616,0.5595459046527367,40566.16187643632,133.089718378505,-2.171075877933707
2012-09-28,19.458490811557667,1.096225986198436,8.812226468429156,261.34030075423954,0.2218725388862148,8.159374374085381,37.88489945647315,-307.6070455072754,2.0784338907188498,0.360585169505085,847.42426464804,5033.440743049929,202.10544744436467,202.10544744436467,0.0,-103.92109521745093,29.290896130495952,36846.59632672486,-654035.5190917867,2820.1242979041053,3.499997598653128,-0.580998276760468,-6.40331884297666,45.8125482122598,-51.3019878257594,18.918950953216715,246.605717269038,73.82321996891187,-4.371371715849364,218697.64569893107,126.0758347935573,3.0507767433762822
2012-10-31,-6.486623534799056,0.5866555986923929,9.435690999824862,296.1189496848518,0.2541157934970192,-20.47984390752182,121.51075263824956,184.17606172628044,2.09336619211013,-4.183366803336201,837.1924332215472,5091.794481496984,201.6670815898181,201.6670815898181,0.0,-107.71226465969534,10.285268095303936,45382.75621689429,-662338.5172538508,2468.452464871016,0.0036124453724455,-0.0579432207592134,11.630956553883152,-55.60139243861727,-26.205624818833257,-16.16133480583475,111.18218762513423,-5.833174571829659,0.7538281666060129,2175316.206263069,65.11956079017932,19.458490811557667
2012-11-30,-0.9862181726288692,1.520414824271566,-6.247713481049541,366.061035356078,0.1109277482460936,73.30723999332452,131.00699256175264,38.27840011345459,3.5458845993633417,-5.129781934531068,822.6997196419318,5168.985374945473,181.3697891455085,181.3697891455085,0.0,-94.1054661701601,6.609823567145468,49488.035682671325,-710643.7985907461,-2166.023708578041,0.0152501472660677,0.6594149031552945,38.37574548267003,63.175070549881866,-38.81868292814829,58.566061553860216,98.88551258600182,-2.8155956176124164,4.660362365082847,169290.56903563812,-100.11505492144929,-6.486623534799056
2012-12-31,6.806029407220991,1.795498066709022,2.729607486962542,262.73283867828354,0.021206206956387,12.211120490696924,-86.13006549296782,122.13878296897816,3.64107217408784,-1.0966919229679162,824.5819025085225,4998.478712074239,258.3219712173697,258.3219712173697,-360.5740892813202,79.8656116648453,-44.28508603705825,51890.97697924756,0.412436428479402,-2900.117102631992,-0.005380836777431,0.0819941212263941,-13.431939767890071,-140.81525286513124,-8.441724005735637,35.08259137222184,-265.91546421402563,-152.4281097454832,-0.0797166913242506,17398.396880082786,175.87347593963185,-0.9862181726288692
2013-01-31,32.401068300228616,6.627512649146798,4.249599961739193,369.3016361467531,0.0498467526031947,53.679302568465786,38.62591765031056,133.89796079360906,3.59554415780827,19.72528657609345,857.5767238845323,5108.734879847121,291.4454824066761,291.4454824066761,-382.5201533423747,69.14608431551041,-52.361690456161504,44269.28866343706,0.7291202716294021,-2409.135119652645,0.1094446860079609,1.4399363097703102,120.77781760851848,-54.9584341263419,22.52052149517704,1.1156850087223091,351.6863226259248,212.2940834346673,16.67096729717909,103582.13378826527,26.490161221131373,6.806029407220991
2013-02-28,2.017940791003626,0.990412347618799,19.65361626868762,319.7513192142115,1.0653056777887704,57.70323539575964,58.39681302757119,-88.39331430317846,3.581450880990651,36.36784169789765,904.2350352423852,4912.43460996772,367.98943867894457,367.98943867894457,51.99022830907882,138.47341454994117,-38.33847387417728,42670.793357324925,1.066771133835911,2031.9106447368224,-3.622924040522171,-0.5205154037118831,6.693715223369509,-14.690848020025214,6.5837699800785,-42.68700534380888,110.0722463349839,174.20276032558922,-0.477052269920506,115156.55410718918,332.1060722341379,32.401068300228616
2013-03-29,16.992034549937063,0.9061373856935598,4.678577277155515,328.76394074255904,0.0599676816103324,-13.348245712120155,273.3452087728915,39.17802069643977,4.437606658679867,-19.38541787677885,960.80124732093,5487.29173710021,444.9353125453413,444.9353125453413,-117.3690954165489,44.45552809934295,-63.490722266991,39109.84372545236,0.4891032196918531,2733.609539681573,0.0,0.1320122786973385,64.37154465023832,-92.77454503156967,18.551302705001376,3.485446430480025,-1.610965497637153,-52.97376314833946,6.931701267190334,341323.94170697406,-108.48031340325934,2.017940791003626
2013-04-30,23.333688948772277,0.8456774604159245,14.427049502025312,260.8866001410197,0.5700002189395228,0.0,64.67801143261053,59.1891397223703,4.368363208161394,-5.634514181928632,1048.501232148372,5925.287039897677,534.3229433547589,534.3229433547589,639.3950202435204,89.36501299694268,0.8274490321764232,39273.65554450448,1.83325729892816,516.3578233447377,0.0,-0.4411540442072166,3.176917708094152,21.881194402813207,64.28602184271892,-128.39409675467988,37.15882289056936,321.4973676517684,-2.197397442802071,-75954.57607688382,591.5700741436344,16.992034549937063
2013-05-31,18.03730551654916,1.087267004782496,5.635659595789822,260.21114992371594,0.0866826552959561,42.307158179004006,200.70242541043388,275.3511468224542,1.1336335488432951,-2.6976734334887063,1020.103933834786,6000.500316682902,366.901992216108,366.901992216108,1012.6365071311668,64.85584083538642,-37.61291927939775,49582.83282206138,1.633950078942536,1476.0560064086883,0.0,0.0943779169175442,33.83024137012853,190.2912961271052,-8.904951299833442,16.143683800369637,-1084.2269035505333,-704.9072173531813,0.465622665774589,377475.0961630754,-338.5381625024788,23.333688948772277
2013-06-28,-1.253884585428568,1.314395769232709,10.166130250144697,373.95524878213735,0.2807393849367027,-13.436682398622668,78.87643571027915,65.729946064913,1.1893468837980636,60.620822118571255,957.0378380028172,5371.862213557698,222.13571695301349,222.13571695301349,0.0,118.4693309143289,-96.4348495435488,51047.04726241971,1.5542628229192013,373.00192996077857,0.0,0.2358344573148585,48.23992268462007,-227.62583152952996,-26.0265406817872,83.4723020718624,-222.92533228488583,-448.3715403684232,0.5082851335718885,289945.66839713603,-837.8594827537485,18.03730551654916
2013-07-31,22.81083931721709,15.497911595538053,-4.459783951116206,329.1076156705118,0.0538411040371297,-20.713575224318305,142.58605075297584,203.9984494724308,1.2109643528926086,53.77268659533364,946.2620772794892,5333.253885375497,117.3082965866648,117.3082965866648,0.0,118.72317583656752,-5.222577135587262,53035.28901691397,1.4860724572464663,2373.5942092071823,0.0,0.0934378812528109,35.18443527574527,182.58074101117268,0.9654362909334396,33.141822767448275,-681.8893786818767,-417.24904025922433,3.916487885423635,-200664.9115479328,-191.78655238982336,-1.253884585428568
2013-08-30,-16.110282847128374,1.4714342113813326,20.300904196479856,371.4397649455163,1.1157693249489975,15.36530515059916,-62.31528829129661,79.3929474695871,1.5438428476794812,34.04436594649627,951.4724502385292,5296.3564047675645,112.37519019377628,112.37519019377628,0.0,79.33001327733822,-6.131471720787294,54910.12169457406,1.4919816867322828,183.8666695424381,0.0,-0.1891353506911599,-1.6035021266307012,-81.39639280302822,13.724377990957464,-45.81066446044797,-88.30426608188782,-231.2819217874362,-2.0239747421063896,-73628.75331796333,144.99325686645932,22.81083931721709
2013-09-30,17.349014603407507,1.2889898837036238,-10.192789114590164,345.5902648021319,0.2800364537077905,-45.7588149616806,286.2228679512462,143.81128527127967,1.5470962252376286,39.93655799620483,940.5107050525326,5237.56928529575,98.86447204395994,98.86447204395994,-1233.9146079640834,104.17997478771672,-0.6196967784163129,220039.1547774905,0.8617193742208822,1340.7856735285843,0.0,-0.3219378562438848,45.97167548733705,-24.0513106068654,-7.194031449081081,8.836435256563297,-38.34615993901844,-32.48707223634074,8.272000379966642,560032.5519292131,282.66219431118503,-16.110282847128374
2013-10-31,19.732573555571207,1.6416339288555184,13.687355405110033,365.6605127477264,0.5065242060648018,-16.278904615796392,-142.17667608778913,-62.47510040650633,1.5585810858683815,34.473056605535824,930.2035208444796,5234.211583023205,101.96824320934162,101.96824320934162,-1263.0425541789516,109.43233251803086,15.393990488372916,211563.21214198027,0.8900708237088837,1972.644067674901,0.0,0.0028837852186356,-32.73406605580294,18.35393900219424,-7.760163410908035,-8.503491229535992,-111.00516829818751,-94.87364395333816,-1.8849403151899369,-86429.66468271613,70.15539541277163,17.349014603407507
2013-11-29,23.376531334327023,0.895959304474424,15.197774430870858,336.82035840353444,0.6223486551746796,61.32717284739572,192.9196076119024,286.519870026907,2.0279762823424465,35.26848023557585,898.8308687822926,5664.651285376799,112.95761273026214,112.95761273026214,-664.4573290047733,93.30740754710403,-15.081421742228065,59329.66339967032,0.4532767903647459,2508.661635017268,0.0,-0.0769668938705834,38.13788075954744,18.112038989128905,39.38863117342976,35.75087826941736,68.70176302295977,4.568090266356194,2.1682397112885496,149539.55495486408,-201.0591847804979,19.732573555571207
2013-12-31,-0.1914691896550108,1.131237470160804,11.480061365305309,521.4769668971215,0.3538171253493197,22.419928120366087,215.1148362530516,-144.32385926240832,2.025821588581252,55.76233043287072,906.6723148238386,5572.496086724555,120.34534298316164,120.34534298316164,-231.3252955517864,161.1998136914571,-6.995890000312183,60421.643455954654,-1714041.9124821778,1915.761841563164,0.0,0.3661407314032558,40.01546320518355,15.3005033965419,-11.942669290882918,25.11536275269752,-5.493617947540315,-8.057527421428858,-2.8803552076463177,316472.9402417317,127.25106263314252,23.376531334327023
2014-01-31,-32.33072702405854,2.2309714751454464,10.384605713180594,271.4156623326478,0.287782747864206,21.93383337507485,163.85170751479816,196.7419591054796,2.0299552242628827,57.62386988333973,918.137003492671,5495.634220830203,92.30532306631548,92.30532306631548,-289.10357671008654,163.8605765130522,-7.555011878167653,62135.0883633908,-1676939.7132243074,3426.6408987409586,0.0,-0.3493003159199901,63.2725588664598,91.591219295688,-8.672064028808904,25.45628528430716,-287.55106092989126,-171.21246446580426,-0.29507303229488,764756.0658384785,19.658837536862983,-0.1914691896550108
2014-02-28,6.9419538842128325,2.0226159374875228,-12.654194594625322,308.5684849112487,0.4272515461745754,-32.66128174266755,147.3534723306189,217.7405883273396,2.0045868149537847,82.40644578742204,934.1036177395712,5895.353493805652,120.43228883750292,120.43228883750292,-190.38468441913545,452.07480274635,-6.641225491068324,66350.11162963731,-1668618.3330467246,2543.716995904814,0.0,0.3548278465209549,0.8483923151879935,-49.15002103181041,-33.44948166202505,-16.630340909252197,-55.56887952857596,-49.51443060770225,5.428239951237828,76533.91321962327,344.76806202349815,-32.33072702405854
2014-03-31,1.2984252179690592,5.100398465731562,16.93393167072156,249.46450677346647,0.7696685803629337,-24.72023629721607,-177.40165788220338,161.93591514052366,2.8732079172524023,54.87151587883557,901.9987656179004,7008.559653418744,165.1361950328272,165.1361950328272,-358.6637614158682,363.3457378886544,80.58498003960581,53875.68721191361,-730973.7932692077,704.1561321758795,0.0,0.129301016200678,-63.008792262307,6.6940413994459504,3.411366569133861,14.266455612057795,8.66114989110747,-156.93911975651008,0.0469881757914834,352614.8244376071,121.6436815216527,6.9419538842128325
2014-04-30,-7.012944930130929,1.7000768978501153,1.5995989862649649,288.58082141685435,0.0068635296051677,-47.61479115983027,239.32567190563367,145.9210934160458,2.82564164406413,40.80221719229748,983.0761548266688,7421.353017234089,221.94376891878736,221.94376891878736,425.2764905672185,353.99290702289915,37.203397076594094,49429.01081591517,-707794.4124881852,-2217.3408421430368,0.0,-0.0254952328192672,11.321572058500353,-102.20795114777049,76.81957813976192,-150.61416182835114,-56.93578484700083,75.30450012830715,0.950329050159496,236662.42363941297,521.8095400486745,1.2984252179690592
2014-05-30,-1.6857950952744285,0.9837470522311909,-0.7093098856474507,324.07363557313334,0.001348970711107,32.35634215441697,22.606635226026107,-177.88882643126854,0.933011078507187,16.931856809681925,963.434786122648,7030.337477309889,123.04184480904622,123.04184480904622,687.8358288412785,58.02223613828933,37.18170425897994,67037.84327231841,-678142.6088087743,-577.8311406999039,0.0,0.177473765468477,3.1072244559827595,2.363441156448744,-51.847571344709536,1.2462615293252457,-127.89731333077953,-159.30303093475231,-5.534885308655532,19566.226405113932,-415.3039577944668,-7.012944930130929
2014-06-30,-0.9302007510670894,1.0352440312592792,7.59638243612573,234.09826486118155,0.1548954767005356,2.9286216725038843,-9.998169524150931,238.946098317133,0.9371917788527012,32.14431688522693,924.2001815685358,5818.695655011484,72.76293331450564,72.76293331450564,265.17140974570884,99.60878490757318,207.69660466902815,66755.46857703691,-670018.1901334617,4910.089075180751,0.0,-0.1198038669892156,-11.458446495799762,55.939134896238784,-16.704435447749347,45.48891374581288,59.04082854747321,102.83711166890453,-4.587122751156187,560474.0944199637,-703.0944192867954,-1.6857950952744285
2014-07-31,-17.455732005363252,0.3896009529791278,9.589623044887691,215.06710942188616,0.2470786313001396,-1.825123464645226,107.09190220404398,22.53518403954953,0.9271181775340372,29.276302238235864,909.229939812134,5780.980307924625,42.770088253857786,42.770088253857786,216.0293142479413,94.19664134958256,213.4630879396086,64734.97050035304,0.2471597805768872,5125.96582384064,0.0,0.2123835410741463,-5.193808543547675,40.709595545419006,2.187775449041282,35.25946615625692,-60.16794241989464,-62.96257142793684,-16.209489936051455,122574.43781754376,-204.05201052647857,-0.9302007510670894
2014-08-29,12.265486189250062,0.8809922031748985,-7.669182255320597,253.83555185171744,0.1580691619467272,-72.85630919017638,135.27021991697654,-9.984700742233205,1.938336087010896,28.18812526528969,922.4860647098338,5494.4350076129895,55.73051196622818,55.73051196622818,80.26565756402077,109.05815731815376,255.9662043360633,68428.86153266193,-0.0369314878206825,3937.327962745488,0.0,-0.2402482714612404,-1.8882875191866333,47.444345766007245,-43.448170590139625,-20.060608654115928,106.49159997154266,118.36293799921668,-1.0312202826910664,-21814.801379859447,240.6563699069918,-17.455732005363252
2014-09-30,-9.66639959194836,2.320026433262962,15.394921990286374,284.7642234442632,0.6392856330130996,-2.0847491128606848,-107.46023425941394,106.31183284622404,1.9202395430078425,14.653555384013952,896.8993993062115,5209.619222278849,65.11226738774663,65.11226738774663,47.94445026821005,66.42855910535434,179.493737768451,72198.38211867858,-1.9450523463699032,-192.00286840452785,0.0,-0.8553311050283341,-36.36786621059218,-71.817712676768,-39.93919684195498,14.948675498776517,-124.1005267855644,-153.9687746273944,-3.3683205102728664,289771.54111494496,59.61031134648376,12.265486189250062
2014-10-31,30.20987268521816,2.9779606363105326,-7.395726156659669,202.19995077054224,0.1471500396000234,-47.76838865676299,217.54091243680267,134.97618371076462,1.9377824418034415,15.872392993305198,906.3423627743256,5283.72701424753,91.59233449112624,91.59233449112624,-263.6923726985422,47.23277971685236,196.289764393943,56669.2842361001,-1.8390887643492304,-1300.3932711664224,0.0,0.2767025684360362,24.95572439855914,11.805106445618094,9.067495088528972,-7.329354564251993,111.57311559869277,93.08693346570726,4.953361098307369,-458110.222581368,106.57529109983004,-9.66639959194836
2014-11-28,23.75127312247481,1.0275119111641793,9.231882658199645,246.64437852579923,0.229760469198457,85.82291478208766,-103.83152643380916,-107.55925102474322,1.922029131328138,18.557955659448865,880.7084703308603,5921.804022808166,110.4850973026691,110.4850973026691,-485.3731283482072,56.94214055226183,219.1810184037969,61299.50856217749,-0.943524636370406,-3584.2917553844763,0.0,-0.2917283910950061,-20.151639842847544,9.250971186899733,16.362438557092787,3.5279769414010858,17.875033121049455,6.776251190325183,-2.8344941683482148,-11443.40877301991,-173.54236924961336,30.20987268521816
2014-12-31,8.107676593002292,0.8934788948366842,9.393099967656404,284.71753520638566,0.2365210613105077,-4.148211460033091,131.37468763465984,219.2017992444828,3.268523019881577,35.94229276237077,895.4009168531845,5858.980088672845,131.74478405177544,131.74478405177544,-516.7857313981146,109.14777378031596,263.4045161209779,63538.398022595065,1.2352517625702018,-2583.286977955331,0.0,-0.1940278272462094,60.14819461980369,67.54857172710399,-13.526621846858006,22.68583828100608,86.20317987930139,115.57518323773913,-8.976948532669638,300454.6436287463,199.61642908571827,23.75127312247481
2015-01-30,-11.253941515309227,1.771241898700129,-0.2248169139098309,378.9093756131396,0.0001349306315845,-16.609016846852033,134.10948917162884,-105.96884354850395,3.39133194491522,41.6518942679862,891.8014518799465,6093.819030052443,123.39214435941972,123.39214435941972,-422.3498677415734,127.59403274649785,271.21277661766334,60729.92374426576,1.2421387975500695,-329.841053247612,0.0,0.5205256791456065,47.27285761497478,-21.94335176566324,57.39336117881089,30.91597358995672,115.65111210836676,45.82880560544481,-0.5801382400378259,287546.81933669373,16.481678963307033,8.107676593002292
2015-02-27,28.883285753526284,5.360147702165342,-11.849559186823315,304.41993835079296,0.3743734513605358,-70.0496352070834,-3.211236844674489,133.16061752553748,3.401832472818379,43.652954400239175,908.002192763113,6329.588374007429,146.31261689424463,146.31261689424463,-315.4697736105797,140.2014178890791,273.65512327893043,62040.12191717986,1.204018161655782,1001.8825136352611,0.0,0.1518500228585608,24.486637157434416,-49.70123849745528,19.086930239376105,13.330919844340954,21.77515571375352,-17.732466068635404,-3.850716159626956,337036.83034995943,143.551759373494,-11.253941515309227
2015-03-31,9.659743103863912,2.541107387853988,22.300688839488952,317.3704774798502,1.3288710955925782,3.2208199663669346,-168.32076542819112,134.1515587951421,3.159260621556577,36.15845153996955,949.6835800422546,6851.898189548557,222.24038449853165,222.24038449853165,149.27882362626588,184.43569694772827,207.2951840499843,43416.19991313394,0.5202471538689193,-1114.9773331627866,0.0,-0.4453615355989839,-22.81590146450253,105.27735410618948,73.95026741108575,-5.105104744640983,-114.06423105843714,-170.37010446873592,-0.619308093683486,-628021.4500525631,486.1963962828051,28.883285753526284
2015-04-30,-18.783880901347118,1.056051325559839,-4.241265831495518,295.0896469398954,0.0477701925652566,-25.76859254129866,320.9189000676355,-3.232304666636883,3.2664226709573474,45.505082202304806,1025.0140133810614,7261.505677655312,298.9947707902105,298.9947707902105,227.6883707272355,248.30809195507865,212.9353368161126,41816.95872239357,0.3887668772484786,-2549.3781125947235,0.0,1.0907207501884455,57.91840310380485,82.9790037099117,75.02293195095388,-145.5630401765292,54.776900398539965,121.2141613937738,8.119684140809483,24621.610254254192,495.6565911908301,9.659743103863912
2015-05-29,-16.998971600469297,1.1584869508083129,2.218519839861408,441.84140353608416,0.0130508049275898,-75.5440968872626,-60.85788933616782,-170.70971474324685,3.3550813193056683,86.27294827822934,966.2230154465624,7027.0922343113,216.2561574518062,216.2561574518062,83.45420412660481,-52.835183696182696,176.04309093396313,52868.84664473424,0.3282894604696214,-982.4641746373572,0.0,-0.5171775303505797,17.695923179736383,58.3054327150769,-97.88995822840218,25.147203890635357,-212.03600346007715,-230.48061910284468,17.147103798829278,8365385.412957251,-613.5724697297853,-18.783880901347118
2015-06-30,4.171044199109667,1.7409842572588212,5.077001634444821,301.84303671838853,0.0685819151545209,-44.69701225934655,31.575734949320594,319.8483124018962,0.7438635044490016,63.84425162548156,880.6563158343947,6800.623395309337,96.98110928944476,96.98110928944476,-290.66836917640643,-146.60763775928078,-81.57327487599458,56040.23200369472,-0.482149074585303,2137.5551299366616,0.0,-0.0998232005686645,-35.6621822760726,-43.23561564737088,-10.787062286578362,87.98882518160923,-91.96368678505404,-349.42734372070936,18.03145972248703,-187071.64507555217,-1103.34780622049,-16.998971600469297
2015-07-31,-12.529794816344964,0.7952003448360916,-5.763403889205979,305.5819138801764,0.0888616177395035,33.69694403132764,71.9892129670642,-60.0242328747004,0.7528907002763234,8.96117233837738,836.299928676498,6603.686582955256,89.52755967121283,89.52755967121283,-320.681998499878,198.0320125444316,-72.4052568555182,41752.35172451286,-0.357401885316748,3033.4331283538986,0.0,0.5860799282816842,-38.35381965645138,-39.863239032189085,41.51282387974652,1.1940955978972596,-19.31477532704548,-52.30815857734774,-3.173089467556053,100999.12105205657,0.4034716280405064,4.171044199109667
