date,excess_log_return,illiq,rev1,rev2,indmom,log_Mkt-RF_lag2,log_Mkt-RF_lag3,grnoa,chinvest,pchgm_pchsale,RF,baspread,log_Mkt-RF^2,coskew,size,mom1m,max,r_sq,cash,cashpr,ep,quick,oa,noa,pchsale_pchinvt,pchsaleinv,rsup,tang,chfeps,chnanalyst,disp,first_lag_excess_return
2012-08-31,10.152811528976692,8.643125906902037,-166.77863879084322,-150.14046837548943,0.7862701564722137,-178.77134970377432,-23.884809359482954,-1162.8566377395764,3.656240770228116,-18.873743903471397,0.0,17.645617417700777,-0.2950191970063672,90.97983211947668,-24.75456724587366,-136.13215612658075,1.9655628685518425,-38.43233854119876,-25.3044166919928,-11067.094247673049,20.19320174545434,-151.93061772770852,6536.425399447791,-7270.722118884325,-138.0854433031243,-128.77821325252108,6.273586770283977,-43.72182707890693,87.33652890535926,378.8197110353352,-140.20914875181768,2.762033730140512
2012-09-28,8.978985667579119,10.204261412392398,38.94166158466743,-169.38724790861244,0.1342812857986806,106.9386712116125,-179.03823855569942,-1162.2290528494923,14.126664799950351,-4.390991968861074,2.1086873409196607,-6.360711858110449,0.1206285789503143,-64.37546801192877,4.17717861381243,367.5602424352432,14.588578637093406,-18.193106412084603,-4.76901211687715,-95.80437152862852,-2.942237369751723,14.67197630110968,-21936.539514373057,-11475.174001848323,-9.920043023801554,0.3900421491970292,-14.886343425828564,-7.057755074583838,-10.091925081046838,180.1566378262538,232.04283796491995,10.152811528976692
2012-10-31,6.4906950546676985,0.371654469332192,148.94964870586188,38.01974282790587,-0.2598655242485653,22.195193437050865,107.64108351573978,-1147.072665008085,19.13834266204876,-9.624889407871947,0.0061684910742623,-25.508024224439996,0.0197155396204635,66.63351909401746,18.405843962492327,254.88869129593243,8.422386770693208,10.679740374109883,-2.2837749773843257,1096.2960792573358,44.220793162174566,11.041421415118748,35277.89418203384,18269.828277675668,186.1318257373528,185.99383099983157,0.6515896639382817,13.56296164063906,-41.05510969810372,21.924978048451123,-164.6159081012754,8.978985667579119
2012-11-30,8.503681730884072,1.3877412756363747,108.32298380552966,148.3901342456947,20.403154718617337,71.45168152831442,22.3311865056058,43.5650523228596,28.29443417556678,-10.060681273553396,0.007650912891707,108.15055938440298,-0.0864804440934078,31.036126851825657,17.28221983269441,263.4177106814576,16.970414205063662,-13.839102635021275,-6.985994981575232,-1066.4445170834297,-7.893673152713205,-57.55885231380762,30980.397529272363,14696.166198559804,296.5971027751083,300.8332138157216,14.992077591116114,0.0834138554271248,-84.3567229319193,22.7611855704626,92.8590820365689,6.4906950546676985
2012-12-31,4.02477849269913,321.4464039559335,89.02065938325183,108.14140285390752,9.617635596483186,76.71491056288438,71.71991049723931,46.46927604511465,29.098912511269116,-37.434286822816446,0.0039416962486833,-77.83527150241298,-0.0540748757243919,-85.50500325727353,10.65338879441697,85.23325055820368,-76.38095080728004,-17.5150404454655,-7.058618731556123,193.40810681279984,0.7195988164584293,-33.14674593407108,26630.96606852673,19258.820432594744,3.2662137627900734,-6.824994443478545,-20.92803657837513,-3.406719870977213,-55.156490043810784,-195.4083899615563,-53.76246229091964,8.503681730884072
2013-01-31,15.741170625269492,1.019698016974128,122.63623692264667,89.79319228650823,38.48968142794048,-50.87265390299381,77.16551326525563,-22.549389444200614,36.09759192603703,-8.983392749250044,0.0059425307299401,14.186159046556014,0.0165043998121402,-72.19675228060416,16.731537244302217,-95.81969280641005,12.8440596522982,19.145501778587004,-19.06010862131245,-966.5599244263713,-24.626935350674856,-57.74270993627306,52900.47700342816,28799.524822724285,-149.65535612843007,-151.2400239802233,27.44011532515724,13.05952482817338,-70.36968947755452,-422.29504379548274,12.172514563971845,4.02477849269913
2013-02-28,1.4103983791269972,0.7470584427738134,52.23583067168104,123.04941168693225,-2.464440707094308,22.31278230463613,-50.99293695547232,395.42206436642,37.78888175844094,12.889846219614306,-2.132390971864253,-32.836302650052914,0.598010147020106,125.8749926866142,6.7746263707103935,108.47184122637437,-12.649821688297834,14.633155498863855,-29.834504036984583,-101.35398046330374,18.36457432913832,387.0667486908224,84588.9725295296,90917.9449407109,-78.93799466362879,-76.29499236229589,22.187714555992837,3.885899523652824,0.9853291700634657,-206.31934179534343,216.4393440713305,15.741170625269492
2013-03-29,15.349352372914511,0.6128602463738925,219.86314343831117,53.78483583132243,-13.592878331874491,34.05907154380898,22.55832133533048,327.1291720597403,28.21536386354873,17.39031247558711,0.0,-2.03689366622865,-0.5920784329626794,-264.5225399400368,31.60514173530601,-57.12145644857242,-3.811959519781112,41.14733465030258,20.073675106890903,1037.5918331822168,-1.6501384183000596,67.44058772235985,11453.430959518068,1528.7163113837596,-22.42246858307637,-23.63586086005563,22.72402952997892,18.873945665814745,30.065288606809432,-243.36366441646453,-10.881180386315918,1.4103983791269972
2013-04-30,-12.015697605894037,1.6737078070014757,24.31436767078273,221.09287114080567,0.0,157.5377105143724,34.09114446863797,300.50103022883104,21.535883170769196,21.68565934385888,0.0,12.204076999072155,0.299979517856928,254.36294998404327,2.734322558804706,94.67026819132708,-9.670245164040807,7.20106376264016,8.523555058300417,443.72189685861485,-4.945942846981119,42.0088738459317,-15370.64396709716,-9790.1256074314,71.59521847118701,69.86801985822537,6.747292332846939,4.580477527176981,3.6810774954772114,25.92476428113696,21.738964757930376,15.349352372914511
2013-05-31,9.430607768588285,0.7182130739877344,220.4400138424443,24.69181929647327,9.518160843903702,37.65203713125877,159.2270305091802,206.5446205303288,-16.706465009078848,7.274774224360652,0.0,-19.4730628927162,-0.2841795542179576,116.76515440777348,31.16593445919625,-203.17199002800555,14.017193028696964,49.31261642532377,7.62100783339713,5836.636242057164,-55.957658933161525,22.22435369382401,52919.26627006987,36302.6839768237,-159.42072283693545,-166.45819799011338,-48.71355198697698,0.0953976497012263,54.96415872157164,-647.0480584329612,-32.2749716570753,-12.015697605894037
2013-06-28,8.051272443416389,592.216406378085,-153.28053163385988,218.56499836522147,-18.23394455386272,115.13784750245364,37.352876967891504,305.4553803872118,108.87125828882202,7.468115667411387,0.0,62.198221531706565,0.1128540913887645,195.38163954164563,-23.339970880564124,-95.78527279317234,-7.927647858434284,-29.610255042630342,-24.97700110662271,5720.096824912245,1.2231420617957998,-459.6964585633432,348393.855417653,242465.47271417128,-194.44313054527169,-123.40145382978612,-19.829008445192905,-69.78871770468822,61.97649251597432,353.53638099606815,126.55498885144245,9.430607768588285
2013-07-31,7.769366939110511,1.2620772070997224,130.40444894563257,-154.1847166472433,0.3675021060639054,45.10873328067375,115.86991247323743,472.6472895875447,111.38896880992633,-28.01777353761379,0.0,-34.78800851109469,-0.1324958897595991,4.255337340972119,18.529006167482294,87.00493666906169,9.691991804504994,19.678009868751133,-27.64676373112951,1802.2546418643924,11.958339650049057,52.43833349947181,57838.03283202741,53504.83201777609,-7.601461333287602,1.50047458409432,4.476318852859727,-14.486796534841233,125.88995883546386,1379.8486431057363,22.833908784580444,8.051272443416389
2013-08-30,-15.80722077877693,1.5395496934420878,112.16053886338632,131.8540976974191,2.580039239895652,81.40130001911939,45.3389146677824,227.14530054697823,-66.2205645741824,20.93218172060941,0.0,-3.507863897464034,0.6216785285564301,-112.71570671820656,14.965207729293525,-111.05259618549032,0.8634232999368692,-62.90808771059392,-23.098745029241456,-592.8695286705733,0.1881325695383005,21.45645851426616,9678.983166589402,-3471.942709647119,293.5074656180543,210.57051318344773,16.773182066095416,-4.814543065060889,93.52225664229344,252.79235747833707,-81.85326148873696,7.769366939110511
2013-09-30,16.67576402002886,93.31730474187808,105.96187405332712,112.76121289043007,-60.34094421917433,-35.850564348619386,82.00560455979499,234.7244744212013,-58.17950338085087,24.89866665274332,0.0,44.66532264369207,-0.4892831711962532,35.360694847131754,21.88306664790616,-54.19656353866711,-5.342923335792932,30.082871202685737,7.511051519234456,192.29113608167967,-0.867271410147417,25.666516466039862,11716.201510108542,7669.005889062304,-2.7329584103594904,-1.134661866644116,3.514710985489458,13.661168514883457,-91.46916970426304,112.72833134755194,60.899516137919136,-15.80722077877693
2013-10-31,-6.814267791704317,0.6328889023776891,-209.9748600074219,103.9642709062091,-2.3000731532831757,161.45510509411082,-35.46442168383705,137.65401499721204,-57.87150166948003,36.35593340319099,0.0,-13.099240312345104,0.1317595113930123,-45.5140866042093,-31.985095588855984,98.7631782035846,-11.192348219666542,-24.808717223854728,1.212770281622113,1241.7088782728097,38.272691788427714,-26.029550181832747,-20267.681079517584,-17931.33934234176,322.1118873143801,312.7600090537157,2.442293375659972,-1.461895721023211,-57.60558562584254,-833.3688820579057,-160.78570470826082,16.67576402002886
2013-11-29,21.61419980298973,1.1770579802005938,235.16651137885347,-212.8242677361238,-33.533047937250394,-81.62048801751473,163.2813914082218,-11.204727987160767,-58.17962107019618,77.96082954099909,0.0,-2.761103542128581,0.0683443269458644,-18.30461457999877,33.22843052689541,-211.660155950448,-6.628069802460686,-29.939922832370826,31.649439092241156,-3245.9392678484783,0.1117390819500343,115.6236170731754,27883.363960769493,-9009.101844854653,45.7472251355083,46.612467488878906,-3.082809925169485,18.0684147919842,-102.22080400240796,448.5477908231574,65.9728477656837,-6.814267791704317
2013-12-31,4.028256881039113,5.654111926906636,-96.96255310935987,234.2124259719565,7.134100345905374,109.42585797268252,-81.23830071757757,0.2912999557292224,-38.94744306541211,-9.907832797375042,0.0,58.02173876932977,-0.1582297759657534,23.64951140727021,-13.910883740154532,197.2206061976816,-17.129047620459573,-9.749874707975664,-3.466780739058322,-1028.332885581951,4.267668817001635,-57.77605590658004,-14697.912332241423,-25950.26342454832,-51.73334001630195,-48.00716164764981,7.839003972033652,-4.524481761652623,-58.10064941458032,219.27585585043025,1.6178268961401727,21.61419980298973
2014-01-31,-15.725642650981628,0.4787424223049099,306.1984150307296,-100.06293009926132,-3.693234344062615,122.8398608666281,111.01105116104448,-85.6704920929719,-31.292996466780615,-1.4451780056161807,0.0,-69.49092872624502,-0.0382110031403435,3.2385428689631226,42.83527281634633,272.98716436010113,29.31722352073365,45.1683866943788,9.782034759870726,-324.86959664219467,-15.923489778240269,43.12300382183639,49383.26521732239,20986.048883192707,-149.37388948019074,-139.2595058836731,20.25278076961193,10.23217140465522,-53.19110455572413,-4.8119940938183845,6.937468145283447,4.028256881039113
2014-02-28,6.658585638569329,1.3140325397663195,53.27367909332223,307.0279781228673,-7.256761354053472,92.67387542011468,123.13356277376914,-99.50029979972848,-38.128743493160826,-14.697352587002362,0.0,12.708112196714724,0.0814549227384966,8.673544674841196,7.1722101390164426,-459.7557191428653,3.4767236620667745,-19.463680282907266,-0.0211448560946223,595.006534307995,-1.2372256761235718,-64.07666565407908,-34937.8273987826,-19889.734476314392,53.703262415045714,54.284746641832726,1.4368118906437246,-0.7418393165539783,-62.18530672978463,-472.90731713689456,-67.693030669971,-15.725642650981628
2014-03-31,12.39575516547606,2.394222159226038,-217.65982146480985,53.01591387018564,-0.5802706295030287,82.4436859812796,91.68901289099205,3.2908057295791053,-34.0182567275165,-1.510873853908152,0.0,-12.064797125799885,0.1998571034363325,-26.283962551254376,-31.95515835915012,192.4411224805136,-13.58400173722424,5.547726028616353,0.6639100387363897,2861.013928783188,-9.351496484388306,-139.69220871159814,-69663.54494845029,-31673.47327709431,-143.83697497262762,-146.39506934398375,-31.143130583753816,-17.856217337841144,-3.0677633130266884,-1057.0846446607588,200.83309811580148,6.658585638569329
2014-04-30,-7.780801932286528,1.626645957952008,92.2363621392318,-218.53459789159905,58.271930427986966,-100.8720496847996,82.79354048480417,7.177638087424089,-20.225121422195137,2.097092119900949,0.0,28.858515032568363,-0.4447909660190639,28.33156619135798,12.624457522372268,-123.52342360302376,3.1974151193778084,4.189311108874335,10.642544980261164,-1031.2342943569456,14.340702945534986,-27.57642643037707,5772.216312883422,9744.508093609007,0.0050717595542835,-0.3515812900737387,3.7888105597653663,11.508260374420615,2.284776555376681,436.4309518593842,-163.56905318303495,12.39575516547606
2014-05-30,6.165005725196691,2.376602064328872,181.61376924750385,92.52764876589454,16.653913093425334,136.90047939503376,-101.69700155103511,96.75194523081146,-21.63137580920185,-12.222738942133343,0.0,-61.13839621340856,-0.0032177933240433,-150.84262745926907,24.43315077501757,-149.78651387394206,-5.293272857716829,-22.43567409599791,-2.755580711954053,4414.105887103662,-30.621199424435176,226.1537958859653,69703.69758601254,55794.430243790615,-338.02930109713543,-332.5347208620905,-7.811035755253613,16.272934003389537,76.33574421501675,411.7985040106721,-0.8269163038880833,-7.780801932286528
2014-06-30,7.467580524744528,27.74130294044209,-96.53148211153557,181.16239910770483,-12.07881566698616,12.85474600518044,136.16737452726494,81.85438139164546,24.13374434819368,-1.5163604071576775,0.0,11.940244874180792,0.0898142269158797,151.9569371901735,-16.129471898692373,315.5744916490845,-3.425892902970645,26.47607181123385,2.955230001162988,-444.5402607065808,-0.3053292119538753,-33.80894648503545,5035.295217306353,4920.220003269147,-10.082776702084717,-11.432055709297998,-1.8968991738440408,-4.099046599665144,236.2050786616677,418.47327882590855,-39.333043638074855,6.165005725196691
2014-07-31,-9.927208858704734,0.8338920351860368,96.1872219765346,-96.4751083267673,35.192698726941856,-5.719320085273165,12.903700850714236,112.4974176699177,17.065244128521076,-23.43994502764967,0.0,15.239268348267103,0.0542974149382103,301.0619834300169,11.409307716784042,12.975676553173855,-2.255935467037375,-13.868941653973934,9.073219027597588,-427.8687319697092,6.560721202757673,74.11266919223544,25099.4660119866,31406.12959267199,108.62539025268478,116.40044298601757,12.119990002906526,15.11412823264982,122.90540798115684,-637.1141575714887,-18.639709241346168,7.467580524744528
2014-08-29,14.651633028981308,1.0518356757323573,103.59184627006212,97.09484364895592,-57.54056254100502,61.60637579067085,-5.745928979764924,79.9613201771922,-11.657935111033812,-57.81681113505933,0.0,-32.48327193487506,-0.051952964963913,-1295.8472225450923,13.99137264712408,-322.0241797411607,-7.17911108648957,10.327086001742828,-5.7732432949432,1235.775405122964,1.2771161386388954,66.36769851287772,54323.25229197834,-7886.557408480439,206.31886051169,188.9723684862872,3.4243264652653664,7.26470092054933,99.43107611928474,624.2282244661819,-10.80298940219052,-9.927208858704734
2014-09-30,-5.618299083764575,0.4113985154772301,-139.0317683830647,102.40781477742168,11.732982594590528,77.33594313827038,61.20397794277093,103.41642406954986,-9.19756679043447,-57.69331104027118,0.0,18.39648988796327,0.2831591556662967,37.36509696479413,-19.734391276199403,297.3158255260771,-7.321030228667951,-9.623747201627792,-9.282772788533237,-718.5072428143067,0.1800742226006342,-68.11838132940375,-14937.942059474532,-7232.668255667668,-69.71014940679434,-68.38658068878168,1.3612144585443955,-11.170803569699956,-140.62938787141204,-653.3355623153952,-4.552511348634766,14.651633028981308
2014-10-31,19.88092127396561,1.788323647026114,201.8469764577339,-140.07968588550565,-37.42917559753478,-62.43481693655727,78.04811194956417,187.31251120657723,13.957436592027964,-41.00394564195409,0.0,10.088599700390944,-0.2893591685316661,192.75238175170932,27.640716676694865,-165.34834621474658,16.11702594090093,-11.771648671289311,-5.894955923704458,-2570.439382407676,29.929217294263424,-23.921544077548788,95406.88446871052,60624.74293029029,-19.949863801852764,9.56724277577992,-30.639465203823285,5.682200783028748,-69.76637676778432,415.15455148373576,19.761596469330243,-5.618299083764575
2014-11-28,5.729143486504221,0.7439138156493063,-69.76735596444988,201.0238990619948,-12.47492734749074,125.26654689510848,-62.17499313009403,84.4302476550395,38.29302403316738,-14.962988530116148,0.0,-4.849736493741943,0.0486725316468558,-147.92224280539662,-12.60610293302534,164.08412093848904,-28.475587778229738,-71.05728188916635,20.977424294222715,-4170.216262887512,7.788188842890577,-145.88868690091658,9421.888170687482,-67462.94289727183,114.40347241546895,119.64357399014057,16.975664209791937,8.346883246681955,17.64176514313374,-602.5186184564193,-26.380244624057468,19.88092127396561
2014-12-31,4.812547909722855,15.17609944459874,274.4838165653105,-72.30495818258606,-25.280891072848657,-60.79885019020422,126.8917119588535,68.69502863432757,33.414918406079806,-22.332614187984777,0.0,19.12833718422263,0.004122049613011,-276.07905237403423,39.13632355504569,232.2241441831333,64.91775591322818,-43.45288188401423,5.070295824948971,229.04858779005556,2.0166910928106176,40.15984747889888,29342.57846894255,15480.225879448932,61.559962627996,59.77733001766976,-0.3559084290982284,18.792936857410723,-151.40836385025506,1564.585365104307,-12.625376271836558,5.729143486504221
2015-01-30,-3.798112172366297,0.5730664953537491,86.62087863401067,275.5427776856461,-33.71490164685882,76.31985000090073,-61.01435656060413,-68.96277218497337,10.85803614613476,-5.656004660836685,0.0,-15.28700869101101,-0.1394643403569247,29.685501505748903,10.831299161219247,-133.433203838729,-39.645098667028606,46.270275403272194,-9.257565916043518,4382.817524975026,-2.774670904829009,-106.92260156102112,40212.94361233199,21172.37140460359,155.2560605913097,145.29137970240794,26.503187213542084,-0.0199523630235489,-100.78161243074518,-605.0257252039792,49.23568820499804,4.812547909722855
2015-02-27,7.898048125567073,0.6663661856817618,69.5687785786857,86.65358859740832,-75.30720680912397,77.43749950589891,76.53771280819451,-87.58349716572882,32.53321302371244,-4.138271358702834,0.0,-21.090526622176498,0.2202755062348077,-505.83669863434807,8.753829061799479,21.872529412155984,4.826712448586136,17.490244606415217,14.219222960854893,1061.6705507275074,-1.5550913211676516,4.857088509545974,-29210.021104181185,-43243.895256633405,13.758118302903595,8.214450270621171,-3.410308674259099,16.662207327043916,-31.69111089977929,-28.007006917402464,-51.645766169581975,-3.798112172366297
2015-03-31,6.610223704414179,2.2744562088375275,-52.94529269791785,69.35132168933444,0.7375934576960633,-1.837400174930303,77.08733941747687,1.0020915866103657,-9.895404739757254,11.768475542650616,0.0,38.89995498475042,0.5618718253918775,-2142.4956015441085,-13.906113464092414,-164.40750089391284,-5.619986741920855,49.98876145943018,-33.58284844244332,10069.7046826931,-10.148060200564018,-22.98636626596181,-32160.665949335787,-20433.25926118996,-234.2175814577737,-237.6440096560868,-1.6587178139724728,-34.04387395607705,-183.0182077325539,-726.5126405856066,-80.315064623274,7.898048125567073
2015-04-30,-2.3060728798654635,0.3885867247133007,113.05955847789332,-52.54844567723951,23.196510531131,-97.21951502505452,-1.8468523353429096,-21.71360241371358,-9.827561189334777,15.00857221878578,0.0,20.964446975695157,-0.7542090082581929,-18.491864145057207,15.748874134722882,-4.739079961396016,2.399653759915225,18.80029418952404,11.882866612469796,218.98714542243036,2.315688717281766,119.38828569889029,10155.222620750312,6997.505850981455,-16.44608328348412,-16.33901328371809,-5.318452222076758,4.238682326880507,49.22840546188149,187.0591529320397,28.882901755934085,6.610223704414179
2015-05-29,8.59462300041598,0.3631817123363677,83.02947655772562,113.43579945208047,-53.62782910312937,184.17332705116888,-97.64837157339032,101.11594865493578,-1.7141990664953948,-10.702052244255302,0.0,-63.15109681681085,-0.020355621451369,-219.9796640622435,13.57404226633298,-106.11288247352026,-19.92140810885155,2.8301996893417254,-35.97852579699463,6388.15912446455,-23.364495900594918,-33.55751423996935,15525.29632829316,40530.11704135174,-228.3917081222855,-254.13263453464748,3.6407299216116655,-16.183137644940643,-64.52852147678942,-431.4751326614976,-113.07462296378476,-2.3060728798654635
2015-06-30,6.440481018123744,0.3341820666216909,-34.30956098233909,81.73089321769689,0.498786531831478,-34.75972270970013,183.89900614503867,100.35553922080396,-0.947461411929304,-14.13922085755328,0.0,-4.562424349040441,0.0327165155248629,376.8906107153885,-4.603565530220749,181.18798464775432,21.549911514217,-119.60794205443756,1.3150231767888272,-330.64263934288465,0.2631455602427017,20.523075348948623,-6071.448117125779,-3121.453703664709,-25.470031073017225,-25.346410960262237,0.5844053959269502,1.3920637457722478,468.2432075541064,139.48553803653738,201.3582349659225,8.59462300041598
2015-07-31,-1.955088985674275,0.2915736875513235,126.27682659964832,-34.09282913540929,-10.14028416902463,18.25502098554638,-34.95182468964896,183.7007797405802,0.0140489861958454,-33.26532470754385,0.0,47.50110483538919,0.0123660052515953,-91.68049649209934,17.055731199044658,-26.63801336314509,4.921856627926786,-40.29655775923118,-4.99199703709553,-602.390646234664,6.703840408485178,186.47706863147323,23131.023598893546,27001.69526856998,-26.572795917775323,5.595497745940236,-20.89297198167888,8.271515654910672,93.71615284141228,975.0314395557943,19.03331693491998,6.440481018123744
2015-08-31,-9.432810957761491,0.4565913557167784,85.88663832570982,125.93053369530084,1.034678904134662,42.08416536129151,18.32695841151776,82.87634451739127,-15.845308693597936,-70.49782562616413,0.0,-47.30428712206242,-0.0008133771550167,-94.12314879771476,12.228717510649403,-107.16700958069872,4.325602011220894,-22.343282488316504,5.600579899546005,5430.415846393073,-0.5094788588823107,6.856272219760285,62362.08676239662,27076.016995169688,71.73714388440843,74.6590114691752,-17.847218385140195,16.355924860654568,38.21667351782799,-268.55484531330194,141.47981162124472,-1.955088985674275
2015-09-30,-5.319386022009148,0.7948568074055983,-23.07007006238408,85.97337666522873,7.751001228643366,-47.96785809245096,42.0259434364876,106.97042919068063,-11.542976901102747,-64.13760169029158,0.0,53.0737153582393,0.8104467148711602,559.5806943479615,-4.310069305064189,-91.13077228907414,11.3898871141285,-68.43303350396604,-17.095927985383753,5609.8279237880415,-2.844839537187738,-136.88805200973275,8999.50306308223,9605.551814057864,-87.02137984896183,-77.44623548686693,-0.7715756361635329,-11.402407181713444,276.2845275760086,-744.3720769246218,-23.462291301932623,-9.432810957761491
2015-10-30,18.74233526204972,0.4501519995359505,-126.3357882163102,-22.82787049669636,48.71931322558249,47.24718298161952,-47.66648909655549,95.11965222779432,-13.310145749648466,-120.9357395314902,0.0,-93.08062130882264,-0.6470610091711751,1991.3241451953368,-19.54624828147644,-203.8881257865476,-17.72295814076375,31.183531824581564,10.97265634538843,3072.3571364409217,41.72327292098127,-206.70315397414836,19683.7850956521,-14145.75398059748,434.4672800447682,406.7308464612573,49.38711081431469,10.421855794502562,69.74913499844911,-2424.184901976705,21.95396867724571,-5.319386022009148
2015-11-30,5.045156584862868,0.3810724401168858,-77.95574888292379,-125.83428542581706,31.85145062356218,-191.89576563529653,47.072591294663376,85.74701452862091,-1.4234120065892135,-91.67437530284352,0.0,49.44812938498589,1.016506619473602,-243.0368558317301,-11.424196022378965,161.83627548911744,-0.4118962055958377,0.787632746018744,-7.648036225624367,-18827.975647267405,3.708731371126021,-25.55758430036849,54890.652662422974,22590.07752471277,113.66377945305598,122.7481477163352,7.958153917277798,-11.018842079384058,-465.4506043008795,961.5735613342816,-3.51110927508546,18.74233526204972
2015-12-31,-25.192645902690373,1.08837418040616,253.70548066911184,-78.08552022757007,-34.43732644094203,-97.19276339168847,-194.19473665275075,68.8351569713017,-0.7357638623746396,-87.18987524682112,0.0,43.08556948001339,-1.2248847242275045,410.6458210792879,36.901013639338544,104.35530146749667,-6.533195227793954,73.7943248042651,0.6232503166829133,-982.7842753069637,6.264730843542466,-12.043261034557872,42195.722424676176,18594.30125455279,204.90612786063716,178.9240427332373,6.740800852117928,22.73755494996749,-294.31887340238404,402.5691617051452,66.00568130722468,5.045156584862868
2016-01-29,-5.535818271393523,0.3780807929999804,77.0268868384147,253.1393493063467,-31.32700223341063,233.37777571176284,-97.48974325798852,-23.659187318253736,-0.7365942045583012,16.321632518960808,2.22816128945613,-59.70192318447013,0.1002844009517919,-62.14649115153122,9.524349679144052,-227.1577426986216,0.6160253468744941,-53.00636507334889,21.191388758708054,4277.643147569324,-13.309047348773902,164.86080393457132,14175.230387250893,5468.734570195898,-282.8120906135458,-253.55627949252283,-37.64210194941575,-15.125109979915806,-253.07963600497064,2102.213903447492,39.09078743899204,-25.192645902690373
2016-02-29,4.864751389457245,0.8431099652754135,-347.9708157227586,76.1100331454,98.19192178712753,17.171450086746372,229.5220354698471,-25.86114893439636,0.5763685647683232,19.00407254034971,-0.0184133929196019,-9.380729798547492,0.6731240237942459,-324.37571132630524,-51.65537549757664,-0.7602031822019484,-18.555416089499147,78.23909511842146,-6.836390826794286,-132.9580974262135,-0.1850363406847321,-84.62730612264022,-55761.95583348116,-30729.12006089324,-16.0376292650742,-18.7449140876206,-9.43932682882199,-18.92160712011355,-62.86546175018947,-403.3487132221421,127.4328840267034,-5.535818271393523
2016-03-31,18.09371980381315,6.135054601106503,-78.98715854423344,-346.4946176893623,6.440952900209922,-67.17551377279459,17.10072951635685,-66.72897924308141,-16.757945561203638,33.337256050532325,2.20120065446919,9.03369418780801,-0.7802060689183291,659.8718224362665,-12.664000658188344,-173.64779890642984,5.833552808644754,-66.10701726562115,-9.711846087746553,3065.078555643886,-17.30174530273431,71.66390533565573,-111032.5981393112,-64261.598417320754,-242.5978979053952,-234.3520100414015,-36.09020105516967,7.9096627042231376,-105.7790773022876,600.3100747677112,-398.6108367049437,4.864751389457245
2016-04-29,1.6519710223459825,1.2345105473224431,72.22788259991869,-78.41162511796873,4.882383426066969,-182.6236149338925,-67.41484304911454,6.345425911977061,4.270060039424829,50.164412228995815,0.0078719775442621,7.2687817994113,0.9997237898056404,72.08767402754921,10.909997179787297,182.55879886005695,3.504579494971665,-30.853423425844426,-4.287859102449033,-1830.6653301792176,3.016177583409174,334.8646765205549,6898.152463803999,31975.883920262568,-26.80410874342224,-30.24656459239778,-13.31500414553887,-2.581393560456945,21.66009606432016,-29.09937745856712,150.73547403849545,18.09371980381315
2016-05-31,1.795616215742326,0.4001798539423895,260.7197630457469,72.70523057666821,43.06941110183678,-2.486350928002971,-184.6491407511652,67.52851266459456,-9.743640680381024,10.199878549236011,-2.197366496928725,0.2318184841276434,-0.9812378809774344,221.9246583250818,34.08514818178719,379.56648737208,35.90919172253007,67.60056898927064,13.24197978685197,8189.152551088795,-19.39723737704885,73.03644551054913,43364.35038336553,68208.56881581154,-143.9241613989561,-135.50614563521344,-3.547650645858196,10.910934751088009,276.38401447629474,136.71508351353577,13.550815342633657,1.6519710223459825
2016-06-30,-5.739886847799742,1.2643970446153094,34.370682020457494,261.3735465323846,-16.133742841445585,209.1770346762546,-2.488108031564309,64.25357189698364,-9.466990401498784,7.774432510582613,0.0004462105679827,-3.117406878999589,0.0505248397193246,25.51528592446641,2.195885179789002,107.84740691047278,-0.8906665671952396,35.17936428731457,-1.1645667920112146,343.7919682858774,-0.6234298649112588,-42.19597539142251,12320.073931371791,6301.1134936362505,8.13929585214305,8.735067151045087,-0.829062018302821,-1.15981497847406,244.12380996227623,-734.8308832974021,2229.164519765479,1.795616215742326
2016-07-29,14.388823443162073,0.3518997498836745,25.164119557753075,34.136202147628694,12.873575035714769,28.47816057146533,209.21374429605507,254.6480130159912,-2.3645089952168306,14.09118225934782,2.222775290560445,-23.2814073274737,-0.0690963940042618,74.4496051533871,0.5456917478272771,-149.65380444741902,-14.272987528913347,-42.42444271898228,-30.36886403491218,-233.51131465657815,-1.9326468425314327,-429.3047881444472,17323.925092011224,30838.680591268,179.2764697032406,159.6225669438978,40.14826675527384,-11.88234800846908,37.59007801543194,-626.9968574649478,-1897.60749231709,-5.739886847799742
2016-08-31,5.7524322265223695,0.3112122903918816,-78.07422171112364,25.56802171684724,-5.040582037688357,54.64332734631952,28.36294890880506,247.928655510453,0.3667859862015163,-4.177294268196425,-0.0087361461123478,3.3856993121493275,0.3326807165146199,142.7382502364912,-12.581783896239813,-57.87117706909646,-9.36883963183385,14.491611974672423,-39.9522297205736,70126.28549281065,-3.5745889817465226,236.2504733225942,37343.43722196669,13233.88939651195,99.48729036186754,67.83552184870284,32.03218759978327,-17.378657284379187,-36.72107401739385,41.385095056594594,-274.91506368771763,14.388823443162073
