date,excess_log_return,log_Mkt-RF,baspread,log_Mkt-RF^2,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,pctacc,roaq,sue,sfe,turn,idiovol,size,mom,max,aeavol,cash,cashdebt,chinv,lev,sp,cfp,chcapx,noa,cfpq,currat,pchgm_pchsale,saleinv,tang,chfeps,first_lag_excess_return
2012-03-30,4.142284219741967,8.198540855138994,112.60128255014332,0.3545954348177057,-22.33003188756429,149.5630141338176,22.3822912163154,-7.127847232270491,42.16803571678837,-1.26570212787673,40.89300981475075,-894.6461343226692,-0.5913410339643388,13.902546180867375,192.30449468973097,12.522606935407223,1490.4807437816337,47.85331763890798,57.34749327231312,-231.89705496828248,-138.0275413550944,190.9235457006864,139.97911236110622,-3647.944869247075,-933991.1619050056,139.97911236110622,47.40005751855824,20.16129239213339,1601.883240915662,155.98861404460126,56.388730055166434,5.099102959494304
2012-04-30,-1.5298873697004582,5.813662144999917,105.02002676706594,0.178050342039159,2.12596083969672,131.71778975571317,150.03662605041882,12.604873102732904,57.6174105330654,-0.1128580627378656,22.159519863464176,-116.96987742205852,-0.9851613994372704,9.613315407788832,424.6027263423021,7.23933051033697,-213.83894824470644,-8.655366568517138,55.05867099505616,-109.33759460797089,-68.96847960251489,60.01216191578487,36.862983734126885,-637.0345937169309,205817.88280628624,36.862983734126885,15.33998848509782,-3.531887987192121,-1807.1562304989768,90.08781950599156,-2819.689700257267,4.142284219741967
2012-05-31,-2.6316865856426808,-1.6220174416455482,119.74025670419172,0.0138460778058084,-53.79392110800308,93.47941009103768,132.01385558862432,12.692893815003137,57.89093698693782,-0.1128324599643837,20.39359447786308,559.9996810073305,0.0059446003097018,6.84528786497458,-530.1855398584253,-8.44011356692522,10.61907220492276,0.255441436630349,0.7406320669905995,0.3994193829654477,2.150970911858849,1.5604386895613516,0.2357076352027434,11.329170203012836,204458.09351326525,0.2357076352027434,5.21285989482476,-0.3833290332420773,37.56507668389713,2.4138406347742603,-146.48245745097438,-1.5298873697004582
2012-06-29,6.862428348193286,-12.13356947944103,155.728092572306,0.7752396360102628,2.211597980912212,-26.029908163144704,93.38871737722415,-3.876957974798832,14.54416164842788,-0.42471125579459,25.50336832083083,-103.38536150844313,0.0072091983506545,-2.961279327444572,-428.3358568594592,-18.174298951328467,287.9154488026438,-30.44990158591628,-70.78075453632707,200.93306834186612,-17.13550629488782,-270.60683210815614,-214.4082676810546,-3961.030722826112,-891068.0409697294,-214.4082676810546,-210.5657682080123,-424.5011379334178,-535.8284497915984,-17.41142630200079,1313.734576183285,-2.6316865856426808
2012-07-31,1.811470621175495,7.240617789029304,85.2775899896388,0.2763197946728644,71.91329963336388,-194.42509975603943,-25.976234167646467,-3.708466310566669,13.017629925815942,-0.4333427767148594,27.577232232842327,-236.54835444937865,0.2490278774821259,-6.287712526389896,158.3650636765858,-4.626041313298174,628.371953955414,1.0662974280821231,-26.38062491308025,2.877907350522147,-23.213457201015217,-11.79137066848989,-11.056977482355194,-913.2856060963366,227489.5852035508,-11.056977482355194,8.943955612528498,4.717510975099685,79.1595769838359,-2.063633442780656,379.391328625186,6.862428348193286
2012-08-31,1.6707779016150055,1.4959869713411174,125.53340454786118,0.0117718592125536,-24.39374424056187,116.55127966009438,-195.13180382112367,-3.760258648422029,12.54183339440808,-0.4427142869997432,26.968849116972905,-68.61108548038465,1.076047491599498,11.060893273250713,219.550945448028,21.65132490503544,-5.507610380694587,1.9224535343953448,0.2433048613342237,0.1120815478809262,1.2744868314546238,5.931691034909818,1.0107585695750174,3.1121103967371937,235236.11921630052,1.0107585695750174,8.989120256914248,-6.86988803925243,53.05561221212065,5.26359642215175,-13.286333105614348,1.811470621175495
2012-09-28,-4.524356326713793,4.789201300215333,120.88080661456624,0.1205815869034686,11.65367949959452,24.06172322006781,116.69328163368684,-6.366093366335503,-65.08308501081775,-1.3333392216522888,13.78612749559175,-241.686179344272,-0.2364617857935957,3.7209857414954968,-226.11028049449808,-4.090390432197182,58.01874526941856,-24.91034966595197,-27.75196246728221,-37.44025613717751,83.03129408616383,-36.325309888796255,2.329112865587902,387.206102716508,891784.5957100689,2.329112865587902,253.92516746672757,482.8163090087892,-420.7310473537282,-24.03357106536532,-402.2153991981205,1.6707779016150055
2012-10-31,-7.157083334539448,5.123940180236289,85.37506857797172,0.1379945702711303,-33.85377464920852,77.0334535312112,24.07568836983502,-5.210425742466936,-62.81979931768112,-1.3149094261218064,57.3583564484598,481.3470480151234,0.242079530748775,1.774713894155866,-182.76279569206463,3.756563093336183,-322.2686068200041,4.345813420301568,2.313517567528095,3.651106912238677,0.8166971175678555,-0.7764204721243004,-17.05997694684494,-315.5061165515107,79301.13209620118,-17.05997694684494,17.774121067264787,-10.166713753729056,-2.0604493693881523,5.789354025549301,11.122646853682513,-4.524356326713793
2012-11-30,-6.178260510366815,-3.370514129538421,107.08203516232696,0.0598432600911351,37.58342722286981,82.07799801395407,76.73380087601113,-5.142735973749108,-58.03451688640857,-1.2861141065913784,55.162994606608734,-465.1288661394899,-0.0363680777559132,-11.901459607145624,-187.8747878825219,-1.7344629217893726,322.373851580272,-12.255912889671947,7.376752107688844,-0.5192833634246243,-23.23346273889183,46.36318968560181,3.228946824382035,-79.88517904357434,191941.39065790176,3.228946824382035,-40.334963682561465,-3.3520145020346206,409.8936039680193,-12.599473610931682,-255.5180972907448,-7.157083334539448
2012-12-31,-1.2630992112052717,1.4707531384528358,91.88032392069158,0.0114262199179755,-4.593771773579854,-53.84033148683549,81.6669958181338,29.651219997458945,76.83483759727027,-0.0309227479350014,67.1497593265029,1861.287000249304,0.0455865295107695,-15.261112529217373,396.842430979474,-47.36875675709837,963.6450859863372,-46.91804500332111,52.06317635093042,111.17223031493714,54.6131966845187,-18.73938345435954,11.432691034816187,5744.164087410407,2609411.5382665694,11.432691034816187,-197.05363436983225,-238.1010944789249,-772.8598180590889,10.084747255332104,1446.0951543699753,-6.178260510366815
2013-01-31,8.008312789591736,2.2154988343843582,124.04380970028332,0.0259872513376592,74.89983327397226,23.452003349805143,-53.596477210628265,30.06221249200921,70.1057214533448,-0.0198331817106835,74.13084272155594,-2155.585575990981,0.2617862713593766,-13.734450333303812,66.26699170620486,-6.091904467502815,-125.7465261835423,-2.7637365047819458,-15.61094959350072,36.48784457131609,103.20189882299404,-9.43800152033782,-13.095491351060716,1170.692424367414,-467876.6535128355,-13.095491351060716,-46.45128736216384,12.676571847663766,-597.0889747730243,-6.513059639962421,633.248169056289,-1.2630992112052717
2013-02-28,3.964056355926485,10.22369371512991,91.53413923786708,0.5541656463524987,-18.626183719928548,35.29900038572776,23.379562548936967,30.50041952111367,70.12712738557312,-0.0205516453410397,70.55481022524584,554.0855218275974,-0.1141625339984973,-9.324390392777332,-16.38679397630449,2.74300707062028,-6.412885264499892,-0.9428450797691426,-0.4584548289024894,-0.2824692364421537,-2.62442993626496,-3.6816015664508086,-1.2237528400525548,-9.932841090128022,-404003.25104510784,-1.2237528400525548,-16.416087780877206,-1.3719208403399534,-0.2649902916136852,-4.047690163909692,-130.83304512862196,8.008312789591736
2013-03-29,4.419187463178583,2.424397109053885,108.06814176669754,0.0310747189412986,-24.819234696481253,163.9835346162754,35.48602014608637,30.466259269444528,81.86267985331484,-0.0862616865465568,49.18356477030621,1186.322233513024,0.0348776359149578,15.944051015536845,20.863101530018863,-9.039966565582631,47.4340062392821,31.790328432274748,27.41464324771985,-205.62818576330443,16.75614653797652,312.0826413969007,115.85145378392257,-2174.774837947941,228200.65613931415,115.85145378392257,121.31908693430842,40.78002604166686,1399.536118881454,23.78438652417094,-50.14261094769813,3.964056355926485
2013-04-30,2.8990245939708856,7.483971115797428,108.17825852897948,0.2956852108910241,0.0,38.87780604075712,164.41069541606151,31.18651242148141,67.03500880034734,-0.0461871735938186,21.252486024141263,-1087.8321689988702,-0.171011894175475,7.880606119970707,-268.92858290941103,-9.79258419263394,-2136.929263284742,47.61916628100786,20.361178010028453,-84.04011023799058,-52.23444103720317,45.020879829474325,63.10705948594594,-572.4433437174025,558095.1842634529,63.10705948594594,-33.86345877696294,-4945.522130639435,2609.134569416402,16.734805166329807,-2934.4203357052656,4.419187463178583
2013-05-31,10.974636274663617,2.915939638027288,88.12904847141046,0.0448503651100152,-6.9946082730147,120.08745193305424,38.95862146760533,30.85844300374332,67.78434895915925,-0.0445021722483192,19.453503453068585,384.23135538690985,0.0625081682222408,6.30508316383748,-252.12889784150468,1.5508573041605018,1.4807174582892912,-0.1901908160747893,1.4271130060397752,0.0519197772083828,-1.2534293535759389,2.064001812718061,1.235042324465894,1.526028642313122,302445.6819496453,1.235042324465894,9.600024134500927,44.322904432207,3.270986606805309,2.4639365957784776,-187.33180437167312,2.8990245939708856
2013-06-28,-2.4369343853263685,5.2392268437486855,125.7051495879457,0.1446821244137545,-29.527995375111743,46.84134206476816,120.320430445317,1.941067250292503,-8.909315502786805,-0.0985127868676847,-63.5380143499364,-539.2250646310295,-0.070080618103594,5.896826733815487,-145.81724585119252,4.177167732072093,760.9972778706829,7.0857638169899815,-68.21745513633739,177.42626555942783,27.67555093286569,-351.4495918847524,-201.12106193152607,-3040.8017633209497,-2419471.526652351,-201.12106193152607,-139.11230856040856,5018.699876299589,-3560.5191897283376,7.21522500497008,1010.5973886641012,10.974636274663617
2013-07-31,9.31465008502922,-2.2999091287551727,175.7089980728295,0.0277658397883286,-28.75559003671283,84.68351030877764,47.16704090421328,2.1177230720351887,-11.405077363021809,-0.087148107146467,-70.8504383833184,-232.71218028657177,0.3173851321925571,21.17526030541012,272.5416360537881,26.428858953077,861.6046898633772,5.40581119943073,-3.183385842336932,-0.5643775523683665,1.8122273313313144,11.254409839916208,-10.05698617496784,-746.1792876552857,-3241166.161150515,-10.05698617496784,70.31221459816243,18.56528555236716,157.5279130077588,-156.59801480639453,711.1051619015549,-2.4369343853263685
2013-08-30,-13.49644486707485,10.460888417721588,120.4468706715871,0.5749467262759608,4.175711487476315,-36.96013429119624,84.54366652885007,2.062323037085652,-10.509298575958663,-0.0857632441834104,-68.8496713430914,-292.5621153811985,-0.1048246185711221,-5.064020788308426,381.7879599798714,-24.82692197232072,-11.569137801901888,-0.6484111050992283,0.7445951075170711,0.1166204946832252,-3.209149888448337,-1.3345848571916576,0.3010041743732401,-1.4539138702366472,-74525.24678284675,0.3010041743732401,-3.873240059352611,-1.8748453737797772,-11.858571570581262,-2.00961104985754,17.547612043813615,9.31465008502922
2013-09-30,2.0486463318807244,-5.245901327734987,99.86864088282908,0.1441257724264183,-10.971947437151416,169.28256391643086,-37.18376217930061,5.991718835430493,-24.08256839572797,-0.0848692900693535,-54.38165024846519,2238.9031770409742,-0.0495307659064252,18.52361841803804,-143.17642121626886,21.531188299192337,1043.998067125941,-9.46925809269925,-14.217140774076457,-32.02436657994295,63.87438068669098,-80.27191889152368,-37.40426344424611,436.88267130317246,1014647.3336019368,-37.40426344424611,78.39758356115908,66.55091627845091,-273.1842527921308,-1.2563313916455172,-176.8184989011729,-13.49644486707485
2013-10-31,-1.0997630220037458,7.031454244829128,130.05212856735056,0.2602110980119188,-11.911022320399438,-83.83595779597925,167.71342798184438,6.790145550391685,-18.233428150160755,-0.0666640754577524,-88.28206189119551,4962.360093219815,-0.0897292581965594,-28.549698909090694,112.75146916660924,-22.121955227577217,-748.9948966871625,10.777731202644476,5.352008632763443,3.835854829396416,-28.824842195683686,-7.724754112553228,-9.22154339532926,-292.90201807252623,-522592.7784127742,-9.22154339532926,40.75585666175084,-22.52236296803244,112.69849394221455,-3.357126211925788,-347.20204050945136,2.0486463318807244
2013-11-29,7.813522417685622,7.78282912706835,95.4838746511833,0.3187067463540293,-46.29690441709772,112.97333574966046,-83.87196584732236,6.866241402785508,-16.537679741206095,-0.0666844705398135,-89.13545293498967,-5136.886012457721,-0.0990995702144434,1.310623916665918,-196.712522591562,9.435212059068022,51.77065386126469,-4.4895107237096,4.477966809219595,1.7176337493986198,-28.67580590671264,48.04417619101491,8.04069969541137,-192.5698481638865,3158385.066429071,8.04069969541137,8.044980721076172,3.019346606150066,339.53354849767857,-6.033890222801574,-273.9892991473037,-1.0997630220037458
2013-12-31,-6.001954974481491,5.863128012932569,130.20901141497467,0.1807024399155465,-1.940462818827192,125.32923141606072,113.2607088818547,-56.277804576125455,35.85963806925658,0.671623328031016,14.97916106193407,-152.31237327210374,0.0191662513178112,7.765429859276082,-82.49365588204114,6.616555492170477,-591.6863186554751,-44.87355626259142,13.393941149234834,135.70679417008105,429.018950732471,112.39241762884512,-87.66078649370085,5791.749304915073,3596315.804331452,-87.66078649370085,-138.1356774031242,-3246.331919972812,1649.357008170904,1.3394567992238535,1276.5747930052648,7.813522417685622
2014-01-31,-19.9818587683104,5.284561297654176,120.87850276012382,0.1464480803123301,-3.578062942876842,94.78005298207688,125.93199054926596,-54.0127425234271,28.19943785876954,0.6256825664836048,142.1514034127311,-1820.898633072084,0.1489666060131629,14.719397666295665,-11.64116335563449,29.01369573110605,1936.2677288366544,-8.40538607149631,-13.500635364203362,37.45502252663124,51.91043105036715,-88.35555023256666,-34.385640899141805,1157.0132663363256,437142.0822506696,-34.385640899141805,15.895600216226285,37.94655934430057,-589.2549215403978,4.962077047702451,1559.4959227250306,-6.001954974481491
2014-02-28,15.215814213911637,-6.423160509531698,93.70750301352544,0.2168692158559418,-32.67803330800183,84.85112688565536,94.36642690382176,-51.58962313152332,28.325151290789336,0.6247533906996183,138.41621896322476,1395.958493803607,-0.0128870126360283,-13.42064140047205,-271.9756124188428,-4.49137048865191,-42.9034778625919,-1.271902292759762,-0.0902596004676752,-1.292215241810709,-18.85341510596436,-9.717952334278609,3.0631591342986724,-31.397956254723795,-3395391.519480869,3.0631591342986724,-19.11616698522994,5.713215104001392,-34.52617229533462,-7.282549486411426,-157.38506388487122,-19.9818587683104
2014-03-31,4.618926607447314,8.588206283159009,120.83697905300642,0.3903448216489328,46.65039336582127,-102.043221769236,83.75481254867569,-49.37713163934587,58.414729360555135,0.6375432353136918,132.34056410504712,1269.6460141402615,-0.0183881641804433,-39.5603704938294,148.25294707328828,-13.557848845721535,-1070.900861697958,34.79860616859435,56.02218998986493,-207.2693085530799,53.10091403882552,333.4639521541353,97.61702051618865,-2796.962961213357,-1355327.639511034,97.61702051618865,116.02288357127782,17.24780526193308,1064.90223373365,148.12282138890305,-474.4636265557076,15.215814213911637
2014-04-30,-0.3890155938124013,0.8149545166877045,90.67921554129254,0.0034967916960311,11.531369827434943,138.7116828720832,-103.042460410118,5.420855545048567,118.19670628013952,0.1702219184078255,-64.03648294385216,-1830.423288752173,0.1115268418528216,29.595118663473382,-64.90374424463027,26.50332547793357,-1175.4142729617938,61.4640893037033,77.89863974165627,-144.85060131143837,42.26749638444289,186.01420087850283,53.842865773555246,-557.6413518296627,343266.6697771847,53.842865773555246,252.41686250054408,2791.96651156333,5853.218383612842,14.452743095546792,-3290.3296383469897,4.618926607447314
2014-05-30,-3.936239747426512,-0.3617221888521731,115.46155479211048,0.0006879258955678,-10.903707402058654,13.123502053822705,139.01424567642582,5.496711879750737,118.5783481134572,0.1718112740790435,-65.18299611794751,-575.8523269918451,0.1855015007708225,6.65686242827087,43.35076256008119,8.456633979819685,34.66233620296589,1.100908533607253,0.804484204975978,-1.5406391473530905,26.040145064175704,15.625623913513664,-4.751064257272695,8.090341047495258,90325.98987075686,-4.751064257272695,12.7195523187047,-1.7651113510125072,59.397106184209406,3.987407342460074,-23.733464206899956,-0.3890155938124013
2014-06-30,4.169690434505155,3.87683794059798,98.45996948026932,0.0790513992612927,21.76515111677377,-5.814867374149642,13.119270816090625,-2.2586343978417363,16.805959209289522,-0.2721049245421721,-120.44508928118846,452.56684816927736,-0.3292486586426228,-0.9861228808258602,-203.57951018558376,-1.2651767882634315,633.2434038347224,-55.91924254686381,-161.42540029548758,183.7404274549475,-438.1438701343404,-538.1967882795861,24.105839642975997,-3398.603614573271,-1186489.8562791797,24.105839642975997,-78.16185036668958,346.6095750286421,-8556.375939715308,-9.272578566306493,1536.8737013578232,-3.936239747426512
2014-07-31,-5.484195336664642,4.890131252310497,89.61648704343895,0.1259952483057237,3.9401504355755352,62.17561471926412,-5.799020991983399,-2.015822740438819,17.049357599806577,-0.2375522230204416,-107.66412120666295,391.4772367177216,0.0377254751219773,-8.33227543764724,-363.75722087551736,-33.508572024720706,99.31409007965476,-8.921982505718177,-0.130860333225101,4.474901327158904,19.02046590971804,17.316027432730607,-5.545300404871291,-744.9359871781345,-449049.9005949348,-5.545300404871291,-71.20492098824525,5.776893359552517,-10.162048154425063,-281.11005604232446,723.8701937374015,4.169690434505155
2014-08-29,9.28672350593212,-3.915957413777911,100.550915983034,0.0807116177458833,-25.016524529259023,78.67811011135908,62.266174309466365,-2.0051502244160053,16.18679868147309,-0.2464354464300636,-112.10107554416646,119.006431280201,0.0395084673183045,4.441222526885667,312.01344691019534,8.158635944660318,16.107053113612437,1.049606538765829,-1.8593648047340707,0.0062779642898664,-0.1512246010934177,-0.3404143814661893,-0.3427334030402633,-4.499929936727995,-107854.80676396936,-0.3427334030402633,3.5662811313786733,4.386245225207617,-2.863818808508768,1.263968901571161,-6.884622904610978,-5.484195336664642
2014-09-30,-4.501415128943475,7.871322224054184,111.221185460305,0.3268625338815992,-34.753368569103266,-62.71546787671592,78.39894626078686,8.605791336516964,21.07162819693344,0.8064426055905438,76.52636052720125,-535.5066325239318,0.0121224932486967,-10.834915511145027,71.51970963059739,-27.859366407853457,-1045.591538088407,-11.920234084979114,40.47883813905159,-17.848810118196457,-58.90058214524333,-13.11984398489085,49.51663451621155,445.1446291234895,1040576.3271471636,49.51663451621155,75.29764239887754,-168.00540161265377,-29.32478027035449,-6.3430526220688535,-143.59559096097303,9.28672350593212
2014-10-31,4.180796284381019,-3.7821849939155183,94.56108015114496,0.0752527418998774,-33.1534909704854,127.09787055908838,-63.0839551718295,9.659167021872811,24.17181473177606,0.8039870294319613,-188.7835740279423,-248.26751344102104,0.091557190388416,17.878226152348816,102.78786938002952,21.141259775826114,171.91767623121996,-0.0714960392629677,4.744910908639042,-0.0508151338913887,27.71553302177108,47.98410147054551,-15.290195619714057,-342.7486213974935,272086.95376586914,-15.290195619714057,11.975763346673377,-6.528863303186746,292.72039959887024,4.991644625359868,-584.2421606617606,-4.501415128943475
2014-11-28,17.092886134829754,4.721183691979348,113.45801403434058,0.1174994765859404,3.735266682549683,-60.70723094376154,126.70049579287138,9.170570526795288,27.022762302200967,0.7743350911004263,-183.2529840796541,-33.60829754967608,-0.1257958052090479,-9.569358688674129,-35.65606275149639,-11.496615048510703,111.23667375151172,-1.5534886903643326,5.434529113178414,-2.1386754052976293,-14.645929970158704,48.7556082859287,4.9190669156582345,-161.33247643098207,3392808.768560067,4.9190669156582345,-4.251151593213763,1.174844986468699,364.7749513467743,-4.229842448695536,-272.54593282105026,4.180796284381019
2014-12-31,-5.337201462683148,4.785433619374081,94.76934667166574,0.1204986471327571,40.18016190635674,76.14242992455236,-60.87251702869726,-1.5879532516232806,10.367102456676232,0.4245694949465294,-97.8925218978402,33.960254800336315,0.2731421556290279,8.307239502030825,-231.5654465346729,24.50001181454178,-332.42655234603853,-31.76639004845407,-14.1924815330743,133.9746794687352,265.9803749962439,31.755471554046157,-33.402431899973266,6817.79437800174,922981.2850644886,-33.402431899973266,-201.74144567750864,180.23557144402457,-525.3019967732025,6.067825047847009,1750.6677403563274,17.092886134829754
2015-01-30,1.6770931439692789,-0.114666278683234,120.02263685971596,6.882041539980453e-05,1.663997190262922,77.88495436939984,76.97996846024657,-3.1346680810816308,5.440260587442196,0.4215199413229282,-89.42062395620485,-635.3051517078568,0.4013858284135487,33.65268842905425,-101.71227238870608,29.566651922725494,398.2223357387975,-2.8016944811129463,-10.869009258164212,41.25303914194461,3.8613049387531646,-129.3891053476766,-18.598815248406154,1442.9733761599664,1053503.9374876916,-18.598815248406154,6.517631406135479,10.825924637049596,-434.3007551265355,13.753119425624163,663.0671613104887,-5.337201462683148
2015-02-27,9.070593218920836,-6.019815559729297,89.00637923167312,0.1901892797966507,-46.544082636203626,-1.8484784380016124,77.55212321209393,-3.505250519922701,7.045886180497215,0.4050005547030596,-82.54513631568808,586.2631314547282,0.0242014930753011,-13.217919434331634,176.4931683840298,0.2468310026194444,-30.667835571669,-1.2035025986238566,1.0294530918766895,-1.26366196544663,-26.556872731006024,-8.396431704943325,2.926694113563421,-33.19930337382357,-3466326.796854198,2.926694113563421,-19.54519079383317,-4.595314565607737,15.423179862886172,-4.2454171572517225,21.822291324871912,1.6770931439692789
2015-03-31,5.0106613850443855,11.36234916957195,102.72346765075385,0.6770686546120388,-4.586857419723122,-97.40798488583208,-1.8504326453498985,-3.580540100203135,30.10970096779674,0.4003091314216605,-83.75393035700786,1096.7458868200088,-0.2739765165033123,3.2560350457301865,-156.29340995233542,3.7285373239668615,-531.4831592494456,95.302360744322,44.3814937223456,-217.5115062581124,-135.1364728986382,199.13584878670716,147.78364828214848,-3109.1270528334494,-4746676.633286044,147.78364828214848,324.309461601506,6.076081862278301,1335.225596231522,308.8131476348651,-157.73071802377217,9.070593218920836
2015-04-30,-9.623282776100607,-2.1525581733495245,130.71178869365022,0.0242446765975443,9.634359878156992,184.7053692096264,-97.93045938281196,18.896427481925706,57.63753759327447,0.4746968741744585,-111.53494368558924,-1210.588266624619,0.1623864345418599,16.537210245729057,-34.93580974632994,7.179707731363521,-288.3778708697514,9.38065245692752,53.24539790120022,-126.20397366468352,-51.09707514542515,31.44906317835876,34.980714704048694,-635.3485857272235,2874556.5970974863,34.980714704048694,84.62228809138924,-330.70358314941825,298.1174231250452,14.450384613292044,-3579.736740790134,5.0106613850443855
2015-05-29,-6.739184880644423,1.124372644725481,109.5902582726181,0.0066143055331644,-21.89835564262564,-34.93351422633495,184.81846362899225,19.12357729594396,57.51663389610368,0.4784531139310782,-112.23649049836696,-129.59791033374927,0.0099530260451192,1.8979143004357864,207.09517486114956,-14.061128114345934,6.9667306489564,0.1102833584596396,-0.0637723776399923,0.3111713026951008,0.4567488200345906,-1.5172569882436164,-0.2143050121672729,1.2860075535695614,3430.4680664092302,-0.2143050121672729,-0.3917254288335243,-1.4894489203283283,13.978162858704309,0.6258391332012252,-0.7795065861148487,-9.623282776100607
2015-06-30,2.49556452805849,2.5736651158943475,123.66621352853588,0.0347659692320973,-37.63156289132439,18.13301035504156,-34.718218046794135,-4.513375141930989,-1.833503826726771,-0.4356778890810148,-187.8602830345129,440.5208250377784,-0.246414153994495,-19.11502300708844,-46.201857481332695,-5.711805166434317,2154.1721624753127,88.93292568077078,-105.85229073898591,201.25051246771432,70.457055799116,-331.8632311475535,-172.67760558209565,-3390.16886157861,-1370896.4502296224,-172.67760558209565,1733.8559328878418,291.6689500178088,-1176.1663501558105,-146.47562198595938,1269.0437701686951,-6.739184880644423
2015-07-31,0.0886361308882368,-2.928742194944423,134.5225714845457,0.0451560873379222,-3.467360716540403,41.44780339927828,18.04983329539949,-4.4116684426153725,-1.4397840125044388,-0.3985430050744712,-172.9063634441188,224.15867687407035,0.0339471448405213,-14.139354473620187,55.20118481783015,-3.854673493189068,-108.64638554370232,-9.753899745669514,-3.5656693279338896,7.164662531544671,4.2562079961790005,4.052371871350488,-4.725016701449107,-769.5614410346104,-417194.18614819646,-4.725016701449107,-67.63413914895318,11.551637403601106,-359.825915197478,-326.74638174245933,1054.270029768632,2.49556452805849
2015-08-31,-10.332570255408664,2.904126281245992,163.8381073810246,0.0443826686432077,-3.373548762009062,-47.32948146955972,41.466644336805146,-4.4534990684262565,-1.9098746798712067,-0.4033868620991809,-175.3897048898231,-939.894634539076,-0.0500503546539423,1.3947623131093678,58.34394926974312,-3.9640847537431223,-5.407484754223333,0.7998880730110045,-0.2969961181068612,-0.0544951670958582,-0.4734353296548761,-0.7538385738353099,0.1318826029266731,-1.9979737421597288,-222137.71638944745,0.1318826029266731,12.538293501344924,1.4760707619007576,18.490461264676924,0.2328968590995828,-6.766948052226326,0.0886361308882368
2015-09-30,-4.229934072072553,-11.843215298016965,122.00180134979492,0.7378444665429503,9.6856528671787,46.98473686691667,-47.40171384276344,0.8517334379840031,8.729634868179009,0.0495433777611567,-242.41999579258112,1777.4925726448805,-0.2451125244788663,4.684861149718017,57.04980596446842,1.5971269776203485,1034.842984687475,0.6247136865722496,10.782776537408154,-34.15647119910185,132.48589391749874,47.84635885272292,12.362078780020065,483.8601330307539,1297852.7515945062,12.362078780020065,-44.120544507462,-438.8535025095376,232.74645999698168,-16.97677468919278,-617.1289631742329,-10.332570255408664
2015-10-30,-2.565715264141228,-5.90404524525037,111.56233126906264,0.1840947284204758,28.251505057622207,-190.13751374253675,46.64128697449279,1.1803906329995355,6.827000909130823,0.0408572254446409,-160.19541162382254,-1006.46540085786,0.0322973040013927,-22.473228613117044,-181.6338953505698,-19.79916744995819,501.539163443802,-193.2633629928237,2.451271567916322,24.084580526728672,3.582888761538925,58.79952723371935,-14.574119413693282,-525.0693684431355,2220256.547640994,-14.574119413693282,-1990.5632468761887,42.95202572170149,319.3534352004244,16.82965566904477,-196.688203165228,-4.229934072072553
2015-11-30,-8.690417333597903,14.112339643245846,102.39018580763523,1.053395030931466,16.62027363670937,-94.80580244188748,-189.4255003755709,1.4119695255097675,5.275126480131463,0.0405695003060733,-170.1671704195782,-275.3794264886774,0.2282880116492442,-11.42859773625787,-42.63672436417141,4.219218693366145,-39.130025976405705,0.544536070367883,-1.0460797213923598,-0.3059315914045619,-4.112344099796246,-5.005779655504739,-1.845733519976264,4.461292773782816,-132861.11091683805,-1.845733519976264,-28.17079176614152,-14.71595991662292,-15.919441644286051,-3.060662567559575,-320.8061153074974,-2.565715264141228
2015-12-31,-5.471105023392352,1.055217489296972,109.27500987805662,0.0058927336425744,-57.24349225649232,226.5764007086221,-94.64858025163429,-22.866260688014417,15.0196349591407,0.0432063190717051,-230.50370685544684,396.2810656993842,0.4820213599833476,-5.042224363383411,131.56385273846115,-13.970530270768904,-530.4155728207006,-42.969876473917566,-1.091599868764149,106.50653350191858,401.3053660498326,150.16139496243295,-11.94052430900834,6609.502759188287,666903.2947672158,-11.94052430900834,-240.7965721114492,47.65584567480829,-26.388945873248304,124.4357911809102,1785.0673064772218,-8.690417333597903
2016-01-29,7.364285121113217,-4.128346377367489,100.323086920251,0.0905622737211867,-28.574914445619413,16.840846924033638,225.1030312241216,-25.90034160297101,11.53453485309424,0.0556577910087098,-203.1048989842202,-962.4746336527714,0.3488017607849212,-19.738739954828816,116.5610898338432,-48.02926000605365,-328.04437994153614,-4.464731590697198,-9.91937240079109,32.946919799853944,-16.432778262776537,-90.01379139056075,-10.050588019815237,826.2974638641836,60060.454564765096,-10.050588019815237,25.119378581176534,10.131157899800256,-588.6717828104502,-0.3022071206446526,856.7577559603274,-5.471105023392352
2016-02-29,2.328636316956213,-11.1530528788022,108.02702788397522,0.6627753655913934,98.60564355182116,-65.86762713041875,16.7677835595165,-25.3216012217902,12.058800553344469,0.0552841993197075,-201.04354324568783,415.1236806526531,0.0801913016694282,-13.083527059214704,-117.15426271488434,6.6767703673711765,-42.00483700482528,-0.6524962662923031,0.2354526356229485,-1.78085526959444,-28.54885305163816,-9.405679717358224,1.5971906991577,-37.70666852143859,149827.5330055654,1.5971906991577,-18.177157212806375,4.584261935129803,-3.574870703544548,-6.56485293368587,-118.84775409288112,7.364285121113217
