date,excess_log_return,log_Mkt-RF,rev2,rev3,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,pchquick,pctacc,pchcurrat,pchgm_pchsale,pchsale_pchxsga,sue,chfeps,RF,baspread,idiovol,coskew,size,mom1m,depr,quick,stdacc,cfp,oa,currat,saleinv,rd_sale,roeq,salecash,sfe,first_lag_excess_return
2012-08-31,-0.0969270106657091,1.7523624846329382,-348.65297063497115,-132.20888115938305,119.992368911496,-200.89292420258764,-26.84037013872006,-108.47225892760164,-2.407272869733299,-103.98714298599256,-44.89419820427577,-16.83919913818366,0.4104647889726147,158.5450333780185,0.0,2.8701150291109627,-0.110777188788985,24.296509946410595,17.872261114407138,57.15344396184969,1.1014022853469925,-209.17181609857423,-0.106345229001179,84.20182141855001,-249510.9229034707,-347.33118820057825,267.7079494611735,-6.738949155905111,20.52945125712409,-651.9561034187063,-0.9776263032094265,3.8059151846978194
2012-09-28,11.932651207760811,5.611676135772398,123.96950135504996,-349.11468128412764,24.80301977600672,120.28838274033224,-201.38851474904297,-75.9186725803502,-5.606720521118495,-86.5637707054117,-18.635258180665453,198.5556476597103,0.4031195023020913,146.47599594660687,2.228818456945942,12.503263207629544,1.8805580545177225,-287.9475645516545,7.756675548371277,134.93024411858224,0.2905119941001004,-2.2142766976653547,-0.0312071397402302,50.61303954113231,117139.81446966156,36.91162148145304,-59.778378557002725,2.6093335630977634,1.2950552925343146,10254.613601509867,2.9541979791856576,-0.0969270106657091
2012-10-31,-3.547607602712534,5.999889239542418,70.65539614552196,123.50011756334452,79.30551553038242,24.785788386665068,120.20481485323646,-75.81024538040536,-5.563435595441373,-86.45166203169083,-18.841514098969085,197.688670036484,0.3943616288339694,74.44891899902532,-0.000971847398008,-15.197639951623984,-0.2570023775739116,125.32908611249889,-2.1897929195174584,521.828243311111,-0.089105510908638,-1.8736635053569444,-0.0069923366884832,-0.1812971837408667,-6325.6465996317565,-2.619746488986493,-3.747459647242067,-0.3359744373165085,-0.0264458254119261,125.8812114478278,-2.091601308287167,11.932651207760811
2012-11-30,3.0957736195810237,-3.970109405724014,3.416945740933629,71.4887184987016,85.45629613932908,79.89213394851438,24.969127463125258,87.7439890906154,-6.948870490279876,72.10586387207192,-30.536644142625512,165.3347927864468,0.3845555456675704,75.07888034160942,0.0082130281497776,90.26029300046564,-0.2061422903557481,-49.68737118048261,23.29902734732559,-168.85078337144034,-0.0320806898326253,275.03891139702364,0.016995849006125,85.67465033460962,43641.64738732949,302.760622038717,135.03062987156682,0.3853660431498582,11.88161271765614,-2360.9421922457623,0.7921478660858341,-3.547607602712534
2012-12-31,8.698905254561572,1.73397175636134,172.14244945241393,3.314315425566152,-56.14503215673695,85.1628505941564,79.61779499561487,120.75790470848573,-22.81347441095006,70.01105993648316,16.789226250609964,69.30639169502103,0.5776894125087949,-90.5010787963897,-0.0041365511788931,-114.02937908894486,-0.6456096087257439,-49.24923059091429,-10.896062190471184,-17.02303624484361,-0.6421071327727788,-62.30308734571918,-0.6541088439910068,57.89825142854505,-242913.97359188276,-126.29207009619496,-76.79257341835182,8.51251023240556,-99.7548813348915,-14960.314731275346,-4.416451315491386,3.0957736195810237
2013-01-31,15.496849552708955,2.6196318788679425,-46.24937057363464,172.46544475832923,24.60863072544525,-56.23979735070484,85.30659392718862,119.2748937325965,-23.109676530482368,64.09074641767683,14.945973781573894,45.02005371013208,0.5704637356013438,-95.50636037956588,0.001399437181683,56.758935458585626,0.0280218640626248,1.4214314034649078,5.3374001478309765,120.56228508037842,0.3303159322517075,-12.768014509568276,-0.0160772501042523,16.023063496900534,66538.29601264745,-18.68853841456621,36.05747385040922,-0.8507007777852493,-1.772701286640963,63.92128326369857,-1.0369897153379668,8.698905254561572
2013-02-28,7.441924086039047,12.133146252256072,54.66647878454872,-47.16776568916404,37.314737457702,24.714644291803754,-56.48207744970534,123.89404434385068,-14.32880355403722,31.82424121468238,-7.602252374031663,2.712838802281522,0.6376774025155134,-97.020381191019,-2.233322523700501,30.50822363745067,-0.4942075869509654,67.18170407573194,13.645788945043478,34.60711781354206,0.8556090295849117,219.80654986520312,0.0513445604688973,23.3420274515758,-63166.0678172335,298.8502690178493,-0.8572937488443131,23.235210262913824,-9.648091894329369,-253.0545316413518,0.0666371269703205,15.496849552708955
2013-03-29,15.412214562433814,2.8843154397345865,124.17180485062885,55.10193531254468,174.11637542243125,37.67876586184216,24.95575097332967,163.16030905735045,-19.613836427458565,134.38223111318177,-4.320354440148975,-253.7040742271968,0.6522841773529953,-40.8624332385266,0.0,-63.17069184654196,-0.1155518369952783,-306.5197654934747,31.03462134474876,166.9073090442551,-0.302133386927693,72.91831220632776,-0.1467348995279984,60.0277678200037,-66752.27082087472,113.85853915286862,-16.455695656853095,25.022674941822004,34.993717441062905,-4821.667115906905,-3.71669582025978,7.441924086039047
2013-04-30,-7.212855974596612,8.90741414246853,210.9526779951755,125.4053257952964,41.34331786714132,174.83712003239404,37.83473492184062,134.556465733253,-24.053206613573277,143.13193950217726,4.354118777096031,-274.5110737978649,0.2918591465362489,64.15922254133648,0.0,56.87393929238658,0.1159000223301518,-90.22429996332436,13.296876462103228,177.69391609799527,0.7228064402764005,19.339124788648405,-0.0349464317038872,16.593510842490957,150038.1334735565,66.0876183028995,-107.56486843260429,1.1877651715373077,-2.621027963710248,134.1550273506582,-1.284080240730681,15.412214562433814
2013-05-31,7.85794575302539,3.4836025001838693,120.33165682242424,212.2183312898692,128.64593625172165,41.73515428215184,176.4941604891955,164.82657873178454,-8.77697059918195,204.35031940706185,11.109476143808678,-225.60574550299108,0.2293066689273698,65.82250559774155,0.0,-45.293248485512464,0.0094733024183799,-7.3752277689116,30.570415570547084,-209.19720823938476,0.4104093540519073,271.8594247067185,-0.0973987954448438,-219.47666317544056,119676.43155852704,458.9222083534587,28.28994970711301,0.6212413836625643,20.49730835991025,1287.586899897895,0.3159719536592931,-7.212855974596612
2013-06-28,0.3377738764196631,6.23846426738552,231.45904297137557,119.82050198967866,49.8596892518771,128.0735992653778,41.54947743045786,109.723728839484,-3.896268516977777,108.83445319590273,10.005852322815077,-67.01076492395373,-0.0525069475499975,5.793239262549651,0.0,-34.93453550294372,-0.0511066218436564,120.56084275371244,-14.48619449512762,-106.22487108310573,-0.9000924229819276,7.889315935318336,-0.0537452811496865,-192.8803000297584,221511.8928059004,-28.187163531667466,-256.64499628812246,-45.931924555714936,55.02967640912472,5127.66574177903,-1.257639712858328,7.85794575302539
2013-07-31,19.50848621802129,-2.733663758527969,-89.72214137088152,232.1658396198196,89.9106203492113,50.07843784783292,128.63549446445896,82.02211066965835,-4.062602762539775,83.9363451265589,12.402743051206258,-29.56175780273072,-0.0442541357246962,7.32489797604196,0.0,26.14504368335348,0.2517196168179509,18.718046783486898,14.221906558521368,-110.5385819582853,0.4155519540443606,27.188058916074624,0.0052244333319166,9.68945385756895,-23724.571849495173,44.51216091268452,57.47183237106037,-4.376165926025067,3.326491387619683,521.8386285846536,0.560048133719647,0.3377738764196631
2013-08-30,-4.1815530551526505,12.44468250838552,109.57593567348977,-89.88854033205561,-39.3048894258216,89.90712637539056,50.07649177349661,-22.497120803841224,-6.307487934471129,-35.56453913430589,-18.137144207908165,143.86374918751167,0.7603619913475518,-43.78169978058693,0.0,24.8183299945278,-0.4498429969864901,7.593350746837132,-0.1265237257689477,43.89800650659771,0.9117198767253284,-156.79733184077577,-0.1963224527261591,85.86839105710052,-223243.30534670505,-244.04419939350555,-53.67621552232868,2.7646604477262,-12.4901600552557,1127.8549397853276,-0.4273471265911297,19.50848621802129
2013-09-30,9.978409271743036,-6.258937046182492,6.468176770082202,110.1873952178097,181.05330624935436,-39.76926462831432,90.96935147323506,8.602035455220904,-8.649234295452473,-14.80110331490021,-21.17066443837369,194.397749751936,0.7934215707057863,418.5105002233101,0.0,13.037024281153975,0.0152919261077517,45.82750994982223,38.465278757002125,26.21734576393948,1.5695454210016069,111.52913472568343,0.02356134838507,19.705946683353005,175205.9417618476,142.6098968811666,113.62337193325584,0.4889999184285543,10.096747246095845,-8191.559006684507,5.512299959517776,-4.1815530551526505
2013-10-31,15.742267845158246,8.419827507107337,277.0793845341235,7.182448194394546,-90.2424565304071,180.52959770614103,-39.65422942639167,-1.5746066130054786,-8.654278826911137,-24.80976949794519,-23.29770237178279,192.93675569541165,0.784499073008304,337.88490997809794,0.0,-53.00906319189505,0.0951984097023661,125.42678480788618,-9.52863349522204,26.899294004712942,-0.2914001549724503,-9.64240341956338,0.0201393806776792,4.899465219559204,-80550.69833305106,-13.701713487193048,-25.62234742372675,1.293823859411738,0.7886557175421274,-275.2316650257817,-0.9806631012145176,9.978409271743036
2013-11-29,4.623260771645428,9.348656337446108,-65.27888731971741,278.93967777992054,122.31551358775224,-90.8076450974449,181.66025470018087,19.44367429482783,-3.861644368565872,-3.5532110569205244,-17.007070788549036,20.543408834619967,1.0537328290284598,194.6632629917989,0.0,74.82399371091395,0.0090173371228168,22.21810553305352,20.57177841497969,220.9302535756904,2.262581178346437,-21.636444442578977,-0.0214624403773122,104.2826887951847,-195124.982590165,-58.22258993145533,323.49553791479866,1.2326708763736605,36.73989040107367,-5377.858326249654,-1.964282693889864,15.742267845158246
2013-12-31,5.354075345715375,7.065895615802693,138.1113092964774,-66.79467704128622,136.45916613654683,123.31889149422712,-91.55255784119446,99.96246971946285,-8.973479019278454,28.98720773157323,-24.4216443971954,64.26554897434337,1.061056654821942,68.3086304625136,0.0,71.60139884334137,0.2457546995868149,-37.11269159292601,27.11339329319117,-217.9200046927725,3.0054640947158333,153.66774861977137,-0.0221627578802334,26.60011371872298,176524.66854561865,107.4822758025348,94.61697102767904,-10.213877237316154,2.9129862287849164,-1053.9471425294032,-1.2595977097971698,4.623260771645428
2014-01-31,1.333445578480195,6.360375180204303,228.36771635568508,137.57672929007197,102.86620005079077,136.6758608489567,123.5147196857926,107.64186281861416,-9.247414747151648,32.82728228804128,-25.443487889316973,47.92496284220583,1.1193230494269155,14.10090513718218,0.0,-90.07105908780997,0.1329539239424466,43.88515540880701,5.2916919353574485,151.17408651122292,0.0927143965431156,-1.9157405790519988,0.0081967134994762,14.07424777354754,62254.31069023535,-3.3408727889036527,48.878898514793946,0.1689477211660346,-1.397875115814628,531.1459554480862,-2.0288356633387536,5.354075345715375
2014-02-28,13.025450112577468,-7.76318354426823,61.25249647908777,228.81834929614047,92.83141181120604,103.24162988272246,137.17468549147588,47.08586556265392,-5.836805815892217,-6.4126814810125925,-25.998111273591785,19.358281529122973,1.0961572761847522,17.960404334079797,0.0,-49.03197877995612,-0.0286339482039057,-39.37453419499684,12.181314018327155,-115.42370961326831,1.0053123761777414,-58.10663611740347,-0.1064087803186453,1.6830907085456488,-29084.19397670776,-70.8277748141727,30.82975877980971,24.188934323662718,-5.165904672604114,251.80612313190068,-0.0940821248219876,1.333445578480195
2014-03-31,-6.922023741574407,10.455279042026485,81.09276384309591,62.24037225873468,-113.2156187540756,92.9248681286607,103.3455664958646,-83.97317438896539,-15.26558395254249,-87.43275180851475,19.65877430747031,-156.11485403762276,0.5058916642993103,-21.39471144748116,0.0,33.01910045682649,0.1283948832896175,49.42488626422255,3.372359932537165,-39.14623525476805,-0.2095655427099529,-226.60813713055904,-0.0176434563015011,67.18604750682096,369263.4370685928,-240.7132792051143,-300.61704265550907,32.68128408753259,44.87010422307236,895.7934946441819,-1.256179224339505,13.025450112577468
2014-04-30,-5.624804116833795,0.9906824072868088,24.747262915728044,82.07050612425321,153.4959581417418,-114.02501117745986,93.58919947300193,-86.16223176850181,-15.251629399246095,-89.39127564244001,19.57987348412178,-155.35559142457782,0.5050164394743546,51.55852613694524,0.0,15.568005386393736,0.109930851290052,4.489253539987203,23.972316357010182,-157.5532428798624,0.891244304782802,42.28847738039349,0.023721516353192,1.764386895144867,82440.92843992636,64.90115712021907,45.14342066348854,1.5807229151615587,1.8925224148110829,113.15653396355992,0.5228580874414916,-6.922023741574407
2014-05-30,0.6333077963202605,-0.4382231436153215,187.98188292744055,25.02297443329452,14.433405924975933,152.88975678696465,-113.57469237368764,-105.986719191248,-17.671060169613508,-22.12795861520683,30.02161942754454,-177.51982754095823,0.5215536314832601,11.766510118147297,0.0,-18.27455915070593,-0.0703561844311266,78.98047598280812,-13.337392979787182,-158.35336688456292,-1.4751426453744898,124.63659336218008,0.0214818921420125,-265.7361867123666,-21838.20905160904,279.50160093053273,-284.9585237182582,-1.1426050623229005,-100.6128687540477,6024.007971489111,-3.461732079513624,-5.624804116833795
2014-06-30,5.857836962446765,4.691886316353407,-98.33545238934887,187.6470369718488,-6.381089746959891,14.396759049794904,152.5015648478926,20.19259330168545,-7.68222538344977,98.5031564616089,38.53298361761121,-121.98467853001064,0.3759557029341491,235.99893424716788,0.0,-4.55829078829629,0.0375315093759827,-70.28600192329452,-8.54083944581771,-11.37808287634131,-10.403470117624494,-9.165454141243572,-0.0318357348324171,-97.809767241271,48902.14903690293,-2.368991967846341,-145.73660782530806,-50.81997198286901,10.639135115089388,66.75535142248555,4.996632805819381,0.6333077963202605
2014-07-31,-13.476741747772634,5.9283898826979815,-75.0710220701005,-98.30655888456756,68.41731929663378,-6.381174880342318,14.396951124321753,-4.606079421466296,-7.852013424759814,65.95936593157498,35.04121540114939,-98.31996328332112,0.3719237441192097,230.16464482520584,0.0,5.14145326766851,-0.1464322904984083,92.75329512687,0.0447644632008632,-97.6597099284411,-0.0289704347151769,-8.426488726894604,-0.000392389463987,8.394615154713112,21154.204639203846,-15.959933224474298,22.454749673871447,-5.724673731419166,1.286341540697535,59.7475129953782,0.8170499635382669,5.857836962446765
2014-08-29,7.816131980098585,-4.749555175371591,12.1961455121325,-75.05662631107418,86.72513978573225,68.63462611478788,-6.4014427426846,44.90606752341904,-16.24598976147532,-8.430380890944935,-2.3194963590078177,103.27377238391126,0.3641422354420598,156.2698619809695,0.0,-6.8810626113902345,-0.3246029631728202,334.6142831020327,10.657158826319574,-103.3689119583256,4.30868281122936,-117.69071457158316,0.2103284455826526,62.35321653654896,176433.12818702683,-215.2317854231433,229.0745168221365,-2.719184946799558,-0.0245998932114588,-1029.778124667373,-0.0929003132655026,-13.476741747772634
2014-09-30,-14.153800885111831,9.529384388313709,89.6344461755181,12.158288798390174,-68.78769919700633,85.98968189714269,68.0525817695008,44.98057753840874,-19.560531163394383,1.998148294514412,-8.48496664617242,128.11344116567705,0.5258048023894167,419.8906409261573,0.0,4.000003733457021,-0.2535748326040554,397.2960822184235,-28.544613024002047,203.50010982170835,-1.7844279751403462,51.82820732036544,-0.0095089571467874,60.308798053608896,-202839.65059464425,39.31914570443496,21.591472439216886,0.0160974944218352,-5.0741713938372754,766.4100748842466,12.141985507846414,7.816131980098585
2014-10-31,11.915818915819868,-4.575937901457727,-200.5449391145318,90.68949380047331,139.25632790575926,-69.11870284181036,86.40346079156355,46.66295971710831,-19.54426168220965,3.366259621300909,-8.961037181371784,127.23631259941943,0.5105408614663368,381.3194437226043,0.0,-21.298985845872156,0.0057998725289483,-54.59147762207999,16.059598519493647,-203.6385826201744,0.7117882511719245,27.977588250970257,0.0023008202262835,-1.482608034548491,87333.74428918958,42.318649514969366,31.29122165055651,0.3624947584363767,0.6598991504556437,102.17052981953748,0.4529237743789736,-14.153800885111831
2014-11-28,4.711991385271028,5.69194802303433,127.711486489732,-199.3134226743885,-66.03717852862121,137.82449191414617,-68.40802313403084,-155.59265326941468,-20.74881912789583,-140.9154063344941,-12.865179781789326,150.6668523811624,0.5218709460665373,307.7296734307613,0.0,47.56370934376028,-0.2316775039649421,52.04799283164431,-34.48068008328892,96.9589672749402,-0.4206928823314655,-202.2110507808784,-0.0074486548652019,69.49015763614352,-365323.5550284088,-317.55016278192943,-9.437062477200016,-0.8421148018005695,41.10758505561088,7182.408103974678,-3.221039921477889,11.915818915819868
2014-12-31,9.21848099621998,5.77711215774239,-190.99426664592667,129.44355616860122,83.16932919925189,-66.49021331422333,138.77000912939164,-155.3272230903458,-21.85363377608842,-178.3896846381412,-22.69265680630917,107.79568202318686,1.188325043951839,-252.29939452275744,0.0,52.17318598303146,0.0919270532025926,-11.36293348719397,22.76942108110552,278.7769118243706,9.479383528565675,-142.7641257945661,0.1229389455784693,128.52789782844968,-365467.3008989468,-207.33650129762736,551.7071007517379,-5.552806142584252,19.06146054904505,-614.8575521120329,-9.550550146860814,4.711991385271028
2015-01-30,-9.478272489435804,-0.1378287212535743,185.62326320876232,-190.36068576765936,84.31984550507087,83.34008923941079,-66.62672844071317,-155.96412466928564,-22.218144535291422,-178.4284065333013,-22.92236042587485,108.5261661073758,1.1890810612205616,-272.2429976275702,0.0,-63.17096181618999,-0.0133326216935181,1.499811704491094,6.8612179412571095,8.499923371910796,0.195731880862354,20.159757923425783,0.0349042234626624,-2.428471997240763,90947.33667951076,27.40765991911394,4.6049763223818445,0.5388462985320359,0.2624340273878545,46.12587351919501,-0.2356971004148675,9.21848099621998
2015-02-27,15.06395927553814,-7.278952179271256,77.11792282605819,187.2460933833212,-2.0228850862346683,84.86927963367535,83.88313920629341,-174.32093672463637,-8.893577193392112,-166.82291332115253,3.690686103495486,17.456280165475135,1.1008527001449844,-354.29120631168763,0.0,8.479055726367875,0.2199982757032614,-505.0006009584504,21.820000582732973,60.377702870432046,0.0900556536737298,47.518565260921605,-0.0123808100723381,21.03828367625465,-1087724.9036179597,115.42680106970964,92.1971342054785,27.951543245907047,-51.48900079216,396.9883530590196,-1.3882908916577108,-9.478272489435804
2015-03-31,5.380957500029741,13.687871338627447,138.2735997526159,77.17293579635744,-105.89131923917408,-2.0115882102375315,84.3953240271448,82.96788942314794,-10.014959220739438,69.71269679168942,42.27694096919176,-164.7886133391785,1.0575196352781742,-189.71688804469176,0.0,41.05848709839802,-0.1471648946050567,2323.477047782718,-18.82247765888269,41.18930709016951,-10.910927875086829,103.01819886918928,-0.0451429235489311,65.07980103236503,-188413.38942343,196.78472297111605,-123.53507737986185,32.99791199229227,-28.0412262167704,-9456.717138917647,-4.841083581253052,15.06395927553814
2015-04-30,-8.439502301583259,-2.597550402304264,-133.52116578080123,139.70559696907884,201.37916886960804,-106.77087840986142,-2.0282969534156643,61.92608350626169,-9.951082772215528,98.50338652403978,37.76829704359832,-329.28149416511667,0.8777788543232543,-106.44505139257842,0.0,-54.33300300271853,0.2499466882066148,-564.9916902071268,27.839550089611294,-27.26309205073329,1.0936561031933394,42.29214443382716,0.009749892824602,-11.771507702235112,139253.11342253536,86.76035582366785,-181.4835338109533,1.364439075507974,6.028166769685839,1011.2551857478356,0.4469602292390746,5.380957500029741
2015-05-29,-4.537282412317589,1.3598541669635693,231.50566933204783,-134.43640975364474,-38.17280727825075,201.95619449741503,-107.07681637500345,96.6243921123947,-13.985299848528651,153.36580837291731,-1.492216211035133,-65.0126467229216,0.3732988113617164,-69.82540450264719,0.0,0.6773960199233784,0.6370885105927275,50.01215977173865,9.68345915628197,-252.0435327847386,7.444812024368488,197.04269927931,0.0099489914879515,-309.84497497280097,-375772.38782328,346.7260374575308,-498.78161117153286,-2.639698327890031,237.5108185385404,2737.331980664574,0.6440392005654374,-8.439502301583259
2015-06-30,-4.901386827948768,3.1150613641005296,54.06454281728303,230.16932292560983,19.84488726049761,-37.99584898116185,201.01998291611017,47.05677734953199,-9.28837173053779,113.23652408607003,-20.854838027553917,-44.70604701833983,0.3103452302257457,116.9954214067278,0.0,-22.45955996056668,-0.0199854144856548,177.81043902053898,-15.711202713228433,77.7506936951994,-0.0808855630562703,-9.803568777188048,-0.0220699393373591,-81.0067295046266,-72836.72723453492,-16.182131756107083,20.004749320217343,-48.60454784770357,-16.788132353242474,138.5059922798173,3.689988298424616,-4.537282412317589
2015-07-31,-4.688971000467731,-3.5491679466640225,-118.90390005498251,51.9542554637832,45.431609896242165,19.78471517704294,-37.88064100009277,50.09239456767644,-9.320123389939754,102.01497105517092,-31.96437848814027,-12.556882709802228,0.3121863090899985,64.7237276129828,0.0,-24.167306596262332,-0.0141195752753962,488.6656342583608,-10.228714756725822,-307.902698962999,0.0664029343780043,-6.485753039465635,-0.0076021118236058,3.848475008345069,-52844.33154952526,-16.490645416396546,8.888460483196468,-5.317403479679427,-1.6716347886777498,-550.7042571671773,2.3571290670998906,-4.901386827948768
2015-08-31,-14.34689869863013,3.5124316455400946,-54.67210660918553,-118.02338473981752,-51.68102903207871,45.27915335839079,19.7183228747416,-48.50253842192892,-5.948136236323615,-42.08049778688415,-19.539697658946647,13.034985682733456,0.5981660808145722,43.956508942345074,0.0,33.758790336630625,-0.0064733024300736,-22.882727336721928,-11.286096197654388,-97.89130254826824,-0.9029528684860396,-206.3108518054587,0.0124526498747805,57.79913909628178,45754.01736345142,-306.26125857412626,8.806852788661672,0.6569926240152668,-695.1952854773316,-1934.20447178862,0.3590950663528858,-4.688971000467731
2015-09-30,-15.902174666700866,-14.292048381101408,-76.763429996785,-53.75416132620311,51.08457423205426,-51.5379361682089,45.15378581349087,-20.05230842353766,-8.171816793396331,-64.52662275476357,-30.521845537092997,124.4119210960202,1.245724311178512,414.5378995176039,0.0,19.79641363097789,0.1750596271027085,428.4550122197397,-9.28074447803192,-95.90059856062705,-0.1696526090726848,-10.439818148453014,0.0098531894439255,45.40353395667596,71124.646904625,-24.139619131899963,177.4056652988629,-2.686046830906349,3.636741871609445,328.5295428678364,16.506406448381455,-14.34689869863013
2015-10-30,24.20772110912032,-7.121757544766431,-43.049116331232376,-75.98554033956538,-206.33250266623855,50.61396501719576,-51.06315042241072,-16.2575257476768,-8.52371735444507,-63.90802288211309,-21.30368708766303,140.31192092386357,1.3016616566548982,378.2127499596463,0.0,-23.238114074635348,-0.0044360373321321,-875.9134317906316,-30.793745190350364,-169.9562715842035,-1.625647316356293,-37.32265866402304,-0.0078088091879437,11.294689601956208,-212235.3199829608,-70.53813136377812,-3.770748565317263,-0.9207818311493838,1.0646538509223546,-1007.83610398788,-1.2321886238245412,-15.902174666700866
2015-11-30,-1.7605256134098708,16.962298530092347,-211.518898480928,-42.134967918925724,-102.2366331351796,-204.2725749852269,50.10865874582594,-109.41209446209422,-9.290385606136574,-131.87485218728654,-19.898508526836014,179.68354221893887,1.2654705898112018,321.33888415536234,0.0,56.75883113462038,0.1262667987395165,-67.12776714690949,-33.06410514789195,427.570785482641,-0.0312108215495499,-168.05991045989867,-0.0089067992573199,76.80476295358937,771197.1761335246,-268.53280887135315,-41.64596629022799,-0.888995316118752,800.3037691433298,1241.9607667445307,-2.2345993368142203,24.20772110912032
2015-12-31,-12.542887645096329,1.2785668633179534,-228.12688301676184,-213.62284694805908,248.32168650790857,-103.732317223497,-207.2610071226687,-82.44448966223497,116.25445601789788,-117.18547502417977,-19.968893220687324,40.97721038996349,0.409450401694615,-180.83848250654967,0.0,-3.141536981959007,-0.0981218773030239,2.961885886735672,47.96762300469982,19.665913400880346,3.294888977214569,-116.70734876317783,0.0018627472353676,57.31667041338829,287795.8872594424,-145.0339249888566,86.91114551641931,-1.5621414381845753,-13.679569708236729,7879.841179951749,-6.250550303567437,-1.7605256134098708
2016-01-29,-26.83286423688944,-5.015626650105427,347.7222475395306,-226.81598360162764,18.531962197674957,247.70730854836987,-103.47567089393058,-90.99881131343858,115.62549053903032,-121.76440937516205,-24.644351921664704,12.880485736004148,0.408321250667534,-220.0821268287828,2.286409479397039,-51.40861492641079,-0.0899015785419532,-1.3288615606415988,-8.23082526473263,46.71484101615221,0.1106375335398155,6.151852882585445,-0.0083629915808915,13.537682373249028,-81596.19884862006,-2.9731329585010826,10.815431127284684,0.1195598948126033,-0.2078133526046599,-278.33173966468894,-0.5579568048262402,-12.542887645096329
2016-02-29,8.179851968863971,-13.52637286109968,-20.81192571420742,344.7528205217691,-72.20109386742614,18.380080890605463,245.6771884028781,-101.8087584135719,-3.712663833408682,-126.53410699851187,-17.27052862158972,-12.841412742658491,0.3222893326376196,-227.62691650794827,-0.0102181842721118,9.32412043665451,-0.221846381393826,-188.0585296373033,-27.197531950043413,-142.38012635945972,-0.6298119226893704,-71.2715705520377,-0.0300523905211793,7.867048365642404,-194198.5938040428,-56.32476647443764,-138.9870034153464,25.202692635483167,1606.2147513453588,-306.6318003076376,-0.6311409822178149,-26.83286423688944
2016-03-31,24.04874346556949,-0.1805676269128906,-161.85161052850913,-19.627851588536068,-192.4297027911832,-71.03472470606442,18.083160741812424,-251.6392044748863,-9.75988488494852,-53.17452724367691,-16.269387189495507,-536.9025296445596,0.2952091181429321,-118.36233294090296,2.236983506998346,-21.934447809798343,-0.0860273838480925,-778.0984016794638,-53.169777039880046,-217.07530976586563,-2.752785276915532,-550.837603266481,-0.0673854777766858,113.3338697532181,-723079.6509966217,-472.62102882672025,-49.02705006414544,38.15138861660691,58.76530393765279,9582.198389895078,-4.687587932862648,8.179851968863971
2016-04-29,6.976112765909392,15.212766543683932,-363.60678878228526,-163.16723130740803,-2.6015289240747177,-193.2028480209475,-71.32012845484907,-304.182325341918,-10.125719175750929,-106.3751188238099,3.917692489894435,-353.4027452040758,0.4004367104468354,-39.544842087980335,0.0096076236481108,36.44786147660798,0.6658782628475493,-123.45582794970449,13.010335142527763,372.2921461347362,-0.4981357546430018,6.194936336175942,0.0237105395814536,13.095640418731136,68528.69514767826,18.046932967763496,3.9446417920598833,0.8499963947273557,0.4003984786954788,629.7560165482937,0.8335485648334355,24.04874346556949
2016-05-31,0.1970197620587725,2.0859760877034184,121.55248668183572,-370.2282373676254,221.93005926827936,-2.6398020402458267,-196.04520544333323,-3.018358173453821,-40.51855219090411,58.01988476208081,15.403480761508469,-175.7792459316628,0.4586507359745012,3.895009982123332,-2.244775170065131,-21.905438418935237,0.1954501857880224,95.1539393046105,47.83062901566427,258.2279320708858,-8.32713710888629,310.7972262399453,-0.020621993157768,-201.3888356325475,524525.653710179,493.4393471602125,-342.73025349802174,1.4712128619460003,-2927.488739203074,8044.563795386734,1.926691702273672,6.976112765909392
2016-06-30,-2.5086673631926057,4.028317559503671,360.491436650151,121.90483501670022,30.33989273358392,222.89089017546596,-2.651230881374808,240.7860608005461,-29.074588439240028,261.43283450307734,8.788450113615225,-112.83573150528886,-0.2575199193778298,71.47155824114316,0.0054018200941361,13.319610893294282,-0.0298807735226525,-123.11034517757162,14.282836486983342,386.7188880159334,-0.2805287238445402,170.5852662339007,0.0334406374136027,-179.81510787958717,59950.238724298775,276.5071385966412,-116.93500667980152,-51.666903066703945,9.864825362292777,-1142.2633941973545,-3.7343493118812816,0.1970197620587725
2016-07-29,15.198011827321816,-0.1141359439792111,95.0236738489384,361.11989461006607,58.4331912776506,30.3301006595468,222.81895306883345,171.629775384179,-28.50196492712917,183.8477338798669,8.134564541606917,-81.68114118675514,-0.2791470362394769,51.67280298329781,2.281617748766015,4.217602533473354,-0.1733090482800978,49.17138909865798,-1.0693514578838403,-143.74288459490054,-0.0553346814690201,-84.5471458225511,-0.0227596827164306,10.494226123347929,-6604.085595678538,-126.0759786210283,55.392970855035855,-6.049591955373714,6.851624595213025,-285.1539873041984,0.318416521919751,-2.5086673631926057
2016-08-31,7.010720510650997,8.829364992543754,12.99853203525969,94.90310759220245,-1.6529892429618684,58.31776976647426,30.270190427438795,57.67273246557416,-8.992211599872737,22.05715496149776,-20.06415434572669,-132.21204530014052,0.2589219415273349,34.75688888535766,-0.0058421087258784,-1.143593324702664,-0.102279966982909,-12.279691298686998,-6.542545920712655,-154.5043221705567,0.0301790959718175,-58.78196428594265,-0.0520524609902555,64.59886522355251,82769.46888462454,-202.5286934275091,167.01618283989046,-1.2767091746369417,2558.0762379571934,-8229.265451347048,-0.2077169974168313,15.198011827321816
