date,excess_log_return,log_Mkt-RF,baspread,log_Mkt-RF^2,rev1,rev3,mom1m,max,log_Mkt-RF_lag1,cashdebt,cashpr,ep,lgr,pchquick,chtx,dy,pchcurrat,pchsale_pchrect,roaq,sue,sfe,aeavol,bm,quick,sp,stdcf,cfp,ol,noa,cfpq,rsup,first_lag_excess_return
2008-06-30,-1.8629023391715744,0.5950425454247183,42.86646319235694,0.0109456334455168,-0.9402316570388174,-1.248837382124164,-6.760440591623076,20.781457729250292,23.97161490993491,42.84867780808207,23121.112018426804,7.950833860836818,4.695677451195294,-92.47036177832372,-67.5063577731841,14.510221278482852,-90.1162553728734,-385.9387496477588,3.497176264942621,0.0419659501309115,5.678419226674682,55.40712612747504,-0.1930231034181702,-262.57961283784846,0.506966226025952,-0.0964158440079518,-14.956971821928349,4559.518888049293,9434.538090576418,-14.956971821928349,-1.1825365806214805,0.7149238552115784
2008-07-31,2.2320227611148478,-2.8513717403810017,85.8642409973137,0.2509797549870258,13.452043170653864,-4.206394175713457,-21.54381934065968,20.82297628283526,9.851114530150106,42.99003602922062,23200.41777856154,7.974536142521472,4.705058782303783,-92.655105106753,-67.64122638389695,14.55331791521188,-90.29629551376829,-386.7098032892562,3.5041631521015386,0.0420503531825068,5.698039301736455,-0.4420085635051123,0.195282818006703,1.2987229467597672,0.0987122001692739,0.0280641309091773,0.0235712744040537,11040.449609431904,24968.727260719053,0.0235712744040537,0.0008220674706946,-1.8629023391715744
2008-08-29,1.0949016820489728,-0.249264269823253,-19.924367863625683,0.0019241456316627,-29.65944875811797,-0.936258836704932,18.03610692084318,10.436264331917714,-46.83445008401059,36.15714280275744,8751.450897141072,8.216528629485522,79.8876507083439,-110.75495144087115,-67.25963573882932,14.8748079743317,-176.11154184236278,-376.7259762213354,21.773333111477445,0.0415625319806925,5.727679659582022,69.5436145020364,-1.4183275653669654,-14.687685581334108,3.216786156647885,-0.0794032782001181,11.896868122588884,970905.1735397516,-706240.9161715424,11.896868122588884,-0.0023259174597667,2.2320227611148478
2008-09-30,-1.878454627982284,0.4919183557248484,32.47551373978899,0.0074593151756646,35.647565193093854,13.454689047694332,38.38923089317524,16.474322743539034,-4.142521561665867,37.79891509773804,8774.338898370585,9.328801807173424,73.42451682192912,-17.02376105941299,-19.1535946778123,20.20906722994458,-84.41698839881805,35.05708862730019,23.0866450176106,0.0575768289642517,6.47945490490708,46.623434517795104,2.6063096190931105,7.702197900313649,2.695407428223703,0.3717728060525367,4.40452338968446,21287.71582183428,33302.04827934969,4.40452338968446,0.3948054230937103,1.0949016820489728
2008-10-31,-2.391549623626323,-3.144705561500241,110.15814164342834,0.3044080639421156,19.2516902338633,-29.99680133848415,-9.026050383921552,13.881765772297683,8.159230926656953,37.87966403958446,8790.379586642868,9.354430282014516,73.5447087369849,-17.04849374923152,-19.236839042204306,20.270284740274725,-84.55555562862628,35.18881564294671,23.138610276121423,0.0578267137845919,6.419235878898331,0.0155131844497127,0.1583633162701545,1.592194839620106,0.1215309764506429,0.0624432526157665,0.0596102852604154,7453.752370623872,11362.031745750455,0.0596102852604154,0.0034976693468757,-1.878454627982284
2008-11-28,-2.9715809455759543,-6.118000363656071,126.21787604632516,1.155925457571357,-33.63476735505773,35.593281209101534,-20.115146418819087,9.675808053128565,-51.7041895699235,39.04535557241749,9015.152416651696,10.913427215987138,51.2489766943033,-11.980418037064798,-19.249190485710585,23.97128022844552,-6.004333026634283,52.61536877302552,25.27940256961284,0.0578338841111411,6.343126843852588,9.147966848134324,-6.06095281643104,-10.28284571541451,1.6830788772230676,0.0092650633188853,7.604938169993808,85641.64149980899,198023.3755241372,7.604938169993808,0.0005189692498361,-2.391549623626323
2008-12-31,0.4869689875770179,-2.638748953462048,177.39440871135895,0.2159433082699257,-40.76014912034834,18.922816941116213,-98.69611444273217,9.627171784401911,-100.0307367199239,37.39870007098754,9043.411935100845,9.62307650337714,54.85252345122128,-21.772405174955477,-45.71538939784481,26.75792001545233,-14.432884473612685,57.15150729129914,23.974479721266565,0.0367408372408376,4.777720824766844,-87.84726169609485,-3.8286957503808807,-15.724827861167796,-2.429722573766327,-0.201575896771871,4.550523505800271,-44309.94959191792,-75793.52814545576,4.550523505800271,0.7309896519811431,-2.9715809455759543
2009-01-30,-1.9673430280624489,0.5524192714196339,114.77032563199808,0.0095294276605652,-42.72376514653497,-33.09207449796365,-105.85343169967666,9.391488033892776,-42.79012921497369,37.10574314478482,8985.13436809674,9.524162452169808,54.5188329121762,-21.497836396363244,-44.59622640059503,26.364039901767704,-14.237182179561245,56.22970701034487,23.775789097314508,0.0358433523419324,4.752031883839289,1.830548280445612,-0.5780877938149374,-7.740164646584958,-0.5455469891449098,-0.3485527036610918,-0.4200311479826126,-24529.409209647216,-36617.1598539995,-0.4200311479826126,-0.0376955265476772,0.4869689875770179
2009-02-27,-4.101781952164005,-2.710169350072122,73.47654748109049,0.2295155918501634,10.458107256798222,-40.47613409988752,-112.8659403501427,9.319417063681575,9.014665605107789,37.1817321086066,9010.691773816769,9.530260524198212,54.685165215651786,-21.48260440344567,-44.25399167774281,26.31305161872712,-14.219257219860332,56.074765162506026,23.81827559882317,0.0355694299416672,4.768449743844514,0.3835956027336635,0.0264788244360971,-1.4026261330587886,-0.0453302951460372,-0.1065857593844494,-0.002894224533982,13836.38405297324,22830.67779668793,-0.002894224533982,-0.0115271127731302,-1.9673430280624489
2009-03-31,2.390410314437065,-3.397274591565559,31.924289671379967,0.3616773046198708,-39.30633436038153,-42.64826979145903,-136.42260932920215,12.75696299776532,-43.923345473399294,26.159479316884138,14616.006429396544,7.855037249611593,26.97598573366825,-34.82112812793206,-44.68591375228264,31.917743147595964,25.689725191175427,6.174425174739568,17.031325339746946,0.0361138601278235,6.470393567425562,302.4578390096863,-11.546177479575718,-15.814919332049726,-0.6529417986224146,0.1345180346577912,5.32778553911119,252591.72768397164,-787651.403261085,5.32778553911119,0.0145479524138609,-4.101781952164005
2009-04-30,0.8123235958198605,2.7114024579165603,2.1073406185981547,0.2323737766419238,-63.49935708866994,10.079484633849756,-54.042668351656,26.32372291216668,-54.31272640621988,25.194285442700533,14248.510671054772,7.898307269886017,20.299428470943617,-95.50461902893797,-166.55220393980545,40.304953895216926,-35.812109248638706,-75.91905871094282,16.167177197795837,0.0374139334127513,6.389448586486015,151.04572045023917,-7.91691907501108,-105.98722331972522,4.36368586526504,-0.1956309775729803,6.97952807077057,-63590.875680827536,-79046.28214671277,6.97952807077057,-1.065894811497254,2.390410314437065
2009-05-29,4.096136545782958,3.0761423242235715,21.526574039420964,0.2981888170212642,38.556432839343735,-39.15413029489811,-51.9339229306054,33.21850462791966,43.98594969073033,26.19604635948744,7578.089370980261,9.411015897201631,-15.693378423169108,52.88136862892031,-203.70965702686132,26.63024747493369,-22.35541565425881,-51.108004058206,17.5142466226563,0.0375520433907944,6.3336410226699815,-323.7711360426681,-0.3571335809073872,65.71753728418634,3.42561898862931,0.0922150198859306,-22.739453456730043,-946767.5064880712,6140.529805422761,-22.739453456730043,-1.5048989353249616,0.8123235958198605
2009-06-30,0.6719466931114652,1.614841294955297,21.57321727558937,0.0820148290955611,12.608974026407362,-64.14936050756631,56.36866441539935,33.35294885289219,49.930299003484016,23.78591978062524,7604.561136723752,7.561371411468698,-13.077077133237996,112.57538528777476,-183.1327035505407,11.666671047551516,38.26665032091512,124.63739280122178,15.459541547606849,0.0089495420066127,5.626208330407538,30.3384205109226,-5.702520862098126,-7.413428276006755,-2.2240377123516666,1.5410893948316549,-14.312970655558628,5542.198306769133,8693.901344608516,-14.312970655558628,-1.360564901702635,4.096136545782958
2009-07-31,1.741636331028952,0.1374270431959539,21.72855263188608,0.0005896098813274,70.31370968860267,39.28406432151468,134.66830949726688,48.13049085199931,26.558461528464115,24.18195992405625,7732.073111586293,7.686420643924264,-13.290483591081015,114.53378112673312,-185.53643213391948,11.833095515689555,38.94975112813597,126.15670260267348,15.717971671307486,0.0090594583390381,5.797961317997913,0.4523446995441205,0.4821353212739474,5.8905595342279184,0.6763450982829653,0.1870514209149298,0.1691787499609187,59335.25632043369,99296.9488271391,0.1691787499609187,-0.0367866321537562,0.6719466931114652
2009-08-31,0.4714313966558874,2.3816480326105207,33.10061103249396,0.177094372246904,12.308921687378303,12.778578782029156,124.93601160633688,48.14885417429862,2.244153134536133,23.64681205981708,8660.436384208553,6.774259162095266,23.28150655732369,-29.89059952368356,-212.04461677920364,15.156814722305375,-37.50588480151537,84.55205227774478,17.59395507736778,0.0090741307773069,5.888893768059718,17.72932520227983,-2.892490323315805,-14.083228445931354,-2.4498698834100807,-0.056032671895764,11.228448822006676,619312.0068839216,118495.56229516956,11.228448822006676,-0.7250798348562171,1.741636331028952
2009-09-30,2.187172870251061,1.0525513014907908,21.79060013800737,0.0344756199029803,29.658029563381643,70.8782018483413,117.90022876086996,48.45262392185422,39.15441148734075,20.846030351910656,8710.622989320322,4.540827393298576,46.87756871480487,68.89110107554228,-333.8255097172547,20.260660476604727,51.43860018238365,-848.2734200203216,14.681124030883906,-0.0238140002800678,6.135785310285146,-179.31798353863144,-0.5150846633920168,77.03744231463634,1.5535790041580526,1.7187531915303342,6.004675405109495,50670.220934866,28618.208133114505,6.004675405109495,1.623862511865766,0.4714313966558874
2009-10-30,-1.511997733805576,1.286011296233832,42.541014710488014,0.0514220921596019,5.090090924645367,12.35789702282934,83.64722889746949,48.45396578044674,17.26211268772589,20.753645425913785,8682.929579953045,4.504693434973381,46.97537640643361,69.73950956009364,-335.9516470563961,20.331875853757584,52.26711426200176,-855.1845434103354,14.600575831047584,-0.0240252833908173,6.182268264016814,-0.3551710924544409,-0.086900556369347,1.2330274713482368,0.0931167879481051,0.150514732379964,0.0264841050341004,-14247.950278228149,-22073.772444159724,0.0264841050341004,0.0145293098076928,2.187172870251061
2009-11-30,-0.3061240706321649,-0.8465965035927331,54.17151531286597,0.0222158023160315,36.79310817371695,29.837471400856263,48.30411260926599,49.896847554565255,21.207263287826407,23.71974277986205,15719.4444187175,4.89217835913478,28.955821021902636,27.960698278937542,-218.78063613877256,23.47539886918196,67.08581276702293,-780.3523306591842,16.05242788157084,-0.0243163489766217,6.294890217388158,117.5476074716278,-2.260194539325738,-38.91803951368848,-0.2997803129571679,0.0903209687374229,5.209343765621124,155668.27511961944,448670.9774305588,5.209343765621124,0.9521286935242026,-1.511997733805576
2009-12-31,0.7291287080741591,1.7402696566854825,21.812653638647507,0.0941648175672416,-23.2606283164242,5.006622726956011,15.410482071955943,49.63821887654955,-13.83819793098326,29.744172342783795,15781.31291846993,9.291850446618152,9.73944403301298,57.92645887577456,-64.41519442606024,26.71280342863378,97.45633960181868,117.34663450770888,22.33847798500456,0.0381211129892172,5.370396596660576,-6.345753744763968,1.1199436894048451,144.36559669053844,-0.8252578405397202,-0.7458898726041632,-9.139147845450092,-26844.569115117192,-9217.637854531407,-9.139147845450092,1.840096434587467,-0.3061240706321649
2010-01-29,-1.0588960140663666,0.8718194870166283,21.7941409594573,0.0236489634204251,-2.908928304019862,36.56325580310159,21.69111983654064,49.59129403501353,28.500537601771452,29.72843058367744,15779.589425859194,9.282681375413995,9.73048755928064,57.54287622444883,-64.03444360734078,26.66391155425025,97.09181589809512,117.09022008777885,22.324883689126622,0.0379987957465713,5.440014838313662,0.2075384593362343,-0.006106715224238,-1.2345159284286638,-0.0656568591750428,-0.0536833584400966,-0.0057308636090986,-352.1325113316998,-192.61582199670372,-0.0057308636090986,-0.0082081979399273,0.7291287080741591
2010-02-26,1.7749679537537086,-1.0987424827139456,21.800648930497232,0.0375522182453091,11.26066308897235,-23.231522014613105,-34.2584846036858,49.61265060743448,14.294734490377966,29.73849443663533,15783.46502963774,9.286764203835192,9.7346225594455,57.64042092947543,-64.13279989617881,26.68062544689504,97.1939057045529,117.17283835011725,22.33283318371725,0.0380342525153903,5.441247709066976,-0.0435857288348273,0.0067981246650532,0.3982549699018136,0.0242484420195907,0.0155545267576115,0.0067518840715159,1043.423514034599,1486.5964126735926,0.0067518840715159,0.0020879886838358,-1.0588960140663666
2010-03-31,2.628825870546124,1.0729298086356516,21.767661890686757,0.0358731679079815,-19.25245306105511,-2.946498441590076,19.4873457392508,48.96698819092616,-17.938410127328282,25.495879112175828,15622.297353261236,8.389433643638448,20.25494710424537,83.5209360272344,-103.64389304282923,30.98373934861974,81.53125236392809,80.41140886502514,19.172106134346443,0.0380316248417455,5.956501733437675,168.01717909210416,-1.8804339149686091,-20.9302057612133,0.9035189718283192,-0.00172369296126,5.798637111418373,57155.30592778232,179256.30306905322,5.798637111418373,3.506176876988844,1.7749679537537086
2010-04-30,-0.283877170092768,1.969007736481669,21.827769853045854,0.1204702500957959,30.64592238312188,11.291460393895372,65.18742902808529,49.26367496024078,17.651857924804993,25.089850994848444,15738.443543482032,8.208696972172152,11.349978205193496,-40.99333080187677,771.6727516086937,38.240731131978045,-33.37184124549575,-36.79031013857835,18.50656589646833,0.0365703271526112,5.996291886485951,29.94966956148997,-2.488246752636215,-6.774765024623548,2.2036021410036355,-0.015810313103227,-0.3284404325453636,24254.866041607223,49542.27747288067,-0.3284404325453636,-0.1430700034862866,2.628825870546124
2010-05-31,-2.5620621617504,0.6398001009671577,32.337337984804606,0.0126684653589282,42.97410682269808,-19.514335585216838,45.40180236736372,50.64149666306808,32.5568058774611,27.651985947361094,31308.2954286765,8.559970174228948,-13.494711651870128,2.865451479123502,812.8305867131887,26.294374413639737,11.852534930409623,-59.03838122118481,20.042158279931936,0.0367456203354919,6.037498374466785,-192.30388993708144,-4.097456964823266,8.531775862517975,-1.9102083341169875,0.1615061363506917,-22.242511015138355,-373236.1679962273,555723.161372344,-22.242511015138355,0.9663578524971416,-0.283877170092768
2010-06-30,2.224674793291477,-2.6546228448898184,21.92957540431688,0.2181518909050129,-8.674609398953404,30.738577328848383,20.80561162707017,50.52682139675046,10.519338298369064,27.05899674959318,31144.35388488421,8.028702429546383,-2.8098529812193425,-7.801638643973965,431.1512503288823,9.139166811591808,-1.1444499506881345,-6.103555352257191,19.732388808231043,0.0282934194989029,7.1115277960684535,168.20722441824915,-1.5917698193306826,-28.115649281812463,-2.946193228982743,-1.6442589029584802,1.185246635483649,-27778.284998383373,-55402.38773332443,1.185246635483649,1.7053055536144264,-2.5620621617504
2010-07-30,3.61517182212526,-1.8421816898794967,32.14470499758115,0.1055670945103973,-43.70660893697813,42.52440869117315,25.208899379295804,38.51414018263407,-43.21824624581696,26.747941807266677,30762.355900487484,7.942627619859556,-2.748414943636805,-7.801520822971393,428.2069286303927,9.059388432825983,-1.2199223840454998,-5.937587827673633,19.508113430530784,0.028120696631483,6.951166942974673,-1.456731212115869,-0.194741049888929,-4.231029512039868,-0.399407807588986,-0.0929013547329162,-0.0990381895500149,-49506.191378168296,-89571.6033292897,-0.0990381895500149,-0.0640225431590844,2.224674793291477
2010-08-31,0.1845041819768553,2.160935077313379,21.90837059828225,0.1447777741002105,35.13408093568319,-8.462578150127918,41.90934979234422,40.87140551528461,-30.32770054481459,30.270359687435104,14212.876660551508,9.978472497894389,3.885159846129631,12.349482476867497,385.1649831939488,13.996702061306385,-31.82860142095086,38.73229470050607,22.511582546717275,0.0286619364877524,7.0530931530595335,-133.92763243225227,-0.6315785492364174,18.107755837006152,5.902259760511086,0.1494648519588803,14.80418978512302,265529.6348390924,-745759.243524299,14.80418978512302,0.6320667364290289,3.61517182212526
2010-09-30,2.251406358511689,-1.587329155444663,22.067783412493604,0.0775730367349668,59.99836716458322,-44.50141670717086,54.29767005599102,49.16912464794839,35.94534869412419,31.827450791891916,14289.707431515912,11.135956435840496,29.39206215023216,45.72930315598356,-555.969347030665,18.36613720597712,-13.779282604473863,76.0708087616272,24.714985379637888,0.041666638756357,6.080341099924379,-199.59293014947755,-0.6830709937899204,39.689169348812925,2.69653422068798,-1.0163481915118204,7.182273348687758,57105.00941853598,72429.22950812895,7.182273348687758,0.8418197219720014,0.1845041819768553
2010-10-29,0.7952103115038999,2.959555564071331,22.0708872439527,0.2696477120094274,3.1557920419515177,35.654419799144094,138.30769330627766,49.175049459518206,-26.22134230376193,31.82026148627464,14283.96542394884,11.13539624173058,29.419863299368703,45.73308808351676,-556.4859875098205,18.37117362221225,-13.767925492779138,76.10779936979128,24.71110146702673,0.0417050300296826,6.077648854555531,-0.0242982421263491,-0.0102296568760458,0.2799265656333318,0.0079675152098133,0.013159689923043,-0.0010603073352122,-1794.728049747646,-2853.7215824667364,-0.0010603073352122,0.0029559331235766,2.251406358511689
2010-11-30,-0.8349722000741246,1.2408403804682528,22.14506831751593,0.0472294387058693,39.834771668736806,60.44982246256856,118.26380257383876,52.06031341472249,49.25483171949834,27.77054923675261,8054.05228863565,9.29510844776311,66.50859268408209,8.06878149276166,-579.6912047059866,20.53718543549182,-39.49256656892436,52.44491248294489,23.787594582499008,0.0416895272205885,6.135282788075252,2.3922285712053792,-1.1599650085380588,-1.7884887941253282,-6.09903638455652,0.0609587994712086,4.493677037456674,301465.3225833541,355782.2013168847,4.493677037456674,-3.60253478432449,0.7952103115038999
2010-12-31,0.2713901121436351,0.1952567118991227,22.16969071506402,0.0011679222261985,14.868802594932214,3.1903010374564467,44.01135063251489,52.21009877453531,20.637830379870707,25.853656815557738,8237.386220542427,7.67537377389201,42.96729938999951,-42.330087844793205,280.1561795799988,23.47719465311604,-74.44975103847162,40.62524549415194,21.26393794966617,0.0199863130913961,5.6078231218854135,94.53517873553956,-2.048279498751235,-63.102811076826015,-1.4393029309242138,-0.1744219481158335,5.254576436263498,30386.54748475272,30151.408613828946,5.254576436263498,-1.0414553987711948,-0.8349722000741246
2011-01-31,-1.5258151309834889,2.1494376585081927,22.1293322121986,0.1417953930539449,-13.986720337713455,39.83360456925216,47.658859338874834,52.013460828210754,3.230935337069379,25.74974900605041,8203.914119633675,7.645136499519896,42.79571653636032,-42.18576271136511,279.27868249983555,23.39194892923496,-74.17112483559349,40.4947903750486,21.178539316773048,0.019922425945749,5.642844309171738,0.248572605354127,-0.0455649155419788,-1.792451652822706,-0.1578367744246449,-0.0450961675241643,-0.1550869756673094,-19088.43275300134,-28357.15524191875,-0.1550869756673094,-0.0130046113626169,0.2713901121436351
2011-02-28,2.457289066880369,0.6414518572908356,22.10037209159742,0.0126382868726414,7.094914527001556,14.85306303676534,-15.22833566435607,51.9553357329805,35.601273508659844,25.79642595180207,8223.005223210608,7.651943540014713,42.86052142452879,-41.96427267612373,276.91566690643555,23.32914225891264,-74.067775018081,40.18919220237367,21.21620537103889,0.0197687034710128,5.6018866247361565,-0.4670576628126213,0.0880638491872307,-1.960325149860182,-0.0906336980790882,-0.1082009994170789,-0.029941161311342,13250.027547302656,20966.383892222308,-0.029941161311342,-0.0300264982135085,-1.5258151309834889
2011-03-31,1.670455581906218,1.1132778849853189,33.59468874996032,0.03818701978785,-23.00220006367113,-13.91006048958356,12.181686866768118,51.65448661751536,10.573195006855432,25.719485397879392,17203.59459159318,7.474161127380192,12.486590329025471,-40.69646558923711,102.89904365140252,32.01988102137534,5.660479997422581,146.90840260501608,18.9269487895728,0.0241836766912533,5.399138329932481,-10.77675529588221,-5.515599307412085,2.9204296903710656,0.6355136158296659,6.792025626796999,-0.0329376789611615,21912.695116567425,-50705.426024926826,-0.0329376789611615,0.1045918834049124,2.457289066880369
2011-04-29,1.890017720604844,0.1495701471582671,22.114855592497968,0.0006863758327484,42.32608525271491,7.204514943450004,54.49058794459905,54.21403695347263,18.56523071855706,25.94747592352413,17357.813729002304,7.539278087606006,12.573733695175092,-41.09231100381219,103.75822945568908,32.28727577816974,5.685653757328776,148.0860674133691,19.09399778204609,0.024373130426533,5.447699353267747,-0.5382920243591087,0.0472186766188853,4.14045903286717,0.3654082055069381,0.1706599713215695,0.3534435628998551,41819.57409977727,61247.91159672383,0.3534435628998551,0.0333260443414955,1.670455581906218
2011-05-31,1.2818027667862344,0.933696849852763,22.15934274049537,0.0266920184079306,28.27237173831281,-23.2796985696463,78.89442430940957,52.30464984526796,2.4943201210907047,27.71676040680225,24842.48280823699,7.498110186274168,23.2055519086182,-29.089406327594777,90.00987628795008,21.34927590410913,-22.80077981613707,115.02691462003376,21.68368210271049,0.0244807193784411,5.473819102466544,-21.742978624283325,0.330043593722797,-21.46099494434418,-2.82667664767844,0.080993703429101,-23.66048765767217,-59446.343426175416,420493.5331327319,-23.66048765767217,-0.1621423184876973,1.890017720604844
2011-06-30,-1.9807178107822725,-0.4188926672348895,22.23880462611307,0.0053540072428637,31.600502677302025,42.78536076201571,123.77633834906686,52.632363531019415,15.643028375825535,29.419069283181813,25041.97086553221,8.681384607856298,-0.6773948972291977,-59.004254306529866,197.7938655992461,8.228789777578488,-43.98091066813,-1639.4179667938374,23.09609990044517,0.0370410939363294,6.295372762731335,18.986889533868634,-2.330398044054186,-2.927599225325025,-0.2073255138433793,0.0310609631617779,-10.101704984727842,29773.101854038425,40291.419955242425,-10.101704984727842,0.2698076959072293,1.2818027667862344
2011-07-29,0.9661175308626948,-0.5799231574179465,22.293096851476804,0.0102385057876475,21.02704195051823,28.57761654920177,47.95259426467476,52.85158745353437,-7.023657701701152,29.51905812017157,25113.947959306253,8.717543089965094,-0.687221701208867,-59.18365212856655,199.00584535034875,8.27087792869633,-44.09786906882932,-1650.497263312004,23.176876079518784,0.0372920905866351,6.312957677360005,-0.2705432372663097,-0.0310245597219438,2.807642378326591,0.1950414694410156,0.1138081333325899,0.0204369197697955,13414.824158110656,20590.102864436805,0.0204369197697955,0.0252820210264141,-1.9807178107822725
2011-08-31,0.4193036081507535,-0.7775358576175768,33.84683724971091,0.0184902137504514,-33.0915984488188,31.45055072882748,38.09559734256515,49.79784146987123,-9.61485558146493,33.50883625537324,15401.502174695595,10.052533662866336,16.108195435679978,72.22593105888835,368.426448259192,11.550953395954878,15.208064446558982,-1598.8908876234436,27.480152831420675,0.0371695991530831,6.316162104693968,116.27355541806962,-0.9922389843154064,22.056327177811795,3.8723691547677817,0.2105630825511255,12.019265624860434,483187.742192626,-443494.1760910088,12.019265624860434,2.646425282948287,0.9661175308626948
