date,excess_log_return,log_Mkt-RF,baspread,log_Mkt-RF^2,size,rev1,max,indmom,log_Mkt-RF_lag1,cash,chatoia,quick,acc,cfp,chatq,cfpq,chtx,currat,operprof,pchcurrat,pchgm_pchsale,salerec,chsaleq,tang,O-score,sue,depr,stdcf,pctacc,dy,chfeps,first_lag_excess_return
2008-06-30,-1.4707505934836247,0.8105421736353836,87.98047558809888,0.0149096860265899,651.0164943047894,34.60254759956232,31.986435714856423,21.213679993848217,29.22590639711881,44.90725329785374,-15.88761891772336,297.4416091772415,-1.3728101947380595,9.820464729874626,9.931512393088877,9.820464729874626,-472.29236557814977,546.6344644033657,12.292494739046916,-52.526915749026266,16.296904994549323,713.028334196718,-88.34145772897469,169.82495614529756,-1062.400093480184,-2.308688565280203,1.1330628910141556,1.6616239752268491,0.1605000287987829,-3.448599294622843,-299.811670436372,7.067243349991942
2008-07-31,-3.623666931644461,-3.9278933090723607,52.41810939743132,0.3457359439896929,666.7209824753329,112.69441382465428,61.15080595471059,10.502946962381948,12.264137313747522,47.661346550882136,-16.833633172474226,312.5883257389629,-1.4355752687592664,10.384360155995646,10.390197402255456,10.384360155995646,-491.8871623251208,575.6792202664773,12.563593641818573,-55.45609721166187,16.519228707140936,735.4957711008655,-93.34025173083656,177.13513365972764,-1107.6794573479306,-2.453061665369984,0.3896143948062693,0.6674629574710664,-0.0130567793825542,0.0277398581900059,183.3165043645663,-1.4707505934836247
2008-08-29,1.392004562311337,-0.3437176587525243,71.96619000848027,0.0026532596592483,663.9450579033767,-17.583602463874996,59.73554811071194,-30.96077724974262,-58.44091305161446,46.689644940437205,-16.483584545808213,305.4674746008076,-1.4011291921998574,10.16337315015764,10.142020485393813,10.16337315015764,-479.59435952553633,562.8599743470841,12.190783143182008,-54.25486282131422,15.994637391850972,715.3627135923165,-91.33599767323034,172.7734335472004,-1080.2932759277196,-2.403722529837476,-0.3060979324273898,-0.5062192930209655,0.0053358932205861,-0.0583979791764786,7.202040473388479,-3.623666931644461
2008-09-30,-7.855749915044138,0.6713311680275835,82.2274285605163,0.0101798819078136,656.7946994551171,-49.45574452995794,61.82970243121517,-5.203575666810384,-5.069995201285425,67.79799957672273,-0.1594318573337725,1153.2823733468156,-1.8492226209395444,-34.14518569563667,-14.309350253475165,-34.14518569563667,-3357.521706808644,1672.0037179786736,21.094833541150024,126.00192776020344,-36.01608762322377,1476.2284955462724,13.716735890788208,234.88628178250443,-1425.0239713903677,7.119562802815367,5.38292736804719,-0.4586463090579045,0.9325433125374772,2.9542537746953954,5933.039524933645,1.392004562311337
2008-10-31,-13.613701859514036,-4.295366591327025,285.935055217581,0.4157922585807096,659.7181118831918,23.003267812054297,73.13120419440583,35.962029238988194,10.00378470606432,67.66793654316227,-0.1339747892211962,1141.719686137934,-1.4694511861925346,-34.7380918323493,-14.513974033760606,-34.7380918323493,-3407.9929148127308,1663.628775019949,21.497153843088512,128.302918572812,-36.6212669578989,1479.6286770964764,14.23396198941684,236.34559458898636,-1450.0219430244954,7.225434376615854,0.0660535681201146,0.3266061241387916,0.0214393464004469,0.0667835691849312,506.6124489910021,-7.855749915044138
2008-11-28,-1.0119806812506609,-8.285776878670982,298.4007112077192,1.565501775172883,644.4740568516902,-108.97274142535711,72.70640143334447,40.74599473308648,-62.38520461468977,65.45831831960417,-0.0829418466101392,1091.3675063434137,-0.8953202391362716,-34.50981653842865,-14.359890120380008,-34.50981653842865,-3376.210361594869,1602.142515963262,21.44898375893449,127.83363154601994,-36.39372836228725,1440.8686356526257,14.657132421912737,231.4313794443473,-1442.8917593068802,7.156398164763254,-0.3959048056549044,-0.0807389910054645,0.0085862326234448,-0.0432706189700669,-74.47361039211955,-13.613701859514036
2008-12-31,5.445356914837784,-3.514102478647773,73.62336576664627,0.287578291160717,617.929529243092,-189.78664791516232,69.80916632574966,-3.800028183021502,-116.75064259236608,64.64592486178117,31.12633170652836,929.906759793532,-21.74003217965164,-30.04252284547662,26.98559848091829,-30.04252284547662,-338.2555160913678,1338.8407620306757,44.915647358878246,-51.58675247953143,102.85371728296006,1511.3709513295337,310.9977454528725,232.5868899081996,-2533.6564677654296,1.4660174125946035,-3.1950460096666013,-0.2073728589912775,-0.0647619646038984,1.3499547267294307,-2892.2864695694743,-1.0119806812506609
2009-01-30,-4.002092971154391,0.73916700885317,240.96321626507373,0.0127508921291631,615.7821403614198,-9.62243886034517,72.94082711059124,48.11734170118778,-50.39283194739649,63.764188824745446,30.70731163594315,917.942132922999,-21.50905472139712,-29.56998734030744,26.55827560512972,-29.56998734030744,-338.5048633522616,1323.1158827881152,44.57276653180534,-50.81576385346952,102.2922979880921,1502.3945394535783,307.0897084542996,231.29306224187215,-2510.4556458123134,1.4504941530242144,-0.0180112446305287,0.0689976300635493,-0.0065120683064758,0.0394712160651895,-249.45384784508133,5.445356914837784
2009-02-27,-1.4205252660729777,-3.661030061383693,47.14536131050215,0.310040950502727,626.7140246436804,79.76068691368879,80.91309210626407,-1.8197177439043823,10.811038409930736,64.75441403878676,31.288830036521745,931.1832311586196,-21.66834265552589,-30.47721396062813,26.939207648482864,-30.47721396062813,-345.78306105361173,1344.8128754532831,45.19994639308818,-51.66344090265123,105.04434771657505,1528.0243193601286,313.42571075649647,235.52134896856887,-2550.660601256808,1.4859383280738674,0.2184999946691128,0.3839613982824481,0.0225043057068859,0.1066753499020345,-452.1582261621669,-4.002092971154391
2009-03-31,-2.373177525393123,-4.57733237354617,-181.26749361820333,0.4873074550180961,618.7766510638065,-63.946503844003935,80.25818868503379,-24.962627072697536,-52.4022195469792,56.245534779798575,-2.83790370415958,885.8399881556702,-35.389024844256426,-10.83386545596831,16.27598890579953,-10.83386545596831,-382.2755868844764,1317.5787088751472,44.70745065927197,-56.72193009517242,-48.46706499668471,1653.8036943827135,-18.78584460813549,228.96623619877505,-2829.188411785103,-1.9743242158988108,-1.2005556969935185,18.12199042112804,-0.9639023824828172,1.8065317791407711,4368.051161137234,-1.4205252660729777
2009-04-30,8.626820656734328,3.676884631498321,127.42927101900057,0.3151179440747584,615.7544163490688,-21.34928415678229,79.40164384275329,2.274506053763844,-65.55384076571941,49.4564251095293,-34.19163886137646,1022.4785304051226,-49.17665909919295,-2.4086780321922774,0.4182924987480163,-2.4086780321922774,-374.1864856432457,1635.4561975497336,29.201021920452817,60.1905624936945,-15.886741272712642,1658.897028612074,-190.5055153750268,226.16904585415287,-2593.3447219923974,-1.9080949654527712,-2.456768623067747,-0.682332372047938,-1.2277029415204228,0.4811672864145055,-7638.3629187811475,-2.373177525393123
2009-05-29,1.0973658040940504,4.142338542834036,51.38302635304197,0.4015415736984916,611.1638397009513,-31.333079404878852,110.45187085322824,-19.677999346237684,52.37822557976793,48.454480411214526,-33.656777132431344,1000.898007705012,-48.32854050481657,-2.5882520025474847,0.244910893267225,-2.5882520025474847,-377.1600741930386,1605.2313856962278,28.88016059720001,57.6897196543562,-15.875451939130024,1643.0439063100953,-188.111319239386,224.27049217104056,-2564.7348271173632,-1.8947139415790053,-0.0283770094928481,0.2121797159588965,0.0438405350044026,0.0073908017195734,-40.26856443381257,8.626820656734328
2009-06-30,-2.6553342670070634,2.201636982876595,47.16056764605436,0.1118171063900674,628.4538892616757,123.644147217295,130.28549031736696,16.488605235696607,60.91978264973543,33.31431239205821,1.7685816579353104,1206.5140261137835,-2.951891496189452,14.897515818989564,-0.1514567704361207,14.897515818989564,-975.4623029155888,1944.4887892200773,21.10319357019977,117.31322006067148,67.58981021218975,1254.3683557289496,-4.113376394860637,225.22140800077017,-2278.0648064420648,-9.049339987514896,1.5374417392297897,1.7829176832298117,0.7121092430447706,-5.927072469546193,-663.7029258063999,1.0973658040940504
2009-07-31,-4.304654478176765,0.186288661773569,46.91622020687247,0.0007992432435903,630.7276147156028,20.311610696717302,126.69131819780654,-30.09944769683296,32.03349932179168,34.39969490315941,1.8325583791848803,1238.9612317816875,-2.795213918394922,14.800519589998109,0.1805837635752576,14.800519589998109,-963.5606511464256,1983.8179057026405,21.57652950201869,118.46732852877236,68.5109050439098,1261.4477294856415,-3.235735514570891,225.92914228364623,-2311.2515157428934,-8.858979158291142,0.0664616087899734,-0.4297765090193337,0.019781650919353,-0.0240592637255034,-85.1639028765976,-2.6553342670070634
2009-08-31,1.9830288250245736,3.222467245196517,53.05610032305779,0.2396159323545238,628.4239625547328,-39.16129890003239,111.9440672094594,10.50427645450254,2.696157680238388,35.6992631919782,-2.1771060799658697,1172.438013859407,-12.255687186168576,67.46841697725252,23.25689137597078,67.46841697725252,-627.8198804921336,1849.856184016128,26.55567211918225,76.28167734273505,28.811624603917657,1303.7721998571528,-31.473864643615425,226.69317997626564,-2533.5346082680544,8.935749090851017,-0.0867966832572868,0.2653244918850532,0.0939968928389227,0.024455548660355,-42.26255093470718,-4.304654478176765
2009-09-30,1.6568085982211709,1.408833836039385,42.92989596248887,0.0461454180608188,620.0501070600887,-52.29562136608217,110.20496905534812,-10.213292361535077,46.10563062547645,38.83791186219052,-0.5761562376424192,1127.535176986671,-24.97802646617354,69.70557988610786,24.383902356497188,69.70557988610786,-173.5358213941191,1835.8945860664196,26.921510779483725,133.91970434750922,-19.659106633406907,1407.8204813369148,15.560256713968236,227.10386258840575,-1968.0850969255816,8.347794404501123,0.4372465080971111,-0.657283927532994,-0.9394573989663644,2.251016195610151,10961.854507070564,1.9830288250245736
2009-10-30,-3.814071502737744,1.726491640920353,60.31424449217326,0.0690350174467255,624.5685114735132,27.06669970688211,107.73514283409988,-21.014301721434972,20.4573274237895,38.61520030785824,-0.4887763026966616,1123.722614338045,-25.17656176942113,71.15907082578379,24.79237755474903,71.15907082578379,-173.31298089879294,1835.589270964066,27.07486136857844,135.00027992505687,-20.28553047093904,1415.8819364878484,16.480149653403693,228.8792031238799,-1977.325789003792,8.55935453395069,0.0498747672176964,0.4716532136586409,-0.010548066707644,0.0480606322511647,170.80080952975004,1.6568085982211709
2009-11-30,2.5937436175153405,-1.1359788020595614,16.474290718804983,0.0298095732673826,627.9186826815478,25.297370997943094,108.20170584047176,-30.718384349810265,25.107782850856708,38.66736158381454,-0.4558369249748382,1126.560426349292,-25.2740822764657,71.50809426391129,24.88613316991186,71.50809426391129,-175.05274272581457,1840.929192599616,27.22330228516415,136.71656413718222,-20.527086533638677,1422.5442599175108,16.964696634700083,230.0101742948561,-1982.3923154923452,8.599084264064194,0.0688502199212131,0.3383280982968344,-0.0059758076041815,0.0490605556896586,2325.714164936079,-3.814071502737744
2009-12-31,1.3261216253451704,2.3278892634906105,39.270383120745166,0.1259605182284406,620.3260484523872,-53.39091624584671,107.2004138387652,3.230002732908821,-16.278168886147878,30.49488525108086,1.3248747223948598,1038.8857584608668,-37.617808506650455,120.84699008861536,10.11434669092699,120.84699008861536,-171.88646060696263,1752.3756248154623,17.04551468813421,-17.789104499400032,76.45419134046764,1371.1953261472554,10.556913257547109,224.9918588968573,-2313.7404594336967,-20.754111661268325,-0.4770760173396589,-1.2799381386253614,-2.5102177562462464,0.0114401169999638,-11150.70741955542,2.5937436175153405
2010-01-29,-4.808377398162861,1.1715962953541952,30.2443736875265,0.0317807050025351,625.529846753209,40.75077400552632,110.61133273142288,-7.169530810962954,33.8469981799074,31.07367305008981,1.2775462054271258,1057.3195449370571,-37.86095324382544,120.26883792290326,10.102542693041183,120.26883792290326,-180.37952152319056,1778.4561584834464,17.26234315405558,-17.760783947629776,77.60835546406,1377.7671016999243,10.137647523972396,226.70570568529803,-2339.4243078023364,-20.58460443808966,0.1198299214363398,0.1525583746435117,-0.013249348925215,0.0355231517038445,-0.5943510744432388,1.3261216253451704
2010-02-26,2.629063652595037,-1.4792618962493769,34.59600735572496,0.0505574021609835,628.1915364828059,19.88461961490613,103.85164122760888,20.10649822454509,17.040314983255115,30.96279520999189,1.318812727275915,1055.530452375496,-37.99435499729542,121.15205198797152,10.12793586917508,121.15205198797152,-180.37841955996683,1777.46473800924,17.34051677198651,-17.71292962815567,77.47789831096061,1385.202450162224,10.547404548786524,227.60247688489835,-2345.6417721886223,-20.746074045912508,0.0529605641163755,0.3745154609764682,-0.013212328864121,0.0536314932271286,-12.68652185270389,-4.808377398162861
2010-03-31,6.358566127091642,1.436679137627063,29.934486319509627,0.0480350452743281,618.6272764375743,-72.23203285776455,98.0893757048481,-1.5114866585965905,-21.143103923591926,29.604574985802092,-5.523512985294095,953.195378399118,-42.28264168182352,125.1496740446612,6.125720814665359,125.1496740446612,366.1914891179517,1637.8909555294786,11.273912350910898,-113.3228110859854,83.4794160538167,1430.3188741588788,-66.41330386948748,221.65945285877743,-2017.0237583572716,-20.87243498249001,-0.2534105080355857,-0.9531957380155376,-0.8454964471153454,1.1407213496042594,-6.802073274656095,2.629063652595037
2010-04-30,1.4016106791290088,2.640339133322672,25.79743870135598,0.1615444722921538,623.7043241838678,36.51323777726833,101.25732578587696,1.314890628125803,20.85341442310564,34.881566212176715,-7.455442525887315,1061.305449444256,-52.72093840324871,198.66810144787024,-0.9488268302125,198.66810144787024,263.0439411292948,1723.4804292182948,11.516654881485652,-67.58352179496039,50.28380352988991,1481.771522048427,-62.6327384229851,223.38937499542152,-2318.472973099647,-13.953899069347488,0.6108018799511061,0.6968054752702741,0.5137234586037636,-0.014291393982531,-6158.97011404638,6.358566127091642
2010-05-31,-4.529192175533844,0.8638208333163848,30.33517211674325,0.0171042240953802,636.8844889951843,91.60199782659924,115.61847007539453,-4.152313763928865,38.966649165371976,35.552671780573235,-7.663218572862869,1078.9804479692625,-53.98394088869263,206.4459348179004,-0.8916065393416193,206.4459348179004,272.4876229042775,1756.1898862347457,11.735968853556985,-68.27698208359485,50.82289710750674,1513.506084671415,-64.12377687563715,228.58191965609964,-2373.40981734196,-14.55137882194034,0.1902156255627964,0.6890089418116716,-0.0716168463143489,0.073976824018981,-357.8565988910377,1.4016106791290088
2010-06-30,-6.980239689613642,-3.5931754976851886,25.89486991198925,0.2952803750191939,640.1211577004839,24.89376401125137,102.2037137106654,0.0,12.674822494695505,33.625334958615746,0.0028373630389619,1157.7164443816605,-6.230256798164477,-8.102107795910293,-1.3903826036920046,-8.102107795910293,-538.5522496217599,1709.8202096986645,7.799752975368263,-15.28334953974535,21.62720635408335,1457.9263572046684,10.321824271368255,226.73323650838324,-2410.33750347797,-1.1039969974192454,0.9447176161193678,1.324941983792371,4.144897535994924,-4.9851153292381705,12463.988219379884,-4.529192175533844
2010-07-30,5.55227377631,-2.488184374418206,17.91551508122392,0.1425865844050826,631.2331882300565,-65.57425643459571,88.27773776828575,-1.53223322994514,-51.87355103172974,33.296992915006314,0.0698473872726008,1145.527888738651,-6.176045909429066,-7.94267333820579,-1.3439527556839503,-7.94267333820579,-530.1205878883085,1690.408156125451,7.729585587134848,-15.051883568050208,21.248126398927305,1439.2870536999826,10.860103848689748,223.60008374923032,-2379.1396749567334,-1.0855966418413263,-0.1709813291741131,-0.629820558523555,0.0025611292187833,-0.0208392370020495,-2829.3004690200014,-6.980239689613642
2010-08-31,-6.33827101707695,2.87712037418374,25.39243167987482,0.1927605729416736,617.4552842317647,-98.8022930358575,86.40365892292697,10.617375241940216,-35.38356759517235,32.2832438186185,-0.0731877109711938,1112.469006166748,-5.972674668833891,-7.873331170163578,-1.3718644494521737,-7.873331170163578,-521.1521218250488,1644.6249341340765,7.481207706024905,-14.763599636197076,20.93868224356736,1404.558049771345,9.19913283795708,218.70240940499536,-2322.527365555836,-1.0688965952587517,-0.2943313402705119,-0.6719398560507273,0.0150248339150229,-0.0230999911009943,-98.64252557203235,5.55227377631
2010-09-30,3.5423479802291427,-2.117910726472395,20.7990896108253,0.1035026453224817,628.4989134587682,78.53129168868007,98.63941783775806,8.948464991604896,42.1080090143617,42.25756504331411,1.0441323696545195,1173.324595638045,-26.29331369422625,66.78698889701003,11.76301483089763,66.78698889701003,-1027.7149729101077,1774.312914010978,13.951260397384107,-2.012053639449036,-54.15427649169904,1995.8024748789692,95.58873529453578,226.0869253387457,-1629.4560020025283,2.997492263788012,0.5688700336950241,-3.043795403474803,-5.514927404915239,1.477531726485526,-2246.759857730576,-6.33827101707695
2010-10-29,4.220195552348696,3.908417409098761,43.8600037821813,0.3560993497589539,615.758333493871,-91.15953725803132,92.28786778726528,-0.8869511204728537,-30.092210969691337,41.65921377162529,0.8490791167304259,1157.811003361755,-25.89196352264425,65.30586453316117,11.479009643434958,65.30586453316117,-1003.8413803367494,1748.8644052433842,13.65253749661494,-1.653556561626207,-52.81472247495115,1958.662078464277,91.92308169730792,221.535824147232,-1601.814300747491,2.9239223473510907,-0.2536131214124175,-0.8911295174675615,0.0772889260235674,-0.0710641566486156,175.69309901484007,3.5423479802291427
2010-11-30,1.263046068639218,1.6424097341129331,25.732465676887955,0.0625141566056525,622.8276513887868,49.92432582960086,96.53144695810032,-1.4348889118220134,56.74637543961461,42.44675368162384,0.6973308334947816,1179.0071085368843,-26.36539440809649,66.335722836466,11.644449569255904,66.335722836466,-1008.976110388433,1779.9673539343255,13.764500355370943,-1.4123297331017497,-52.96423805022684,1986.7331033375517,91.1375141500137,224.313178546354,-1622.6976008335346,2.96776729201007,0.1318196362873891,0.1144226172791675,-0.1145984436489087,0.0015101578759537,64.93446379953286,4.220195552348696
2010-12-31,4.5894571405429785,0.2598861721673018,26.089017475928586,0.0015545014243232,631.4426300459095,63.403458687436775,107.20377505460374,4.110996405599651,24.034260539435707,36.20487660416608,12.526838804853938,1023.5031148925924,-22.05847088724321,23.78885770849981,9.724365017839968,23.78885770849981,-234.38100870864636,1566.051842222612,17.534783632745665,116.31483314911718,-10.1274748155675,1313.796955475609,134.79435238281573,229.34062009641715,-2081.446371436195,2.087490965909166,0.0981219069921301,-2.706371499612459,2.7578717357078912,2.090003150621744,2011.12149242482,1.263046068639218
2011-01-31,-2.195226255909385,2.871954755505741,30.273760133862567,0.1894588343970483,633.8462399980818,18.20425581256823,107.69173363802376,-5.477056402136163,3.791332469373008,35.93573007615395,12.49714206114659,1016.8896053449188,-21.854246251327503,23.87836044614871,9.615386920972076,23.87836044614871,-239.9906203745861,1560.9723200996486,17.530499791089873,119.72560085631063,-9.76905017934546,1319.377208250097,134.05460790256592,230.37366098323335,-2077.527517582078,2.1183743421319576,0.0257035054122916,0.4114614089593331,-0.0027207771381627,0.0592419776056507,10.010294063166384,4.5894571405429785
2011-02-28,1.6517967798201547,0.8638307601697285,16.7792797596397,0.0170197355145968,643.0595867556679,69.6383523826777,114.07499123563464,-1.158373114721587,42.42174063536826,36.69077081044374,12.70225055113244,1038.7436386684392,-22.3619300452079,24.20414444642685,9.850174869273111,24.20414444642685,-238.86073515457076,1590.3629838948546,17.860650971400897,120.16565610788253,-10.210917055238946,1337.5776507799897,136.59795322816208,233.4492689717557,-2113.16970415833,2.123677573806717,0.2202708432746298,0.3413220680048283,-0.0461018413192912,0.0628933403773306,8.438262389844567,-2.195226255909385
2011-03-31,-4.152852264232958,1.4986084922910905,16.729777016508834,0.0514044093762938,638.6646102808446,-31.356654481375863,113.30741503807828,0.4477027775359907,12.583370783623335,40.61221007347462,1.4320225289383577,1072.2359705408592,-35.64029153037503,24.00513111952817,6.581064533226727,24.00513111952817,728.1155917073324,1655.0540472941311,17.270874445663473,14.957736523767403,-23.75824017779704,1500.0192430418974,-7.404159794937776,233.97597140504396,-2907.1954018882034,2.828579979237652,0.0964120662964234,-1.1370617389034514,1.4707607095828703,0.507892699167777,146.03818985482644,1.6517967798201547
2011-04-29,0.1578358077221741,0.201237683917606,16.797934332222287,0.0009234776157113,643.5636357063556,26.5065902750745,114.1614982541604,5.4319012209028745,22.0751508881215,40.932855954243735,1.408586207204665,1081.4344068175456,-35.96496460517931,24.19448467665419,6.586802790058879,24.19448467665419,735.5546041768423,1668.282897856105,17.415325682110485,15.084017739088264,-23.938615735034148,1511.5787603320323,-7.744298839038825,235.61070821832763,-2929.5962610214665,2.8359605050136696,0.1150167846588985,0.2697981556037874,-0.0154784383195443,0.0555050197485265,-5425.452540370845,-4.152852264232958
2011-05-31,-3.741994657842085,1.2452405320821338,16.689597395770477,0.0355982599811481,635.4266528164687,-56.88507070758845,102.06610554118268,2.015354987201421,2.915966228982442,40.29047892671106,1.2646381343131257,1067.646684258625,-35.55503462360971,23.894621403423187,6.326090463448718,23.894621403423187,727.363575272045,1645.2681043092716,17.193424151842066,14.816874783051288,-23.378521860041047,1491.322791556884,-8.750070815834636,232.09180743869004,-2891.224987997441,2.758368188296387,-0.1293968322515084,-0.1920514295742137,0.023334852609101,-0.0038199185691603,105.71261321532256,0.1578358077221741
2011-06-30,-3.6004453550532185,-0.5569833789464057,16.687968398407428,0.0071189908019125,635.8461946929058,1.3503222897056038,92.96728366515856,20.857180045807414,18.177225655236136,36.171673996698,-12.9553121540323,1065.8717801966368,-6.1973287160763615,20.842448856350504,12.51091453197715,20.842448856350504,-86.88824940351736,1644.8054886682144,11.31623871642086,-24.574370454727365,19.392737350545698,1217.4774135439914,-96.14315111614968,232.12806259989964,-3029.016728602165,-4.914873077111221,0.4198603372291245,23.633212932258605,1.5188298541402256,-4.1141634805835166,3896.506524807796,-3.741994657842085
2011-07-29,-1.195560093531823,-0.7646617167696254,16.595719123455243,0.0135000530890957,628.1054936926951,-54.04906975655338,91.92823606780668,-10.316378730746136,-8.028026331212093,35.81209725706208,-12.764745720240487,1055.1792528851347,-6.111484069763227,20.566904168748557,12.35931234680228,20.566904168748557,-84.11256137309897,1627.3473595660294,11.22156879649562,-24.16886568179128,19.112805563527928,1203.180181583181,-94.70740117215465,229.3091889674514,-2993.9781008047285,-4.847433175828623,-0.1629448923893797,-0.6521651437718674,0.0031475673356712,-0.0187237104337576,-0.7383019043122658,-3.6004453550532185
2011-08-31,-4.917289855274462,-1.0236833976374902,16.538448031839806,0.0243437323818128,621.0081654808342,-47.16259282703714,91.1634057888782,3.193389452078507,-10.963858944280876,35.62065623417408,-12.331692263799152,1052.2751645807004,-5.993724587085149,20.00297617060769,12.051634901404,20.00297617060769,-69.55352602395823,1617.2616145617694,11.27996758923458,-23.542018584156523,18.95080505708469,1192.0804114197736,-91.91431721626816,226.19796766921525,-2958.332197992784,-4.685020743926586,-0.1009660136059871,-0.3701102617322931,0.0061947524760183,-0.0083996856433268,23.598136707691083,-1.195560093531823
