date,excess_log_return,log_Mkt-RF,rev2,rev3,mom1m,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,pchsale_pchrect,pchsale_pchxsga,illiq,beta,idiovol,size,mom,max,gammaps,aeavol,bm,cash,rd_mve,cashdebt,depr,lev,acc,cfp,noa,cfpq,salecash,salerec,sfe,first_lag_excess_return
2009-10-30,-22.39614291407392,18.223087478279467,680.118044129476,288.7098690638145,1456.1368767434524,490.2889376301843,28.288991510583664,334.8786437498779,-5128.345401851837,-45.29595334828204,-0.0277086986210823,2.4112617364444304,0.0969073528852302,39.0151295144924,-296.6719246248708,7.212787229360401,4.163897452623317,-135.54549536676927,-48.29780108019668,15.420876625223173,6.184928577845916e-05,20.6701111431878,5.904574301857451,208.05977567626175,-16.47005599135491,9.16397506750343,491038.44626781344,9.16397506750343,57.62564620915055,-30.222460336404765,140.41626294353495,18.612024607535783
2009-11-30,21.06644217564247,-12.029966332260503,214.70261439687852,689.946458880934,867.9992281531652,218.42845005752105,495.8697010209506,28.61099381589173,-5621.088621717632,-61.31260152548606,0.0490019628544869,493.6176572477232,33.93778074420771,75.05271896247723,-49.81517179211289,-0.8588743669715768,-1.1868059876346495,2291.850903421685,-553.9488775975624,12.21478293485552,0.5755272632215029,114.08060042810814,15.310398720985518,-5533.257994137777,-113.06304278874418,-63.11984357780369,3771902.015473515,-63.11984357780369,40.987349233306304,444.503906995762,18.94271928947268,-22.39614291407392
2009-12-31,17.440815320754144,24.713434444536237,277.3950508385218,213.4199071669273,463.95171043638265,264.78660930117786,216.90015916419847,492.4002209777355,-202.7219974860801,125.74313906326309,0.013490013488466,-2.2214761596222843,-0.3326373059934795,-46.65919201308225,-603.3438557329794,-11.372706432546238,0.2518221293456224,670.1399381051724,-62.51882211569182,37.67170672821089,0.0173994139973592,-31.44850122834191,9.598735015236684,-358.4613248281676,-39.84895302843654,40.39115443045819,-1176376.074261874,40.39115443045819,-396.4303632019155,-53.04369817499901,-7.079860331641811,21.06644217564247
2010-01-29,-34.499075128026675,12.43123280721324,-311.87163020027333,277.621659328556,505.4527733972752,-174.8678046335052,266.45831975821096,218.269542099249,-790.21551139901,129.77067082310788,-0.1598832157513748,-9.06320170699746,0.1638980322448944,41.80768306944992,55.556936292577234,16.465146423542592,-0.3889579235206923,254.560738006071,57.86206790683218,90.37810513803902,-0.0335864148501783,8.73758241496023,1.1752557372561796,570.7583598120291,11.362886270811655,-40.01161415700261,31453.15048828721,-40.01161415700261,-59.11282199560901,-31.780310398309663,0.3638752450217026,17.440815320754144
2010-02-26,12.57331372964446,-15.711844575822472,292.1391932410614,-315.08939138218204,-280.4600664749697,362.7993709621352,-175.9462178586628,268.1015735097106,-1262.4416057008868,74.36879368995731,0.092979224685866,24.479828264993102,3.148024815348641,41.09601142731026,105.15101664235908,-47.9708382096328,-0.6847412957490633,1334.877129828169,35.44810158332257,-55.18612464252101,7.049178329442141,42.51931647489744,5.497018561206346,295.44508144064457,-33.52979185062753,89.66305116496471,-5174621.485816479,89.66305116496471,-174.7228122987899,7.591701696470409,-5.435902630994619,-34.499075128026675
2010-03-31,25.078381315347706,15.291001434448145,249.40542425810992,286.0609072078378,221.41819352905176,180.02258705099914,359.09849306489184,-174.15140915475058,182.8090107317333,-282.94750459243096,-0.1295518253590966,0.93134271875806,-0.4449961493766494,-68.39630420429057,-933.9036478405388,-9.804250277678191,2.2953452407935835,983.1739085573664,-76.88512145601726,4.859641296798827,0.9320493392814272,-24.58486581952866,-37.92847391833482,-323.1236825707383,-113.77689714518078,172.76896696321273,-2005498.1349226832,172.76896696321273,172.53000137679464,395.74246021424005,1.7866887049672189,12.57331372964446
2010-04-30,13.686809793254316,28.04343482289443,-498.1302148092207,250.03386423851785,317.74609296790646,-227.81331025982195,180.81104344374356,360.6712596111346,179.83816855455296,-285.7611417022693,-0.0170947599902541,-0.1619844124658129,0.1614377654461876,29.066459938945627,-25.479379992548047,76.35369140035937,0.4344834219731721,2.1903173714999866,17.65324310981123,8.362416452467869,-0.0406708943388078,4.656764301405929,25.003323551056383,126.26100021398815,1.6396534177812896,0.829545307148237,753277.1472253203,0.829545307148237,151.7158150228861,48.18511375116032,-7.162201822423924,25.078381315347706
2010-05-31,-48.81340462870416,9.111432617568129,188.88396754116448,-504.32550491576495,242.7424879165821,224.648628488129,-229.6386747930388,182.25980017152085,129.84609394954023,-205.09078871929384,0.753092617947767,-8.253863448353059,0.0894542823902,53.40844436892894,97.539364157391,-181.23440385300975,-1.8175929326926197,-1938.432605241996,162.8099382300784,-47.01814272060392,-2.2599871621839185,25.48933090044773,-5.622888788547243,1729.3688412675256,356.0161982400124,-681.2239269588666,9255521.33817637,-681.2239269588666,22.629255740499502,-847.1041822912284,-0.3699233542612603,13.686809793254316
2010-06-30,-56.918588462813865,-37.91345563972462,384.5338608479964,192.34523488874456,47.64843290097143,413.0039195732134,225.694098382277,-230.70736736705493,-73.88597108337312,-112.51315021242362,-0.4266498896341895,2.4272489088834845,0.2943507402100493,31.26893661412214,-151.73582398536132,-134.75459931747855,1.7886152494553054,519.3642248849283,28.08142873062934,1.66385783859846,-7.24658467904175,212.28009082504377,-26.541942451803266,138.25901281636106,64.73941704794288,-14.948593422123343,-4741039.445686728,-14.948593422123343,103.96348761292212,380.1989142814437,55.50386398609565,-48.81340462870416
2010-07-30,32.58024353450534,-26.25435402799806,183.0848277147032,379.06756426485737,-951.7497557875164,131.82963754353923,407.3481455098181,222.60338963256123,-75.40105347247444,-111.16898230189034,-0.181879331557939,25.71343593660947,1.950231764791674,-92.43994162676243,-683.0001047629266,-104.16796622179686,1.8188277477120105,-78.35579499006417,-40.295314051606965,-28.46048522853721,0.0050574273311935,-18.04455759852408,-11.848814116585118,-121.35673378287174,-0.0578846871079683,1.7904372931438886,-606744.1236326098,1.7904372931438886,-54.77050844907171,-145.29537808855275,-2.3850626465294766,-56.918588462813865
2010-08-31,-44.93368984206818,30.417358806970554,-685.4909922469683,178.67504037163474,-835.2772437549542,-537.5210195159137,129.5146813835606,400.1950264064422,379.3322996025279,-135.1872107902846,0.3393571532764239,-3.9676918932231047,-0.9792764637241832,-116.9130705989437,461.0877378772075,-73.05251872942006,-1.6684725553127384,-2272.3480919470653,594.7844976379588,-12.246457203964155,1.297520054112207,-37.49458876397955,-1.418777524277175,1643.8812503685913,-130.2750304669348,339.0354168040247,-8174517.695902139,339.0354168040247,-106.96852169458724,780.9547575952329,-11.262317356255268,32.58024353450534
2010-09-30,53.10788861358871,-22.30061760050528,-805.3790713314876,-692.9650164599292,-1671.1415643728196,-378.6124938751757,-542.9439373557286,130.82132326488718,355.286834360582,-137.85304154125953,-0.1260093237605863,-8.063084972325214,-0.9236243709789704,65.98980886120899,785.1123452874583,-57.73979387521956,1.137767344767366,-492.231432800148,115.1521657227304,-3.1259714560869725,0.0186021975563615,-21.498869293303983,31.30610015316745,203.5166739677734,-49.49668390258287,57.45809450871718,1942599.609887302,57.45809450871718,-23.152625302535853,-13.531346176698207,4.4877416661643394,-44.93368984206818
2010-10-29,30.059003991198534,41.28722367044119,469.0376530901574,-794.6493353216581,-207.366719898214,436.7258261421876,-373.5466159822971,-535.6792862049672,365.2917938223514,-82.94639842301882,0.0689323248760691,-1.4368582331305788,-0.5226160777560622,-88.40129152656846,149.2859672172258,-46.66042065408044,1.6733179222795993,13.269737983029245,-4.894478607942801,-16.645458646906945,-0.0342801867413831,26.65760608670621,-9.673012540132618,-267.8400755831572,-11.887108385121593,11.306363223624317,-1490955.998015821,11.306363223624317,-128.3061394676206,-79.1276830150473,5.798885912886703,53.10788861358871
2010-11-30,7.786917435181808,17.387299373728585,-644.8034906388667,476.401017250144,1043.1757806575497,-323.58619359494605,443.61514001151534,-379.4392830248215,-86.00635645505639,104.83158417540676,-0.5078749349051861,8.155069826088948,-0.6600814268454016,102.8290432794447,-1069.7168306163178,96.33794438437724,2.66775858707976,275.8301490332642,-134.72990261104405,54.44856784717581,1.160669816812304,-13.717321386575463,49.87580529893728,-288.53107149954667,-136.2121261490136,152.79988453601396,5551536.409117222,152.79988453601396,-262.57377928198366,-20.92009470240191,-3.763107579908208,30.059003991198534
2010-12-31,40.9066811783642,2.744886017235733,774.8325600844474,-650.2681812562407,678.0585788819725,608.783096326554,-326.5398157209853,447.6643594124648,78.12075255533215,208.8549461700817,0.3356178653299689,3.3240034216732965,0.0503253451120144,60.43814593524712,-1246.7548650391343,57.54069228362368,-0.914716137688126,573.3658888633272,28.999716362301115,-20.5951910041058,0.043179891800483,-293.0865564598562,4.442575117054389,261.31565661290006,40.3530263894969,-25.868393503848893,1714251.795511365,-25.868393503848893,130.77273240254272,196.93819618270757,24.83735108813461,7.786917435181808
2011-01-31,0.9639230394844872,30.35634178067541,453.79804552892494,779.8978218786054,1944.0005755575892,255.75968624960325,612.2171143536087,-328.38175847613627,-4.286895248200239,210.8275567896551,0.207554726923736,1.5892768962245327,-0.134740893777554,37.69053734354202,1038.9585831681093,-40.95659461244213,-0.4534535681016916,56.071821353531504,3.76720091696734,15.66472947340526,0.0151941447342633,0.4646465873910301,14.302551775013969,264.9723484037422,5.121577105660037,-27.01672924592816,-11095.876316577196,-27.01672924592816,30.20599227129333,16.86876862954523,-8.441319804540143,40.9066811783642
2011-02-28,22.707308649948317,9.11624018506896,101.90674544810092,457.9992923201888,1215.1354547540502,40.64005558517164,258.6087454917548,619.0369648680885,213.0289680212516,75.56383154822595,-0.2525378023329843,5.937615361619919,-0.2332354711374975,74.85220766700331,-708.8802384124992,67.84447213194505,-1.0845123026122394,1631.6742810363749,-245.1645166697772,14.586498440954074,5.611353974893742,47.5905805969536,49.28608820918794,-1649.775165359184,-21.384114926440876,239.19959738155347,-5285992.034060031,239.19959738155347,105.52875931505696,157.24020649296835,1.6551359657603657,0.9639230394844872
2011-03-31,-0.2963451415173319,15.869431595786551,619.6299762319846,101.00447785278564,1086.7213381941576,448.34992084845504,40.65254899919564,258.68824602592326,177.7892064283008,-162.84946770752785,-0.2091762792267081,-1.934181560815091,-0.2995571655057389,2.0886861196768223,1246.807831195353,4.804398346976655,0.0482625191784453,446.8106895895135,-254.03515296381192,-49.95452726623171,0.5292506572001869,36.62610417811004,-5.773374105666903,-318.575149123757,-106.31843101539232,-20.62926501067432,-354739.019007951,-20.62926501067432,45.74996637426557,-156.62222119215585,5.876391548353638,22.707308649948317
2011-04-29,3.63754765466227,2.1301565523798263,40.39262781832687,624.1407187661212,980.1174588297569,134.77174362038727,451.24455274230456,40.91500954491552,187.3058021697153,-162.21898020413883,0.0964243722180939,9.33941441511888,-0.7269698676544536,43.87893475348665,1064.5877118807737,13.89516638128839,-0.6364382991858699,77.12053711944282,19.699941553998087,14.002649795424531,0.048592913162281,9.716805010091775,1.898744717295472,34.809866561910894,-0.2081306054558354,-2.1004756660331623,62580.80643796921,-2.1004756660331623,14.500334158096848,38.84407182509676,0.9616802086163148,-0.2963451415173319
2011-05-31,-20.93350918751221,13.28225446305905,331.4354290430684,39.92592457054904,397.0676793331576,234.99596205257797,134.98091186071863,451.9448926393832,70.05891737431392,133.2644424340408,-0.0326724143333386,2.472390769705612,-0.9206497858404106,10.616261333424518,355.9246234887129,-29.119837852504705,0.7433297794725666,-2635.873856338403,-124.2231983818042,-11.146496534069229,-3.1956061687775703,97.32221614720072,-30.440963677367108,793.2024120504138,461.7179738610554,-533.8394297545065,12048689.991957871,-533.8394297545065,269.8650937980183,-212.20921569264465,-10.658614310994778,3.63754765466227
2011-06-30,-19.90404380186752,-5.942490258554416,-12.937039811693063,331.73858171232985,78.6950029363633,31.470981205512015,235.23687705230503,135.11929264845668,-123.07799929129952,223.249804494196,-0.1711613948975739,-1.0773772645188728,-0.0403975474905706,7.023468781998417,320.85502661170085,-23.078195998953102,2.6314244122887303,420.76798279051127,29.92640215516667,-20.504837623708,-5.584898417316722,11.596735834757055,-65.2748066195503,113.88950072321676,-41.00629085270907,66.58820464660334,2207773.4216544926,66.58820464660334,-55.19415640952138,1.5106075966959909,26.51187905958909,-20.93350918751221
2011-07-29,-8.431662981746607,-8.182973404168001,40.70379518946559,-11.530526680634312,-541.7895680396305,194.97653472036188,31.298526221097543,233.9478237590235,-119.50176435066774,221.39879646053848,-0.0668115776394747,26.726742685660497,-1.8523668761985728,-37.58016551043693,-177.04942741101345,-0.9303080463432708,-4.553522956415543,-22.76304474526069,-26.335723620774843,-11.868193912489916,0.0058031356004835,-5.44739643782566,-5.351033174200211,-62.00290944883818,1.2954750039728875,-2.3427276076816668,-1048815.0003552735,-2.3427276076816668,1.695441219235363,-50.47565201399812,-3.833440624042254,-19.90404380186752
2011-08-31,-47.46100671814976,-10.99606321777894,-271.2221359500284,41.12500047218559,-662.5735765853899,-86.74633831229168,194.0217768190605,31.145264110600287,-328.4921585133624,-14.998882449492374,0.4688807895812683,-22.50450833168179,-1.1323477152160493,-33.397790725047344,968.9020518540596,-4.034174610272885,-0.4864705454888733,1111.3034528721132,370.29383243184793,54.546029980542016,0.9539263955240468,-46.77636511940818,-8.974277459639211,1605.1212216987624,-178.74209515530313,221.80411849948584,-13741073.783399044,221.80411849948584,-540.4080000267622,-190.51868123361783,-4.784633750850588,-8.431662981746607
2011-09-30,-57.35436205715565,-28.52769716420909,-292.7896475842073,-272.3951577262104,-1398.3072724920798,-119.52492661014507,-86.53036849288081,193.53872648037603,-264.20089397152253,-14.785934648427364,-0.0290758306719461,-35.98302404045364,-1.6414491696897713,-16.897282650452325,-224.9071429972638,-45.37910703258842,-1.6928273138622965,285.4339353474952,42.113471641018805,36.39410598265226,0.006585552068639,-3.278959277304238,4.934578111292467,312.2990739998168,-23.84478257799819,-2.8065879439178048,-265047.8395218849,-2.8065879439178048,-28.90799914974013,-17.293726637353757,26.00102205048691,-47.46100671814976
2011-10-31,51.70854307080469,-36.19676329031004,-131.45828951409598,-286.5327740650435,-1933.335885368101,-158.71816802175994,-117.834175053864,-85.30634469011281,-118.65377779741117,-89.55916513479067,0.4284959029848939,-4.410953135010118,-1.630277349430088,-95.76651137031696,-58.42763750761907,-9.499455752430777,0.9752519727131332,271.50621829144893,2.9062106973315167,-17.913411818478153,4.1024667334897815,-1.1259666525371586,-7.24782010912736,-326.612356772388,-10.587435626115166,12.139418268034262,-2119758.9947659373,12.139418268034262,-10.88629927263537,106.5384401620122,13.244060474805536,-57.35436205715565
