date,excess_log_return,illiq,log_Mkt-RF,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom1m,chmom,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,rd_mve,cashdebt,cashpr,chatoia,chinv,ep,lgr,pchquick,cfp,agr,chcapx,grnoa,pctacc,chatq,cfpq,chcshoq,ibq_adj,chtx,invest,chinvest,dy,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,roaq,roeq,rsup,salecash,salerec,chsaleq,O-score,sfe,chnanalyst,disp,turn,RF,baspread,beta,idiovol,size,mom,max,r_sq,gammaps,bm,cash,depr,gma,lev,quick,sp,acc,stdacc,stdcf,oa,ol,noa,currat,saleinv,pchsaleinv,rd_sale,roavol,tang,sue,chfeps
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-28,1.197721764945171,0.033578854066910684,0.16612833171366703,0.00229801471419066,0.0,0.23683219845732933,25.87140585240092,26.014256567752344,-23.44088543757443,37.66231947415429,0.0,0.0,1.2433060606370623,2.434148674794963,4.565479649416556,2.6179443160539773,29.831880265485548,3.9913538367553727,-55.969770922914265,1272.528054217622,1.4331752790241985,-1.3420836299336747,-3.230570923119681,-0.24517171030073184,-12.033958195116389,-11.163662319654188,-9.177784770836576,86.8401591265336,-13.511401851628133,14.84915129326093,-9.177784770836592,-11.163662319654188,0.6885966666210398,22.70707499797743,96.15634477995482,0.0,-1.851675583274811,0.0,-11.875175317758496,-16.84290763584825,-9.632126247521033,11.246433398535162,-8.88166881044642,13.47952210254831,24.869859345260863,17.05193943615758,-13.32882744909604,-17.353747471836623,0.08820671462442095,64.26214713917832,203.7991077619506,8.576302860192497,-245.76147831551418,-2.1280502533268635,0.0,14.423451716993222,25.218148320307947,5.284297732348063,11.685179260720545,0.0,0.0,144.23451716993222,0.0,58.7908559238727,0.0,0.0,24.639994438367612,57.31486560775632,5.154064659728192,8.362213386509898,8.094344296707282,574.5418671412018,5.795456796808122,34.95490214433623,0.0,0.0,2064.42864425324,505.6862171977823,1558.7424270554575,838.5444226140011,96.42387038148887,13.945331672061752,34.150901099784654,0.0,0.0,0.013782299160066902,2.8846903433986446
2007-03-30,0.33453283819540686,0.03252515053170622,-0.23688314367328508,0.004672792554916805,0.0,-14.457326109411365,0.2367855362816338,25.86630850460261,26.009131074603776,26.575277025601668,0.0,0.0,1.9947695517094572,1.243061096623627,2.4336690834477044,4.564580129778081,29.826002600001953,3.990567435010986,-55.95874340511282,1272.2773327024302,1.4328929057780437,-1.341819204139606,-3.22993441563044,-0.2451234050217362,-12.03158718866004,-11.161462784388466,-9.175976505709357,86.82304932985483,-13.508739749890275,14.846225619678158,-9.175976505709373,-11.161462784388466,0.688460994956247,22.70260110663162,96.13739944953274,0.0,-1.8513107544552472,0.0,-11.872835595707599,-16.83958913979726,-9.63022846516622,11.244217555188653,-8.879918887956142,13.476866281959985,24.864959328481678,17.04857975534094,-13.326201319320205,-17.350328326894417,0.08818933558034611,64.24948580503577,203.75895397443807,8.574613102830586,-245.713056836699,-2.1276309714240793,0.0,14.420609917429909,30.501780152199025,-0.7210356622091156,-8.764172245695676,0.0,0.0,-0.028417995633134296,0.0,-0.011583345787784083,0.0,0.0,-0.004854727343282406,-0.011292536852572255,-0.001015486375015584,-0.0016475761015044554,-0.0015947988414293235,-0.11319986776970836,-0.0011418575052299929,-0.006887035613843295,0.0,0.0,-0.4067467714967279,-0.09963349268974753,-0.3071132788072646,-0.16521531882654017,-0.01899804000592553,-0.002747597332005469,-0.0067286262495542815,0.0,0.0,-2.7154756366953164e-06,-0.0005683599126626859
2007-04-30,2.7859723737817474,0.22788416161925762,1.293188093303631,0.008714596851991495,0.0,-27.16499861739188,-14.707679871202183,0.2408858899222128,26.314228651714288,5.438901412730299,0.0,8.299005954166718,-52.8432240520016,2.029312458011553,1.2645868628213583,2.4758122989623987,1987.2968311783889,49.43120730177263,216.49615181110994,15737.729653545708,27.16440523468028,4.270265147557698,-2.5240767497291636,216.0991167616294,185.1344387938478,111.24435197320147,84.71765612107036,3394.931951843883,-123.32526530610286,-12.695912882720032,84.71765612107032,111.24435197320147,10.90317224924124,6.118192142310136,344.9571517782763,2.728406598626464,5.87115920951468,18.558982065707728,-1257.4701493014527,167.07559034142585,104.41028811535382,-68.77300790527013,-6.135113627484844,55.67504337890625,180.93740176396344,151.66866332044674,40.051390810291636,-336.3389571069258,60.3591555221497,9491.33702315084,4477.763240134477,86.61956508335966,-9826.338252707375,13.020086233030492,-1403.9323824143605,3631.1062113101025,2073.257763830761,77.9539505351072,216.1893520561841,0.0,0.0,2534.6350623267845,0.0,-12.409077505154272,0.0,0.0,876.8573155650901,396.5291747816976,130.89974108506564,275.673593307791,2270.1667569790834,5060.587397931069,922.7264729187186,-103.277098697776,1.9898321449747562,93.70262343898186,8885501.392912997,4336151.845243501,4549349.547669497,7403.793815810612,5297.965370522017,229.16745689270363,88.94173239957763,23.794101076463065,48.011839059350194,0.6903310351866978,116.27012936937747
2007-05-31,13.23621969879997,0.17610151022597842,6.576792552282993,0.22458042921752525,0.0,127.58389713140734,-27.730237505416525,-14.785879991482622,0.24216667014932813,-20.733273577897783,0.0,-15.621960112817948,18.181988471349282,-53.22284891714682,2.0401022276892182,1.2713106184132463,2917.6711544407435,45.18692447690585,252.92269235343093,23975.45897294528,-57.47374445782904,35.104998853410734,10.007876059568035,324.59746209899475,302.5725738736371,46.08005479986013,173.14823398269996,1391.3822837790203,-11.009565715886168,-29.792181331823393,173.14823398269996,46.08005479986013,265.8517033068546,-42.21317810074488,959.7416206513473,0.09020649681327186,-16.29320193562438,10.83293819847484,-142.35664974143046,24.02005671682561,335.89870608121106,-16.202234993566538,-10.988354709600785,-357.83868986534685,-65.94313928454368,29.80905984422541,32.470566096419006,93.77548161321388,65.47102841211098,12892.484469708252,4346.962840250624,-165.0897358274416,-9962.054908835831,14.47684661847546,-1629.8702947251998,4041.290477353934,795.0328130096104,2.2268062197528735,263.43309887896754,0.0,0.0,19.244751487523445,0.0,-11.935442226624389,0.0,0.0,35.156552968772985,18.045504139073444,2.248496489530879,-21.496838400492663,-437.11492822069545,878.6715515175074,-130.3996816164606,10.884453343453131,0.018719366542665705,0.19535934899447227,261615.72436081246,-78943.65870190412,340559.3830627147,1113.8144176231126,-471.9979615257116,-506.31644878693623,8.675103277437927,0.07845108936868783,355.6406670925925,-0.08514014748154886,65.98941167215345
2007-06-29,1.1433685322409382,0.15696034169417708,6.125637837748349,0.19448687510099727,0.0,57.803512605960506,128.268715615515,-29.233839970457623,-14.360389048098726,367.9387323097655,0.0,13.951154736948006,92.47966193395095,18.25047082975305,-53.42331248143501,1.9813945266961688,5289.036777395734,15.341822715832471,254.12123652175998,29175.25663746846,-62.932700843034844,28.682001905524025,17.743888763531892,108.2868591529218,474.862423309464,20.875555841537842,159.2039240949099,-676.4089458979114,61.92897212567406,6.7261403503895725,159.2039240949099,20.875555841537842,271.5500947485597,-35.39345305156057,-846.2947421067713,12.879675710695828,-15.74740420078897,6.238944468971366,-77.76796163178838,24.113917909080467,529.8752663398733,30.405229691368394,-23.78728451552746,-306.63661301598995,-199.4418070741992,-123.83847059461336,31.225297913248916,100.2708596115984,19.46182509250177,12425.008976095576,4237.471085997218,-177.19283353061937,-10250.724406814625,23.807720182769632,-783.7484182481493,621.1235981209726,-393.7615257988191,-5.640429192515299,83.77061421650785,0.0,0.0,10.162325577789034,0.0,-6.238847715480194,0.0,0.0,-20.52922536449114,-4.524895592025473,1.1390011321806526,1.1411101536185697,-70.08704017225955,599.4489780739077,-41.770868801148936,52.86144916920343,-0.03286577636784749,-0.0953214154781108,73567.09546226263,24988.894826027565,48578.200636236,1000.6177594730543,-146.05679449417767,-18.778574816308037,-36.8116520229397,0.16324934069151453,552.1993615260571,-0.5034380325044535,109.14681318633916
2007-07-31,-9.81293758720197,0.2863111945948461,-3.5907050988891194,0.07081933470769974,0.0,218.89567302863003,85.88393185129621,126.42354321979174,-45.821656723772534,461.0054740537791,0.0,15.813827208198978,82.48690291937616,88.71637340615071,17.50780172754964,-51.24934974439495,5216.075216861684,1.7350162720218458,292.98244982437257,28679.845093620646,-40.75614319807388,25.85736798993023,24.80789370532049,-146.62796638899752,314.3117588682833,31.789818797223283,29.768215450056818,-1033.626606050886,183.0033555457465,9.818581144098316,29.76821545005681,31.789818797223283,525.0237156591976,22.66057095958762,-603.0470014683734,7.501260500449119,-14.81283626965239,7.049148026519044,-152.19292668563398,10.951969812409391,416.140118516895,99.03648549845134,-48.38776656180145,-146.9573133080258,-84.30964100868663,-130.9078488655632,56.387606541957105,90.21228226330042,22.27236798569858,12627.276046379613,4212.567250616112,-54.576515311613065,-9857.873607437137,24.671122681589722,1027.8900110135464,635.7184458006038,1160.3903569196468,-6.280747337218074,-265.51953078520387,0.0,0.0,-110.20714515491227,0.0,-28.19590513082606,0.0,0.0,-13.88420153825291,-82.765347649131,-1.5655453891777142,7.263058362020217,18.58594678603845,-1074.585932041331,21.355094884600817,-8.372052401737246,-0.004353017948190985,0.16719240569693739,102411.59561891109,156721.16528172884,-54309.56966281682,-1278.3768121617431,185.4645784629729,163.60727874275625,-80.38588910504407,0.4162619145342674,16.838914967546657,0.060001052752565245,4.3091510198228775
2007-08-31,-9.515620528593942,0.25261893596264084,-6.893751264593399,0.2610461583318772,0.0,31.705143712772223,220.8122682921388,86.1217951898917,127.46204452362343,207.6876821449279,0.0,6.178789549978319,-51.24616079886306,82.49511123679159,88.72520162162598,17.509543938600604,5468.975682760336,1.9227018634249369,279.21772408851234,32919.03122928885,60.69372194482602,48.07925384695131,34.82640977394638,105.62343257594692,101.69514153570267,52.17549305648873,148.53590445916737,-1055.219417248178,112.17198964162803,11.986406199849114,148.53590445916734,52.17549305648873,569.3527538404106,39.941728565549006,-248.9592898817852,17.487480366270443,4.442736067915924,9.586740206808573,-2826.7275102549065,-982.9348248391123,114.10630783083678,46.66610246367195,3.9435094275235176,-22.045304480758467,187.8140695647114,20.53397300444464,73.80958007898084,1.328732052800885,30.758046178760637,15275.807069759177,4406.587969533358,249.3014749563725,-9900.016428047184,24.873846186528375,1258.4836337918528,618.0170785766272,2302.584319968051,-0.002300822039288164,-3.600000371387864,0.0,0.0,0.2585325087770798,0.0,0.0,0.0,0.0,23.379504524051868,2.097608593031964,-0.8676961143577842,11.459274559847984,-164.24760204590848,-285.2080158087947,-15.128264080992153,-17.701085785875883,-0.016228754697460435,1.0809684108077846,178275.4333587736,40702.16200081445,137573.27135795914,-240.96486857313903,4.492162419060151,211.55490749369972,-0.47895828539544816,0.6099621071944377,15.234032383208728,0.013923079695826984,-22.31794770208421
