date,excess_log_return,illiq,log_Mkt-RF,baspread,log_Mkt-RF^2,rev1,rev2,rev3,rev4,mom1m,chmom,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,cashdebt,cashpr,chatoia,chinv,ep,lgr,pchquick,acc,cfp,agr,grnoa,chatq,cfpq,chcshoq,ibq_adj,chtx,invest,chinvest,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roaq,roeq,rsup,chsaleq,sue,chfeps,sfe,chnanalyst,disp,turn,RF,beta,idiovol,coskew,size,mom,max,r_sq,gammaps,aeavol,bm,cash,rd_mve,depr,gma,lev,quick,sp,stdacc,stdcf,chcapx,oa,ol,noa,pctacc,currat,dy,saleinv,rd_sale,roavol,salecash,salerec,tang,O-score
2010-07-30,33.01978950548183,0.6374760388233309,-18.856613353862056,215.76629011787654,1.0805871619554477,-386.80212913045335,-29.56698197891334,428.8184166151204,141.86187744237796,-586.414416426468,225.09611140482835,-55.99447685348733,-375.9162874263439,90.57632432078782,279.87710826393754,152.94433930007946,189.09418896093342,-85666.41288037547,154.49444918504312,35.11064374204872,-4.753665040532611,410.8144218725712,277.05835746500907,-91.98879397685005,119.59748700679073,103.54349277556761,0.9493075493655834,103.5434927755678,119.59748700679073,7.851392265043558,80.17011183557769,-482.93701158196654,30.58611670702893,-203.99654326981488,0.9431601739113487,196.17931582632457,170.98503231537342,114.75278015845636,-38.453615358898716,354.2537582423087,213.37642846113573,651.5313190142532,391.2285694063999,22.843156020505734,31.73128844461225,306.6880250199418,610.3570680987885,-5.586138286163693,1017.5919528508908,71.51353916766733,227.8975111136392,1185.6696644113847,-1046.6744166289373,-0.019973550131456186,-15.392771755956119,-0.239940589379934,-30.04724629175894,-55.464244407206934,-725.8008702940149,-55.63220360039713,1906.657186170278,-0.09279615183122925,70.74087361814509,-58.95218608126197,-6.981551723582811,-0.03722689638843146,-1.528409999179388,13.087023532730512,23.58547504176977,-156.7366768814736,96.86625217397204,-0.01925946139831658,1.2902805426333543,898.7351561841881,-316422.95970003307,-81015.3798907008,-235407.57980933413,-7.177296244932805,-168.7858035175541,3.226017177763449,35.97990684323122,-0.35753506272427416,1.0151026819135893,-488.46926889511815,179.37796764475206,-14.852056936241297,-587.1450703032096
2010-08-31,-36.71212340636814,1.5643307859646793,21.837559146995677,220.71893870924256,1.4630671871060714,-584.8384970553701,-379.20920713341354,-28.353357863691745,420.15421302430445,-542.0941442078205,232.8746872523598,16.230757982186102,-257.2159715009977,-368.8569568535496,88.87539186099288,274.621297081827,252.51104183405846,-92762.98785514286,207.41966696680197,52.442770175912806,26.747045703066235,331.9955862904647,-83.31776231447107,-83.42861486182922,128.19588288436415,77.07187119996117,53.933067132124535,77.07187119996122,128.19588288436415,-6.400604291124043,85.21863067994933,16530.79816414956,49.732739673523305,-67.95640139023602,-16.918957343544022,233.55453548883767,-11.817691538716087,92.12465934060494,-11.518971689898741,344.2694428338742,232.36760808771336,661.5641014720761,374.317173217601,37.89620972723388,64.42370815894309,649.7913956849898,755.6348851510811,-4.51856748574989,621.9422232666315,59.19854248246065,-268.44318723745516,1316.254658037535,-637.9128050455074,-0.03109617912075402,-1.1701878315165004,-0.6268782761342422,24.002563677955436,-85.90280895767592,292.01290271036214,-43.59470353873121,89.3004268877246,-2.815757552048067,-680.2979282386405,503.32954919926533,-63.46790378593505,5.882165281431522,0.9514059777877151,21.1745865073226,775.8098715039532,-345.77344471388824,478.12592780111027,-0.018329787939660003,-13.774036211109888,3195.540780256956,-98259.34808257595,-177038.34747298807,78778.9993904084,3.60650898343577,-215.9581771130106,11.264854547859937,71.26998405212726,7.0370980484047685,-4.117092172720021,2023.0083122072247,-55.547712615818455,-49.366792820473165,652.3427565788006
2010-09-30,40.38784358839816,12.559015390002171,-16.044858350805573,292.7379880083857,0.7841148648880663,463.6055006499011,-594.6146098315448,-386.56026985737657,-31.150956935359194,-1010.8453340855149,300.64000832182586,-5.239559846421287,305.08478335641564,-260.94950559067115,-374.21097905749605,90.16543346808969,263.8791358581605,-92688.60661465449,204.42490112048577,61.11896664610304,31.287764698456876,74.58719611639502,-142.7601972338974,-83.90321053234676,137.1060199707892,43.28551149833352,103.2647141698303,43.28551149833357,137.1060199707892,1.6066842538456259,69.53053676528974,17046.98408677797,49.19748833251272,-3.4493745172431454,-0.4627933031957143,246.33729456965955,21.07266851663936,93.87327781115471,-51.70426883676648,275.380087164088,275.51592400964074,638.0151470649233,308.5977555091008,40.93747352766895,70.12404968410586,682.9802211749702,737.4418398707342,-4.421869498973213,-118.94799548064758,51.95750626928877,653.9828364817772,2199.355281157313,-1405.1792772688168,0.02371334012283599,4.2565380472260586,0.5001475814597498,5.769509060505243,65.15143919074217,509.9525063210981,50.01003034669304,48.56093018238198,1.718459628652409,-222.2471766395529,168.38143623505175,2.0022396032811685,0.4666026133283463,2.1962763043744076,8.274791053302835,127.4364395319376,80.79074056377067,95.83291246155841,0.04585891158978739,6.963944525103102,786.2010232750813,346495.70644841716,115118.55453198869,231377.15191643685,-47.452104993442205,267.3933442813686,3.7175474446145245,212.00620630633057,0.25999167627367115,1.2417227708325527,-227.1912074471038,328.8768533764214,30.85825395273241,-798.2102684754791
2010-10-29,10.937219011024434,1.115360413732944,29.651016903370746,253.07324017825007,2.701530244543866,-481.3896615199197,456.999465708505,-585.0495824500426,-380.55178595498467,-71.24213164554126,115.96384814058474,-13.58341770370587,-218.86331113243835,300.04703641013725,-256.64054740383676,-368.0317779964965,298.1950423407704,-89795.45979938046,184.69363578874444,56.99776860045975,66.92329542504616,64.45899958109523,-238.48969506051031,-46.497358340988086,109.6945628920281,45.26583279936986,129.67591607800517,45.26583279936991,109.6945628920281,-11.436849779687519,133.68957976539195,18298.45056116821,48.59314358784861,-1.1887585637065057,4.653919644966029,245.48201596835952,-68.32571822283647,80.03489714577428,-57.46140310988788,228.93604310378979,277.5010962404409,610.176820843089,267.35334879556933,53.96686595928829,89.65523903244797,709.0866701505751,667.3683960555185,1.9668366002977888,-234.3545520799994,47.421197219709065,850.4030204379028,3384.1475166188266,-285.7095091489973,-0.028772142760455477,-1.926356181940605,-0.6062372711982604,120.35649095789805,-75.19278531873442,-12.468928125426828,-48.11046160847468,-36.70639756942137,-0.38206783908362585,110.90526434613412,-57.55451806076826,-6.739693853890799,-0.14144837123993526,-2.637524780222492,-2.807514793653553,-23.679950170825123,-186.14795072660672,-4.714549540541157,-0.0786364300634248,-8.469149755859007,-59.27601231634071,-291551.0293330364,-102725.9329245463,-188825.09640849382,6.585706029667094,-312.5788808201778,-4.333028740042643,-142.89007242886692,-0.6295244342007891,-2.077040678966185,-3606.323097961853,-153.60507160749148,-35.4919991755587,674.9198834660201
2010-11-30,15.373081165756027,0.7689086080293097,12.496247002358299,288.343029078755,0.4756379153526304,549.8281482449885,-491.06336953572463,465.0460452322021,-594.7815398550684,665.0164263502613,-13.456598479514609,48.6486118795022,414.990202131778,-222.5929480430854,305.1601204448036,-261.0139439928465,248.57756999823096,-96460.55041347626,1.9754214521944817,13.584025463892306,39.70268253010378,138.4550026597648,-33.20895576044853,-95.39661470450216,158.4403111650038,79.30461489883744,67.29472441097276,79.30461489883747,158.4403111650038,-17.435999193381,17.30614423834514,-7312.4534917853725,40.36448704162152,130.10931452009416,47.94208251624215,170.61073754289495,-67.09841027761944,24.972777221712125,62.76993169093467,-58.793801850584444,-22.309309017569092,-25.66297478090501,-12.054936928792069,39.95515431616779,53.829737987864576,455.0621803083335,45.07947720517985,1.046200262844212,-196.7114491168324,46.00296946987558,-1389.4309150974605,2021.3361649168667,437.4461218471952,0.02870143901760258,2.2363345096127887,0.07937261606608104,-47.09960158289952,76.31725734444535,-732.3189309930799,78.46907268138773,48.14106764634698,2.2413852483138452,-15.054043113771968,-172.85632474309568,41.01274189113781,2.821887989947335,2.7624842718300044,-23.91369940869052,-190.81362001619345,-29.24248163815173,-106.05893273467154,0.06173394030586343,4.941336871171529,5459.116315822235,883710.686614573,309264.2807320608,574446.4058825262,45.00417718540491,-86.1173901023194,6.661095646350525,-5.92667865700605,7.1645164360310005,0.14066576655434915,2557.264650117242,-69.86988392818421,60.95876961119757,-8512.17575172049
2010-12-31,40.12562345878328,0.7644524179127118,1.9692538065398169,260.8780102160395,0.011779033188227992,144.64880651020184,553.4425157781884,-494.0270589674768,468.3099662192314,413.0369759857966,-117.97019419902199,-40.894202401762406,174.24879229470133,417.1028451065316,-223.72613004472586,306.7136375671861,239.5361148716158,-738010.1960472249,-0.5899746546620257,6.612333114200768,36.89088854308337,208.528012482117,78.70400141324969,-85.29594309417433,130.0884319671557,120.78615082086006,63.01637075413261,120.78615082086014,130.0884319671557,-17.098987732580852,-25.070219987308207,-5314.798119975392,52.12880360284641,215.87956086843252,73.86233632168683,172.57510560554678,-25.01589653674405,-18.272763620346915,76.86005748470862,-131.3064079633801,-45.83689613475982,-74.30380026472739,-70.60865250389426,38.65747817754666,52.54380713915501,463.10162525946237,-6.220925256820376,0.5962673559718599,-330.26405051143183,29.588987003497756,-2346.6800779848277,1469.36350123385,-1728.405304258014,0.009167495391764646,7.399748773166607,-0.8379056559348115,218.8686025348244,23.187603648606455,-632.6672499190213,6.798495949232688,-1.9332354894281707,-0.6474891681508312,304.3464754454467,109.37251771961837,14.711237931219443,-0.7194275928463405,1.8238267450290095,1.787475222622902,113.15779319001376,122.12378884846657,69.86628316793622,0.04430484933976664,2.4587344548336887,1470.8442314568883,495724.7959854081,98475.41830053553,397249.377684854,81.26698822949184,-49.24021585596893,1.4492428175823662,-71.50088515993957,-5.33757132089881,0.8853998519687991,362513.024856708,103.61530606482847,7.048868837995997,-1394.7075735395665
2011-01-31,4.3291153995987335,0.5699615516757741,21.79632859775446,238.4093305416918,1.4378732820734914,213.52566004255587,145.2655773684309,556.8996394989364,-497.58792883562586,1485.0797883860482,-129.91265156763063,-25.123303296518742,27.57477738472182,175.46921341513223,420.02419173313524,-225.2930854921823,238.41678826601384,-757802.399772396,-15.088536541990377,2.9859956695657646,36.847778610572945,190.14569130991197,102.1366815017025,-89.96939724437574,129.3427704489916,107.74910975165983,54.85441281317407,107.74910975165997,129.3427704489916,-17.15549306652257,-34.31158721928569,-5533.772648781006,49.18831064552934,219.63793743246956,69.90839345205515,174.68484122394088,-3.2858036897712277,3.5642285973945818,86.44622038746422,-127.71706281527197,-97.25774304741824,-71.29644186046505,-60.427822181081645,38.275761715010745,52.603041814930954,444.575069531596,-43.29579395619738,0.5697331306981801,-341.7152392901433,28.50768020042549,-2047.494141885061,1457.169317617375,-1021.4270614487141,0.011788864809396227,25.391489875247657,1.0387801847318414,-80.19259060841554,32.063641849269516,771.4570842965941,-27.61765105224208,-3.8175756919563355,-0.569427514329508,291.36365240736404,4.35591974896397,7.201969912904815,-0.009517360128551644,1.763493980230777,0.8069701303522834,-29.22859828462515,97.97451296664258,-26.26322613031607,0.010280673789025307,2.0964338427060056,-425.9191547733244,66659.82773372531,32570.915582964197,34088.9121507667,0.7141468450960531,139.2515503727409,-5.284824351617708,163.2998298577404,-0.10337832751053355,0.6516536843446943,12387.410520749341,5.934644208931786,21.49983591869568,-2456.966973480059
2011-02-28,12.572874111533775,0.48544816151019915,6.565344982107516,224.1856021723683,0.12935454525328619,581.2758537770524,217.97509285531342,146.78722252915182,565.9886463907244,998.8610433519876,-82.12580064858795,66.18611414976642,309.3392435463506,28.04824573592977,178.48207977500542,427.2361506459032,221.2792967604931,-753847.9690073852,-23.94773603887845,23.055900622997147,26.079894867670077,230.36344085700233,39.38498881503169,-91.46299934027803,143.89734670129596,73.0319234665177,72.19565172012082,73.03192346651772,143.89734670129596,2.748294861444221,-1.9907630737611934,-5513.087655142325,73.58306614408747,229.28835564135775,-23.268749285344366,165.42238855611254,54.20105352703895,-85.61401491579004,25.429301343598066,-152.92361889194086,-36.652534417352044,-218.79547980171893,-77.64035480310625,29.292195764257936,25.407952687054912,318.1973221169337,-34.78279758460588,0.9537585477823921,-398.9372925474165,30.165299406539525,-1072.1785035367998,1300.9513525076552,4192.5853704650435,0.028172068874280143,9.296576654364117,-0.08271038345612425,19.385697982910955,79.1558473427367,-696.7450485625245,5.582577861024902,106.94112676157329,-1.195780552878615,5400.672146034724,-300.4547004528654,-15.448359123017667,7.750153159959977,-2.217934126727556,-3.8919973496565206,-338.5425349975326,-57.880306917801136,-224.59171308412965,-0.033586507692552336,4.796900679692044,-4055.296203535456,495887.7860417478,539659.7662162874,-43771.9801745452,8.520251551833404,303.19085313035066,-0.7480736796068754,68.1233131112931,7.994878692526356,1.242309395276493,4298.902467694192,289.0464367475997,7.1363570796970635,10141.79235111982
2011-03-31,5.394600294850476,0.9283756494892752,11.443137147653477,365.5118584376503,0.3925159302866126,65.72259112539182,580.5000280976338,214.7646722333933,148.3606847078758,1032.817818674213,-83.86852533660189,54.11588567209837,92.55675647673065,309.89976873240283,28.099069381773525,178.80549073258706,187.9533824414605,-740555.4101520979,-22.364928577182518,37.88430441826519,0.9183316814599884,159.039723604408,-27.125372275429243,-107.74760484921615,133.00136399431486,42.409678066722286,183.68129176303233,42.40967806672223,133.00136399431486,3.5026089878950435,-42.73525591272829,-5029.409499266845,76.16044366348703,226.59699529505667,-44.6445180731492,158.8116473982095,67.09674120276097,-40.58208246980985,26.12074661196215,-255.8294904631669,-148.2135464261574,-151.94331631398592,-167.23029029937692,19.29893761886105,9.723044583015383,327.8112098020258,-11.128628618140098,0.92760513562196,585.9998874495247,47.73364274903686,-383.80289803170433,1604.6363920448373,-741.8983178015887,0.0038347990128038134,-2.7672827055663447,0.1830431915103219,93.14929618195094,8.496848293122639,997.6143008828849,27.376624936390613,-8.123839203878106,-0.667735220123471,829.7779363388308,-295.4566922096974,-25.723756002522578,-1.536041643510945,1.3717190631199117,-2.5895478736285895,-175.87881733139147,-140.12277392625947,-114.87092419777082,0.08417101499441415,48.51994538714939,-2214.132587094892,189894.53966776282,40367.29991998151,149527.23974777386,-18.86369080826615,-10.184728187106884,-3.391181211220676,-376.06089620132843,-3.654993225859542,-12.206471719695358,-7037.28158922639,-484.47332998994716,-24.32353077471589,581.1267376339856
2011-04-29,4.5648813790895675,0.5488456903434682,1.5358521992818794,274.1668839635653,0.007048009594756547,173.79214224635714,66.40464047800444,583.5392253700616,216.21673495273623,895.5822743498394,3261.251106950088,18.25913898414277,162.13540590781182,93.13004675989966,311.8192669185269,28.27311311510933,179.15262149409742,-350805.69776805805,-27.854461207530235,51.11736935739879,-11.486354809351722,160.14002666210564,-129.39894684802655,-125.45838585956083,157.49881636332375,47.851104991556454,183.18433663118338,47.85110499155637,157.49881636332375,7.955748687643961,-61.36579600066227,-6079.67455496698,87.74070116333601,239.95162917015847,-44.5780406905711,147.48900271852804,23.258129460252075,-86.5754087273278,48.51327168809307,-355.00763361596466,-141.7852947758877,-168.38569900406486,-260.8244682000608,14.934270907892273,-0.4281170897458191,330.5734676715073,-45.43206856724821,0.08089088876747039,758.1089912746331,50.585660470535345,-3445.432772543589,1603.7457630467225,-1034.8369266016316,0.010767219505706915,29.035486682829514,-1.2377270314401585,71.21905787773832,29.097149052818168,-165.6655140244884,-5.762881718695439,114.78223830497018,0.4121031365384371,-4638.852240831227,-141.74445261900973,-5.373005289406706,0.12893812319723708,0.132873843415922,-3.9429649031962697,-136.2733943915041,-2.351358557529238,-115.23830998260428,0.024537964544022905,4.274267136558933,384.7306470269068,171803.49287213385,75596.73083039373,96206.76204175875,-84.94751891150105,65.60936201028744,2.281000302056306,-88.77918967907863,0.26832305765244513,0.8923990419932153,-165007.65624630073,-5.592062568912297,13.541033902991785,-527.884920552031
2011-05-31,-12.87096508679989,0.8177640725394884,9.575882714901084,221.1421818572791,0.2737501339311907,76.27493779044917,174.0629069183825,61.26677385166543,585.0753456945249,374.5955917104138,3688.8571357454257,4.168918219529706,21.72877719128066,162.41659753992596,93.29156231352384,312.3600554532612,239.82165679455724,-357389.70674916013,132.32581707940773,66.96280441620632,27.001661869086877,263.3188092152077,-337.69037234523125,-11.139445496594321,45.51590657202283,156.8175527677921,323.1712937554376,156.81755276779205,45.51590657202283,17.218924919056313,-17.829992322150076,-2410.2642593028822,97.240132788737,32.84335924811748,112.55888212687793,247.49247885972534,-241.10107209855042,71.96933328562285,-109.94533702564453,-29.525052986668754,-465.06517749566484,313.65959375327117,38.160495390850784,45.739542512463686,78.48294631196151,394.0267749554859,515.5241932353833,0.3809727356498504,897.3627816636298,63.796862524928514,-2917.612130245117,1443.4204914326806,881.7488892339306,-3.346820043766608,-1.092756431907219,-0.57299878790419,-150.47778248263162,8.197665783154662,141.42117399652307,-43.513978240672145,13.197642238737444,1.676801934531865,-391.5026662048185,-36.68438912952797,-63.15034548865049,-12.62119731657845,2.405526391282706,37.642517077053924,46.937687134769476,-630.3564618380315,145.69983605534435,0.013561693134235941,-3.35625569548165,-3050.7162107450245,1294558.2959802337,160206.97644699924,1134351.3195332326,35.52486314131861,-908.4843953238014,-16.729694462556022,121.9977375499202,-10.763792426235902,-1.7331641901864003,8547.414047590573,-368.92029605189055,-7.643882177930664,-897.0474466028318
2011-06-30,-4.3171509179968695,1.662363059091398,-4.287661356075872,243.5970336612958,0.05480203343474824,66.40093641482244,77.10167409109214,174.91264067665236,60.3092074395601,127.89133155570308,3126.6059589213387,83.78811387068926,135.74673671581314,21.79068781082713,162.87936229147215,93.55737287296965,256.82438865592286,-238136.0840359078,134.39811253902414,78.30326566786147,53.418887055185124,259.2233929910991,-239.98362350489572,54.37985488295771,-20.452876089755442,166.86306373457694,266.87809015253816,166.86306373457688,-20.452876089755442,18.183895803569495,74.02122157555652,-1094.0997737472226,99.72205552692438,-31.2312782258228,123.56115883587023,255.37497862134393,-177.88766354877072,97.72117885974252,-127.5786811063145,-27.045691253341772,-223.05297123440798,316.9931440491554,47.69388142446651,55.194421144267196,96.42308550513606,419.55548198000594,571.598736483226,0.763353962472621,1324.5374422241025,103.14079767952309,-3627.3085037397886,752.8610830374191,-1974.1192647362614,0.0,0.632548860246402,-0.46648381431025854,-40.64281907349452,13.491122551830813,306.76435551584814,1.1433692027885627,14.560335666634728,-2.363103762140235,188.95251187404847,-19.989515444747212,0.21682014437249109,-2.093768924465071,-9.228897444507652,5.273226659733808,-8.314697201290528,70.02404722102438,10.073161420465567,-0.000951397930127218,2.061081814168915,-1120.6038591183308,-71190.36752019078,-35158.337003629655,-36032.030516564846,7.762625689121312,40.788766557010604,0.46515998860520114,-23.882424614082993,-5.5300719407161445,-0.028963842656793304,-68010.4061735954,139.3142148545412,12.698271728040709,-590.922610630867
2011-07-29,-22.25512845896069,0.6940659901279053,-5.9066917681390585,195.17945488973925,0.10428226064157241,-185.86751087646792,65.61441897033214,76.26108297459882,173.47129592706867,-108.81614717615692,3060.482007275727,74.26532525472976,-60.356809881359574,134.99746184274693,21.670410777002992,161.98032474214568,264.1095949665432,-242106.9312015968,219.31128045177638,62.98841597698634,65.22034650775096,320.4380779101914,-254.04322495771495,64.07242548980207,-23.919216372618983,188.0411487091462,378.13064833964177,188.04114870914617,-23.919216372618983,13.50677468538061,111.31955477832545,763.136144229798,86.73780806205066,-45.749106424621566,122.05559853512881,280.9977681205022,-259.52547634492703,88.74265318687844,-147.2089870473109,303.74846490494366,-337.57042021013996,467.0571122250431,337.7493642970233,61.95319571949764,115.82916725036851,407.47067914313794,803.8382057041613,0.5562565123208341,1329.257989743502,104.97608827441928,793.7304935301659,742.781657090251,1962.436910845683,0.0,-35.49047232998748,-1.4743822109930846,-11.475368738517531,-26.209917060742555,-333.03900464258027,-3.4130346900731183,-1.0923812947053193,-3.215470639731426,1036.6953922433104,32.20049369709977,-51.691391126131975,-0.004840133571937688,-0.9656007718674005,10.090415815126477,73.60184598533033,-312.5467381991202,112.67551675977643,-0.0008107595683441993,-5.070548521858768,1343.8575362087674,-18094.740463726223,-22791.746036516502,4697.0055727772415,-21.428461328652908,-353.1382766807528,3.2538645462903624,163.81689112188542,-0.10434417282284514,9.494069058717088,7273.173616980668,-270.08163660380524,-52.13094603151467,984.1840753525867
2011-08-31,-43.65438177370922,1.1708834100865062,-7.945462125690571,195.6560878572784,0.18894728983983805,-59.88844968661516,-184.16407533940392,66.44826333228407,76.295395388424,-502.2900218388334,3664.5516503488243,5.812554754321233,-83.15280043488698,-60.19867710368485,134.64377310965796,21.613635041899443,282.61074323032943,-245836.92463079793,120.70437749970132,67.69152237268884,81.71559337710615,167.03814959171712,56.4290294245765,47.60892632148604,-0.07945242442605105,158.51377246861324,336.301036131728,158.5137724686132,-0.07945242442605105,-0.28698913072826987,99.61089395998522,4629.689983762403,78.61265726556233,-39.51094027589192,169.7986291638115,324.12220005653916,86.05268434905528,5.749623574335057,-39.4726757489458,2.805432979414217,-7.483558579130829,194.64759569382053,31.638163917986006,68.37899139727288,144.431082165998,357.11780528238774,450.0723789477787,0.40617990621096056,949.7816519507835,110.01205539537614,4071.347569458755,741.2552932498296,1188.1221878665774,0.0,0.13271014678309712,-1.1092624085628842,-191.36900915795349,-12.372164999535926,367.86502605910005,4.053494992046922,75.31597881470361,-1.3536647519130458,-970.2808875024084,109.26287671178397,9.753242781337462,4.400193594402735,-1.0292788458016275,8.550524654411873,130.9719417000747,255.78156660586137,105.67673783556984,0.013597363651101535,-98.33523853639213,4597.36865101587,636955.4060063437,47703.28459866531,589252.1214076802,-2.209595428521462,522.5626514094965,8.695350567682127,-395.10176646609943,9.519119361147759,-16.72407143864774,5281.437775906234,190.73096650771186,13.631433784481487,-310.3184772325221
2011-09-30,-63.87866141061852,2.5934692259510523,-20.540114357048992,226.9193017966864,1.2686121074494483,-317.1147525045791,-59.05883360853508,-181.41002815457603,66.45788268839429,-1165.688281397891,2639.5018221453965,14.442483052324986,-110.94714614930488,-82.36842451011334,-59.630826198166304,133.3736855901089,298.7316987198741,-579854.1464306678,162.89221957959455,53.54699915283974,91.13445261742795,114.29421632217633,32.15750031052001,50.61871267095887,3.7787584553983566,156.65242845967077,276.9375470599973,156.65242845967066,3.7787584553983566,-2.540927788868064,63.942933854958916,4366.496684074536,70.47418053637604,-25.565729690875898,184.55248894539815,343.10814358382294,59.86449282894867,56.1609811938915,-35.98282889018834,178.274665238545,173.61115536157166,379.1499874556572,215.58360246887716,75.58705539657107,155.1245994662569,383.309448905724,561.2816991394812,0.47887950665250023,-307.4397440822542,112.89936606494815,4728.38658891791,711.6958877569526,-1771.644406235774,3.325652461640723,-3.748776117946022,-1.5260710576877656,73.36768557723349,-44.42813945040052,561.9384331310243,-77.17745035537416,157.09103095861428,0.5603633114440717,-841.2360133176526,58.58121431895324,-30.365009334322792,0.06772573094182022,0.9087343421204537,10.896629698655772,-0.5531753207055772,-254.84580705707958,92.90054749144656,-0.013715665454035353,-6.9532974437642,1099.9580565760007,-311564.5465882942,-109807.30005655997,-201757.24653172493,-4.359294674027598,-471.2423766751872,1.077945253242241,199.2511690533538,-0.600889736618818,-1.5421713737100902,304754.3164845522,-50.16428602238739,-31.133881070341886,1359.6746454010718
2011-10-31,66.1076615959418,9.374450661777006,-26.00667448687239,192.60445826283163,2.0528365408334475,-587.8718257582757,-310.3915345691794,-58.73303287141175,-178.40752483010854,-1846.873613334234,1541.7391259413744,-129.14732809178557,-282.87660997821655,-108.91621717154504,-80.86063971351393,-58.539261637049606,289.1631380276553,-572731.7104377102,142.13519087534624,52.795080849757326,87.97455894160217,98.35515212013138,39.0867867298949,57.598032540913955,-7.044485981664352,144.97391596989655,280.72375950868894,144.97391596989647,-7.044485981664352,-4.731843821532699,49.82438516465563,4355.861114593868,68.973837765128,7.449113255363747,180.59096392551348,326.5128310699685,76.80883366603278,15.415458904660433,-18.99093440716907,121.99415336946609,149.05673934407113,366.40820210356173,158.84910380514995,71.30393924301745,145.22364785013522,360.4314254088799,501.760865461629,0.6019049007139344,-458.9800074145642,101.42006437110983,2295.0096847071745,1170.2264953427384,982.773815552504,-3.325652461640723,-3.403290557009541,-1.2388709771752247,254.99675651659985,-85.40302052723109,267.22829477146047,-0.4454646516437606,-17.070769253311937,-2.2958047207339405,-481.8929001981519,-12.979397472154233,-7.477348087941095,-0.08064991861150883,-3.243231498570566,-9.67833702474644,-28.49618315112957,-110.98857839234006,-13.423582482896563,-0.04440061547176821,-8.98851959923769,-127.90280005647674,-528621.0309945047,-213483.2638994269,-315137.7670950666,11.484678048417809,-187.52087589721486,-2.9042020829754023,-195.39928602702093,-0.3535963997730178,-2.271804053349854,-7993.9074817922665,-193.4623299141731,-42.57096377427979,-36.58119700756288
2011-11-30,-0.6203895365654177,3.1037580007676824,34.90318182352129,253.04441402159222,3.7523785214074903,-860.3554190684447,-568.6811619374674,-301.2036039322335,-57.99890474021653,-849.4790364651258,1066.190398710108,-181.41014763275427,-351.0726132171143,-274.69667264516113,-105.76668907487668,-78.5223941950236,258.2339748217399,-970153.4097313312,47.319446195923,11.003673973807077,68.77266123416392,232.34760468416502,-205.27787507827415,-1.4812409644859326,50.698439822194125,61.28837441180183,171.0886498338465,61.288374411801776,50.698439822194125,-12.897354112346228,-32.69118396593185,69.85462715136671,78.07830230624884,104.38792865475995,-6.561125126015553,256.42278624094183,-146.21628520640738,54.13532284999954,49.9172204177634,54.656134306393085,14.15808285246489,320.2102405283489,127.64713299179616,50.99544599233592,87.5968946603145,481.72096863352647,163.63308334673312,0.9580332131586142,-606.0912699560307,75.1302189975796,2662.951823658554,1917.9141034595377,2024.5941907648594,0.0,7.099590782395012,-1.6635472650955876,-185.61174397520813,-132.44146675554657,1266.9845391979188,-106.18115449230294,-74.45330357982766,-0.14677417641262824,-1002.9835468221086,902.4241364745358,-43.40077583592267,8.6809445395511,-2.3886147568894387,-28.22511649650704,1666.8045947781948,-174.423654955046,762.7511479494328,-0.0525813505576842,-27.27541109325165,2972.2183361853668,-1392031.4074567892,-512480.62978177704,-879550.7776750289,3.0673514538894544,-286.43866824991164,20.15134383518366,-436.6260171621743,7.469173596523568,-12.011132708218668,1448185.9173792407,-326.35010047807737,-82.18945891552767,664.1927576458402
2011-12-30,-9.396459308369794,2.4994153131864336,-0.9238336497515377,228.95589151992442,0.0025903624214380404,912.2797726915377,-886.5166504262716,-588.2450324735112,-310.0160142446273,-572.9621368280262,3223.4785563041664,302.7077373826513,492.1824804943312,-361.3716483666082,-282.7551499530221,-108.86945131669844,266.6534841584546,-999711.0179058107,19.689108818788146,-3.671007101957157,78.65841346721889,227.0584611730698,-106.57475685776603,-23.305434551729306,98.86160145412835,44.17071294707133,119.54254166487368,44.170712947071294,98.86160145412835,-19.746056883738124,-44.70476912317964,-1287.9101661800637,77.68711588837948,97.5430383215832,-48.199562345585434,264.89528515828476,-83.8686135477334,83.14544070423956,71.3088557804928,36.6148903000861,30.237259547138944,258.1302507384089,108.65919837952524,54.21182619690759,92.91811605568313,524.1169436115433,62.81157227316347,1.1890157629292595,-914.6810817759642,36.97151380476187,4064.9162457037382,1782.8158963565031,-2563.210199341567,0.0,12.472213920556669,0.4534228812150225,424.7999103754522,130.4749059820424,1471.063055830974,215.7197401507196,73.95463132282975,-0.266068477358429,-127.60522485303318,310.7402285513117,19.018424233833173,-0.305776384299147,4.984477653848842,7.928658999869441,328.2959040030346,264.87166428382625,199.5035461293337,0.07598846511971447,12.985598377972565,782.0547435232547,558749.2381605208,179317.178401364,379421.88643021137,-2.6303365335146207,395.2886229585838,4.277999764474707,318.5314966037913,-5.80021359981567,2.5627581705467435,30596.137825951213,318.94956639945667,64.69336569145389,-422.6554142197674
