date,excess_log_return,illiq,turn,RF,log_Mkt-RF,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom1m,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,chatoia,chinv,ep,gma,lev,lgr,pchquick,sp,cfp,agr,grnoa,pctacc,chatq,cfpq,chcshoq,ibq_adj,chtx,invest,chinvest,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,rsup,O-score,chfeps,sfe,disp,baspread,beta,idiovol,size,mom,chmom,max,r_sq,gammaps,bm,cash,rd_mve,cashdebt,cashpr,depr,quick,acc,stdacc,stdcf,chcapx,oa,ol,noa,currat,dy,egr,operprof,saleinv,rd_sale,roaq,roavol,roeq,salecash,salerec,chsaleq,tang,sue,chnanalyst
2010-07-30,7.3290984361620675,2.5837026924388606,3022.536802903349,1.3569399670943874,-7.776008769284927,0.4456078665695986,55.15245800590522,-129.3267931484254,165.40076554386187,329.2911483855372,70.01417510646542,-0.5787070983663156,-9.637609047040735,-154.4987745162771,37.226189914669554,115.02739223665647,62.8589762705983,2184.443802011117,-342.4310236566022,28.86227181865648,-0.6950125653662256,291.45510315860594,1529.2078398659078,123.16137658597832,-264.07554101074396,1058.2137074817908,-48.547462019022745,44.10164073661353,402.35574301148745,-5.348744634106459,44.10164073661355,-48.547462019022745,2.52700113417532,-104.50458721494715,-893.8114854546745,20.400177012289305,-32.61847129685458,31.166435637572974,-17.357593122246225,-23.50806182147718,-617.308747762953,-365.011944311078,-257.75829004362475,-561.0096250824818,-30.17429576502999,-32408.66507306797,213.84472975113655,37.576946940064516,474.0280386260051,-40.53087968079994,-2.4407516023822495,-0.18160035363689175,-19.989363485865624,-38.58891306641044,170.44261466588523,-8.807468082938044,691.8121523859465,0.4202467875297433,-62.94009670317382,-6.8046045698091575,0.0,-49.54805103252431,998.8860411264886,-2.6335719960887047,-28.216956403008226,64.37097240301802,-0.006307326369007438,-1.9551857181450032,-1406.2076836416288,96166.58887622599,15627.195352246054,80539.39352397807,-31.406819970561628,-3.3755201436708684,-65.44257739416351,-88.43203604742735,-542.3215335618097,0.0,-21.317470859763375,-0.7456612153841391,-60.084207942783614,-496.56615481424524,0.0,-357.51139809181274,-87.50910351979621,0.2744810872956406,694.3146896368003
2010-08-31,-13.822204399769314,5.572587280678933,1693.772653904492,1.3380134680976972,8.964388317863236,0.6005937894458808,90.17716329779529,-354.41690298881167,-125.70612529340838,161.386975148878,319.3753223416136,-222.10687850986847,17.979302384976894,-104.75865680810878,-150.2276827088652,36.19707835528334,111.8474799418947,1562.7504267155223,-342.8906859435061,27.81934346568571,-1.2317902057475183,281.0189430357487,1497.6842252111228,94.09692627150454,-254.5060987814607,1036.3196972116498,-49.05997147634635,32.658511425517005,390.0236689294635,-5.142775255227111,32.658511425517,-49.05997147634635,73.78953610742009,-108.64692825760504,-885.4566940182912,19.851852259787375,-50.70523496958997,31.77905426219725,-39.685521001639316,-28.392938034056236,-598.5069973260356,-359.9848184631114,-270.26414700904496,-544.0760067740674,-28.136526596468187,-31772.1641256805,435.07992749606547,50.11168906292566,396.92549045580074,18.077546083591827,1.9984133421359616,-0.19817694926051033,-51.973594349975656,154.64772429007212,-37.19092266688381,-32.60175553572253,-2.083909071786479,0.05216851404737932,-13.149314998913951,-9.91746230553963,0.0,-2.880780050033991,-120.9658151927506,-4.722439462497761,-44.59645048971174,-0.8575641966251624,-0.007069637128915396,-1.8277918120516574,37.13794628469486,-196588.810472277,-107707.63562980574,-88881.17484247126,-103.53171609962646,-0.026544748704147025,-2.8976533742310657,-8.926290742263106,-99.79809937055688,0.0,-1.9211058981598086,-1.0266175540736882,-3.003937767576076,-278.93594949634644,0.0,-16.903787542954205,-22.43314239428412,-0.012310646342980874,4385.407904599364
2010-09-30,24.46463613945082,6.714476274914492,1573.1114248526462,1.3434182990703878,-6.565307309246898,0.3208476473387065,67.3586872132061,98.37686886356937,-356.63590077501897,-126.04563030397158,162.1080830304787,-568.3319476680806,-5.716532553156686,123.42140794234959,-105.56657407667262,-151.38626513799224,36.47623661834087,1442.8827564011513,-136.1946109686618,2.625939047943855,-35.14042608688842,288.493461064252,1920.9576440159387,-53.98955026565541,-127.73105357450397,1294.0572841598907,-60.58794669973696,-25.098863554257218,11.321576276557337,-11.325284888100178,-25.098863554257264,-60.58794669973696,70.76114205536429,-84.14153805812921,-11535.259985922352,-12.470316667307833,-154.63426790175734,-22.122453730095167,-0.8630253946669768,0.04054989144994714,-211.32904435567397,-171.09604997500983,-148.28295531233027,-189.70724642027582,-29.069247919195547,-6792.213046738926,460.45696510228447,48.084519940202945,310.76803821282255,7.320732623206581,-2.479546826883052,0.03726518974814752,14.098431011939056,416.32490435687237,474.99197423575515,-15.667027477502302,5.268968421535874,-0.021812986192753403,338.64629124571616,-7.462532561117655,0.0,-5.13246631113536,-1997.0963575319565,1.1168583990597512,-74.8719768821586,-7.60347396704649,0.008724439673335194,2.4187375724950613,-54.1761827399215,14232.160749482922,-15332.770562323742,29564.93131180713,7.221551327944326,1.1962890037224536,-37.443865576901274,-1.5631397941362053,617.0789734199425,0.0,-6.07992322025742,0.5442996464064933,-19.289271803189045,-36.43851236144474,0.0,290.7174604270844,-8.433242791712928,-0.5142067389802619,-827.5217336974861
2010-10-29,3.2646493364622358,1.7826225062627596,1416.1748219607418,1.332546675698865,12.140950033513489,1.1061726422375726,56.472287901855836,-180.52069969316796,97.17203178040276,-350.70915254188617,-123.31521613045678,-94.60051564183684,-10.98512414460571,-88.64273559999216,121.52329222493883,-103.9430504365782,-149.0580738294572,1610.6386146006337,11.835471352009533,4.960888670499717,-27.264540533292305,290.7967497012085,1975.4759650435785,-48.88325554811147,-154.19211650050966,1381.3669505472385,-52.69841447648702,-33.63237829354516,44.63619358105602,-10.834383901254263,-33.6323782935452,-52.69841447648702,50.22133634816867,-28.130469521580753,-11070.694266333752,-0.1692834242046044,-150.81601245209973,-38.36901011633164,1.5457856425778476,-6.84591616946574,17.793054295822643,-58.464781113951496,8.501420006693882,23.0234071081517,-29.472163365413422,-6998.3293381686535,133.75210065861646,49.43113116038335,280.1474544908292,-31.832840704863543,-1.3761105269106224,-0.42565166241272934,-28.331039484787425,147.10145222080575,-659.7830281901806,-21.690365576590523,-12.243097789418698,0.10205505925041392,40.40542804445681,-18.79304409992065,0.0,9.787368596649102,-1425.347798890385,-2.875875423653426,-78.42479571161903,-3.846162139954373,-0.005997657212533425,-2.0108246838917267,178.59210667140502,-61410.788629689254,-125919.53663405403,64508.748004364315,-81.89984477548751,1.5917278321097572,-23.647136687343092,10.05816410300379,-100.53065689829964,0.0,5.1443988565702785,-0.9495104398618963,10.449777099022496,1085.6128853705522,0.0,218.39328711964095,-14.347911915271993,-0.12670244031253775,-401.6891260151822
2010-11-30,1.9056193866970226,1.0925688483376332,1484.7990340262177,1.3502233574444273,5.139282401140953,0.19561373644629682,146.36793404827876,351.1720538872656,-185.5902340370738,100.06194877858557,-361.1297794949662,312.1050759134434,11.74030474132396,169.72736960275103,-91.0385724033981,124.807825063562,-106.7524243126058,1777.361494058578,-3.7149365831214283,38.329294242890086,-29.882365038142993,290.24709909968095,2034.595681775345,90.33555657107031,-277.6382149393357,1360.2608344713415,-87.75187085130604,6.890269897184847,47.67798039047702,0.8689312804409242,6.890269897184819,-87.75187085130604,-22.678985561822866,-30.851852252512685,-11093.647064745537,0.4297446821811908,-155.136288934673,-92.25812027129201,28.704265408124115,22.140775246869406,-79.99877704915072,-87.9843456308481,-5.14011608415587,-63.516149512177535,-33.29155283091926,-7524.35254115225,119.82583031668324,52.70651623318401,271.9040462222277,31.43729523915148,13.607290465679,-0.01727277266596161,49.02452926687238,-73.59835270098807,-277.76705454338116,57.753782822587425,58.43703694618125,1.1847808739412078,-4.982570049560536,-0.009049997189379155,0.0,-5.744953029660508,-5115.5716913057295,4.583604811536148,1.4913489519285577,13.067211092548153,3.72901093118605e-05,1.6082219576587704,269.10759913024833,223340.8200881956,121025.27197925653,102315.54810894001,-2.384301339191097,0.3277809492918422,-3.3127347137015306,0.0809684084089497,82.80625843977396,0.0,-0.6506880706071314,0.8775717929858402,-0.917477984240044,4379.624007433667,0.0,-26.662004348494115,16.603813272197954,-0.047207596579951994,-3203.289585904885
2010-12-31,7.100022749441399,2.435289753098465,1183.785996068387,1.352127984934004,0.8087713405137023,0.004837641765607486,95.46596750819108,46.85968762266525,352.0755006486294,-185.95487174029685,100.7463236736797,242.04352028687933,-10.269557250343363,71.09062405633168,170.17105922975435,-91.276559183769,125.13408910382348,1908.9857339475905,20.15500314742887,97.79224237809561,-8.845136955889544,287.1786425205522,2161.1191867118305,266.98377469460956,-350.7066566619086,1349.2781119930544,-93.00598480113251,103.49869947393421,78.64888971056354,-2.4564561240880027,103.49869947393424,-93.00598480113251,-17.249768454383826,42.193127262518,2438.723828286876,77.27486670582445,88.98416848734448,-144.46417957573186,12.224319505036053,17.04592822285511,-240.653810293222,-63.366499635568886,53.84755464890057,-156.26979516652574,-40.41893601724152,-7487.096523694223,584.4388545183767,71.0867178676169,252.04359970440456,-2.317521056710902,-3.422288923916966,-0.13468524344029476,4.86977654856787,-360.15962676142505,39.02602634906225,-12.016919276016893,-8.528542175140615,0.43460809105002784,-21.9677611504344,-11.926858823151463,0.0,8.651903846745654,-4137.366717443339,1.4511220065897277,-85.9976521423639,-9.749843638153578,0.005979601490739173,0.5551709483067953,2160.4127441428864,240090.63579811063,224253.426499662,15837.209298447706,-156.39561318574533,0.714025749817532,71.50639694899864,6.989104739387486,629.8036564583017,0.0,5.64823832386285,0.21262283522341363,19.449427413765243,1988.9203038168525,0.0,56.27452163949653,5.122617444779621,0.00728318291529384,1423.8590067362657
2011-01-31,-6.724064306369666,0.3006515784825179,875.1001192054744,1.351712769315158,8.917059895289338,0.5882459571382361,148.00713095752081,31.205511372539476,47.465130853963934,353.5382372399089,-185.47363836386813,515.7301442244828,-14.893577620496561,11.171208911749037,71.08682015060604,170.16195374397293,-91.27167517225972,3340.4735047990853,13.4963379156993,132.42767898959852,-19.0792212036945,283.88046658773317,2196.1333639163695,392.34568471799,-150.63875477810885,1243.9339336587057,-54.51930666477793,188.5851004089157,66.32079265299427,-1.8935018313877816,188.58510040891576,-54.51930666477793,-11.877306617775407,32.38987190628679,2273.298116110897,72.34735739008958,95.66543979798753,31.468692742308264,11.458464085592492,-11.07840536451481,-391.90078813190473,-327.4190692384726,-23.730595372989136,-251.7874260019042,-63.97771555437085,-7623.589518579292,1990.1638625008295,195.69394208803934,265.4584450442076,-13.065760524524308,1.1115862039542606,-0.19583260935564795,-0.09993851202079895,201.53400134189178,-16.309107225460934,-4.2827378122152595,4.58612309319426,-0.2107598133722104,-31.492128947197898,-7.071728529518538,0.0,-2.2929088545232332,4451.298210458372,-0.8238609234106917,258.8164260905585,-17.778416336343746,0.0014106938559542703,0.9653486778529015,2471.7328133029273,1429472.8204516256,1304994.7001154572,124478.12033616984,341.7998444924169,0.356433987872391,17.588543680788955,3.054254255304386,-71.21452983161726,0.0,0.8207195604681665,0.28627291704610514,0.8980035041691039,-1644.1286866753835,0.0,-32.3026030605765,7.689263634202348,0.14251196761495633,1364.5540352687105
2011-02-28,3.3341574313203486,0.2905742523740229,1574.6622690829458,1.3804674098880827,2.7198834871547435,0.05358885063643445,135.1817601151339,94.04342073216914,31.769013846220197,47.319969783412645,372.63098224658887,73.82562094816014,-7.686245066270876,128.10603575297162,11.615563320910383,73.91442298363158,176.93044361959602,4040.257739955395,65.52088476713433,94.9680358184858,-5.280022076815753,316.93575128638213,2262.9353438894577,283.1456501490753,118.64440909995992,1347.0976670249909,-25.425245342898116,160.82254244822707,52.83337049558398,-4.254598532439693,160.8225424482271,-25.425245342898116,-11.921666856254472,46.394913952547455,2372.3823006052894,73.20256852558107,92.61158607184093,115.4032557914488,-20.7947835964689,-0.13544771247665643,-219.50712550001708,-334.4238335560792,65.22899166682251,-82.35897117768731,-78.08976249240347,-7683.347260703686,2255.3554356416553,210.63322805133785,264.45473587002226,-8.747096897355817,-0.6459145474688626,0.8159086556116186,74.28849190851042,-130.61854597672846,-55.69162435426563,29.60155671840863,9.462317974430448,0.9632738535389436,90.09182809328217,10.844226335641594,0.0,44.89195222655957,4418.704852394085,7.977946118400084,98.32731849465767,-4.705101245953139,0.013848576054993122,1.3666881865724463,294.63740537726335,-33584.842739922926,-64248.93732361123,30664.094583687838,169.0446331115554,0.048811672838461106,13.61755639061645,29.779990060226595,99.52588930455568,0.0,8.822705335592676,0.6226334883623821,13.758139129135166,-2628.5797378558364,0.0,112.97288033227927,11.790625297300494,0.06960713105375671,196.7074307078267
2011-03-31,2.871249437493788,0.1119657850912448,1410.5382215129534,1.3755210031678615,4.7182332888313825,0.16184213339212492,128.88897609993367,-98.11785593924796,92.70118518586993,31.276427152235797,47.10352480294219,73.22424361915826,1.3020545448782168,37.98186175877075,127.17137703532588,11.530816435609916,73.3751450378631,4154.846649096841,68.13206245449028,94.6020997544113,-5.389103752182531,312.0850044702122,2257.873212288886,300.92668354187987,116.53760015968459,1338.436664215132,-27.39997709465686,165.02289261067025,63.07758198083216,-4.188289292898452,165.0228926106703,-27.39997709465686,-13.272108761561013,47.39423468093703,2292.603368010175,72.70199849859995,141.66555174782164,113.68899757501886,-36.804368285886945,26.834255902249943,0.0,-318.5342533292729,75.15028706177002,-284.54551986451145,-78.51063449452654,-7622.371279765494,2124.497740844158,191.3292968065312,365.28489248589074,-17.596368743066805,-1.1028551962997142,-0.17521218460618826,-14.168236374198614,327.827519662005,-169.38796177453355,-22.413481514570492,17.614687478372275,0.9990231674866448,-20.714122776256545,-6.845126885947451,0.0,-11.86269840412723,239.8269755551064,-3.1870278975040662,-14.604687568107465,1.0513459207737466,-0.0035851860539031777,-0.917779322516239,-424.4915788469352,-12569.351583344862,-1458.82040027529,-11110.53118306864,-30.31248658577806,-0.08248407772800448,-2.2847816667702503,0.004377335741054367,8775.812664959158,0.0,0.1488385439087061,-0.42389479088572557,0.26052304102599777,361.9507784428424,0.0,9.692925066648513,83.73686610539187,-0.006917109404735999,-592.8617168958298
2011-04-29,15.795793225726246,0.4131989878027856,1610.2755685002023,1.377427263128819,0.6320999228408899,0.002900699900101401,128.66843678617056,49.30006143733205,-98.77172289326397,93.31029942507936,31.786023890076393,85.12980317417882,-31.943717715493907,66.31111292362438,38.088886339788544,127.52971816749849,11.56330775490469,5735.709318829839,286.51558523912695,-115.35612196457501,84.61107081515067,385.28141867251225,1952.4109281983015,-81.82475297599113,1029.116106991425,1833.2015316977934,233.3753921791112,-22.096597078369257,-106.07711646345389,-17.624603292822925,-22.09659707836927,233.3753921791112,41.16403921242076,61.15618790474035,-170.16568220741405,-6.816200944718817,84.72719957353124,74.42167696503924,10.40326237236488,72.32015193781614,0.0,453.14134108117696,441.62095270309675,1002.9494417861513,-112.80651732628985,-7455.331775767744,1874.611457669523,193.78282743511357,418.3281826319188,0.8496836982595966,-3.880681008906066,-0.06322365507822525,5.431995408985358,321.4795492013436,1056.5770493775183,-5.709311160842503,-2.980249682982958,0.5025713391044516,-43.70870597888597,85.79324433202407,0.0,74.31857627548803,6502.370643641778,4.7877730846307145,136.38849959342224,-75.31656097645862,-0.010863275178675913,0.22498156093500654,-1728.0496958233307,-1574696.0299319979,-1411736.1168112862,-162959.91312071355,-36.84230693025165,3.340352084500452,51.01702047186939,100.35331204627738,-1899.0277263150929,0.0,31.055005760091028,-0.9547416738083214,67.99226754854149,-2876.550865430463,0.0,520.2784514573759,99.71666451379224,1.5784999418806518,-3685.404720943828
2011-05-31,-0.330733635580609,0.32459419962291686,1529.7076820127943,0.0,3.941400375041083,0.11267461315759097,138.4119616971334,42.593513129436396,50.20087417582718,-99.46092297307115,94.70511474713197,218.4805895260721,25.27295700318771,8.887979299048705,66.43518611512376,38.16015357510516,127.76833607702268,4923.57753294823,225.06263426257806,-125.59503995922168,78.68734052178309,390.6582843733378,1938.7979817388923,-103.76563811410983,983.1097097559258,1773.2933745217113,257.82469686374253,-13.404074342902405,-231.59438523594127,-17.51725006857795,-13.404074342902483,257.82469686374253,44.92996831335372,58.07406437495912,391.8420305338824,-39.60930250298266,43.2728389795485,107.2535251293509,117.00385158927827,-12.432630896304852,805.055693214024,684.2153461253367,406.412390403776,1151.8661745540003,-102.6280486542803,-7357.246201171151,-2403.141548766319,49.99069176056561,267.09456596412963,-1.1877384102365909,0.6228529110265129,0.0083951289533708,3.6171437567838893,-85.75293357015775,62.2134364696733,-63.86640112329661,-3.1549328939742054,-0.5189869299076965,-6.0388344982522995,47.989387278588424,0.0,26.990488549784118,-2545.131472343017,5.4294812582166685,147.80198987469544,-52.31890725318458,0.001032553131237901,2.9545570323418104,-500.15966284956585,-137978.54768796545,-35791.4456978403,-102187.10199012654,166.0469015843123,-0.27497781377184083,20.11125592679072,19.461016885867195,178.97197573704398,0.0,8.456630345639077,1.6243585659047781,16.07072358186349,753.2047618688939,0.0,-98.58022930968764,17.826319526340058,-0.16362838723553486,1028.7971618435367
2011-06-30,2.0236831365327497,0.3067709444227447,1579.039587838482,0.0,-1.7764169471339821,0.02270497897249682,144.41538565241865,231.74913401418922,43.44826084991332,51.305492966815656,-101.52212950006063,315.62381725640137,15.941392515146251,56.266832436665666,9.032209608827191,67.51326777476503,38.779400153674615,2370.4173120140113,-96.44118672026677,-77.59984241339033,33.08825150007796,358.56163856948695,1574.8691325522527,-205.83541569594004,114.11849961576358,1330.8917682503284,2.838316263281598,-79.15731592987161,54.65054707262253,5.0511154159166844,-79.1573159298717,2.838316263281598,-10.779131674266244,-30.91154176545067,486.2744740274884,-9.362317917451557,27.198572810571857,132.7069693003321,12.722124232476578,-57.2249035081156,64.64405827553713,140.1344028071729,11.831923339620515,215.99427939580676,-41.3211491329156,-8422.501494880018,-2063.839919378945,52.057985753659274,286.9293664940685,1.4946918676283332,3.259131588517022,0.3109979875309179,31.429644851959438,-76.75468529035146,238.84102844287054,16.713621018356378,-3.202218364895316,1.4386339623361963,-124.38280199569749,-37.30043893172308,0.0,-38.713217228839824,-271.67952717086155,-2.9993833409995148,-18.133792413271976,90.48829116799104,0.011098774113030785,0.9727989163514081,-1695.2356016059907,128864.8488314338,-50487.77140717814,179352.62023861287,199.46511488244732,-3.2181253660984748,-38.21523911853107,-52.51107742642364,-7622.904794855067,0.0,-19.728044814077037,0.4143529436432445,-37.91177262063354,885.6190770033681,0.0,-673.353843789379,-100.78867645783419,-1.0538564366809644,-217.5495430023425
2011-07-29,-8.147516861731207,0.7340770302340582,1922.2959424550613,0.0,-2.454001477500443,0.04332523716099218,125.31735315700283,-9.65919883199992,231.06287435664547,43.08484883675454,50.60789768792896,287.78704650133284,13.664779839771008,-25.14887174485292,56.24939191513551,9.029409976444743,67.49234129731454,2401.1728011095797,-315.807392438488,13.986834807000255,11.856739385665827,312.7651031089431,1607.1898331793473,-60.28396356415332,-146.44654145964003,1201.4156720313938,-36.35596447583341,-22.685897771346173,146.3547777424119,5.7132054066793945,-22.685897771346212,-36.35596447583341,-17.73611697849205,-116.98839453037212,7918.329938090665,17.82344268001288,26.6104937265095,70.46616579210884,-58.43832929141008,-31.219232573071764,-476.46586191544753,-183.79501419302275,-250.70822800377272,-472.06664222353606,-36.36406591990086,-7872.101753688861,80.55335639436004,58.21166337042734,248.2181324663801,-13.490464259613134,8.8851021213992,-0.24107015147866662,-0.610076007127418,-0.480867054012208,-70.4150067767373,4.231331563586195,14.145006690204696,-0.7758674059336392,-7.687136488129454,5.269148345439476,0.0,-60.877076151428696,417.20234771883133,-2.2074799129048586,-21.156215744135125,47.00786681853714,0.00018356644128864064,-1.7649833417562206,-1431.8798041464693,101543.60078137834,206430.13785596192,-104886.53707458265,-24.35335246561317,-3.68415456803321,-72.23442745187847,-82.1211612052825,-395.92670445260956,0.0,-23.925991845222814,-0.6295341727195805,-56.92060348635197,-1519.005203151537,0.0,-351.6024019813382,-69.67749223534167,0.042126350931220136,4840.641622146141
2011-08-31,-8.706821864263432,0.4712539258578353,1455.5379668252929,0.0,-3.3094209877141187,0.0786997806642134,920.3854548494467,26.74924209569242,-9.909616049642233,234.08955188670825,42.618262537258005,133.0130165596717,13.272105104360625,-34.807468377708574,-25.19895347730566,56.361407556437584,9.047391240146522,2350.988832302418,-328.77322868410715,13.923542647799678,8.365367692960007,308.4042916340748,1617.2255196769713,-55.064656349513456,-146.35703894963828,1198.402246443459,-31.067794429800372,-28.85258882348419,165.49861219085454,3.548785780550811,-28.85258882348421,-31.067794429800372,-20.111126176425046,-136.57912696307147,7719.53106702665,17.877329552415233,9.107785699410513,70.22316716751473,-103.81306816665943,-20.72431305601907,-518.2721567390753,-226.7694137461536,-280.8779744948093,-472.43898106666205,-37.65669443154727,-7923.39993300485,203.81987891366484,55.49463048934926,244.73635325481843,37.71718196602491,-14.857399660156915,-0.1940527208637377,3.9183492915210536,434.77626154842267,22.078568687209554,15.60422875104075,-31.777378919570197,1.0724220170672536,1.3696892748848768,-3.0107136621376753,0.0,-21.106975828773244,86.47127449713571,-1.8985144001445917,26.778602327406816,-12.923013776775706,0.002809640618549214,1.1050115966809102,28.491035214727503,5568.082310222089,3032.161780003924,2535.9205302153714,30.377998588571245,0.08031576938377816,-11.722254683122966,-8.130096582797194,-107.21246327064546,0.0,-4.765250519714609,0.381917289145143,-7.298526562011112,137.7228316938581,0.0,-41.2888393408378,0.77451840959111,-0.0030528520136077486,-1019.4461585521553
2011-09-30,-4.061359317682194,32.68428950659815,1590.2103721156814,1.385366070440425,-8.556389412735948,0.528465373481426,1293.7177212379916,-116.00975622738704,26.794586082257112,-10.18327256848493,231.94027284410762,-215.9503980726515,-17.05526871804924,-46.45475006756121,-34.48853536914588,-24.968061130929353,55.84498064817343,2109.075887130216,-149.84044437291382,-10.368428508023843,22.070055950926378,307.0843322092944,1568.0769010501917,-12.631444409416453,127.27390482867753,1116.6186691099929,-10.346858854838878,-1.161612242573728,14.998875093916777,-1.359659022411006,-1.1616122425736712,-10.346858854838878,-16.161350589570393,-31.466631014990902,6924.141575867936,23.459226410662538,81.1109275379535,40.47389764622305,-87.58781174025856,-29.76593376498004,-243.1223539200892,-282.85246823637084,-157.05547343757237,-212.72484637160238,-38.5470173211867,-8234.83921740798,335.5466175904806,57.50358718830387,255.17513448555343,-9.537912560522884,-30.375207210764813,-1.0629828992801826,-18.06480761612829,25.012811408993286,-598.7764097962713,-10.520126879238148,-2.1983613033939946,-0.3900765719621939,-10.770903662384171,-9.260168710525193,0.0,1.2780994097543328,2084.8618599638776,-2.241365615328675,3.512069753192918,0.6141242494193175,0.001205820347902009,2.6173182275494753,-30.546896741234377,-150511.8988388097,-142018.92606641352,-8492.972772394773,-24.442726859571394,1.1815106051711712,19.20959596418056,-1.233721131519161,197.97452869188783,0.0,2.986665809647217,0.28674155979233973,15.965903436777047,-2160.289809306174,0.0,266.23147885486986,-8.1515088882403,0.8302784899539686,433.2584387939278
2011-10-31,15.4125940782937,0.8385926929695829,1510.0567602180229,0.0,-10.8809221329923,0.8588854589557429,1325.1476675380768,-112.47556014046887,-115.29230404745529,24.105118648521348,-9.354439223204828,-266.97173567008196,-77.89340701440402,-119.52201642087954,-46.01966171144357,-34.16552081978669,-24.734213942921624,1846.9559936851397,-12.581728262149106,-7.0964741088916234,20.542684623056203,313.4818262979753,1556.684321587862,-47.88342470758872,47.31752118551426,1162.3615586385442,15.341492509233916,-37.45039913012157,97.66357507849568,-4.441784132890275,-37.45039913012158,15.341492509233916,-32.0698655194376,14.940691139256757,7404.371385210987,29.425058381005947,87.56760204952171,10.018882331958618,-71.33236810623727,-28.50543770993164,-2.778197229359785,-203.51131056162723,-15.984712110863118,20.99382203162727,-50.57607871983414,-7138.268801338972,211.46080875587006,55.42432436427094,241.7037497410221,4.803582988435281,-3.6781400128126336,-1.383271091297825,-18.295991743473223,88.21156460892857,-755.852586313775,-4.442477950260923,-16.022483584979227,0.5690075390366003,-46.07761164582621,-32.06687843493137,0.0,6.768856158565427,962.2205838351629,-2.3498189464852715,-152.07686507065227,-13.215947264503889,-0.0005489720635184492,-2.415226880303976,220.7422821097084,24332.6994890403,-27661.975033985917,51994.674523027614,-132.43705772920612,1.8659994190529736,-42.087270348227364,6.290679058859581,-39.950206422474366,0.0,1.5544432746539592,-1.105077105451052,2.6850159374193296,105.78925124831767,0.0,224.00008756121105,-27.986996125645305,-0.06897401805879888,-2536.7377243942738
2011-11-30,2.9905602475843525,4.5831078539089125,1605.2215063149213,0.0,14.778438872995592,1.588803476065654,1387.2630535016665,-60.56921502257605,-113.66067438199522,-114.26850072413173,26.513610427495532,-67.83746931027342,-20.82408966783221,-151.8510154334761,-118.81578655515435,-45.74774143696673,-33.96364411201745,1634.3235166898066,-21.575906151274637,15.594406448087573,18.212142101090024,302.967824869331,1641.2585720296606,55.42418718341786,-129.13743180403713,1184.6422827092044,25.558098167361422,-10.388758796757449,124.29041510350196,-3.1047822342252434,-10.38875879675749,25.558098167361422,-39.713001063045546,31.81998192919835,7812.025872337052,29.122633038079965,93.14766050706055,11.287889896548133,-30.663633941904372,-14.524104843707923,-48.62015005393536,-223.69759848082964,-31.889286458865953,-42.842190601058114,-48.3278938442453,-7098.747599109841,171.84047220166053,54.672623150155374,238.06336236097061,29.96910085885328,-5.51669119230246,-0.5655993830317421,-11.434576510170018,148.31218823226305,-62.53526440127399,-85.72105986860498,-25.21187275658815,-0.01951821257680031,58.45336696229833,-3.985094364551685,0.0,-13.933408404918453,-5908.505311682545,0.12753754486963942,-11.586957220953082,-8.093950380433014,-0.00013590008639274842,-0.42574154262432273,440.18065189060235,-55220.60148978233,-26643.896406405605,-28576.705083376262,-34.844718419139554,0.07694859145185085,-11.972562608491756,-4.897994678977966,-15.802083910846704,0.0,0.5695555923779523,-0.3029104687105857,1.030816987044041,3199.1712492551324,0.0,-13.304545562647956,-7.527280354521849,-0.0029004938777548173,-166.96848812389135
2011-12-30,-0.12375767692909312,1.381798824221443,1399.5750968214898,0.0,-0.3884478491618072,0.0010891795416066493,924.0995244660029,226.25715612107444,-60.84083574618965,-117.03077704906565,-115.8769382221791,82.61587111241451,53.99506546475113,210.12130212273038,-154.27587188549614,-120.71311483977367,-46.47827132952033,1352.630978783262,22.70766595244152,77.0707159489955,5.294569141815456,306.17921188822186,1750.0216913373472,260.69517773141604,-324.1052258196188,1223.8634910328633,61.480215270302224,47.51228118370203,65.60115482409303,-191.4805795014567,47.512281183701944,61.480215270302224,-42.49966720190503,-17.945547840049635,8230.597894450946,47.96347751142717,-91.67753625151508,-162.46288010987772,-7.970129452660746,9.989744622598703,-165.88971343151448,-4.81798215492328,53.790567487322164,-100.15086439741756,-29.88535119998296,-7091.95615620025,775.7545888578564,93.91490419251085,220.67428531974187,-39.769653319657934,11.966135012763857,-0.23385941824275847,30.719665774983696,797.0442032190808,690.4891428934068,28.837259343498886,-125.84383038535225,-0.07569887054507096,-7.748340043231565,1.453078279344652,0.0,-3.107831500375795,-511.0961136795104,1.1901678931423163,-67.40403061920506,-30.496889768013688,0.012528588800948648,0.016498462004960857,2248.4582081170656,278593.3521873243,303637.6367185572,-25044.284531233832,-96.20381370064479,1.1464605725953207,-47.37993767861036,4.428210399236747,1086.765519534074,0.0,-1.6559162663219276,0.2278166988938537,-13.05343880001653,-255.74273799537696,0.0,75.03586562016937,25.554881111425175,-0.7878564849178772,87.26181706347381
