date,excess_log_return,illiq,log_Mkt-RF,baspread,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,chmom,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,bm,cashpr,chatoia,chinv,ep,gma,lgr,pchquick,acc,agr,chcapx,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,chinvest,egr,operprof,pchcurrat,pchdepr,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roaq,roeq,rsup,salerec,chsaleq,sue,chfeps,disp,turn,RF,beta,idiovol,size,mom,mom1m,max,r_sq,gammaps,cash,rd_mve,cashdebt,depr,lev,quick,sp,stdacc,stdcf,cfp,oa,ol,noa,cfpq,invest,currat,dy,pchgm_pchsale,saleinv,rd_sale,roavol,salecash,tang,O-score,sfe,chnanalyst
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-30,-0.9460755494655564,1.7405663108339182,-4.0407050802640105,139.89613545511543,0.10603339949973814,0.0,165.3290926814106,-123.24920377744375,53.91754573803645,15.423464230819672,0.0,-22.924210545772485,73.54669374074123,60.24583199455762,136.7682767104406,6.5408325442630595,1967.158174758,1063.7481041341073,18505.33468232964,38.799798574559226,-8.77011806797018,-0.9515036994365699,146.85863709503272,-114.81638000576733,-66.50191773807299,-59.457989076458894,-55.70368013427648,4234.119406029933,80.41328379697256,-134.3397040555945,-55.70368013427649,-4.667793980881583,-7.704448646739021,0.0,-953.062011273479,-28.882892777111717,45.69298208132886,-80.9002994829176,113.33302653063167,-32.471855986425346,23.049979933807002,25.475933672229317,326.0575052730761,7.479946969903551,19.118044820319845,16.91941867372384,3610.5108604734305,240.80105316578255,-0.7658691286949518,15.839103372171092,408.22859178606126,824.9858655272739,0.0,0.0,0.0,1839.3238193747445,0.0,51.91771735463658,265.36922061496284,0.0,0.0,666.175620112475,16.660938985619595,39.4344306457202,166.18439975352476,2665.9164610141866,5651.3181588624775,374.15081137818925,0.0,0.0,60.516869709848756,275682.32574000355,160930.80972444735,66928.0494288812,60.516869709848756,-3.258278901040808,6008.751057666208,1.1099513396507952,68.29068159904713,1914973.2491458906,83.65487258322838,0.0,1772.0455828023373,847.7474441271073,-2450.6684405048477,9.323536918392268,627.7443016498794
2009-12-31,16.724968616803753,2.468966649335572,11.064077673898472,253.28264511729571,0.5986697818410176,0.0,-106.98461820899881,166.62903606263419,-124.2900398263024,54.2246365465417,0.0,16.906456467198247,-65.2028951002604,73.43624645953611,60.15535901733317,136.56288767730436,920.0783278449934,1189.8720953635886,15751.290511231957,7.818263527532368,-11.212655822198908,-2.379403631563993,128.83784284480674,-48.65971344849959,105.85744097779826,-91.6633948197222,34.86386850142561,8325.66174954252,339.9490722270954,128.6947436879981,34.86386850142556,1.5368800332451023,12.123572958723114,0.0,-960.4338172371661,75.82875281556011,64.59504567877809,92.40420265418453,77.92772626405397,32.90257276242691,-77.81337893288462,104.4355621031856,297.72184077133505,8.343678622786703,19.37013575165689,14.123239130282798,3452.33053608899,177.3233449443284,-0.32248587129649336,44.487688989981834,359.1250499343134,-147.18855732297322,0.0,0.0,0.0,645.4184478970376,0.0,-60.621745854441215,41.6528426207509,0.0,0.0,16.278390654340797,0.604803112922145,12.16255103573009,-6.965052224524328,768.610970751924,280.89489985784803,-33.547301815509456,0.0,0.0,9.351294008711925,189527.72500814946,155455.77461380415,32235.708917519805,9.351294008711925,-0.6354202746162292,312.1899007300108,2.535141598064316,-47.240849610986594,-34918.962595592486,-1.5483320562881602,0.0,46.702129731481364,0.226734926389895,-241.63318007195085,1.9117866093546603,60.488115813016975
2010-01-29,-14.170017154260995,10.958650537714922,6.273452240528725,279.35290179720636,0.17017357923913692,0.0,-9.02679040155061,-110.23431338574231,165.9254555978585,-122.52307755997039,0.0,0.15886216790394234,153.9474831978413,-65.26895992513369,73.3377399672107,60.074667346706484,911.3629542865503,1182.3966831632101,15788.868584088095,8.155023906253135,-10.785671710516942,-2.038025988762157,129.0051987570122,-45.90185980211488,106.39221681063805,-92.19842080068476,37.27700291666806,8345.539861028652,338.4053099667416,130.16154785661283,37.277002916667996,1.6261451077105225,12.812807804952145,0.0,-960.9655050550504,77.57387710346408,65.75531120733858,93.6332594313505,78.8532333104296,32.916294796663955,-76.31425868583686,106.07420791487074,298.5271945017417,8.505499001497435,19.76419878736572,14.111281562704082,3431.707827933237,179.0710097121911,-0.3072976609974467,57.588669882098515,384.0753678789077,-45.98855391516099,2.312709363589726,0.0,0.0,360.37696785003936,0.0,290.16769908936243,-11.650106741480272,0.0,0.0,-1.6000934312708068,-0.27364744954453,-0.15484019983092168,-0.7194085462029705,-6.04649847550354,15.180475786242823,-3.042845497586484,0.0,0.0,-1.4131499269015677,-104.34426944010193,565.7072667347966,38.225154742613086,-1.4131499269015677,0.33580478360874455,12.027584914856561,0.030447047796475335,-0.23173793169740975,23561.371769147925,-0.3444910825772638,0.0,-9.009526018634688,-2.983476151996456,-2.1461665570946025,4.296683320462577,204.685424396627
2010-02-26,9.369536637286842,17.643149163064386,-7.95818895538933,199.8393135144595,0.2719906194507209,0.0,205.8494382969323,-11.799118772974333,-110.17194062461176,168.95435465351142,0.0,-31.457089816753374,78.27330764073837,156.13500106534454,-66.16008925768288,74.41020867759339,1222.6589552224632,1232.3261548895566,15610.298519462878,7.439548024719308,-11.692840335228619,2.9272136084221154,157.63777699977788,-53.2974273298661,107.7195335734524,-101.45642835835272,33.13198894557998,8358.593282981188,354.29100772601277,154.25454213505202,33.13198894557992,-6.680467081391357,-16.4025576413663,0.0,-976.339921792235,74.30895853315927,66.12461453928539,93.7384381928081,67.90927489802428,43.95558280825651,-114.18284604764372,79.0345204800786,271.46213074922787,8.133427751875676,18.218227655898875,15.001120167710635,3755.500637111317,152.59585406682731,-0.619259595364857,282.03978645656895,602.9907533704878,436.25175477817334,-2.312709363589726,0.0,0.0,40.42774219314788,0.0,-317.2656635856304,48.34234176782593,0.0,0.0,134.1035275612769,7.60649444097519,37.45830729914292,51.187409791385335,86.89671967472759,459.2127936113566,15.811858810317574,0.0,0.0,-8.790571677399257,31193.653095570684,49396.942133547156,-19310.578427020955,-8.790571677399257,-0.5242799674827241,485.34425978067884,-0.6771612156822546,-5.34691172649671,8236.96024596109,31.658194922454157,0.0,113.07793266615113,147.18671463558667,-72.71127102929177,-20.925714121396545,-1012.9107223676484
2010-03-31,11.894908475851649,15.972166260501757,7.746035965143596,218.9237757680551,0.2589869780505105,0.0,-173.65597583531405,202.28663660378544,-9.460980641429176,-109.14746360475803,0.0,6.43784410336529,-97.64533097339297,77.49922144835554,154.5908993515509,-65.54682499910797,1320.4806271568973,1193.6861968706146,16655.541120504902,19.407188381524737,6.424784516430216,-5.929922540479988,188.7106963578156,-64.10322241754733,-38.27210611263762,-100.23333220468281,-25.950103424295314,6069.132449304576,29.54112473408508,-19.027174201003252,-25.9501034242953,-10.05509404810696,15.662803590647073,0.0,-980.585606125184,40.73669863045686,79.62688654118699,-28.851269589557866,31.65536774363102,146.2413627485456,104.66857384743668,122.01398841209893,621.9525141037724,12.105996372618124,33.47713582847101,30.314067736825926,4510.312365100796,231.04259167281623,-2.055548088296883,265.96442646490766,427.4072399883087,-207.35961225429992,0.0,0.0,0.0,-28.53670222885785,0.0,168.84348609953315,-20.2196941508966,0.0,0.0,54.04613646182406,2.4483957723322654,36.27577229876229,27.956202649617353,-103.74421837252021,-35.641925354376326,37.22077197092136,0.0,0.0,-11.211100041873294,15891.547686215723,9853.128476172162,8224.573506940666,-11.211100041873294,16.10777744535649,-53.20381872985672,3.227467457767863,-82.22193880995098,1494851.809047509,-5.262022746894132,0.0,282.4187912578027,51.38215498878162,-1335.59723102844,1.6579739929410873,37.1898577543669
2010-04-30,-1.928415425154065,1.4314807555787314,14.22366423667074,198.5441576902637,0.8702496979174799,0.0,117.85914594623522,-174.94672515757975,204.38663308089943,-10.263931173029317,0.0,-4.377018475353394,96.17555567614697,-98.3118717509623,78.02824204575901,155.6461585967369,5680.379739816861,1547.3030868464841,7501.702867565671,34.679543175331595,4.263891156538552,-23.406903685104105,224.96868613730553,272.48455425515823,378.49872122712964,-170.30564609433566,147.9231148727884,1961.5102376527323,150.8038397765987,-10.862960473412622,147.92311487278843,27.686850929868783,-22.293905072484453,782.429857211881,111.8470503117452,204.77669154311036,84.16261042712082,383.6121544194324,99.69661909155406,283.03114276343103,232.54010949847992,27.28786166908758,666.7288064250088,12.20493039275145,32.030515763003415,18.13297022743835,5684.992047919017,248.279663421921,-2.6644841947218074,62.72231574217165,731.0383031724214,408.6383528066324,2.3247652346410446,0.0,0.0,19.502354401342018,0.0,163.7751048952892,7.990304380956275,0.0,0.0,179.95727273066882,16.56020624587706,-24.799951272936354,123.32104446524033,298.7873718093874,597.6105087859405,140.63597779282873,0.0,0.0,-2.6973467244618163,379494.57190143014,162381.77988122572,264985.3584849347,-2.6973467244618163,58.289541895636084,473.50666170583736,2.359057894433331,26.666364558258067,6927579.273813844,1372.6661172292347,0.0,16675.717306573453,92.5428460283581,-697.9328708961484,9.65527080137636,-614.6449985847503
2010-05-31,-14.425148336071507,3.5263670137905763,4.622654762319732,186.31200176208264,0.0915316231338614,0.0,159.38999286964807,119.38418427895446,-177.33971089011368,206.09153909577034,0.0,-40.77509086955408,177.50221335016363,96.99956853756221,-99.15418813981046,78.69677236562356,6524.367724992349,1536.282823270455,9698.077139627547,31.97147491437495,2.140849658890822,-13.295576886242513,230.10605577808155,191.87485232232532,470.73590805435003,-133.98956142828462,168.4092075792271,1331.7684633285119,185.9684816208845,-38.34004721699084,168.40920757922706,44.44134718925292,15.347837574355381,-341.1682996558543,114.61709175932343,250.18634309028096,105.94747205255176,480.12516481477496,-11.597385906790556,203.56957168288653,310.4178651634773,63.932904051104245,675.1749505978125,31.615363502338734,58.18386300010012,-24.233147023808023,5754.035072422625,257.2010988354487,-0.7413609110844044,-11.024986565472767,558.4763106945852,-23.427467984868144,0.009830866680411887,0.0,0.0,24.64538297758827,0.0,-213.56971798212396,2.0429781959045954,0.0,0.0,6.340342955695178,-19.461679252267068,162.76347388292115,-18.610148966497604,22.177660932112303,550.5463996857743,-34.750424498238374,0.0,0.0,-38.95848640689878,7802.9083786364645,5067.244394728448,2735.6639839081326,-38.95848640689878,1.6500821885448005,560.1363063436747,0.1268009734101927,-22.131890391474222,113704.73995441757,44.54770925181356,0.0,-793.2117760162182,-42.083310754518834,-1285.8569243737675,-7.581128003627261,1083.7348999381136
2010-06-30,-8.203779879255237,36.29863959359063,-19.17949597659,338.01734664410833,1.5761347499711804,0.0,-14.331379768547189,159.95559859856434,121.61070531176019,-177.18121717638076,0.0,0.0,57.44275820294884,177.49575484656918,96.99603916150409,-99.15058036687952,2717.019034800801,1560.5490965656006,253.76739390722184,6.176052817178375,25.045797770578048,-6.586708269813296,209.3029507573111,217.84016976191486,-19.325298534243956,-42.11636025758642,122.11366162328807,2493.4041917881304,-778.8638861822319,466.93534695417975,122.11366162328815,10.663544369653366,-308.58093991525044,7213.427946704067,-61.29099585866871,-360.7024367419728,-704.3401869559963,5.584064110108319,-4.207975433521973,-1016.8868697755453,-165.46584692091974,111.24595456157016,-224.14112447805928,27.289891633579316,-333.80844012048703,-16.17612375706649,5829.533455709038,96.80037311852467,-0.2851976217504731,77.62576559664963,855.6600367296396,497.51088834516395,-0.000702594292592007,0.0,0.0,-0.10556003273359238,0.0,10.484490587324657,-44.40132291646438,0.0,0.0,-48.76905208917958,-12.367931651219067,-34.85979590320389,-5.986496947232126,135.73386680401245,-501.29752925888624,26.32027962921194,0.0,0.0,-28.32688296225918,50115.67894737248,47988.4949388369,4735.5203535846085,-28.32688296225918,-11.374834863028276,-449.6722170576022,-6.924660318347184,57.38625845854092,628949.8419523388,384.96435671316203,0.0,-9012.773012867588,-5.012990033125334,-916.0686559643564,5.51488037270215,553.314094116193
