date,excess_log_return,illiq,turn,log_Mkt-RF,log_Mkt-RF^2,coskew,size,rev1,rev2,rev3,rev4,mom1m,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,chatoia,chinv,depr,ep,gma,lev,lgr,quick,sp,agr,oa,noa,grnoa,pctacc,chatq,chtx,invest,chinvest,currat,egr,pchdepr,pchgm_pchsale,pchsale_pchxsga,saleinv,pchsaleinv,rd_sale,chsaleq,tang,O-score,chnanalyst,disp,RF,baspread,beta,idiovol,mom,chmom,max,r_sq,gammaps,aeavol,bm,cash,rd_mve,cashdebt,cashpr,pchquick,acc,stdacc,stdcf,cfp,chcapx,ol,cfpq,chcshoq,ibq_adj,dy,operprof,pchcurrat,pchsale_pchinvt,pchsale_pchrect,roaq,roavol,roeq,rsup,salecash,salerec,sue,chfeps,sfe
2007-12-31,-3.01159070815242,0.017801700712768133,819.6670750855683,-3.915715738678628,0.1931984070474302,0.0,1277.6807578696787,-94.61495862725013,-127.92145588359926,28.62528169723144,-29.158486743463378,-290.80260953736075,19.730945680768077,22.715127743946997,40.35915680597834,11.640967348723532,-48.38202607185589,-66.69652454567533,2.2124083328049764,28.843543747313774,17.078045889652735,213.6487947371591,580.2658756427579,-1.677565829027193,1377.3946086709311,436.2016849514753,-59.76825600122875,24950198.708072647,16742527.04872546,-30.670136983053943,-2.5837324143448726,-59.76825600122875,-328.8020280094412,20.714067407463716,14.997406312872124,3136.825178619515,-133.36742009669075,11.871641339776025,-3.488321592269905,-63.40681604924687,2334.451474436979,-126.13219047685304,0.0,-129.39272012003983,626.4555084160002,-5307.300955601664,446.2556086023542,135.3129581342439,1.4087775497438457,-23.067492499206494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.646310074741905,-14.713374686186341,-15.993478048032486,0.0,-13.41269496705624,8064.869208753167,-218.92641131980307,-21.413397813728437,-0.00017207064392175259,0.1102266935575944,16.260173546198075,2109.70972762763,-860247.3932268703,16.260173546198075,-45.93611889602689,-31.349647674617117,5.030291410619762,-24.21185766549428,-38.828417239815906,-292.85407629953215,-295.502333835763,-6.512576970893932,0.21274162929216534,-13.960944173586213,0.023962477638193036,7985.78868430532,0.0,0.005858724025776127,-127.34607387818954,-8.106607228255077
2008-01-31,5.742700076338687,0.05646994465957837,467.1228451315454,-0.7965710238234377,0.00694456379814053,0.0,1418.7190028911511,-108.7038940560777,-93.82565150232693,-126.69576597090804,28.197654533018618,-366.3134701280993,-0.15831847589655168,-69.99850594338237,22.494133302541623,39.96650441086664,11.527712908526299,-66.0258399977899,2.1595858161766324,28.580581288035127,16.922310552983,211.5573026426403,575.3450661062661,-1.530175819023567,1362.1425380872852,432.36703271762383,-59.12901553682809,24677671.917890467,16557856.823030418,-30.29621073308883,-2.5621918741269454,-59.12901553682809,-326.1040444340539,20.484782940280883,14.800709005817561,3099.798467199978,-132.11062355297085,11.890209113862136,-3.442930629197847,-62.69116767336164,2314.7269635272937,-124.72833335750269,0.0,-128.06698445554727,619.9745381373962,-5250.452833050629,485.1757316059335,141.44378548716116,-2.3135398393276816,83.3390615856558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.139659318770782,-4.055843526012325,-0.5001108667603802,0.0,-2.2922180646410766,-654.0862005379313,1.7845192846890825,1.1400259651061333,-0.0002766061776614259,-0.08347259295519116,-0.9884636497545074,-30.530247382657308,-87856.56448713783,-0.9884636497545074,0.5811373475103281,0.23581975689798185,-0.15986580503392744,-1.130785201557842,0.20214071750672957,1.402206818286615,0.7918884082154136,-0.3549847739335874,-0.06523495944459157,-0.5371996675073945,0.5957604863792341,-287.58870316778484,0.0,0.000758260974314709,19.965379649295045,-1.5586534604984497
2008-02-29,-7.58835528657803,0.06564601415052071,1216.5098428650317,-5.980940478543201,0.39218475873114284,0.0,1412.9034485303896,-49.1103060251283,-108.31918633900074,-94.03473678576005,-126.15612589425454,-139.27526406746702,92.2011415358724,-12.317794453325314,-69.71157095790866,22.389760885764616,39.78106047313468,-89.396747170895,2.415585368367621,28.651573946874304,14.283096255017682,203.31047930128258,583.5993632514127,-14.710970376416604,1272.9507569237953,431.6321666773474,-75.58329877034183,24428763.866681088,16417661.200482987,-47.452824890729254,-3.1870041643235574,-75.5832987703418,-64.56110406579143,21.468936533057075,22.544670109210045,2977.1059684969196,-122.88867890156959,2.266516325325229,-1.7814795313958915,-88.98519021704695,2192.5747355119224,-178.27942901537148,5.019471676527379,-179.57641025600526,612.9677429158389,-5061.521270823305,144.54774313282113,172.89793951437747,-5.515567892837112,-16.405682719238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.7148172114939,10.045342966354156,0.09573628192089245,1.305472196221549,-25.097118676492016,-20464.066208117336,-33.03053802661441,-36.649459263587005,0.0057851607706534205,-0.13271740938770193,16.60838643348434,-434.62816435175955,-108712.4286619518,16.60838643348434,3.247067848632689,-16.70479491962913,2.16648156867166,-15.435311459547634,-11.363942925344482,-53.90861860585869,25.176614673643883,-6.661374248497509,-0.19865124427779968,-13.397145537171816,-0.38517897020845737,-9292.44386955924,0.0,-0.001224229515202055,-6.792962023779268,1.1753929912208925
2008-03-31,4.791282573826121,0.10105931538009268,965.2966976981734,-2.870485404393649,0.08998088021443676,0.0,1424.6673805614373,99.75135100163888,-49.63955360088086,-109.34463293736677,-95.37820155461138,-179.46187987466334,-30.091345767732893,-93.41889204918357,-12.420353263604998,-70.29199432893193,22.603335835547625,-59.66508056274128,-8.422413334903492,29.304936945760183,2.7450835278164547,197.45297015243887,641.0899213797943,-26.43415812884647,1299.0116206697858,453.2589850974113,-32.82469714189163,24657272.8256319,17448508.303738903,18.52778528444988,-2.4549919210939315,-32.82469714189163,-441.12612453555477,7.753566738779945,3.867686646140813,3017.9138129977105,-13.320509767000916,36.7513826497368,-6.65292286428304,-130.91919871109334,2144.2205115924403,-88.81010578862066,5.0091038009430005,-130.56327241247837,611.0836478337969,-4934.38202798856,1083.5202435942444,139.19498891324926,-7.250057202934771,-30.76336328204232,0.0,0.0,0.0,0.0,95.93582916169366,0.0,0.0,-402.8360618609461,54.03465429168705,-4.4391586398900245,-0.0026964936115854155,-8.087023297426356,1818.7779530701955,142.5989554947663,-23.568768509801913,-0.00017055211084217314,2.0142784749400295,30.00893268597747,-1119.2583067482028,-802338.1443051025,30.00893268597747,46.622472604989426,3.8450632382068832,3.6489419076758303,-12.356913466145315,17.835497114703834,90.54774572848964,131.28705916028116,-5.871667975931096,0.838557312592414,-10.94554497561947,-4.975708214869883,1340.4034943959923,0.0,0.08255263815630855,18.50459010714792,-4.17954047599777
2008-04-30,5.13074614475909,0.03700384702889127,838.8962807805158,-0.8495214987223512,0.007925209138400115,0.0,1408.7194969379336,-117.9545853970623,98.13678452691263,-48.959443904858354,-108.37451479069206,-0.4378429093414482,14.312718683496573,-44.15901927796023,-92.37315067897691,-12.281318460735632,-69.5051379998567,-58.60734584047912,-8.189244575800075,42.59478935577061,4.834553268421917,238.0762119340164,651.6912199242544,-25.314584781520914,1459.4112279488106,512.1421384303486,-31.961327301990913,24322455.61676045,17211872.94803508,18.41922329958188,-4.553726868862352,-31.961327301990906,-426.08759627893863,7.668439528928527,3.9349056938944216,3471.6054820527506,-12.957500174965121,36.12758714791019,-6.589796100439818,-128.69153517914464,2335.9879760028293,-87.64861928092813,4.932964856368792,-128.36405358053273,698.3016637251343,-4888.019430760985,1316.215327141722,99.23919022234,3.5762713493708524,59.78597556759905,0.0,0.0,0.0,0.0,-1.1010599832733021,0.0,0.0,872.629602380031,50.72102910791864,38.96741490422946,-0.019802338093886762,16.804866857586575,-110.87128826400294,0.45114803853937246,-4.340007611751247,-0.00016541594788500869,-0.15628371893153492,2.798471437427537,-17.805343659954133,-98181.8531676298,2.798471437427537,0.09683972389325923,0.5546759486005328,-0.2904480523034252,-0.9704392349556485,-0.10003032029412395,1.1134891705643213,-0.986606748930555,-0.08722440663534314,-0.099669019343672,-0.19101686233589277,2.513860274877885,-43.407263672452245,0.0,0.019735066818487162,225.35343300468327,4.227631992039296
2008-05-30,2.8945187025162413,0.030585425231650122,759.5144327879523,4.1029710336461065,0.18419356257245606,0.0,1417.6857393217902,69.74426263113347,-118.24527654554673,98.34271719020961,-48.684918628093214,134.20069600214265,-3.128267453164026,-13.22562877284463,-44.440083372792614,-92.96108891689333,-12.359486810326619,-15.154025612534772,18.377305123861,42.04387515419212,6.766311446489146,237.1633467158855,688.0523949507004,153.45801750762843,1354.6630087746692,492.2679931347975,44.09584685295339,24410641.666546654,17293918.865754593,54.29648275733318,0.6930158915650924,44.09584685295337,-10346.850836352101,11.305405240538562,9.098735772755601,3175.100226471144,-11.549069380392778,3.113897717685005,10.352622508632697,-72.61025180409362,2215.4518115769274,-74.19292171619439,4.910860867372966,-46.958018593108044,706.675831109037,-4824.96172779464,1224.7980217967533,98.0035849632652,0.9705309872058816,-62.46777013004916,0.0,0.0,0.0,0.0,12.293028699848165,0.0,0.0,-1988.7901680030113,-14.050349691107613,-6.118884551741871,-0.005748840698629465,-4.012989179102789,-8557.212172879306,-53.03771089687328,109.39341608886633,0.024152031563820904,5.9769319874639315,-95.55978630650576,-970.9549000450569,2218.484693288803,-95.55978630650576,1.1813610805769628,26.945337433929673,-5.1854817163324896,11.650533700733632,-72.42659842367053,0.1757183047674573,-81.43502881759532,6.999030700887875,0.14701904634151397,8.562120980030002,-8.164745920083803,4758.421033575716,0.0,-0.09633040627828741,-21.7781175242218,-0.8641184429777287
2008-06-30,-17.117221916098064,0.07252824232758395,806.562320599746,1.6872489912183488,0.031036451311246046,0.0,1428.0895036999195,85.95577524271229,70.27211453589409,-118.33724085192176,98.68911648517762,69.8078716012279,-26.916093592702595,64.11083363780548,-13.322685773341163,-44.766209356521664,-93.64328895502616,22.858938109293177,40.59741588416942,42.613839496150106,7.06813795948757,225.73046993497184,721.8172826995027,200.040615569664,1384.3826948008489,518.8617167784412,73.03348314220818,25205706.09773477,16562357.30628355,-7.842681295176024,0.7974851825980972,73.03348314220818,-10296.098325117702,26.269735078845578,-15.769483564596552,3199.351700587419,-7.259127287377586,-30.675388124045522,18.81638011269188,11.580391428256771,2217.152026496802,-54.58652274727301,0.0,58.13177883918956,616.8740624712921,-5070.844791935341,246.51600217494774,73.97575814127251,0.05934520533123688,58.071712091558396,0.0,0.0,0.0,0.0,1.969544460299872,0.0,0.0,441.93810093773254,18.457185374342203,8.927930156320059,-1.2772245238174473,-0.12994730310165892,-11719.444726086396,175.7099543934924,44.09454178023145,-0.00014955429438236884,1.8149455626920172,-33.84991438103589,-1280.7902699624628,1511100.508307823,-33.84991438103589,4.305830947292348,13.41950471789541,-10.220502052796734,14.411947988215474,18.453590085801068,18.805115744825258,-119.36068216850542,0.1671850380181148,0.6212648893003134,-1.3303646080631353,-5.262843730033424,-7505.775242741831,0.0,0.0025209274181032942,91.5387793960453,-1.3648511936033296
2008-07-31,3.5713259799454784,0.0749184015022427,1223.234492517788,-8.097381193302553,0.7127372131632584,0.0,1434.1465030043692,33.81292758281768,86.56883127812316,71.40776895847411,-118.27382126683834,-65.20914340828939,-46.80968985081602,26.380705127316347,64.38274886002776,-13.379191684387676,-44.95607763734915,22.969014872049115,41.47458256824413,43.130337938752504,6.987687668336692,227.04557855963043,725.5214314308748,203.16713661878833,1395.5582775343394,522.7745925073557,73.98494405378943,25076583.887298204,16476988.638714999,-7.620535775212857,0.8283255754461308,73.98494405378943,-10465.375588530384,26.165960382762798,-15.65711652565758,3221.4748619016514,-7.197259839449329,-30.620496474008664,19.038957030098942,11.567571755325384,2227.6131593334135,-56.049568301597375,0.0,58.025966641193506,616.6732449267573,-5059.6078498586285,295.56019398022346,71.938319947936,-0.8714574935716293,-78.09028319981462,0.0,0.0,0.0,0.0,-0.3301571851111902,0.0,0.0,6.489307953812386,3.102005639383833,1.5677706826354267,0.0,0.6206891340853815,35.858241698784695,-3.1110140361582808,0.3123258641028315,0.00044740222266399093,0.05674026671200494,-0.3310409254699671,0.1773409457375692,-44482.10740075633,-0.3310409254699671,-0.003829796274102737,0.10194360493126364,-0.01394591240632348,0.35195549533723636,-1.3762073473526328,-1.842934437520455,0.4695219464696265,0.12996696698392185,-0.02372978113889701,0.0780171148081763,-1.563115852811265,15.426156137102225,0.0,-0.0013697025676044777,95.53080922218953,4.780344826120619
2008-08-29,7.982724274101824,0.08829607369498833,792.0225962399749,-0.7012213372278766,0.005412937737977682,0.0,1400.2016957596659,-250.07856441436854,32.096644463732716,85.06086923747216,69.39486414196989,-72.18750788636761,-38.27555143832633,-123.24674245639504,25.756300334186662,62.858873861651034,-13.062519655508424,61.99493185174019,41.337728169611964,60.13921596467661,-12.701969535792133,202.07299755665073,825.0997189698198,116.20669168538717,1437.776293424325,615.2890697190401,69.55489227600964,24680816.455298707,16180868.239322463,-32.56904816521718,0.4823232540651541,69.5548922760097,538.6738550849002,19.427786353397536,-23.074452459194806,3326.461938282233,14.63902589236554,179.77083098267775,103.58512314665917,87.56734438226336,2342.0263333953803,56.495693042236496,0.0,160.4618686185845,609.0800828729468,-5396.272129929956,1208.5772265271066,64.26833642004102,-2.0129855866768533,1.450487742177387,0.0,0.0,0.0,0.0,-2.4645418142265356,0.0,0.0,131.3697404693686,15.923241925805087,-2.8193725591548713,0.0,17.805451309324468,-16432.88916260123,92.50234121586178,-20.523241338973133,-0.0032473206727982734,2.9253034136314966,9.76629543363796,116.43013240814332,-99028.75419304706,9.76629543363796,2.48192425525526,-5.284668890491025,2.010144603887894,-106.18888974514591,84.62234570156598,113.86637811025244,92.07778500260034,-1.9813685089364945,4.565487539863378,-3.3672698898477833,-44.81820030493354,-10153.944811637957,0.0,0.07795200576726208,-13.613680427311436,-0.11018495124613992
2008-09-30,-1.0134630802694202,0.19707214707420678,695.3087468904716,1.3804880362616068,0.02093334237047561,0.0,1407.0235357724189,63.279500195154824,-250.64021448264364,32.601758750414035,86.64424127128981,-20.180427168575164,-27.71947584355741,-10.861236517864588,-123.84720563371917,25.8817860843699,63.165124869748375,94.98909436384051,-3.0747641688563725,59.13106339744071,0.17744381593767145,225.75035759672394,852.9710052232932,-80.4237445107486,1444.340651765532,700.4515016814881,3.9675854175460437,24544633.065472454,16479493.708238455,11.149321175411089,2.1463975508545685,3.9675854175460685,666.8773996356249,-0.2712291676931824,-12.578891212678823,3450.1761259224368,41.89679150610563,165.8501895975381,108.55577022189766,144.92000530776082,2589.933254961496,265.1828149257253,0.0,230.39879074630497,606.8372349962008,-5684.036943186587,1508.674479906715,56.83945388314069,-1.7909534902733188,-5.305790317406647,0.0,0.0,0.0,0.0,12.4078736874945,0.0,0.0,-195.91319693116282,62.118359719228806,-11.162159727322802,0.0,31.334118459595942,-4271.543869720426,-92.52541605986528,-3.355232590161684,-0.00021210625716324566,-0.6096533671679758,29.621488034629998,8.83294998304848,-436188.72122056317,29.621488034629998,-1.503327699555714,20.522634594980463,4.93829897583503,30.266301905365182,80.75147731070959,209.48647227666265,142.884243217324,9.936231467308371,-0.7500736149889082,24.271542677968093,4.2468150264087114,1704.124055039436,0.0,-0.009231667121329966,-85.63833493393868,-0.17722642891506624
2008-10-31,-17.22189981364035,0.11375292173103847,1104.7484444025781,-8.858963180193712,0.8575492291655835,0.0,1422.951113146638,137.9767140033341,62.69420287450622,-253.5334835385916,31.6151588934827,-75.29053163852237,46.48410989079448,21.57724083478541,-10.984186262925544,-125.2491622464982,26.174769207936112,95.9696700542873,-3.328668142614214,59.62521019489262,-0.21835490353715992,226.70476039212826,868.7252598820886,-80.21496762861864,1458.8917734308366,711.3606638948294,4.074377016498116,24975486.55982313,16770783.493509483,11.178259495597537,2.0856737824753475,4.074377016498141,683.7084219745147,-0.25085756727743824,-12.795978242643457,3477.283637970437,41.80212811628692,170.57251531141353,111.12071319186936,146.92661730466398,2624.9109722332983,269.15480350583255,0.0,233.45479174912316,616.4663466758676,-5767.166093177793,3134.3646373586243,66.9635397229435,1.8926574230420883,85.01928400196878,0.0,0.0,0.0,0.0,30.499936572940584,0.0,0.0,2.4893994947915417,9.619140617690277,0.29725695638124705,0.0,1.2055589968770448,169.25327818447477,0.14320399823415642,-1.4280088620717208,0.0008488437929739454,0.4092490529754329,1.1828506717478149,-9.174490365029783,140039.55562069267,1.1828506717478149,-0.03282626113167808,0.08095371621276115,0.19678169873247597,-1.3381812079720135,-0.7233236524307358,3.763565053366875,0.8931864606993116,0.14551259831652175,0.22724633359255364,0.23925103485539978,-3.42955497229795,355.8918518436185,0.0,-0.0006838486640865817,-269.7243763356078,-5.486706979242879
2008-11-28,-14.115375227953361,0.18253778648624572,1298.2250551369655,-17.287895684147024,3.266348078018343,0.0,1421.0611515414714,-21.515490879558293,138.04295667883363,61.48395838355389,-253.90829156872144,-63.184725839050735,70.00519200096016,-137.55897505320794,21.5485819747962,-10.969597082658478,-125.08280649081686,61.120204711198106,-4.799424044347134,50.40845901514401,19.572416954509407,270.4641653528187,834.1251231496515,-23.907499983109517,1444.5121876015885,657.9835198929554,1.372043558449433,24848279.59936096,16666506.059282113,5.0198641433372435,2.0724682148132203,1.372043558449442,-45.8254452020116,-3.2785297982886616,-12.64450703645471,3376.1229424347257,43.614195507100405,-84.74388953192192,-54.39719785504062,92.93011191370077,2685.776659122066,195.17761733164477,0.0,139.4049572261952,618.419487593269,-5580.8980337761395,2027.363140736409,118.7663426395769,-6.407694741301242,13.878831194396128,0.0,0.0,0.0,0.0,3.0954495445629107,0.0,0.0,1.1466024769175647,-44.129403137422514,7.169386462608301,0.0,-14.4813961461399,20801.236832879604,-34.05744499318745,-19.855875820089686,0.002066924191810801,0.14938570024468234,9.226932888042526,1663.1978287805418,-22841.428136820905,9.226932888042526,1.8702527464374237,15.437364202447682,1.906293113920242,118.7935464716404,-20.585890268366185,-74.3143906381886,-18.7197950883118,4.63721933397678,-0.021513319048098722,12.774130575376091,72.74586716680238,2282.3008464083396,0.0,0.04475349849137862,-58.553460113458414,-1.5503941254102962
