date,excess_log_return,illiq,turn,log_Mkt-RF,baspread,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom1m,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,chatoia,chinv,ep,lgr,pchquick,agr,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,invest,chinvest,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roaq,roeq,rsup,chsaleq,O-score,sue,sfe,chnanalyst,disp,RF,beta,idiovol,size,mom,chmom,max,r_sq,gammaps,bm,cash,rd_mve,cashdebt,cashpr,depr,gma,lev,quick,sp,acc,stdacc,stdcf,cfp,chcapx,oa,ol,noa,cfpq,currat,dy,saleinv,rd_sale,roavol,salecash,salerec,tang,chfeps
2007-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-30,60.090700907639196,14.827230113926216,7810.165796290007,-9.904755480282109,2878.3667565269834,0.09240173293319516,0.0,-594.234918877494,-968.2150383163356,20.8967759191213,-250.5825102047454,-1529.2375866602124,102.00423758598355,-496.3662466749248,-1038.3136864397088,-138.04726754014072,-781.267451988693,4999.4440256902235,183.60870444352102,-19.930896861411295,200.74525583515072,349.5074265630291,-376.7480245703557,353.25577870565513,396.83251331233157,-67.4371350277867,353.25577870565525,343.0296531571416,-553.7883702567995,16903.012370403994,239.56382021600857,1465.4337760100314,364.2912050980276,393.95710748286905,-765.6654267087591,-269.6077665213359,733.7232787943435,1890.4391575350176,-320.37087660472883,-412.6680168266123,183479.59051855674,144.26914209330008,473.9467218633211,233.15974619522203,1544.770840465383,-45579.134999453694,2.7341452303916127,249.57882099037474,-23604.725252189328,2942.4925271898805,180.49132047305065,0.0,0.0,15834.609118274988,0.0,0.0,1071.2874453705676,0.0,0.0,7812.186438718445,465.92645090574047,2.4469966082583876,468.7432800479405,0.0,249.4640162237866,477.6241900263114,20286.23657804122,14175.779793332696,3514.7024697800894,-951.5611561806081,3.4189827106897224,698.2644995146244,1685.0817024082558,17764.641289040344,223563655.7841508,84814577.36363192,138749078.42051888,1685.0817024082558,17295.180199847673,389.9545238719424,16104159.047755782,11.23457316840378,88.19133648508108,0.0,36380.28244206197,6495.095641653582,1769.0904978936999
2008-05-30,27.446313821943118,8.654476419945281,6272.176086091961,48.203037462959784,2098.899629199853,2.163965849211975,0.0,31.970656819424857,-596.0249857723679,-968.0000971831657,19.914579206745934,-618.7984745876354,11.818493074560422,-149.06251143415935,-496.3386126764335,-1038.2558808192887,-138.03958209011577,3652.0747536374274,219.5313952482195,-68.38899183717928,221.80813449356538,262.0330915227143,159.49716116521247,272.8297564710439,257.02495465895805,-62.570357454431615,272.8297564710439,432.85776620255695,-400.9287414456315,25416.893861847217,167.57213821180466,1085.359489874972,302.65424530064024,381.23495915053627,-370.89465557522414,-105.76700631699678,561.6543278951955,2982.0313274052673,-583.8357248207659,-387.0309889791352,4916.822065550004,148.7758857085543,491.3942526038576,306.028871948268,1651.9374520876668,-46233.741985399254,2.8435716873705372,246.0451574032215,-19946.507969616476,2084.733179258997,12.781557594915427,0.0,0.0,143.7462671110934,0.0,0.0,-42.61850824101907,0.0,0.0,289.02437616829866,0.9078847925308082,-0.024906293224356002,9.442513711108802,0.0,-0.13016170863340903,9.017149903215966,689.2431435225553,186.11461900281392,419.5839721016332,263.0234127382811,0.047886467725909654,1.5994676081110129,-276.99869212804265,-8573.99543819535,801307.4374523163,218312.6680971235,582994.7693552077,-276.99869212804265,8.778648519142735,-92.47285193549277,-153914.40851562284,-0.16467494870527943,-0.5058088914396848,0.0,-502.383288543504,17.40780699179504,60.185368372104904
2008-06-30,-33.84320395195888,8.66327786269698,7223.448799115742,20.104972571079553,2082.726723252286,0.3698250854283646,0.0,962.3091803667218,29.902536546337057,-602.1982366739064,-976.7435750371709,836.5962392067323,44.629942299695635,733.038371868688,-150.22185377440317,-500.160927587758,-1046.2515129012384,5902.543531894443,311.9618902100455,-122.82024202883586,268.7765814975567,223.61935505429,837.0196490037379,207.8366523948304,128.96991803801887,-37.43215738199486,207.8366523948305,403.8213711900453,71.09225014102256,1930.1459290474172,102.02296942551746,112.20232845049979,230.74600079684245,411.86033608054265,-56.09726724774756,-24.18407257955088,12.962564587298559,4188.200147472211,-411.435137439652,182.88203401479933,8054.509703005576,161.56965290776952,563.3143416532089,389.18451725042814,1898.559864812989,-45610.85116736968,4.0331808297351825,166.7364120434389,-9781.933476876879,2697.119476659936,3.462791960510458,0.0,0.0,350.31085204120063,0.0,0.0,132.3043028297866,0.0,0.0,958.4339420500992,-23.08435266727963,-1.0604845609830635,-22.07342003483467,0.0,7.343957292637867,88.5529713568618,2279.84154556481,192.51155005446162,726.4754162039662,425.9686019824868,0.04573613148044009,16.459694679848553,-565.2128961634054,-18563.452377277543,4436149.205385029,2520839.709835887,1915309.4955492914,-565.2128961634054,138.64768530584115,-154.53364702277068,1402.1582353003323,-0.017456908760886236,0.9880490632821903,0.0,289.530647329957,31.27889360793415,-4046.982978001456
2008-07-31,-26.20617969853539,4.397419468386646,10042.914233723464,-96.37687624962554,2739.049598589965,8.483160734529068,0.0,476.8677796549951,966.0819690296615,28.8026945671158,-602.0510396170006,997.1995143203092,155.10766090385533,301.4962930642793,735.8089946764619,-150.79300221012082,-502.16349940116964,6031.695217909175,314.9311547580336,-123.38976139073628,268.84502547134633,226.75361826649862,837.6028229301938,210.19533890447616,131.89706066364207,-37.387255625620845,210.19533890447624,404.3310196360779,79.44656043621649,1838.3944935095687,101.63192813648175,104.201738064903,230.04766900259182,414.4343371414599,-60.351761209500225,-20.90788526418205,1.7669698819239281,4213.333213992939,-419.69593230371896,156.35715475063813,8102.433074001183,162.10200915453555,564.5335955871349,390.2859951831107,1917.4711575239787,-45424.79382199468,4.061853405839308,180.3129372615198,6093.885716845785,2695.299977457006,-10.596866783731542,0.0,0.0,61.71651694387401,0.0,0.0,37.83766881227689,0.0,0.0,31.624813587319295,3.685284736022595,-0.7575430672614242,1.6494767172341653,0.0,1.182504383460298,1.9963171883266568,143.69711147353883,78.08740131436753,29.358428627783724,-5.156845786822316,-0.007118592073033891,3.4263227140720574,19.17529046650759,-208.6879798439022,756160.8250822425,291288.3737563789,464872.4513257146,19.17529046650759,83.0331472872058,0.19851179608050984,137651.28681597672,-6.239957676525794,0.48047352031733226,0.0,117.11498361328267,22.009297036467615,117.49964069819771
2008-08-29,22.223130077438636,5.613080814763395,7221.956958443865,-8.43348585940107,2202.4128130520285,0.06510060582514517,0.0,-446.9464343251714,475.83420700370647,964.3758394483438,28.729950537728875,544.5359088394079,-13.655612466419415,-1436.641173657593,300.231558284593,732.7223788600114,-150.14282826441948,6434.628407800195,148.9903172711606,-55.25476515550972,229.8376366373394,498.52138538832304,492.54172214697434,388.4971019635871,113.54766366617535,-33.227294519624124,388.4971019635872,317.1461006080384,-88.76644292574298,-1821.2409664942488,182.78425426179123,267.4062961319086,183.7372957611734,451.9225387143914,-128.37127198289406,-44.741488193721985,-42.08773484986311,1438.6888375008095,-227.3280837143772,179.7600357803548,4893.13319004741,142.52252693025798,490.74510397333427,438.51591739581517,1312.831199256634,-45786.94210408325,4.059468791819586,179.06412514717545,9326.783125994698,2026.417057273193,-22.260872680433522,0.0,0.0,-68.75536316264879,0.0,0.0,6.411824853080361,0.0,0.0,-151.64293172706311,14.808174881434866,-0.011874454203842033,11.332696004192371,0.0,-1.70884679383812,-15.176875878289366,12.90453065037218,-33.34463099179811,-274.4413560728608,-146.15235449725253,-0.008901686448462343,10.474186666813694,198.01237997983299,2128.0659432648326,4392455.9600221515,4207012.772315353,185443.1877067685,198.01237997983299,3.328428393808281,45.79519060869876,1142819.9494395405,-0.09460212950294622,0.6536245367480973,0.0,-948.7999751857278,-50.58817743567761,21.08365611689669
2008-09-30,-95.34191628066196,9.197183165127884,5787.0506251381075,16.544865564859474,1058.0875331487246,0.25088180863963905,0.0,-428.3149904287829,-451.88439181641104,471.2573710872009,955.740695977078,-88.32653765015917,-138.24378154720188,-125.58970270819717,-1432.0592053397042,299.2740112552342,730.385462177332,2572.549479458091,-293.1243374432068,123.7534138692903,154.49406675654888,837.0672780957045,697.0433841702541,700.4387283627727,257.07682150993736,-69.68820035871386,700.4387283627728,140.98989140522013,-381.1195107158507,0.0,370.07921531768255,214.48551097331054,426.4562385292852,451.6778423484513,978.366558654468,-79.5939204401315,-108.4730271738818,-5867.791973896109,-830.9329660359525,152.255895071652,-3347.8254446182445,114.77444994324244,411.26304059272417,464.5130853317803,-906.1623577581723,-46009.81171643167,2.355764031270364,263.9360564443655,2904.534049336879,4353.4085706874,-22.03729594177949,0.0,0.0,-52.05557307847448,0.0,0.0,21.7995800027752,0.0,0.0,102.21465427900512,34.66364121670108,0.6977444967227288,-20.366089083089946,0.0,0.07855526810357105,-51.10664220817074,44.84521492397471,192.35537166071117,-667.8600141626971,-112.20904388841114,-0.05783855207556021,-2.053534435897177,149.81938809350436,3846.383963079379,6298778.801662445,3497548.252649322,2801230.549013108,149.81938809350436,534.6935887485888,69.44127070275732,181394.13704382628,0.40664788547636643,-0.12401878149262302,0.0,-890.3812217917584,51.462045328217755,4438.221734570534
2008-10-31,-149.61342657722855,380.84027820571174,8956.162759555193,-105.78639855510473,2594.603069403204,10.24014240627532,0.0,328.9075609836299,-425.8873670484794,-456.5423043249849,471.39144042887233,-2000.8629157828996,157.174508872567,247.42299564513988,-125.95402214336274,-1436.2134233174743,300.142166337929,2251.010732049716,-290.2183178950136,124.06130398979778,158.92734168859855,837.2940803831322,735.45378330627,703.4943531580226,259.68152661386574,-69.1767901316708,703.4943531580225,142.1525239790848,-370.6861669736602,0.0,373.55205973109935,220.6004919771029,441.74902086134114,465.7920817347106,1016.4261572581246,-67.37412476869595,-111.87548144492864,-5851.2912684408075,-826.4207383597187,211.464519171814,-3329.6781145034674,116.38275007675202,421.0070697146515,463.4026903459221,-880.9324689549569,-46032.15229664768,2.3752926670842713,285.7531604062434,6278.741474163361,2129.9952912798303,22.0842651777117,0.0,0.0,47.19591723963822,0.0,0.0,-3.0451382262804145,0.0,0.0,29.811448217997167,1.87174797912769,0.009058546159386616,2.8995513831429207,0.0,1.00696492909492,2.8085027750692575,18.5707307887933,94.78514162907595,7.773500851374138,10.590346564312085,0.020258587892421964,1.525628509721514,-29.23163717913826,-229.24052248810904,13480.855273932219,-17000.333865001798,30481.189139008522,-29.23163717913826,105.79362282711736,0.9163741272558923,-17998.958359550685,0.035986982090783215,0.2146778051509841,0.0,104.91118292671308,20.688615054752518,163.09610851166735
2008-11-28,2.182906395935148,15.195244265268943,12368.086712177263,-205.32933715891033,6779.4916019327975,38.79460508341667,0.0,-1408.9842239724735,328.5337466478963,-410.59681141841145,-455.13833889810763,-3648.0834082681918,96.83720733982382,-1561.5413313651907,244.61509234813448,-124.52462099523876,-1419.9144192737251,2881.2137133075403,-171.6146367313204,123.68200563532345,276.21296228909335,314.7901664184206,726.6514392544219,484.4948891055267,660.7775133781338,-1074.1041101696646,484.49488910552674,119.30506762404329,419.2071905461185,0.0,381.8285775757567,18.47998012217378,996.636981457236,450.7382857093486,1266.1542581115,9.364461153184164,-447.1670627609686,-4326.859275668944,483.6539780887525,265.2851938777627,-2109.5670041507556,171.68193565714316,628.1426751121126,535.5364304256017,115.46448443214585,-47702.30396008619,2.5167292253785623,274.0088582176315,-4658.786171003168,2017.2448745799766,-76.98469436195842,0.0,0.0,-185.17238384069424,0.0,0.0,-53.14395590377853,0.0,0.0,491.86844507537717,-3.565327414344381,-0.02356035897071651,91.49901039574127,0.0,-3.425539852650928,29.531446921785005,636.0821691177734,-185.14910816104566,243.80238544426766,-83.99067487779405,-0.0837710550248878,16.007348380880785,240.1707921776774,19522.419077771116,-3772814.9938536286,-5110877.167574123,1338062.1737203598,240.1707921776774,41.61941181299335,63.16216778798736,67142.04256385565,-0.09359848715381691,0.566086474055453,0.0,2228.2550398474486,-36.44009690713483,-263.5065988019387
2008-12-31,-1.333679933864911,10.001984023670186,10703.50951063142,-88.0838423426662,2583.309552263373,7.208384221487283,0.0,-2073.1828700626515,-1373.765945150106,320.7145421371724,-404.0475157221733,-3056.302791857694,259.90594902381565,-2991.7151796778726,-1532.7667796089197,240.10756539783424,-122.23000344027143,976.0142221427211,104.40827337848914,106.55974074611144,341.48086423944295,147.4533890421888,-595.2957645178266,162.76313108679622,866.1536845817475,-1059.3888545868365,162.76313108679622,42.60577859750862,717.5717682593806,10449.659097301674,418.8676455628945,820.2009928320186,855.2578571207241,390.4549051524373,189.2253547135951,73.66898631339494,-116.7611898805709,-870.4412046874012,3006.3860724362967,276.1549782265828,92.19906822456926,182.37565005082675,652.5900884593925,666.6664099434016,2025.6238471185131,-45054.175030564526,1.9862598810048182,243.3282528954519,14841.539213129963,2388.1055395168223,-54.64962667562823,0.0,0.0,-297.2572137735042,0.0,0.0,-165.03074896872442,0.0,0.0,323.1001638713915,-16.662377167310808,0.3647647885471681,-10.836479265759522,0.0,-3.9051214068358036,28.924603224834982,892.8724926045252,-1202.712074116107,266.64204475170345,-53.3972471020661,-0.11617524205039853,-38.346174664850764,168.6624086676834,19898.67412865699,-4870191.465961814,-5273762.41838485,403570.9524230957,168.6624086676834,-822.492976721529,81.05729773420455,-202178.50555788353,-1.079243952702495,-3.8228500414238056,0.0,3305.353158627593,-74.92333396735012,-3931.4747724435692
