date,excess_log_return,illiq,log_Mkt-RF,baspread,log_Mkt-RF^2,size,rev1,rev2,rev3,rev4,mom1m,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,cash,rd_mve,cashdebt,cashpr,chatoia,chinv,depr,ep,gma,lgr,pchquick,acc,agr,chcapx,oa,grnoa,pctacc,chatq,ibq_adj,chtx,invest,chinvest,currat,dy,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,rd_sale,roaq,roeq,salecash,salerec,chsaleq,tang,O-score,sue,sfe,chnanalyst,turn,RF,beta,idiovol,coskew,mom,chmom,r_sq,gammaps,aeavol,bm,lev,quick,sp,stdacc,stdcf,cfp,ol,noa,cfpq,chcshoq,saleinv,roavol,rsup,chfeps,disp
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-31,-0.3282298824345158,0.011401138381239729,-0.4365331269538139,46.051884325138595,0.013683969598292359,193.92983331228953,-15.699931204075108,-14.56079225024522,1.2370797064098176,-4.641824247115532,-30.28533198841491,20.99530428288123,-3.712825444730446,-12.716449053657316,-1.690694312900917,-9.568349026160858,3.4477633868383895,70.13280616693184,0.6758801944242997,4.782531710702565,479.8742209542352,2.010695047082865,1.502958739443175,9.434270256667807,2.279253802571665,15.506701473400595,6.625226125846881,-25.874406279415286,-23.699382410145162,5.615188670378665,176.57896825526214,97216.44364995082,28.142545173356922,-1.6641656070602469,5.615188670378665,-1.5967534955929295,-28.530660790662154,1.7345134339761423,-0.5311193261761052,701.7174811272292,15.895837302468943,-0.9795595542390886,75.42225927190202,-23.05328504851007,20.414188578265854,3.6565098971373633,2.3549572632636275,54.3002250585789,6.42091505828765,2.191588942452863,8.08839589422673,3.616153044083571,27.22678128198563,69.08603494536582,6302.563840733805,16.9731339255779,78.27367379885837,-455.14774867367805,-0.006006044381732669,1.5467982716832545,0.0,30.19990192115491,1.810362997571949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.07071431222889,16.152575679640087,109.62023995999901,547.7169344016053,16.20350693599717,0.09445132173043089,14.246456358335895,17.64944210075136,74981.22468169694,22235.218968253863,17.64944210075136,0.08035411417406839,225.9443915034759,2.0571425849627794,1.605615864716529,7.757193332491582,193.92983331228953
2008-04-30,-0.31287638635203735,0.0073473373233858075,-0.1298541024501825,69.04554613925103,0.0012114124491783796,193.7486272662339,-1.2605093319604252,-15.68526134947747,-14.547186795395705,1.2359237918275923,-35.730200235407324,20.97568648602215,0.38470727429981466,-6.073422981030063,-12.70456693416325,-1.689114545485575,-9.559408459025327,70.06727479258248,0.675248658906803,4.778062962152482,479.42583140685133,2.008816274265488,1.5015543902210484,9.425454971358517,2.277124091209225,15.492212170680292,6.619035582545811,-25.850229499722087,-23.67723795043438,5.609941895710546,176.41397467945376,97125.60560268126,28.116249067957845,-1.6626106277953931,5.609941895710546,-1.5952615055132187,-28.504002034013272,1.7328927224237582,-0.5306230537283013,701.0618035141906,15.880984395223436,-0.9786442638442692,75.35178548685403,-23.031744295543472,20.395113769957508,3.653093291814156,2.3527568153644185,54.24948748553644,6.414915421151378,2.1895411442360637,8.080838180109762,3.6127741477896977,27.201340856968685,69.02148166330349,6296.674789760645,16.957274403423444,78.20053568133883,-454.72246328823934,-0.0060004323954989894,0.0,0.0,5.418722641918144,0.555928473907032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07668603320836098,-0.015092800950377239,-0.10242802724856404,-0.5117810825980769,-0.015140390593636255,-8.825434572481972e-05,-0.013311742617965194,-0.01649145757277637,-70.06168685299053,-20.77636041655569,-0.01649145757277637,-7.508205965575665e-05,-0.21112012068229546,-0.0019221729201071014,-0.0015002709864704311,-7.757193332491582,-193.92983331228953
2008-05-30,0.7149238552115784,0.0034532940780316757,1.452746402128318,75.27128498756197,0.06521774907207716,534.2213380159346,-4.210547688293979,-1.252567992008447,-15.586442570866682,-14.455538004896471,-25.03061022222243,20.843537478562954,-12.619376446612408,-4.983765374201436,-6.035159784287596,-12.624526840521149,-1.6784729480904406,82.96545138594306,0.6709945220935859,42.96768925662261,23176.186199545486,1.9961605227129007,1.4920944413204038,19.35303927785686,7.6219443546366055,58.00333223498414,6.5773349696407974,-25.68737036406247,-23.4522140915365,5.574598678032501,175.30254828245089,10450163.819558928,27.93911377323068,-1.6520906675271023,5.574598678032501,-1.585211192035664,-28.32442385525284,1.7219753179586332,-0.5272800732765345,1326.741808851665,25.451777315533413,-0.9724787031505185,74.87706139765668,-22.886641909943922,20.266622431020245,3.630078423957946,2.3379342026146306,53.90771006951905,6.374500786502604,2.1757468071975747,8.029928058734166,3.590013294736197,27.029969579170313,1712.1011063578771,6983.195431252561,16.850441810215163,205.96884253617787,-451.85766445398025,-0.005578229784722664,5.201737394059612,0.0,97.76367954244832,3.458579595162353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112.28904067930513,47.237101333117494,52.97857006300771,209.7584765954349,18.864911874494588,-0.0005944971433475554,-0.08967029209001964,5.225653668017909,3147890.5535479733,7205147.660408273,5.225653668017909,-0.00050576625564909,222.87542521244941,-0.012948102449104493,-0.010106095154621242,0.0,8.761367878506
2008-06-30,-1.8629023391715744,0.006015944655148169,0.5950425454247183,42.86646319235694,0.010945633445516884,533.9754562078776,-0.9402316570388174,-4.198007122892011,-1.248837382124164,-15.540020390923823,-6.760440591623076,20.781457729250295,-2.0528686413911323,23.97161490993491,-4.981471536134818,-6.017184850481098,-12.586926339058452,77.75431802815072,0.6689960526991955,42.848677808082066,23121.112018426804,-2.309362266385056,1.0043668927063003,18.917261244752275,7.950833860836818,55.956575479741616,4.695677451195294,-92.47036177832372,0.1119542413209746,0.7998015474168148,-136.0229021202393,10464157.876537554,22.61982114453082,0.0025617442509095,0.7998015474168148,0.15911943785173346,-67.5063577731841,1.7168466397689832,0.2660007433888564,999.193453776176,14.510221278482852,-25.639749636044616,58.06867505352871,-90.1162553728734,-8.581172575315797,11.192838781428112,-27.1219779276266,-385.93874964775875,-24.464324124415636,-25.890719482557785,8.006011968608025,3.4971762649426212,27.230932970298422,1711.6097960990212,2665.0991145642483,-18.00012867592049,202.25798479380677,-404.8572580767483,0.04196595013091152,5.678419226674682,0.0,-20.513324657103084,-0.0021277897876021967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.40712612747504,-0.1930231034181702,17.988361055933524,-262.57961283784846,0.506966226025952,0.005726361100494168,-0.09641584400795189,-14.956971821928347,4559.518888049293,9434.538090576418,-14.956971821928347,-0.07659315666038052,-30.61791841633135,-0.013799514617540254,-1.1825365806214805,17.101044244235542,-0.5199007728503275
2008-07-31,2.2320227611148473,0.00703818722995394,-2.8513717403810017,85.8642409973137,0.25097975498702585,535.5407062065709,13.452043170653864,-0.9376958995111724,-4.206394175713457,-1.251332391013538,-21.54381934065968,20.82297628283526,0.7379750931526011,9.851114530150106,24.041883252365697,-4.9960737958918475,-6.029206375385663,77.92911959334711,0.0,42.99003602922062,23200.41777856154,-2.3139760611560094,1.0063734824844128,18.969623689353178,7.9745361425214725,56.13052388019618,4.705058782303783,-92.65510510675301,0.11228856262076924,0.8013994431869957,-136.29465755838226,10500167.053407704,22.665012500618882,0.0025669284102495253,0.8013994431869957,0.15943733705750274,-67.64122638389695,0.0,0.2665321770477419,1002.1088499201892,14.553317915211881,-25.69097440251857,58.18468844528536,-90.29629551376827,-8.598316602362976,11.215200565801906,-27.176163986592684,-386.70980328925623,-24.51320054902996,-25.942445652983107,0.0,3.5041631521015386,27.28533670676512,1717.4268087809312,2671.4829406078743,-18.036090508661204,202.84916737571726,-405.6661083500408,0.04205035318250681,5.698039301736455,0.0,69.9502288522689,-0.31570731538815533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4420085635051123,0.195282818006703,0.43887221996766357,1.2987229467597672,0.09871220016927396,0.00019877747231056286,0.028064130909177365,0.02357127440405371,11040.449609431904,24968.727260719053,0.02357127440405371,6.353429864222951e-06,1.1622792759872596,0.0040526154387774405,0.0008220674706946873,0.05908753093298458,-4.106495593566875
2008-08-29,1.0949016820489728,0.005155088811726876,-0.249264269823253,-19.924367863625683,0.0019241456316627598,532.0844601698466,-29.65944875811797,13.362475842798384,-0.936258836704932,-4.182664259023162,18.03610692084318,10.436264331917714,-5.670867495746846,-46.83445008401059,9.787537895997826,23.886722939165665,-4.963830382728081,94.23932586577143,0.0,36.157142802757434,8751.450897141072,5.525151115958996,0.8318595324902831,18.71049018970605,8.216528629485522,57.384317725959136,79.8876507083439,-110.75495144087117,-34.62526639790366,30.910934078168122,-135.5257660246629,10764831.310775913,-8.576831281247326,-0.01797803525138172,30.910934078168122,1.123778227397629,-67.25963573882932,4.312817014206099,0.2650285646680122,836.4670707120463,14.874807974331699,-46.55683092769753,123.79480677141228,-176.11154184236278,-13.319328098697017,13.258383854490685,18.979279195551463,-376.7259762213354,-94.16090348919872,20.292900791923863,0.0,21.773333111477445,66.15474161935208,821.4413022002501,2670.423473966775,27.425424690991154,211.9773401370127,-1970.655207742989,0.04156253198069252,5.727679659582022,1022.4943315183981,-76.18871826111237,-0.6633789751052666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5436145020364,-1.4183275653669654,13.541210338410451,-14.687685581334108,3.216786156647885,-0.0005624112496079442,-0.07940327820011817,11.896868122588884,970905.1735397517,-706240.9161715424,11.896868122588884,-6.214945541634891,27.603985624382233,-0.011466271738993505,-0.0023259174597667354,3.2897548551994014,3.9800628650413428
2008-09-30,-1.878454627982284,0.00876839925377672,0.4919183557248484,32.47551373978899,0.0074593151756646246,536.6447296421225,35.647565193093854,-29.91634133130121,13.454689047694332,-0.9817052169600045,38.38923089317524,16.474322743539034,1.942832802881013,-4.142521561665867,-47.235848224638055,9.87142271808343,24.091445876154687,93.61288352264833,0.0,37.79891509773804,8774.338898370585,9.85378948645105,-0.13245309584995169,19.35181669711573,9.328801807173425,58.990125026579044,73.42451682192912,-17.02376105941299,-38.95864045067917,30.1365946290153,-102.26194775740854,10819421.074877098,-21.628742780669903,-0.23638136911717192,30.13659462901532,10.34711656998429,-19.1535946778123,4.333746795144305,0.5650190560921513,848.7900308332659,20.20906722994458,-4.978921350665008,148.19848934566005,-84.41698839881805,5.075354300793444,2.2179901142691945,63.00576289276623,35.05708862730019,-40.38714289603959,63.0652728145392,0.0,23.086645017610596,81.70816931755726,834.1059222633351,2993.2754072594303,62.682630214022,213.82585801691593,-2018.6752605127558,0.05757682896425175,6.4794549049070795,342.48547354508884,-30.067225552472138,-0.6263962606713864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.623434517795104,2.6063096190931105,6.802192882853262,7.702197900313649,2.695407428223703,0.0003210778358070099,0.3717728060525367,4.40452338968446,21287.71582183428,33302.04827934969,4.40452338968446,8.017772916029585,21.047467681657167,0.03415282390431296,0.39480542309371036,6.94895125323918,3.0529701949923176
2008-10-31,-2.391549623626323,0.010844312897841045,-3.1447055615002415,110.15814164342834,0.3044080639421156,538.0755963380547,19.2516902338633,35.762162328271344,-29.99680133848415,13.484820649555989,-9.026050383921552,13.881765772297683,16.53569083033078,8.159230926656953,-4.153566850685516,-47.361794122073434,9.897743092119702,93.94019899735802,0.0,37.87966403958446,8790.379586642868,9.87591620273809,-0.13258219783372133,19.40994320584138,9.354430282014517,59.12979540067816,73.5447087369849,-17.04849374923152,-39.036284582918235,30.1879235592034,-102.7063933555194,10838236.858993473,-21.640450603154065,-0.23735453596696102,30.187923559203423,10.389533693149152,-19.236839042204302,4.3411748581415965,0.567474712744855,851.2376827150465,20.270284740274725,-4.944988684897538,148.6681804690532,-84.55555562862628,5.110027523411765,2.222058435766736,63.15792346042912,35.18881564294671,-40.378093247221436,63.21746227531599,0.0,23.138610276121426,81.96007166517003,835.7337227966029,3004.329253391902,62.835085401968186,214.38919107507107,-2023.3034032913865,0.05782671378459194,6.419235878898331,343.0724953055665,81.33963769860486,0.6557243755258746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015513184449712725,0.15836331627015454,0.6944498583501115,1.592194839620106,0.12153097645064292,0.0004322347797757198,0.062443252615766554,0.05961028526041545,7453.752370623872,11362.031745750457,0.05961028526041545,0.02428717247834289,1.3613759927011984,0.008932256132265337,0.003497669346875787,-3.383763212217449,0.14207769069839316
2008-11-28,-2.9715809455759543,0.028779638542980497,-6.118000363656071,126.21787604632515,1.1559254575713567,534.1331973528729,-33.63476735505773,19.09715269653816,35.593281209101534,-29.780323287929463,-20.115146418819087,9.675808053128563,12.775931947483365,-51.7041895699235,8.099449468542083,-4.123134290932817,-47.01478137822481,90.62546967897914,0.0,39.04535557241749,9015.152416651696,4.342599205940087,-1.3837337882497396,20.717883340629093,10.913427215987138,59.661353327656336,51.2489766943033,-11.980418037064798,-53.168998283821985,9.62570290838367,486.2627367201457,11121901.87601742,24.08522377948706,-0.24044057148344167,9.625702908383689,28.341568436565616,-19.249190485710585,-7.952064124346607,0.5678390725983805,834.3923045003964,23.97128022844552,-38.42442168597702,158.7211528768174,-6.004333026634283,59.157584929191806,-11.180232432100468,34.76631471514706,52.61536877302552,48.20773380735224,35.03760669033432,0.0,25.279402569612838,93.55706630936537,916.5731544798007,3053.9276737984405,29.51738403467531,203.40262036186112,-1872.640876865827,0.057833884111141154,6.343126843852588,0.0,-12.868793592873658,-2.282511592423847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.147966848134324,-6.0609528164310404,13.79654930087014,-10.28284571541451,1.6830788772230676,6.413315186973301e-05,0.009265063318885325,7.604938169993808,85641.64149980899,198023.37552413717,7.604938169993808,-0.8971879063265291,10.669512394928745,0.0013253300425457581,0.0005189692498361875,-0.2847323566655753,-3.859425335121009
2008-12-31,0.48696898757701795,0.011358032414096025,-2.638748953462048,177.39440871135895,0.21594330826992575,529.4355960591853,-40.76014912034834,-33.26376668960033,18.922816941116213,35.32431729763876,-98.69611444273215,9.627171784401913,7.769555611434518,-100.0307367199239,-51.24946091981063,8.028216329523307,-4.086872098140599,88.73658465764487,0.0,37.39870007098754,9043.411935100843,2.935559853151328,-1.1739496176429123,20.447294993508628,9.62307650337714,59.966087840358526,54.85252345122128,-21.772405174955473,-62.15297823599728,10.04607375899893,1246.982294327951,11001798.398280045,3.7222609797527237,-0.9447409280477626,10.04607375899891,10.551242131445319,-45.71538939784481,-7.864879506189409,3.7076751025565975,815.4854819556468,26.75792001545233,-65.54801811865988,157.71949233952165,-14.432884473612685,46.652372326759895,-21.608019118626785,20.59301087681587,57.15150729129914,18.872110228172627,20.859609761904743,0.0,23.974479721266565,80.7079409784752,910.2899079871331,3467.617200766369,17.08871757446883,198.17271286289758,-1824.617640365394,0.03674083724083768,4.777720824766844,335.2881178800102,68.0802758018906,-1.6231368367010637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.84726169609485,-3.8286957503808807,-17.65331757917832,-15.724827861167796,-2.429722573766327,-0.007836896331444063,-0.20157589677187104,4.550523505800271,-44309.94959191792,-75793.52814545576,4.550523505800271,1.7123272111483532,-0.863342597863209,-0.009107404303765332,0.7309896519811431,-117.61101532112694,3.1934103065861814
2009-01-30,-1.9673430280624487,0.010340988210543696,0.5524192714196339,114.77032563199808,0.009529427660565228,522.8798687448948,-42.72376514653497,-40.41061032507713,-33.09207449796365,18.708886339786638,-105.85343169967666,9.391488033892776,3.7663908412142333,-42.79012921497369,-98.79210781422769,-50.614865336711404,7.92880707659766,87.07276792040467,0.0,37.105743144784824,8985.13436809674,2.9079633999800736,-1.1720618984227014,20.15813280195829,9.524162452169808,59.347151376073036,54.5188329121762,-21.497836396363244,-61.557612666881845,9.98435790301584,1227.5845115652269,10940651.829216398,3.9032383646908144,-0.9220579213828661,9.984357903015821,10.650380394578992,-44.59622640059503,-7.822591471277554,3.616907139398851,804.124662976001,26.364039901767704,-64.9757207260785,155.3013823811649,-14.237182179561245,46.44065811314816,-21.2922034758696,20.427129844990798,56.22970701034487,18.756287406281803,20.69285552944023,0.0,23.775789097314508,79.69291447769533,903.894061822131,3397.6965431279223,16.903326722679456,195.7444565720408,-1806.9049974532393,0.03584335234193247,4.752031883839289,333.4853342997555,-130.74564565983675,-0.9673366720898877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.830548280445612,-0.5780877938149374,-3.2943517866248158,-7.740164646584958,-0.5455469891449098,-0.00225499929300009,-0.3485527036610918,-0.42003114798261265,-24529.409209647216,-36617.1598539995,-0.42003114798261265,-0.2000156979364487,-6.6961791250047895,-0.05034200629872476,-0.03769552654767727,0.5047794024713141,-0.057231224769990874
