date,excess_log_return,illiq,RF,log_Mkt-RF,baspread,log_Mkt-RF^2,coskew,size,rev1,rev2,rev3,rev4,mom1m,chmom,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,gammaps,aeavol,bm,rd_mve,cashpr,chatoia,chinv,ep,lev,lgr,pchquick,sp,acc,agr,chcapx,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,invest,chinvest,currat,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,saleinv,pchsaleinv,rd_sale,rsup,salerec,chsaleq,O-score,chfeps,sfe,chnanalyst,turn,beta,idiovol,mom,max,r_sq,cash,cashdebt,depr,gma,quick,stdacc,stdcf,cfp,oa,ol,noa,cfpq,dy,pchsale_pchrect,pchsale_pchxsga,roaq,roavol,roeq,salecash,tang,sue,disp
2007-08-31,-5.533767006356336,18.359126077443506,171.93645817955422,-16.276824533648956,729.569340519943,0.6163556460434201,0.0,5833.485314031861,166.99668163974843,361.34520213193343,298.33171784694355,63.92723354824665,581.4293857597761,0.0,-44.73711210413214,-115.05360022318582,185.21113388099187,193.5533106193996,38.19692866075089,0.0,7709.991316456973,2298.717879858474,3.3514154925833357,2324728.633650912,111.3361042026703,32.27961486678167,81.74555138980321,3480.5426240135835,246.34691178012096,211.39743576890055,1672.497847237022,-40.3772777328772,204.6797089114597,-1590.2858433092003,123.71232274066291,0.7658758205971437,204.67970891145973,12.795756012685967,200.2272547976726,111.08397526718139,43.92547093815707,-49.23768390277279,15023.570683842567,218.24754296500763,483.12793504856603,39.21928511428201,197.65269664310364,-44.65125414987356,429.303180835927,12562.399484409163,486.99498192528876,17.14503633848576,107.05198321087235,10382.315670151325,561.215476513917,-17513.165688709734,955.7833895765461,84.01888700114777,1177.4340908549361,2355.0474141881614,0.0,0.0,0.0,0.0,0.0,28.252597318750418,47.42769533608589,5.7895164974246995,16.99621085004054,434.86543357302435,0.14063291799250877,2.1932892987075263,57.16065665525629,102312.12511794828,46733.76722961664,53346.02792443894,57.16065665525629,8.178800561731158,122.42864785550117,381.8877044336641,9.897089455769361,-0.5743530141138677,-23.630238320543498,-2642008.813051407,25.66026194606502,-0.6892958978108221,14.897456595033873
2007-09-28,5.754942273632178,5.963609086864758,179.89219522183467,3.9023817140273036,703.3636379346672,0.03555465466271137,0.0,5795.479929900414,-229.80289675244822,169.25519604237164,359.8294798871688,294.08240432641315,263.15936327978477,0.0,66.48982874056263,-219.4578413584901,-114.30402153449513,184.0044761267267,192.27982061884188,0.0,7825.371699562402,2335.6839926150305,8.283251163137919,2188299.67294898,122.9856644555057,23.83438815666321,76.75487539097104,3597.864123604361,112.8590139376286,276.29993706377735,1713.207623947671,-88.35552149737043,162.99258250242286,-477.0230840829649,114.45253125661017,-13.463583871478303,162.992582502423,28.66855839590884,49.98129563338226,481.30924078968144,36.645891711062816,-32.30204475344236,15295.509062228102,258.09544670297686,482.4817440961537,101.33379619345052,206.62363960258298,-44.732559038754275,503.6324172018214,12939.987082117215,554.4732436209277,36.760632939653334,90.97865689331405,10866.878607188926,594.124314440769,-17809.27080949616,610.7347291546062,85.60567860533787,1089.955815201602,-4941.8195941040885,0.0,0.0,0.0,0.0,0.0,3.3488754383936907,14.707400002162842,-2.7160772616211943,17.370058179619377,203.41000708986576,-0.007058358054065295,0.24580368455821144,48.014908110980286,96929.53351098672,-58358.99486039486,157114.50158365164,48.014908110980286,-3.8717818801030788,163.16203069733103,-80.77115664230155,0.0384705297845187,0.09043045903949576,0.05034548498960589,-119792.97632044752,25.556855526637264,0.8473144040267848,80.5153702329377
2007-10-31,-16.667971206792814,3.5376154798413135,136.96261585523592,13.51984752404759,936.6456720024149,0.4270625841823744,0.0,5789.442892585819,-31.896562608735497,-228.22809741341115,168.5933356089211,360.6062407598718,0.7974541239806676,0.0,-35.15540447343659,52.747695592019824,-219.2292364468544,-114.18495328621222,183.81280228748207,0.0,7781.855460147028,2343.4632658775586,10.934686273792364,2256458.364611322,110.74855253942265,29.263727998132765,81.78906421602673,3575.0887052856,76.43219922386854,245.66374365394736,1723.4501151285435,-78.63382164328917,151.59088059605014,-399.1177197556283,133.64973776181375,-8.715990643284082,151.59088059605028,25.127986315913873,54.46497354743695,1903.4707813566708,41.31889715369591,-27.78028683773885,15321.658669072285,270.03812791065405,484.68141960279,117.69964744797656,133.9511065147196,-66.0516626521828,389.0092836468476,12915.64844010637,455.6176670020373,42.903196721179896,80.12828962482929,10897.390083154623,526.5558840098344,-17771.70600078194,793.5544275667063,105.89734001452474,247.38684207773568,590.7466133274856,0.0,0.0,0.0,0.0,0.0,-7.234284416108494,5.762493148516569,-0.8789243178061099,3.340497416693097,-7.706773665120636,-0.06739313731048835,0.4028115165843644,6.618100251826405,21921.60274516605,6977.096412388142,12941.540588795207,6.618100251826405,-0.003756452678516098,8.706302567230047,-15.289051424492783,2.742256233895702,0.09805083750998733,3.981044225075948,397.51307759131305,-1.5945937218448307,0.591395829474294,156.02994745790977
2007-11-30,-43.53791518313308,4.482079542364466,137.13686119684567,7.618983902334882,821.5473899128812,0.13545339205793175,0.0,5803.386554144007,99.12404406983461,-32.87455790466119,-229.0706687979676,170.90137021118056,-354.4087093062382,0.0,47.11471797983471,183.31636169814993,52.87473648851983,-219.75724204832423,-114.45996357186505,0.0,6416.62000776977,2462.5808970735125,12.674584155385958,395988.95532027853,32.74811372121728,-21.54563913991018,62.083795526823224,3773.9909470651096,53.63442283949396,402.20113980224863,1790.9754639381547,-199.38362138281894,156.3773133429738,9735.042911306828,120.1162129798598,-76.90004426974568,156.37731334297385,6.741221520986054,-83.33119450144396,-1671.853182022791,57.30003211132397,20.584910247222812,15766.404146405746,250.26821654932644,412.9929716631811,155.91669690948981,-70.0383787880301,29.398052292007346,271.68586907659807,15989.567642132279,990.5428788489437,40.18348236567876,56.441858683748364,10718.106187678468,136.1255428627456,-17499.517174972927,616.4510463990913,100.36888740789105,174.33596222205523,2584.183887848755,0.0,0.0,0.0,23.095469322135163,0.0,24.67905364939446,-29.727851729253473,-3.25756877887747,-23.879947922965357,446.63055818090106,-0.2204705687429529,-10.523313379408847,75.47655017630731,322182.5937303938,198250.41496320628,122846.41970303468,75.47655017630731,7.567239241603865,1.6645342889707742,-188.89978187486494,-27.729230286856463,-3.826814521434656,-81.94413920103969,-395554.38766343595,5.216065242969307,-0.04988787153268337,37.91641651634109
2007-12-31,-18.93833255951286,4.896003536655369,145.2992770354985,-21.085160972290474,539.4915623693939,1.0403256477345368,0.0,5773.574413452234,-171.02640527321108,101.9234135753799,-32.95362675459765,-230.8406483503082,-661.0102372901029,0.0,-14.601211018765218,102.64495221749917,182.3746610006241,52.603117655528116,-218.62834364445985,0.0,4656.235260112305,2553.740972441815,14.338009179895046,382871.7167610214,-15.896282780754152,-14.445331799240694,66.62666739190541,3830.028581086569,114.25091299203586,212.8258968980353,1795.0889434050664,-244.07406579830166,171.69455944361152,22430.712762182302,109.22288393164746,-84.74361656221485,171.69455944361155,83.89269144239523,-81.98010379711612,-461.1305957700128,60.12059128152746,13.470426720520635,15563.115909327622,227.32294485238452,407.7365951558961,20.162922509170322,-99.83491985237089,72.66843258470095,65.40613076120539,15724.442998437915,769.4504403502214,30.307058476396143,29.33830365847017,10527.592876776787,-31.801460859124553,-17558.40384078202,205.1173820371859,92.37168779806697,-56.34414034761832,-1516.1101194907524,0.0,0.0,0.0,-0.025415451681343626,0.0,11.245024464285507,-15.298662855617692,-1.5791476921573633,-14.236308354218977,-78.8917532387859,-0.05986041897213834,-1.7584651502615714,51.65447074613195,19068.850637281314,7940.5695966808125,12767.025865096599,51.65447074613195,-0.5060776185701741,-104.71889615909677,68.99008240332127,-0.9949556050910502,-0.9974123686235359,-1.0040035350670848,-18635.676755195775,-5.030070064094616,-0.7021225846564283,497.97382764564986
2008-01-31,-35.80478606401348,17.830433283927896,114.51657279230268,-3.6976435706625725,761.3375061921271,0.03223632408318948,0.0,5689.190803375205,-538.3995007045551,-169.5594622185715,102.01282150332159,-33.16677161276034,-834.5286020634335,0.0,-78.41655691763556,-280.7003046068662,101.14474610530023,179.70916625166058,51.834297397710415,0.0,5454.113893689922,2565.9732065040043,11.780246028365166,270569.119745583,1.8434824519379176,-17.85724486368961,70.10928830736695,3866.1164081450997,154.54828219574563,270.6425385347263,1836.3619886225074,-256.90881288518153,195.38816638846012,21773.61565497111,98.25848563252448,-77.05708677033853,195.38816638846018,75.02578533795472,-86.41017655792754,-842.3496559715725,56.88634015711817,-1.5956547292557681,15295.097181615953,222.17198703117074,394.7333573479601,27.209258233243943,-59.91308398618622,88.92360018996844,145.36823072039147,15678.281849394976,842.8357666430172,24.662150309267975,32.05677383617743,10277.494817577941,4.164142700199466,-17426.523987861776,-1371.103655877327,66.7805722132051,1632.3036161613265,-2195.0685462579427,0.0,0.0,0.0,-5.8815814611630906,0.0,2.548691676469332,-7.072158343579986,-2.0541641795088026,-7.483807527926729,-149.3305776030029,-0.05174628666089731,-4.01244582420594,33.68124583523519,-90176.55075972341,-19284.4567048396,-70620.0984840095,33.68124583523519,3.4699676289379795,-69.99450798150174,25.225629879978754,-0.6346143719597279,-1.116602515673108,-4.574337836984924,119545.47741362476,-20.951401309292578,-0.4392943981587445,-145.22420873813235
2008-02-29,-1.6696394633324219,5.098074698717841,88.76445454318888,-27.71666836536551,805.2810909039168,1.8174491009731013,0.0,5652.320320389813,-217.83446199765262,-532.979910595763,-162.35003551091626,103.86857364814932,-1371.3113525896379,0.0,160.46389063149445,-49.27733736040783,-278.88114329505686,100.4892476751676,178.5445078695459,0.0,5907.559857827646,2633.5146870590324,30.124430614243582,254263.32685635,-44.39075913981158,0.06593289743958441,98.48401644816192,3811.5601038846576,-58.38826737664727,97.06605029142375,1803.4539828542506,-317.17112563219604,98.59843959139096,19847.48675981137,62.01223603674739,-77.9006079481229,98.59843959139094,220.05929815328201,95.01826117794612,1632.4051960883837,38.06704576255642,-7.270173338412488,15216.364107840083,45.86513929311518,409.10442219090953,68.33613767388788,176.06242410870323,104.2322553191409,-54.68992967735946,15295.485298989764,612.8759979439513,87.72238167753365,39.55811158755091,10907.276999572015,-116.19284700126353,-16891.902426186578,-1313.2703371293455,68.09085715388686,1411.2566898770178,2212.4034519476613,0.0,0.0,0.0,-6.1714393497886775,0.0,19.597563661564607,32.652715200171656,8.438190076151187,-8.458347270005959,-112.84048274219822,-0.04705902264264594,2.3028961867912585,106.29524569999643,-81573.74681824632,-84713.99245685712,1969.8880431232974,106.29524569999643,7.45148726843253,364.45159682384883,-132.8316505704014,23.86740115512633,0.5675247812239803,-105.68480138898536,-12002.04268991598,-3.757298849030576,-0.014614239285252406,213.69489027252848
2008-03-31,-17.273262724893403,102.90241457190544,54.60455617755604,-13.166805599807006,629.4536628965132,0.41273881959809977,0.0,5583.420105410787,-443.0179502766307,-214.49517100135182,-523.7870612889172,-162.91317494577584,-1205.2918180221457,0.0,-143.4802884753799,-366.11838469064895,-48.676660302973836,-275.4816596073912,99.26431165324342,0.0,4916.0996611421415,3010.637501066964,42.86667597007163,148396.41873290643,-105.19402492312483,30.77714102155228,78.43253546068009,4078.981306159832,-94.04406984536953,-113.72507362270528,1888.0034039867644,-407.44117391789587,17.504859120119132,15878.092983439248,-141.4889955107933,-163.75812124704663,17.50485912011911,193.29760948481302,13.828758156763701,2069.3761023643237,38.124806932440634,-16.445457857161202,15057.379674951158,-56.45200633907379,357.19694865330865,-3.4388670170020337,167.13520740171109,71.09223872682004,-920.9053126095193,11759.731811639593,-425.3892761001668,121.09861544334859,2.254752331799547,11722.137550311092,-247.3968270689646,-16804.490557129546,-1151.0509607909335,63.33367015074848,1690.322468723812,-854.6600483525981,0.0,0.0,0.0,503.8172003532417,0.0,45.5297904660153,-101.27042172797451,3.711190678359003,-27.82095123554751,-207.11855822075267,-0.6050365756424876,0.993751682704243,68.9668967948761,-118403.56816501357,-31102.128200874664,-85043.85309921484,68.9668967948761,-23.185584592893754,256.13614601075153,-205.6640026729949,-24.859114405403105,0.046804243122402056,-41.01672756683533,-215748.82656176033,22.422005928536237,-0.9071433258317207,-0.8985500250400946
2008-04-30,33.15389189124271,6.491377620318306,71.3381007892026,-3.9147945889745577,923.4380115801431,0.03652122506394692,0.0,5572.536636869789,-11.582671332758501,-447.37307280489296,-213.23796031954132,-521.8217181443719,-869.8725501817793,0.0,-29.033097413119787,-174.68186768874864,-365.4047292882549,-48.58177743708044,-274.94467762871943,0.0,5218.266281990943,3068.299770038953,38.38315955263355,72148.56581228686,-114.66059206078094,41.44322798170462,-4.022845038987441,4314.327573704597,583.5902922338406,-277.24100256099223,1937.53639628074,-451.38229968382876,175.25931541599732,4166.849500974043,190.43050685037085,-303.136392588665,175.2593154159974,119.08880201186601,-119.08920468135588,1518.159580023212,57.725381189038806,18.96721913676236,14865.643800100646,-148.3918145709738,342.7099303783366,-66.60990067423981,569.8668988031991,28.986977246178864,-1012.0197798384236,11501.095243144118,-521.4131855754035,119.99557411922389,-1.8032118619912136,11552.516413346684,-250.03513945558365,-16491.37422587423,-20.8881596443307,81.51718474872847,1012.8900408943496,47.098564693765184,0.0,0.0,0.0,22.88231331932218,0.0,-20.739492205820397,-35.92536662296391,11.800240915327805,-10.522913525248498,-130.05237442524776,0.004571863157540879,-0.6301180265234052,-2.164105715997607,-46624.23217308149,22611.220599152613,51768.90921087749,-2.164105715997607,2.2229560097884047,-167.07263788118036,-37.684161907946674,-25.115397134275838,-0.4573976879391992,-90.10052794030436,-19054.22705382164,-52.3383917693759,-1.1664320414667522,-358.0880751042539
2008-05-30,17.963280541726267,9.615383728166014,75.28192657107516,18.77561695704256,879.3070210299877,0.8428886649341574,0.0,5539.721714115522,-178.8116406081525,-10.77527085070021,-442.0757144331463,-213.56299322118502,-190.57254117713376,0.0,34.65691585072804,-51.68021435470491,-173.65322088598893,-363.25297529415764,-48.29569456715097,0.0,4638.515204279416,3379.5112907246803,36.23636409028405,-76270.6667174919,-30.13775328317597,42.55051755084796,-5.249557203089196,4641.96670418221,572.1486814965476,193.01859111313084,2067.8298031244303,-150.68221642060882,286.0645514103644,-416.62505212628764,627.5812557542795,-221.1885713798235,286.0645514103644,-13.34375624540752,-213.64137638060464,-187.6534483031168,75.65721768003036,22.095368163299394,15517.413280439878,953.4135172850995,3574.8046618179474,251.01672370420604,188.4886563010515,11.5010867809014,-378.3377988724227,11026.531383687396,-316.0289240488529,129.1985263656489,-45.24283010709977,10798.550808536635,-32.680330009765356,-16246.044316467045,-78.59634764710225,77.18558175069387,-565.1306277734956,1030.0192000532388,0.0,0.0,0.0,-1.3275120752114162,0.0,-47.91188643558013,-2.260455342498915,-12.595692046977348,-1.2704478809223474,336.5043530776293,-0.005698444650529044,-0.70440610243989,-320.52788442925635,532954.3837967217,83712.3128500795,449242.07094664965,-320.52788442925635,-16.368282072724597,-656.6219374791256,49.75929712603664,-6.972559011079234,0.06876578359845098,622.6547822285411,78364.23768501435,-7.903675171134637,0.11597365803343007,118.06296144616795
2008-06-30,-43.438849260138795,25.57913062549955,75.73632348065067,7.7397083405997975,561.0651507244489,0.14236966940061094,0.0,5605.527241067271,460.47131085259764,-184.51657793967294,-10.122984665354764,-450.4381394401246,519.6905371175582,0.0,26.531809713000982,251.64740968488002,-52.294115903211406,-175.71602156389187,-367.56800314025196,0.0,5463.383206246925,3603.266180632749,4.121648078611786,-64136.215024538535,27.43643827984203,58.7544098546861,74.02307780556988,5387.495790211854,93.19547462977718,290.5440778808939,2334.569685525249,51.00971782119044,143.10245415807796,-2441.1608118240856,416.6019370203729,14.496745032980739,143.10245415807793,-27.787417940539406,57.09942924573033,-170.44343948085626,63.61412238116317,3.2254611508475914,15697.366740020496,991.5359482172573,3609.5169532382483,336.14400842804145,-20.889101021159526,-28.725079013466708,-376.1907300618716,11089.548231695817,-301.8976592346713,27.065258180618706,6.0936211247193715,10028.743656846196,82.39275336899783,-15329.591099135301,362.8174845646179,95.30921790357915,-835.1701383810541,-1570.7471360929312,0.0,0.0,0.0,86.82470495851487,0.0,-14.418780358372317,16.561568440124233,-0.7805345483198209,-3.8516651973837384,25.839993506015162,0.016699216122860516,2.114787100225385,-158.17773705561876,174508.1269893404,51726.415136967786,122781.71185236983,-158.17773705561876,2.2386023879938506,-257.3704092429831,15.303450190692445,20.15829102071894,1.650041940086325,79.28999869081429,669.5419421883998,27.081574717277817,-0.2595432987793389,-67.8028350113641
