date,excess_log_return,turn,log_Mkt-RF,baspread,log_Mkt-RF^2,size,rev1,rev2,rev3,rev4,mom1m,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,bm,cash,rd_mve,cashdebt,chatoia,chinv,ep,gma,lgr,quick,pchquick,acc,cfp,agr,oa,ol,noa,grnoa,chatq,cfpq,chcshoq,ibq_adj,chtx,invest,chinvest,currat,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,saleinv,pchsaleinv,rd_sale,roaq,roeq,salecash,salerec,chsaleq,tang,O-score,sue,sfe,disp,illiq,RF,beta,idiovol,coskew,mom,chmom,r_sq,gammaps,cashpr,depr,lev,sp,stdacc,stdcf,chcapx,pctacc,dy,roavol,rsup,chfeps,chnanalyst
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-30,3.5627650526291386,641.1804299268877,-0.27342544254900714,64.4098763519677,0.0025507933810027233,432.33791570702743,-68.41808670741233,-22.457829195890184,-12.406883220757628,-1.6922433197851223,-215.68815842280986,37.973120090363054,0.3456730084895506,-13.552462641284027,-28.349444668472287,-3.769153218217025,-21.33122070015001,804.8875981663559,348.8343965219748,53.015534816374284,23.241651994582018,11.797722078451898,-2.3752479977513645,8.899690235385258,7.099084159256676,13.518600808480493,676.6636999876267,403.0623663721374,-230.0643069523038,-22.409889417248216,40.661095677243054,365.9785807096983,2633584.548221204,572490.0669047971,2061094.4813164067,418.1936251432055,365.97858070969835,40.661095677243054,33.4188160090636,-22.95060850090076,-168.09873880773097,113.70045369626524,447.6315345859835,730.6222349240741,168.34846089131312,34.23029843038926,-226.65238628120363,-78.01504141463349,22.042830296187752,-121.72546378892005,46.87039702291639,38.10391488424459,700.6519926575302,-94.81194137083389,37.872862413294754,7.3965302147581635,13.050171214356041,6291.378076711959,952.3844399763209,-18.308116283703225,178.21151710714383,-1238.903622256911,0.4879803951875027,759.3251283187873,222.04758068645341,0.0036491778746610454,4.982547956367413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8020.571607098504,12.64946124456555,475.7936566854088,137.58103903132877,0.03350228116597262,17.733847764799314,749.5451343298282,-0.39948493083496506,5.316647816699622,4.6545137940929076,14.490793250220008,-3752.7779310104934,-683.3470021532792
2008-05-30,7.067243349991942,595.6006498357287,1.288958281007523,101.93292606117014,0.057864853502283486,416.30652920470965,-104.48317604483977,-64.86974357236,-20.872195280121527,-13.535910904408082,-143.5044520243826,32.47422496289473,-13.814603597468174,-3.883734919705744,-13.049928029427601,-27.298227812178034,-3.6293904312107643,-52.83717414753169,642.467996499061,42.94629259369975,21.40249605041427,9.347524775525375,-15.614546363113032,4.282913474738219,4.295152003785357,10.987220437798737,660.7251279824349,294.3793400913965,-230.73743675312136,-18.205508715758626,29.029980410936922,353.56837559798964,2619952.2399627985,575116.5786368215,2044835.6613259774,433.72419121083556,353.5683755979897,29.029980410936922,33.86458931764028,-26.88299358910178,-350.9921902868548,112.95050857633642,475.5653457435663,534.4181122674138,158.74695969476414,29.01185626754295,-229.2314017674244,-130.39837285612867,10.193599521017692,-176.25842009054332,-62.847623978482076,-17.41273383389,647.904792689727,-149.48382639123565,34.90472310400179,5.989411722900401,9.901042197184047,6195.584751367276,742.7433150452107,-87.31087158075704,164.77600461596933,-1125.0114644773903,-2.2220368832151167,863.0767914843216,140.44116689190892,-0.0015353840257560773,0.18560512675087804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-234.489391424303,-2.6399990792054417,442.23202585675756,26.726808743048565,-0.0020481806631088076,-0.8228259891347456,-420.76331739639943,0.0053750135575763025,-0.03506753011879127,-0.1807737384791972,-62.707207231363554,894.2557941729233,17.686991500526574
2008-06-30,-1.4707505934836247,850.4939213637045,0.8105421736353836,87.98047558809888,0.0149096860265899,651.0164943047894,34.60254759956232,-107.84685486290721,-66.41039968073835,-21.545363555688578,-26.19855857942431,31.986435714856423,21.213679993848217,29.225906397118806,-3.950838183885635,-13.275404995850838,-27.769887240639292,207.99708680406812,681.4596128678187,44.90725329785374,0.04731588809813839,6.575506208872238,-15.88761891772336,2.6302881429082277,2.3501113400260767,9.588540640898255,17.478487962466296,297.4416091772415,-64.06840090871448,-1.3728101947380595,9.820464729874626,9.93151239308886,2671488.332747711,592857.14260773,2078631.1901399805,13.696257903995402,9.931512393088877,9.820464729874626,3.710220632138461,-32.391656153963524,-472.29236557814977,5.021887975011691,-100.27466879071471,546.6344644033657,-0.37578757428863985,12.292494739046916,-52.526915749026266,-11.675024819879631,16.296904994549323,-113.50423535274854,-90.44727018317053,-287.74759389388987,581.9997614484658,-108.80969549168672,0.4726744610404967,0.6525514536437924,1.5464088683954795,4086.2879213738534,713.028334196718,-88.34145772897469,169.82495614529756,-1062.400093480184,-2.308688565280203,4.77673558002517,357863.06093365536,0.0015362917236384456,2.763345308770961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9555.716648699065,1.1330628910141556,60.191935753075086,8.271513562013922,0.001317414531891832,1.6616239752268491,-420.3648000825375,0.1605000287987829,-3.448599294622843,0.29590991624064067,1.5106361845170184,-299.81167043637197,761.2030483809108
2008-07-31,-3.623666931644461,1933.7978594628946,-3.9278933090723607,52.418109397431316,0.34573594398969293,666.7209824753329,112.69441382465429,37.136894659377106,-113.97469854561714,-69.35444081312214,-47.704570700846006,61.15080595471059,10.502946962381948,12.264137313747522,29.93092371281232,-4.08760803583989,-13.734972077924947,207.84333265132864,718.1135228720169,47.661346550882136,0.0,6.740499739734975,-16.833633172474226,2.757936930647958,2.473948342647587,9.860907103608533,18.26223355911449,312.5883257389629,-67.32343183671051,-1.4355752687592664,10.384360155995646,10.390197402255438,2731704.3244425827,611523.2043861856,2120181.120056397,14.440271981820745,10.390197402255456,10.384360155995646,3.81009821266671,-33.3794074688233,-491.8871623251208,5.097887923120326,-99.86375249501377,575.6792202664773,-0.35942011383073635,12.563593641818573,-55.45609721166187,-14.439029044918605,16.519228707140936,-119.12779130204694,-95.14186768221032,-295.012108961865,593.1930529749054,-114.25004589958591,0.0,0.6741851430160335,1.597537515868875,4151.646381450688,735.4957711008655,-93.34025173083657,177.13513365972764,-1107.6794573479306,-2.453061665369984,19.094987325283444,380151.1213936548,4.255913818818763e-05,-0.34530771758203027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.496653892381346,0.38961439480626936,52.724522527061026,9.498917574206075,0.0014063891661060188,0.6674629574710664,1.819463185039794,-0.013056779382554284,0.027739858190005906,0.15793392170522047,-3.1483294988822266,183.3165043645663,272.2251039736517
2008-08-29,1.392004562311337,725.9829930506662,-0.3437176587525243,71.96619000848027,0.0026532596592483007,663.9450579033767,-17.583602463874996,110.56103901906275,35.487976863045944,-111.5335208743627,77.30645738309778,59.73554811071194,-30.96077724974262,-58.44091305161446,12.213074993799708,29.80630488607723,-3.9787693182487582,200.4861000248224,702.2310135863708,46.689644940437205,0.0,6.545496192685315,-16.483584545808213,2.693574218450817,2.4186067210029853,9.583578542558012,17.820267725996352,305.4674746008076,-65.78794343842551,-1.4011291921998574,10.163373150157641,10.142020485393795,2650970.03712368,594780.0250695664,2056190.0120541134,14.122680336227127,10.142020485393813,10.163373150157641,3.7015679890151234,-32.45751599738631,-479.59435952553633,4.937892750951042,-96.2423337261059,562.8599743470841,-0.34256763455830475,12.190783143182008,-54.25486282131422,-14.639568697030278,15.994637391850972,-116.37584247605888,-92.99616151085216,-286.4884566180537,575.1786281821554,-111.6228453001439,0.0,0.6559968849949032,1.5544045204587738,4022.237376322079,715.3627135923165,-91.33599767323034,172.7734335472004,-1080.2932759277196,-2.4037225298374754,18.372818430108843,372510.04897207284,0.0074467272196272844,-0.9071329805086821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.35348890359137,-0.3060979324273898,-22.774859641464786,-3.9743709994777703,-0.0008426328031326327,-0.5062192930209655,3.6270717973347644,0.005335893220586141,-0.0583979791764786,-0.1329846228641669,0.9477910520411257,7.202040473388479,-7.372641183299322
2008-09-30,-7.855749915044138,461.8713493305715,0.6713311680275835,82.2274285605163,0.010179881907813628,656.7946994551171,-49.45574452995794,-19.14108064231219,108.98459693128407,34.96277693058812,61.60410719576504,61.82970243121517,-5.203575666810384,-5.069995201285425,-57.81153344950974,12.081546243157433,29.485305789214337,28.04982987868636,520.7529043706763,67.79799957672273,0.0,210.61630679616644,-0.15943185733377252,1.963847950850541,9.911852338572206,36.805907146425255,-33.27710485165109,1153.2823733468156,76.13931236601607,-1.8492226209395444,-34.14518569563667,-14.309350253475163,2780872.910141694,535417.3117057654,2245455.598435929,45.92111856263647,-14.309350253475163,-34.14518569563667,1.038244792205704,35.36173494747589,-3357.521706808644,2.449575748125651,-119.42309162160072,1672.0037179786736,12.856309195705798,21.094833541150024,126.00192776020344,-25.610080394239354,-36.01608762322377,9.685087214410238,59.272874451949775,-7.548236806264654,1794.8565499093575,11.3448493077071,0.0,4.467929967669961,10.815987139717736,2037.953640664433,1476.2284955462724,13.716735890788208,234.88628178250445,-1425.0239713903675,7.119562802815367,513.6328504429559,226.74375096432178,-0.001895989048484972,-0.9236746390600779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11654.950260156995,5.38292736804719,-396.9266036784567,-69.64366430429672,0.005085069032132933,-0.4586463090579045,43.96157814698422,0.9325433125374771,2.9542537746953954,0.08640011169731476,64.17622420069651,5933.039524933645,103.87106312206924
2008-10-31,-13.613701859514036,759.3803315111466,-4.295366591327025,285.935055217581,0.4157922585807096,659.7181118831918,23.003267812054297,-48.689303790719485,-22.126374820764696,110.48505632197809,-162.95852267238953,73.13120419440583,35.962029238988194,10.003784706064321,-5.092561898297465,-58.068854276721915,12.13532155904672,27.07770108553965,528.3480407978849,67.66793654316227,0.0,206.89532498232307,-0.1339747892211962,1.993154262556836,10.025634164938813,36.59496465083662,-33.798890152153724,1141.7196861379339,77.67974662402221,-1.4694511861925346,-34.7380918323493,-14.513974033760606,2829407.9329754277,544933.6736627413,2284474.2593126865,46.616427362299,-14.513974033760606,-34.7380918323493,1.0583083426377875,36.04727582725452,-3407.9929148127308,2.4986363713085704,-121.99208472234261,1663.628775019949,13.10546053133244,21.497153843088512,128.302918572812,-25.992007930820893,-36.6212669578989,10.146100241099994,60.22906498464711,-7.245422093051701,1786.4510610752375,11.831884059054758,0.0,4.554438011154435,11.025350285501334,2067.386610915129,1479.6286770964764,14.23396198941684,236.34559458898633,-1450.0219430244954,7.225434376615854,562.7046885915629,202.9398089998016,0.0029084371692889265,0.9006478500457478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-246.0176639412348,0.06605356812011465,10.089911979438511,1.6475708459209955,0.0006472766593085891,0.32660612413879164,-1.2449249628450332,0.02143934640044698,0.06678356918493122,0.08892006063207258,0.25636486927061597,506.6124489910021,471.5489754981818
2008-11-28,-1.0119806812506607,840.2079823519703,-8.285776878670982,298.40071120771916,1.565501775172883,644.4740568516902,-108.97274142535711,24.89643932977998,-46.11446205128421,-25.7716815118073,-328.1456447158519,72.70640143334447,40.745994733086484,-62.38520461468977,9.772628031970251,-4.974888467129458,-56.72706178343452,24.998520610333962,523.3978655405579,65.45831831960417,0.0,195.48009300075614,-0.08294184661013926,1.9741824138469453,9.894355491726222,35.21742398571196,-33.52221043125152,1091.3675063434137,77.66289116184025,-0.8953202391362716,-34.50981653842865,-14.359890120380008,2816849.0661190273,542632.153897726,2274216.912221302,46.19064176170806,-14.359890120380008,-34.50981653842865,1.0564036349436705,35.98630297506315,-3376.2103615948695,2.497207461818993,-122.23741513571011,1602.142515963262,13.08313693131549,21.448983758934492,127.83363154601994,-25.744157428109233,-36.39372836228725,10.615243168572825,59.78388047767392,-6.433822393942947,1722.2783971205697,12.287221059010434,0.0,4.54653934237985,11.00612965717195,2049.857177490644,1440.8686356526255,14.657132421912735,231.4313794443473,-1442.8917593068802,7.156398164763254,554.878458648826,192.06017264057718,0.001735241909356174,-3.1476810799857393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-636.0715757531052,-0.3959048056549044,-4.15117031361433,-0.9250329339742649,-0.0002397078290959226,-0.08073899100546456,-0.6870191344252135,0.008586232623444823,-0.0432706189700669,-0.0185605018401791,-0.09685432975943264,-74.47361039211955,-40.42493578440269
2008-12-31,5.445356914837784,785.0094730102505,-3.514102478647773,73.62336576664627,0.28757829116071704,617.929529243092,-189.78664791516232,-104.20983410686418,24.06073903794004,-44.099790925607344,-280.47988116832005,69.80916632574966,-3.800028183021502,-116.75064259236609,-59.815689568029384,9.370114087700044,-4.769983300099897,5.01370730194283,549.7397310551842,64.64592486178117,0.0,161.15765941747034,31.126331706528358,2.055201097975564,8.65483279343282,38.56116837529127,113.39693121950411,929.906759793532,-47.30599466809015,-21.74003217965164,-30.04252284547662,26.985598480918295,2756393.3784334324,549448.7420243778,2206944.6364090545,11.53623909017223,26.98559848091829,-30.04252284547662,0.705129623155625,-2.7376969608134694,-338.2555160913678,19.185385696341122,-167.968279524044,1338.8407620306755,16.245321530198456,44.915647358878246,-51.58675247953143,-108.43368179939334,102.85371728296006,305.5194220771757,75.5692369309632,268.7663722332258,2039.323275413777,296.3072702223908,0.0,18.254380017257535,22.274767987577835,2422.8195392662674,1511.3709513295335,310.9977454528725,232.58688990819957,-2533.6564677654296,1.4660174125946037,754.5794094030485,92.72402870918228,0.006135858363291873,-2.2201180691333313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5202.425736482143,-3.1950460096666013,20.45252907978488,100.86097703069699,-0.0006781459368694967,-0.20737285899127755,852.581844001051,-0.06476196460389849,1.3499547267294307,0.039301697036632,-24.7218067693341,-2892.2864695694743,-169.4901395915499
2009-01-30,-4.002092971154391,398.3757491365765,0.73916700885317,240.96321626507375,0.01275089212916317,615.7821403614198,-9.62243886034517,-189.1562325069354,-102.51101338682173,24.945217616789172,-223.01719185122332,72.94082711059124,48.11734170118778,-50.39283194739649,-116.34491828244677,-59.60782193806633,9.33755167101707,7.64901292908327,546.2716424929583,63.764188824745446,0.0,158.60645357644992,30.70731163594315,2.024283705570975,8.574826875690748,38.15790575686965,111.46449765580849,917.942132922999,-46.57527718604419,-21.50905472139712,-29.569987340307442,26.55827560512973,2778507.364490996,552238.1065378824,2226269.2579531134,11.444253647231966,26.558275605129722,-29.569987340307442,0.7141139890227038,-3.2913741028548316,-338.5048633522616,18.96345377223892,-169.9547005155121,1323.1158827881152,16.022105707245444,44.57276653180534,-50.81576385346952,-107.03827934083105,102.2922979880921,301.89273517237234,74.46268174801072,266.4013134598118,2024.791225919059,292.8000382448534,0.0,17.99045723398336,22.009948253744525,2441.5469898332435,1502.3945394535785,307.0897084542996,231.29306224187218,-2510.4556458123134,1.4504941530242144,734.5147361108643,103.04830408851811,0.001008337748228151,-1.2882317556651388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.856691199519446,-0.018011244630528722,-3.202348121316959,-1.621054152770597,-7.771888155497231e-05,0.06899763006354931,0.9978440408740425,-0.006512068306475882,0.03947121606518955,0.027244342707109404,0.17670572307592813,-249.45384784508133,-647.4608482134488
2009-02-27,-1.4205252660729775,629.2006196450802,-3.661030061383693,47.14536131050215,0.310040950502727,626.7140246436804,79.76068691368879,-9.665823618968359,-192.45296955532686,-103.79391015381896,-190.38325730974583,80.91309210626407,-1.8197177439043823,10.811038409930735,-51.287448032203706,-118.41037146812421,-60.66603030273582,7.9043058406598306,558.0243984336481,64.75441403878676,0.0,160.44754188289474,31.288830036521745,2.0710664279611586,8.714223563442815,38.68446768217914,112.84053158274527,931.1832311586197,-47.42229767960017,-21.66834265552589,-30.477213960628134,26.939207648482867,2832596.5839183154,563425.6632674618,2269170.9206508533,11.771141857431068,26.939207648482864,-30.477213960628134,0.7277467986664888,-3.49278403284233,-345.78306105361173,19.300795534389934,-173.23011810889338,1344.8128754532831,16.226536845282236,45.19994639308818,-51.66344090265123,-109.3837764071244,105.04434771657503,308.1626411486526,75.67769201710861,272.622277056172,2053.600511220023,298.884116914433,0.0,18.209396244748227,22.297919817895917,2487.6080380018698,1528.0243193601286,313.42571075649647,235.52134896856887,-2550.6606012568077,1.4859383280738674,797.348061437709,72.02535493193285,-0.011414194299950428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.19804654721247,0.21849999466911285,14.298487222100562,4.658477702748769,0.0008401115341258591,0.38396139828244813,17.322762347816706,0.022504305706885996,0.10667534990203453,0.10309774968482088,-0.23332449205743622,-452.1582261621669,235.0029088710481
