date,excess_log_return,illiq,turn,log_Mkt-RF,baspread,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom1m,chmom,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,gammaps,aeavol,cashdebt,chatoia,chinv,ep,lgr,pchquick,sp,stdcf,agr,chcapx,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,invest,chinvest,dy,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roaq,roeq,rsup,salecash,chsaleq,O-score,sue,chnanalyst,disp,RF,beta,idiovol,size,mom,max,r_sq,bm,cash,rd_mve,cashpr,depr,gma,lev,quick,acc,stdacc,cfp,oa,ol,noa,cfpq,currat,saleinv,rd_sale,roavol,salerec,tang,chfeps,sfe
2009-09-30,4.801131197682578,0.5966560394358291,981.1626509816039,3.312031819991652,120.14183824614582,0.1084834059592937,0.0,188.19316615006318,71.34409976688299,-55.395626037810565,465.3828694427287,264.0893609273592,0.0,-34.23301568377912,98.18282770689864,5.665012947080942,67.06113407521832,127.99508200778533,0.0,1455.5404049959188,101.31894743444475,20.264947931803412,-10.66448924518177,-3.9248169974819067,-8.514922229909134,77.95104291339976,513.3975513184694,83.4132878840619,7.472632449959929,228.65117922028648,10.233446833880048,16.253300779625437,7.472632449959936,2.304278547385109,123.77368582736935,2818.5188031582725,11.68062841344794,21.8670426391607,0.7743205708910912,100.58259650976095,113.81414647938003,10.120711157678233,-34.56679192224603,-107.726052397841,341.50432336295796,6.441613037415824,292.4460651690599,385.5870028153165,2.5479914278894737,25.206808575561322,-153.08512385269478,30640.95287704839,248.99940038745865,-3684.491574254738,-6.498955071687035,213.17079679410696,355.3162830855812,0.008568052691686479,0.0,0.0,25.165743577174226,0.0,28.425651498636228,0.0,-209.4803251407028,0.3593755861917032,2.0582672136474827,1836.6293070067622,0.8432854437366046,4.380742735397703,-319.2526046628782,78.20229992547274,-1.5803509883771873,0.2206536048146832,15.34536802770186,113460.74624532182,37831.06055723131,75629.68568809098,15.34536802770186,93.01425390480472,126.9079711962072,0.7278889196819449,0.3543098394432391,81.37045273775902,9.689801007213646,-88.50994915637995,3.8459566073825027
2009-10-30,-11.388340907165727,2.862671061013625,681.0165840848699,4.067248544426118,118.32209101750792,0.1626318758629769,0.0,64.43542697334608,189.92345386834296,76.19958754201244,-56.5817706684695,394.9926058031763,0.0,-29.272136290497386,43.640388762592714,99.07109867073737,5.716264949372874,67.66784361488385,1.4941749152342712,865.4465306686516,116.29212821756518,32.00482166434025,-14.903502091166299,11.16141533515474,26.45656188271296,99.2741703788968,497.0641749422058,85.1823080095053,32.68482008306617,-78.7340817921237,6.631503696752689,40.75190605626921,32.6848200830662,1.8580704325236406,107.26201368582105,2900.6040967150198,16.6947163684384,50.8229319183839,2.797415848902257,116.3799228301166,113.81489909185298,10.998957421971472,6.470368260322044,-130.17540213095856,392.32924803625883,-9.587306821598393,288.1382700721674,440.63713817564,9.595820945740467,36.80857643603333,-151.63230894659034,30043.495960477776,280.41377181280643,-3826.481864962338,-4.713851620641706,-154.68501083979172,368.87323820151187,0.00600165486928117,0.0,0.0,11.94588380539858,0.0,16.429402990296012,0.0,-17.84823870525986,10.616139909924996,-5.926354195464537,503.04158765490865,1.1105328167533486,4.194772269558953,-20.173025015115627,45.13905889723446,-12.014226428413682,0.5937373510363342,46.26417531615738,37710.838541349396,12256.852749427548,25453.985791922547,46.26417531615738,37.01621332924606,133.89570215155936,2.069674367655601,0.7694372657764426,-1.2518508371840653,10.368781785444185,16.56079364208756,0.23688625143943653
2009-11-30,0.7702611799745244,0.6043932331644265,1056.7690057607033,-2.6837721447495353,146.54020741377644,0.07042570005428443,68.52371750249401,66.86990357595398,66.07346369752433,192.69993402117734,82.21240547586328,181.1595078463568,0.0,-43.17574093168484,53.80777149435552,44.076678319188005,100.06155010657595,5.773412623141557,1.2986117036104932,1011.9347318786758,126.63867796354496,13.160081144384973,-13.963335706258675,11.076518714200112,38.801797288938076,119.3410953694499,420.11568321511214,477.5851739523271,36.89864588074893,1943.8920801108377,-43.71479523985861,42.03411230647957,36.89864588074893,0.9270209824459921,46.362916355721865,-100.65710910429692,8.976825654547023,28.359578593562194,3.4415769375807246,67.58511439878879,97.85738331106612,-8.260991405995437,27.74799090475507,-31.647381294451684,188.62879249722147,41.142963859134824,22.355456939955282,210.66142437982217,11.586366300224448,27.189154984752307,-101.36414768065535,8838.213271700026,81.9918426529747,-4210.629129300061,-4.6942182745836725,11.662195236750335,353.8564641608792,-1.017175177643114,167.24602338340935,14.331314472721468,13.32005463320138,0.0,4.973172752716209,0.0,-167.75870968750462,33.999739655197004,1.2772421568643217,-54693.53995614556,0.7646998478063196,5.144541293825654,-321.39337714393696,-120.59841072253494,-46.2620970844575,0.5205749516396327,67.0889548795346,46968.13095381856,73770.82329695905,-26802.692343140952,67.0889548795346,-308.6940070632427,313.4971860373671,1.5290845101288255,-0.38194080158816845,130.9227011198841,26.138289335561012,4.685856467174631,0.38488577414429415
2009-12-31,3.5222529528921247,1.0647166425064012,437.6320618373365,5.482017503100893,106.8424530803669,0.2966282702780099,122.11035875586057,-140.89678683007742,65.07719592298793,64.09248563626676,190.29172393225736,2.0460634968238267,0.0,-9.354898000532609,-34.70929659538294,52.88898588381475,43.324054364034,98.3529658286344,1.6075461242590552,966.2742496156391,115.45468740273557,15.34334255384832,-7.0502273422911825,11.452601306161018,34.38239999016869,161.05671800681833,405.3831556364453,470.89786450195015,46.724688680543366,1622.353556480583,-25.04521202830904,-13.31669141882412,46.72468868054339,20.11980868359734,-4.521356322831486,-78.6684546843135,7.937259721696255,-6.801751776239097,3.375099785890249,125.22474049946082,79.93272239563053,36.99936708675229,7.684046207779939,-34.03151527658031,161.56548330364637,61.0930208548452,-9.186210044055205,180.5065558104726,5.544038432606864,3.7212642849517445,-95.08062351360292,8532.616017521295,87.18606491289486,-4175.3595176453855,-4.294398054296422,175.8811790511886,250.59947371194974,0.0,-0.12406739705022574,-0.10360171484141922,-22.97784131974231,0.0,-7.160994147004885,0.0,-25.317252321618184,6.754234544823305,-9.133495794939197,-25.250314775283186,-1.550087649188029,-0.6121363449568946,-26.289722380131707,11.606751619468923,-14.99162986996815,-0.4109755702665021,4.920554624409533,-46234.11171577824,-18236.39431868284,-27997.717397096567,4.920554624409533,1.0660386077006478,-60.42130084495648,0.8223523195583127,-1.3013825347769412,-27.09116556232084,-7.178336518122023,-320.92278925209354,-7.644659681403038
2010-01-29,2.7511319080712133,4.2868858693752765,399.2793090683264,2.7494021923389527,69.92103751422111,0.07458024607497721,105.35977964865005,14.302937654623474,-140.85330032135965,65.06413452724415,63.97146333238737,-14.10249012399986,0.0,0.5415229394662329,71.66334517624351,-34.75445536033155,52.95779745639542,43.3804214178079,1.5534376465119588,922.6400721711206,113.54114959909538,10.991705651576163,-6.80940543034403,10.463982696058052,26.095213264751926,154.99113780263872,400.44092431860827,474.104850465138,42.75579212729868,2169.385714409457,-31.781120163662838,-14.627433869735556,42.75579212729866,19.743747620894286,-10.53328029051627,-110.13595242715846,7.871166277317451,-6.409659790294361,4.310945386673339,123.25395658753027,78.89259797155184,34.075567250297546,-0.5758685077162085,-24.40109639900278,145.92225880518126,79.26804722988176,-4.337214124268524,163.4898570271665,4.924606540088547,3.0714838188475353,-95.90334168573577,8376.103020137529,74.68183705118098,-4150.398789650746,-4.340814020028211,138.13553562775155,281.06842298452193,1.013567641978337,-4.546350480884769,0.0501465485347552,1.72090352480609,0.0,-5.345675627698142,0.0,1.5741097903753598,8.566702062786533,-0.06097871918720443,419.26561394130476,-0.05237118043876876,-1.6793493564985198,0.29702484184554123,6.3078299207049895,-12.885042594672683,-0.08466515912462214,17.109406170351463,7556.224416322075,2867.411629988579,4688.812786334194,17.109406170351463,5.92093579546372,21.162908053827323,-0.3326386093759339,-0.08067199967451444,25.338778282861767,1.714223790220558,-8.585915435671978,-0.7044626512477983
2010-02-26,3.1030992578023926,0.9409495770029674,1097.8001262190246,-3.4743145273587377,60.51965843164818,0.11874321730234809,108.81696066719108,48.19738519845997,14.360950507365601,-141.41038270472538,64.83930553308463,-71.74684823006996,0.0,-12.224124837459941,36.13147590863951,72.07294797584056,-34.953099760464596,53.26048583977028,1.427209887496678,948.389953189904,103.83938383532998,-7.625921783443645,-8.028948680807886,-2.8313225832084816,-0.8917133936555182,146.52310981951197,409.2384960752794,479.2051755421658,13.832882998594458,2337.503744582587,-40.46315790284663,-20.907730434590054,13.832882998594425,22.18190789536183,-70.03871112160672,24668.4168872656,0.19872253404587603,-23.185363995493272,5.189567462538912,34.37679918936631,48.990594525589,87.69623866225574,43.21943343823195,1.1767865655992527,31.13516571409853,87.18598173508597,-116.30978288975206,50.0737248509101,-5.089518106173831,-44.254116291152826,-73.57978747609367,3126.3926976324783,-46.19682070378529,-5180.302957496442,-4.420883692056833,-30.543528524093205,426.27384211833845,-1.013567641978337,-0.3156453878648051,-0.05553513008731059,7.569911372929937,0.0,-17.894614656848603,0.0,26.373358634289275,11.250406193315996,-7.085771197861639,-19826.873104339982,1.5728525799107302,-4.482878412799465,45.101075663347046,139.6462468458626,-21.2491244452942,-0.03838238788382142,19.881394091100205,-23236.88555654697,4251.558346169069,-27488.44390271604,19.881394091100205,187.92354654485234,-4.663804901269941,0.32882758979221904,0.038622453430427583,151.1307152836248,4.036264963453391,-58.32899496951302,0.0376447365037631
2010-03-31,6.495336009559222,1.5732820349724255,1125.09780992741,3.814736184425225,98.35720688457764,0.12754485015432132,-250.14662993834685,45.26056360871847,48.221699414609674,13.55518200581356,-142.64011994334828,178.09394675525004,-364.9488906094366,6.048502957698419,-50.65821721165822,40.20645283014064,80.20147282239618,-38.895177167403915,1.6195030725865958,1405.8056239437287,116.32494500529619,-12.162127819471873,-10.393769450120208,-304.0356711060779,7.677548628321713,19.068253353629338,2076.691913471693,132.25733007343723,-0.6356623024535835,1989.260097190395,-40.40836534046929,129.89053317457922,-0.6356623024536172,4.712467331683013,-3.494612642372715,24784.361392878778,-41.28942477376834,-4.625796077970234,5.139234920095714,68.6743444572603,63.39559792941677,-2.8646798674144707,38.194907545295194,37.15656724546076,7.544451163577556,59.10052839525899,-75.00029526743178,12.813839464684145,-1.5290324393109602,56.919972728403025,-372.360387655309,4358.155581801618,-78.69978736544424,-5063.991391084508,-17.35336943543106,-409.0904535607341,761.3577173032772,0.0,14.239233834787484,2.960975862262984,150.2241018411487,-636.939949794494,24.164007613627177,43.52919471752377,-997.8654721039607,4.347332190802462,2.630722909383106,-1904.505660766843,6.139500888016762,6.079445935975457,9363.588673527445,118.36905754062673,-11.639728710777518,0.37727878367892487,168.5330641530255,7421.9112481600605,16109.507528122514,-8687.596279962454,168.5330641530255,245.4824560332413,196.95508439111654,-3.49031280116089,11.22579670204378,361.3928794366452,66.22345445485689,140.65032606806545,-3.077186247049222
2010-04-30,11.735627510838711,1.610636328063463,858.5499307947655,7.013193174084514,65.11544310954218,0.42908979990183826,-243.180218484153,73.82244909413629,47.442586473774035,47.96500251177895,13.162185435289814,262.90370213376144,-193.72770895477373,-9.262812796313623,49.96556939651207,-51.07543820193394,40.53759310685383,80.86201201533153,2.0210927085830637,5328.500424395275,126.4840593994321,-3.9495571968123278,-6.1968923953691135,-302.59669399336013,-8.801503147821926,10.519772569759162,2171.6650442101286,133.86249378067455,-1.5250519614216533,1900.5695510890714,-32.73577277208422,139.26325228264122,-1.525051961421703,4.739435258532065,10.096667879642244,24726.575554702707,-39.76141956177046,-5.096376618322944,5.1669889450064925,87.21555777610693,77.38883897238952,-4.5787222461948165,35.82083346375618,22.962572556451363,11.60739907938353,75.99851592470333,-50.11714805540146,15.890978969981004,4.047520003853073,71.2021972076976,-362.2883366469248,4500.496844045846,-57.55053594828754,-5069.961325011029,-11.69465114100327,-5.875510302300285,821.6809377941988,1.1462607246379823,1.6279059033115857,0.17566745693919117,12.207492609392148,-196.08454339302546,14.969976918038583,3.1016305468778214,-29.913611007503988,-2.7525685814530902,24.423220960202375,-120.39019702128508,-0.6932556004086763,6.942333723571352,393.0946709424061,-12.178404950233016,5.191991443892249,0.20359350031737122,7.1047492839101665,9333.685958961956,5858.430955704534,3475.2550032576546,7.1047492839101665,-6.417093142209524,29.937328981026894,19.71069546164162,0.48296522633189554,40.13811989542501,4.536166614376839,-4.544652651960391,-1.1172432834579977
2010-05-31,-3.16393266407884,1.3883023379294006,1525.0384461885567,2.279018649580666,106.5764635132014,0.04512607730277024,-221.24483372206834,99.2030692129987,72.93206654675924,44.587278624093,49.564653437097675,368.74364949110856,-19.16884285013471,-12.83771718626106,92.25472366868317,50.41440454469717,-51.53424317805784,40.901737793463816,1.6556754770052766,6399.030024627438,127.39381218053079,9.33950233270195,2.794519488698338,58.20658235786131,0.12308840463278825,-22.820341993459024,529.4227574836984,141.1959135844247,2.768392701013377,-323.175231829547,24.893863111333417,31.962116648800222,2.7683927010133673,11.962949632032434,151.55926998226428,-1150.9111318826947,-37.57700486493244,-37.10514914349373,6.783465243764055,-101.39697455074513,57.307520621862466,-25.83709896972695,-68.70217127035292,-16.836326370577698,23.984868515970078,-223.73003147745968,66.00231507261914,29.92088342375635,24.980883672139388,-55.9645926551199,-41.28722175216991,17245.393007085084,45.58788257771485,-4508.554483087957,2.1786733601414476,-176.2942777866583,817.9262853436096,0.004720330127168548,0.494738529354521,-0.021103806070691178,13.424200808985006,-53.64562065772179,-17.132138088821023,-1.4716413761012674,991.536629161018,-1.8683150629975955,1.8387036933459484,60224.28683367487,-1.0160642980291499,0.23653255479962354,-9224.22269092551,-101.77869426905772,82.45155562756871,-0.3105586249063732,-274.1806211936215,85852.58130065631,-6800.475273797754,92653.056574455,-274.1806211936215,-149.32966437501273,-85.79722436625434,9.395587381940587,1.6977016863654484,-382.04329483463925,-5.664706688800493,4.010544828490367,-1.5993780308006524
2010-06-30,-13.220700613016433,0.8487782231101388,1122.6087294343074,-9.536629310509797,109.74156593530452,0.783702182384493,-275.3884166661842,159.665828517413,101.62605408551532,73.37248924042724,46.79392064169931,279.01850027719024,140.32155582785438,0.0,30.324038692012326,93.70002949055801,51.20422027984025,-52.34160283108386,1.0148346402109014,2452.8392793568555,134.88745557712784,3.9376483430821754,5.1819976812616995,63.6686421728834,14.99106174231675,-2.0843331108774272,506.7475507583407,146.79731240024233,12.873275750818792,8962.906310414006,25.22324643188641,226.04568842776445,12.873275750818818,11.854411432357157,115.58615480420124,-1186.517352117081,6.433336889732255,-51.57258780483005,6.778188664358609,-100.8595877125611,75.58372343543171,-6.986429942569088,12.548655271199838,-23.721736603086647,-14.018641370841081,-254.1419874969086,1.4897300740541368,-6.031965794703911,28.796280714518172,-52.031764939154186,-4.287943054175399,17945.641647042456,17.869944505924373,-4788.598867293421,4.016940084653203,149.5731741066537,462.5703885697881,0.009501851245876436,4.252667592485835,0.3714325284656681,23.622581862248353,-120.10671498450415,-78.61409171333185,4.780797677005367,-26.588115475200993,-5.538129668195893,2.4195327007217315,2956.476094153295,3.115052074855619,7.364436578883783,-4.838307374467149,18.26485676341963,6.868136596652025,0.1298482727269139,-8.594158294530086,67142.69520940911,20582.652042618487,46560.04316679016,-8.594158294530086,40.53901903792075,49.287491532739296,0.8710197603580383,1.9992348582770347,18.024034901714913,10.342857914304318,446.8679578435002,18.590089306538466
2010-07-30,5.677255403466544,1.4472801974645395,1384.6590267829201,-6.646381930474585,92.58912164384623,0.3808740653873855,-299.5210990529031,-49.4535057211058,161.8792944707488,104.3363330410881,72.2592931517261,41.17658500186501,303.3378577957756,-5.278806432835186,-125.47728498778835,30.233516450581355,93.42031949619408,51.05136726321099,1.105392822938286,2248.277683964312,131.2992742039693,12.534578390181462,7.644741501344395,62.33393191934204,20.173668801942274,-10.325239725429741,511.294884246326,147.23673710629953,13.689381228145661,8437.452618199464,63.53498893450007,322.131203389993,13.689381228145704,12.517702299651885,122.00873809960912,-1287.734332869377,7.200521781621143,-48.3077040981274,2.991333085327417,-101.52543233253387,72.81869115907135,-7.994892126245784,1.6157733792330653,-22.36240608234421,-23.909209015634566,-273.45871777878403,35.60129434641546,-10.187877419066549,27.943085882644468,-52.1941506101707,3.8319317391350314,17949.979841701494,41.744459146224244,-4930.276629305294,4.383372192677023,266.0954433274742,325.1006122691838,-0.0006666627914009293,-5.474386150611053,0.26524339605747116,-4.571677592067772,-70.39725866269146,1.2884967159953362,615.7619577297247,6.830084182791097,-9.288725544260757,-28.041528219718202,-490.3381884479968,-0.4085530538714224,-2.139037402930427,-6.367355075030218,-5.8206970692135656,39.18657829012291,-0.12117365311665385,-52.97378752412274,-46163.81310806004,-22369.745790222893,-23794.06731783785,-52.97378752412274,5.139872253014346,-157.28529390297945,-22.659173477199978,0.3610954854241797,-29.375064668895902,-7.647773331170924,-18.986187789793576,-1.3795750903922404
2010-08-31,-7.807350466778979,1.6714472899482684,976.2396584091287,7.703390225841228,81.31917112096835,0.5161097626816269,-298.7696058474287,-171.82091997195238,-48.762323373549826,159.760455008346,102.19558850664224,-0.5462706943453028,291.70528868346605,23.576139185487634,-86.00448841264591,-123.33353052110878,29.716982833037175,91.82425191138711,1.2862312825219422,1946.9872972517896,117.6778458730546,34.7108483706844,9.337306868320304,32.500505926777564,38.412567783714934,54.04281635913589,556.1787411026576,143.83049604541435,28.289758047351512,10109.815380955028,40.39865177023221,319.18513672048135,28.289758047351572,0.420197479798463,2.847931741449779,-511.6134313122204,4.063923093386587,-5.518291874528853,0.7446765187835444,-12.884441191161054,-160.6089252842109,15.738979070906385,40.85715644966422,-61.765192572242896,115.89728931940826,-7.60511683630736,148.14723055722376,121.98405176714576,22.437978671273388,-26.866546023881405,24.986663673192155,11721.137928078286,185.12960231423284,-5106.062712642415,4.44530092958868,191.05661606461592,442.7947267842429,-0.010017784394655171,0.5994568408956127,-0.2552664324254188,-26.08668463735694,82.40405153654297,-27.765723414351555,0.4154330947355902,34.00568829924691,12.826303689172619,1.537445143517214,-36571.81859818756,-0.6293566282877805,7.29379653059064,44.55773385631869,-82.97225135369536,-22.264558987915407,-0.15554989528062624,41.676583253317574,-107496.46717853146,-45094.37301931181,-62402.094159219414,41.676583253317574,-159.35525163566035,119.81869998669436,-8.88451120277491,-1.1156015195910811,120.63398072699692,-0.8826879361860165,-3.9950425185072618,0.1797695023669803
2010-09-30,9.208056562476443,1.1159785632133308,926.5012673577551,-5.644728075152703,65.82182459302392,0.2758587888534407,-338.03387538682136,63.39916638617396,-173.0119162186603,-49.275211088887005,160.60327957745164,-277.28840911790894,263.9464642728535,4.284793342940538,101.2833629527366,-86.63114297706687,-124.2321757113038,29.93350970595797,1.5961551031573995,1527.6862610517758,195.10420787191703,37.118187328968524,1.7699573079400235,85.78378457807898,-42.80156369360749,16.852929331677416,513.9048946140455,172.3638202582474,15.121237779406645,10783.304649161555,78.21029221390988,340.19176220871384,15.121237779406695,0.053799003699079195,141.98372240948115,-7860.043745608502,-6.323543896802999,-9.139800771444238,0.7384590822413815,67.7467278184075,-144.98100131230217,-3.2929933684546455,27.6602830997642,-50.44059020383202,149.08015438706093,79.04378471071493,137.96942264247014,154.49551474234394,55.834292076681336,56.003719976884874,17.106427228041525,21775.341332862678,187.59606680646806,-5164.910453659028,3.8269900757539674,308.158044598585,385.4306212977573,0.00524739542710928,-2.9045359776970656,0.20932743493724715,10.935335199000292,121.21594220771715,-31.68926772785909,1.8678765918713225,-5.7754142637763835,-15.080496962097556,1.0703805669491615,-12541.135453338631,0.9330379093110253,7.256058845765125,-149.895198449889,-39.65978554005869,25.37032201222608,0.4843241024746723,12.899700397067573,123604.0473228395,-77479.81045648595,201083.85777932545,12.899700397067573,-19.22365720939206,110.1925455902583,0.10336917677186364,6.604774640636322,50.58990664250905,-9.178797971823315,-260.4819461503432,3.016718631489997
2010-10-29,7.2937317801828225,0.646091874052272,819.7885273224049,10.481386164955062,91.67865569772594,0.9549683176684163,-386.27983106589403,-113.59312095381028,64.93647824826449,-171.0531326884422,-48.4894994780759,-111.48008566896114,357.54876967386446,0.38380086810906766,-73.14547154459531,100.27757439207,-85.77085743693857,-122.9984952967281,1.8858830524618941,1632.568395436687,195.93781040643927,35.0256991699946,-0.21254018850484224,83.56142966646107,-65.17744670467746,118.13329974527265,543.2936586275848,176.7467618648957,20.71589217524746,1379.3678665853859,48.795821710000766,78.02449302162931,20.715892175247486,7.503932925346516,146.2454265252504,-7719.533052245714,-1.3856169964182148,-7.495699675256133,3.5270639066891523,111.6098144870156,-138.6986413563751,84.60794196087504,22.278173816614537,-59.23259502438274,174.78102562552536,121.34359220247377,97.01065240760097,176.00108939886007,55.98109590333004,58.02775153438612,10.563334041351832,21189.463442791228,180.1340007367084,-4986.11636012145,3.9318521353963938,428.3953784331678,390.082014114981,-0.00464689434588994,-1.2108134685647371,-0.1882550799739846,-15.01227515489063,272.23738096033276,-10.586479375455468,0.6344503227637688,72.10802679155086,10.51069602551712,2.684484498082737,-1970.2632893836344,0.13085125925378094,1.1133912020726768,12.689831248327664,142.46756252663,-1.3662586360163864,0.4285095109930497,-4.89199817145612,-63408.04375948291,-20559.927388600307,-42848.11637088237,-4.89199817145612,176.11113504204377,-6.31970778822506,-0.47575692740188913,1.5191547437209536,-11.157182352584641,7.4090693339835525,62.00539192982143,2.4745516529661877
2010-11-30,-6.060636340188257,1.328803182398561,1193.9592457038582,4.411321633915477,95.72088249124207,0.16790575806556515,-360.8786265624848,114.25071693616344,-113.24804823751309,66.25066767238852,-173.06946493471622,161.201191368893,493.47468816386134,2.674882276299458,138.16904673103411,-74.11128089813904,101.60163475087829,-86.90337178984089,1.5577851221596486,1414.1798908393469,156.03988006304817,4.610758715938177,6.511128852003656,28.04208244579995,-24.712089578224617,152.12724516506105,525.3991986796696,177.30316133481796,60.63416370403787,2070.783303436896,105.6495508370366,77.00277984243628,60.63416370403784,32.560591767519924,-159.41763160833838,-2339.3638710578934,32.08232443581665,102.3552744555244,4.416042025426566,-106.85534015599862,-223.32342014697744,147.9666214937651,-19.61048205628631,4.433365294078372,-94.93001663782871,-12.128659691663692,-15.053765853163943,-77.35031253343396,28.4402314835,34.28835309182047,-3.317489644023885,13377.481516476786,-10.500637426325348,-4433.5683322815385,3.781477986867908,694.6513399884818,414.691553485744,0.00857014169255832,3.835666511422261,0.20770035113045182,19.76276049007697,-48.285433575911156,10.462251296426047,9.263463700046373,107.46420439944109,6.9045846058605775,6.691635285505743,-21614.99164631028,-0.05529009734781454,-3.618875623112345,-1.4232210383477195,148.96982203927246,-55.36752096965236,0.15945528932318176,39.27818114356167,391822.5938306572,65226.97622576845,326595.617604889,39.27818114356167,201.1965741930635,-280.7541546664711,-0.0668054629117023,0.16376512503122598,12.937859514001957,8.948418638695102,-69.62318158163355,-2.3931681571524095
2010-12-31,10.05213729457219,4.932687559044354,758.8476945771394,0.6965172065389339,107.01195604656102,0.004166196995403939,-353.78546566716795,96.20030273416833,116.56201774506181,-114.50093023132285,66.56665368436998,37.136923211881694,537.5608400871356,-6.8856116405724235,58.24460952457889,139.4212954069329,-74.78296356201758,102.522466989329,0.7545566231528866,911.0893238909141,142.75883698391323,-16.222909949163686,9.8528551712282,18.975776542073763,-42.4247246400096,10.932746287642217,488.6622836723809,179.8228345627923,39.66327935399892,2568.6667325971544,73.36419704147346,-20.5166046421822,39.663279353998895,31.042964575427256,-218.70406316904328,753.0973741714421,36.64700268741923,103.28786197205062,4.4760077969529535,-156.9477571724964,-252.81307500741468,34.462435901572256,-20.06974897390704,40.74740853749446,-154.43471957479517,-39.684224331667025,-88.85679213183775,-135.34035984558733,14.365702616558957,4.408951014837937,-22.332749606421707,13642.069990573844,-57.912253306580034,-4576.029479916617,-0.3287568350251243,1124.5596468623394,537.9788439219657,0.005489083023823449,1.7707722100886656,0.017763437189589837,13.74422763960888,-145.08574354356358,14.997093742428092,14.820953801121732,-27.367974259623907,-4.44824978479005,-5.2467082566815435,2375.7097928840403,1.0542542925409393,-3.792018038969829,-36.751393414659105,-84.50237838033718,-34.012407449710736,0.487453642209033,7.399924081401366,8489.685801970772,2110.795451708371,6378.8903502626345,7.399924081401366,-59.630327562898856,-39.63774498038538,2.7380190792772368,0.6470201613370534,3.1034760445413667,5.9238335619777445,-288.7041052354382,-7.189678257161276
2011-01-31,1.7006609661194718,0.7120451845814644,391.4976051635077,7.655236952988779,83.96741170518834,0.5050052642250153,-327.21305031108,-53.595521196624354,95.69105261847706,114.90558036162535,-118.844230264631,299.0895842924229,580.1221689776136,-10.747580830106928,9.11237162636191,57.98562430135914,138.80135725974156,-74.45044038658156,0.7513082047451088,950.4708843157885,145.1720561500497,-15.146493980286163,9.823342631145188,21.019695196332265,-30.405792603658735,-0.1309698519301854,475.22038296128227,177.50675511038017,42.2040409601965,3046.8176819915047,86.70778582291585,-17.30753911123944,42.20404096019648,31.545180633153752,-209.5886071156217,736.7736214292526,35.882153336904224,114.71088288569864,5.101293485407336,-172.16320483398664,-267.71257035045346,24.813471020380298,-26.723193722776223,31.08213160424714,-152.24252723327277,-39.850096426695416,-78.76011415336832,-133.4838588569085,15.740280415176954,5.151102460813975,-12.493532800430323,13804.77507890489,-54.883867199396235,-4694.144083656907,-0.24384202019517923,671.7344110734641,359.24099511845,-0.004021710829835046,-0.8610967388884774,0.07432260930797341,-6.804216431979512,167.5703941618175,-4.275132630732571,-10.844893164881114,-45.6886960160532,-8.996542205868025,-0.06347075299325766,-173.84322292637444,-1.12563524558729,-0.7665442041002706,-0.36586672382463803,-36.04569745132858,1.879234296889365,-0.7243410425877386,3.2965845807679415,-6185.398998321034,-2514.3851567937527,-3671.013841527514,3.2965845807679415,-42.34839638616813,19.512421935597104,-0.9103350261057059,-0.8297616069595648,-10.818876305751019,-8.494444658238876,70.4215783118724,-1.08345724108937
2011-02-28,3.6329424182337258,0.7522454018638696,913.9380092415038,2.300785192601684,90.24316099161713,0.04533151313839238,-330.1214742367308,145.2447615224964,-53.21193355692675,96.55344343516202,114.66698071867798,211.03724149402387,599.6614447057885,8.073813711697563,101.85556251200065,9.235394171641481,58.76846540833738,140.67525979121348,0.3152990498391417,1305.6384515379316,170.0460374381892,-16.447011103335022,5.165920873800201,9.973305366974053,-107.69523271967957,74.9954962414856,470.8354750991819,181.0114355981789,-0.5155101453677093,2279.8119036852895,29.238488993259168,-15.759011184064219,-0.51551014536774,37.70459406172351,-248.97049103329758,592.686308901646,9.0628712933345,33.66591983636143,5.229367755385977,-243.7783653984202,-285.564221505261,93.88901405758655,15.168485302484774,28.14314286513648,-109.7959109538584,-17.673459180929253,-108.57481284461043,-93.67064861388303,10.34119613035918,-24.71491851376772,-10.658535069944675,14131.677289373283,-62.34336106948352,-5034.894012405963,-0.2600085564580518,657.426883846825,348.38066000953506,0.007319053434741596,1.5630808190303753,-0.1262225321375965,20.567275064997148,-17.731111772114104,22.999446972146814,21.811058062780944,-24.440268307864926,1.4051278336655457,-9.631307837426665,43.16491139520804,1.1931920891065602,0.670343237185449,-18.840223054104626,568.5741618893003,16.63755270314477,0.08045721743594747,-13.377800950405884,66956.61781520676,38356.23127052444,28600.386544681154,-13.377800950405884,666.4705004118396,80.14017710131156,0.9660172452940543,0.664223245961395,60.05725784677861,7.441238050566767,-9.503538500107908,-0.3174392157237804
