date,excess_log_return,illiq,turn,log_Mkt-RF,baspread,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom1m,chmom,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,gammaps,chatoia,ep,lgr,pchquick,agr,chcapx,grnoa,pctacc,chcshoq,ibq_adj,chtx,invest,chinvest,dy,egr,operprof,pchcurrat,pchdepr,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roaq,roeq,chsaleq,O-score,sue,disp,RF,beta,idiovol,size,mom,r_sq,aeavol,bm,cash,rd_mve,cashdebt,cashpr,chinv,depr,gma,lev,quick,sp,acc,stdacc,stdcf,cfp,oa,ol,noa,chatq,cfpq,currat,pchgm_pchsale,saleinv,rd_sale,roavol,rsup,salecash,salerec,tang,chfeps,sfe,chnanalyst
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-30,-30.31808779765437,0.4281748411917632,1014.9567039089447,2.243440083632337,194.10339524175518,0.03401891079440297,0.0,10.210525829818808,-127.51786321993922,277.91238063765826,205.72581372759632,182.54903142042437,0.0,268.7385253038852,3.39333108965776,-15.543644310385353,-177.23920384565588,37.03973082173722,90.39635884749868,0.0,154.58048464253332,28.132127983822723,96.55269760710023,-65.95031205431285,84.87801727394572,0.0,242.18447565234533,-4.21880870290431,-0.8606218352948728,58.37756932170334,0.0,21.300882484117643,-107.18146255575759,3.651948033539763,67.60232015666254,178.12097681786952,-61.95273969675261,341.4335744605522,1012.8827590525801,922.8489609236082,798.4044066039858,963.9156858879135,35.17553513732662,78.24039458983289,1147.2680510839432,-7585.66571943948,0.38358837723613326,165.674999485055,19.233215522518492,0.0,0.0,2013.6080583840487,0.0,0.0,1901.7794850699868,966.0340464463028,338.0583211533672,0.0,108.31250531503417,2990.37731612252,10.761925801313021,99.23373662167734,125.90638737166059,1050.920589409374,3161.672093891922,809.444610976988,-59.26138835186118,0.3949653596423624,29.198806204360018,62.809371180191576,2871132.0863649566,1993966.4424913537,877165.643873603,84.8780172739457,62.809371180191576,3691.9626641130717,-63.229606154611446,62998275.945327856,0.0,14.801768333923592,136.9918084144002,13378.532914876805,4053.402072731724,938.7659327461824,151.50717638752835,41.36744040362722,-39.016930408146976
2008-10-31,-47.16885619010043,0.5011361222184529,1729.7746341666789,-15.54196157279464,525.5583901008213,1.5044646755355102,0.0,43.52245016261867,11.322754243932438,-128.48898103659369,277.97952036964443,-523.378672491947,0.0,276.3551550166935,104.0100141108511,32.944466977065346,-15.576797119444183,-177.61723472216715,37.11873231578859,0.0,154.90283581361078,28.212047501204857,96.90691413892311,-65.35066273921286,85.24841963410134,0.0,237.50140089407066,-4.223231815713494,-0.849376801186536,58.71612290964977,0.0,21.356597503278103,-107.26697425164666,3.6997767226043745,67.87816370167678,178.7885253883734,-61.315794070719754,339.9002856231841,1014.8019883780609,925.0704369970609,799.8595701507802,965.8507982246431,35.278868853785404,78.48147858602891,1149.5497489286363,-7600.593320036878,0.3853172392036919,321.73672455714114,4.850357869882039,0.0,0.0,158.9758375820918,0.0,0.0,4.683289491774758,3.100120140839067,-0.8799868814007255,0.0,0.25371015376634887,-19.550840591410633,0.11145318785658098,0.09242635317855274,0.5484948005693724,5.2144547406942365,2.3737579483058653,2.053789193574289,-0.6761604614132679,-0.0009875891656743185,0.15150799349347466,0.4570866688091897,-8425.27961007785,-9269.287175253965,844.0075651762309,0.370402360155623,0.4570866688091897,7.16437768085143,0.11796406159243844,-1213738.3985625207,0.0,0.08765501341832227,-0.6679610043756554,139.710823367157,7.142591450022792,1.4494083392144148,-11.972838332270499,0.03190757509307929,213.73810122011992
2008-11-28,-24.60321898294166,5.167169808988197,2416.948718803099,-29.91348975511081,530.7828779557618,5.651808152569174,0.0,-423.3666578058409,43.89592191093157,13.916546381136158,-125.66258713586947,-949.234338786679,0.0,256.93321132925723,104.1137046810958,-204.25922639471395,31.997161089434147,-15.111333932091355,-172.3097068928822,0.0,139.69342655912658,37.185891175722226,103.56965641384738,-106.00674007933847,75.39937024645684,0.0,127.53206457275849,-0.250861427481865,-13.075045312036472,67.46897329049565,0.0,14.158523390999822,-109.58969826956967,5.3134634383696,52.14782186259242,184.9870682778753,-107.42277851933612,425.90528324152314,977.9270638720945,897.1654583388092,659.2376274272249,925.8511859423712,39.282947893027924,87.38348232253841,1087.8966714311002,-7397.351184804718,0.4823186221041485,302.38971571076945,-11.417653457770685,0.0,0.0,-62.471841400688845,0.0,0.0,-106.45398922890604,82.00479797266667,-35.63808016323583,0.0,8.91309339081863,175.93540790576117,-6.1497431915419245,2.4507239555407523,3.367887422663472,123.8571346217384,-148.92499987813335,156.2383997328211,17.56880376472816,-0.007230330247516847,-0.34206213906889005,4.070718991709846,20988.947873582598,-34404.83883888251,55393.78671246511,-9.849049387644484,4.070718991709846,-171.63715705769073,-41.291587012828465,3780411.5836042836,0.0,-0.44799089058665587,78.30308227186927,117.25107171615491,-106.42755447551963,-48.774542607738454,18.372838435430566,-2.8679220830163246,295.3288131776045
2008-12-31,26.662250208499948,5.29145208026668,2934.880362500902,-12.658628089542159,477.7845818757286,1.035925006896894,0.0,-567.066350369767,-405.79180941908163,42.33938423091153,11.787288210045038,-1197.5880549649758,0.0,222.1608199780563,-9.426821231390981,-381.1791090679542,-195.29221211599227,30.5924803539208,-14.432432218591465,0.0,36.96405152617224,47.034860732968156,27.473357940776356,55.61260202679558,42.50206801767664,73794.50989460759,188.51867923991054,155.99413779722028,254.00785579705013,8.672064495388572,0.0,6.868133348745908,-112.6584903376312,45.71942579934136,58.002364583096046,173.35841497344782,38.953466441981966,204.43713088872946,53.19656863820694,-65.66065767746281,-17.33903427389483,90.28178074259439,37.71219867137686,82.46181848434703,93.81643556706743,-7071.817701460472,0.43531403748116615,330.1486142749733,-8.025404529291418,0.0,0.0,-92.63427291370954,0.0,0.0,-385.6262046573854,142.3059099390391,43.96434854737106,0.0,5.667237663157238,-1087.587999036998,-6.669735347256065,7.802050094587173,9.450571372136238,194.85422368736135,-2.8584707064865142,192.83205352678124,-18.610190231396615,-0.04778988320037697,-1.2449479172681315,29.53639221773919,-26571.32826511422,-28789.380870748777,2218.052605634206,-32.897302228780205,29.53639221773919,173.5394221763754,88.72742646079723,-694919.6204610914,0.0,-0.5361272345187782,6.52806348918034,-4206.689921386334,-90.54859683660425,-125.16252314811118,-247.33358037356635,0.24700323692823645,823.991594661132
2009-01-30,-19.00231523635734,1.4227232955604265,1321.8963295824656,2.6327306512757636,306.44330588158454,0.04541553415870475,0.0,-210.6482600367747,-548.946624536516,-402.4039572845668,38.19695504608227,-833.9077485437252,0.0,272.9233469478901,33.50344698637554,-161.53382923276112,-372.9427268853316,-191.07240767757446,29.931448953943573,0.0,39.579299817688494,46.66321702884847,31.818365991366942,50.645449152986735,42.96977523495923,57781.02248242034,187.47748227832122,118.8244639342676,258.24731132473266,11.635610956525134,0.0,6.883317604407363,-90.57323821711276,44.393689750235296,56.853295300036095,170.92373486304658,34.27645385041089,202.49301268990263,64.25116483152922,-56.3840653040031,0.7510901670138423,101.38113393975286,37.492006827089234,82.04670212334781,102.60821013607679,-6987.854750260803,0.4240281951343936,332.9053721203285,-4.640515405338427,0.0,0.0,-43.59294006238679,0.0,0.0,-130.2554880466655,-28.435494173781763,0.25544492651829387,0.0,-1.077218396779486,4.559205568199104,-0.050599461704053716,-1.7574517133082423,-2.388914813723744,-34.1626818676059,-42.198655398156916,-19.7247419436801,-3.7746051795670326,-0.0019494826649289476,-0.3813817011522538,4.340548262366298,-4106.926959449425,6431.418942082906,-10538.345901532215,0.46770721728258025,4.340548262366298,-67.6887817615193,-0.7311792732666476,-658610.4870708361,0.0,-0.19173908728302003,-7.18666900257918,-433.1648089248356,-37.95885921972558,2.3135929403083537,-30.80498782601083,-2.2287482286372153,-381.8452784792645
2009-02-27,-27.94297263514908,326.1704584839597,1802.3035579907255,-13.10150742665981,229.60114487651916,1.1095248461425915,0.0,347.82405694392804,-222.2678561538335,-568.0255594056215,-410.68004406958977,-699.1433265233194,0.0,368.0017502454579,-63.333667540193225,34.96013411274345,-165.85049405237376,-382.9088668358468,-196.17843125256184,0.0,40.38038643801473,53.244508064128766,17.7546989187147,49.00432102973227,37.49683332258826,58801.93386102566,190.2749069567649,120.79638672730457,257.99126976236636,12.199164905026912,0.0,10.360073911986738,-92.5516432273645,44.47989907820875,57.23313504913323,174.16928612461803,45.057668632584345,215.93914690803217,45.59302696632418,-38.13618960552718,35.13801221284257,85.09653504278133,38.717194718220945,83.9410627769478,106.03045619292098,-7167.738585664522,0.39032371142360334,347.6001569566048,0.0,0.0,0.0,52.74807942166535,0.0,0.0,-295.82857952794166,122.20051074884714,1.8558866782523182,0.0,7.028875642016104,-3977.0193130524312,3.7052562763606334,3.2630100060830216,4.040757681636194,91.72415777300512,100.14994060207346,119.20058273935615,0.5348864936201778,0.010670860707251262,1.2646089071809534,1.0186213237338535,40126.81914442126,13719.405776816187,26407.41336760565,-5.47294191237097,1.0186213237338535,137.77983175529062,1.0290928836608195,871383.8730069622,0.0,0.45849528239465265,-25.31044641952485,843.7135409753628,87.18235800863295,22.045186219120865,-43.76414469112132,-4.718613878815372,117.69413931752581
2009-03-31,23.574766053952658,2.561278698577297,2743.935402343312,-16.33044988971745,271.87413249033443,1.7385562868561233,0.0,-248.4357128016237,342.2046661079063,-217.55805131003038,-558.6852910002044,-468.05424351311063,0.0,361.37437331452105,5.529266282447902,-168.61517277784458,34.34621498991976,-162.93806844496183,-376.1847771944519,0.0,-17.45354093922799,-16.05996381100194,-6.27751011993517,83.029904190988,0.979924590349623,2004.8656018949903,-52.84162977602282,-4.257600299372493,3.5177873655734393,-88.76556690700095,0.0,-4.018392966030162,-159.13270555518372,46.79994331127078,-12.82453231897227,144.20851816872755,67.00250358258477,69.53993191896926,-44.16338269781706,-86.68294800542634,-289.3230948068523,-12.723730708171644,17.75786136048694,42.80732236371433,-54.95084964341073,-7019.386718430168,-1.6866437437586614,611.5593408898118,1.5339370696063175,0.0,0.0,-35.58878524722695,0.0,0.0,181.58197822417492,171.76690488539134,13.419295120365291,0.944691100991599,-53.370090809360306,-3129.6949480817752,-10.20097331736026,-0.13036630715897957,-12.321801313535275,239.25165231724463,51.52322522944087,29.02639645523027,-72.16609716968017,0.010534378030383484,12.119078158497679,16.498346571508733,-18009.960747669917,83078.99457846838,-101088.95532613958,-36.51690873223861,16.498346571508733,-12.536134714743639,8.54525400161431,6385644.7225602865,4.02538501676593,3.2919254250126766,-15.055587739688889,-637.6621442658852,-111.56943176219193,17.616195463039958,-7.675469363933445,-1.6491419602163653,-88.27723809593522
